Date,Open,High,Low,Close,Adj Close,Volume
2016-10-03,28.177500,28.639999,28.070000,28.514999,26.742517,504117600
2016-10-10,28.754999,29.672501,28.680000,29.407499,27.579546,834833600
2016-10-17,29.332500,29.552500,28.450001,29.150000,27.338051,462126000
2016-10-24,29.275000,29.590000,28.327499,28.430000,26.662807,840902400
2016-10-31,28.412500,28.557501,27.027500,27.209999,25.518639,625386000
2016-11-07,27.520000,27.930000,26.457500,27.107500,25.553043,829076000
2016-11-14,26.927500,27.635000,26.020000,27.514999,25.937166,793365600
2016-11-21,27.530001,28.105000,27.502501,27.947500,26.344872,376529600
2016-11-28,27.857500,28.117500,27.212500,27.475000,25.899464,622000000
2016-12-05,27.500000,28.674999,27.062500,28.487499,26.853899,607958400
2016-12-12,28.322500,29.182501,28.122499,28.992500,27.329943,780062400
2016-12-19,28.950001,29.375000,28.897499,29.129999,27.459555,453292000
2016-12-26,29.129999,29.504999,28.857500,28.955000,27.294588,339314400
2017-01-02,28.950001,29.540001,28.690001,29.477501,27.787130,415382000
2017-01-09,29.487499,29.982500,29.485001,29.760000,28.053429,555242800
2017-01-16,29.584999,30.125000,29.555000,30.000000,28.279669,465392000
2017-01-23,30.000000,30.610001,29.875000,30.487499,28.739214,498157200
2017-01-30,30.232500,32.622501,30.155001,32.270000,30.419495,999124800
2017-02-06,32.282501,33.235001,32.224998,33.029999,31.135920,545796800
2017-02-13,33.270000,34.067501,33.187500,33.930000,32.122974,546670000
2017-02-20,34.057499,34.369999,33.820000,34.165001,32.345463,351635600
2017-02-27,34.285000,35.070000,34.070000,34.945000,33.083912,509896000
2017-03-06,34.842499,34.994999,34.262501,34.785000,32.932449,398688800
2017-03-13,34.712502,35.255001,34.705002,34.997501,33.133617,486158400
2017-03-20,35.099998,35.700001,34.932499,35.160000,33.287472,518696000
2017-03-27,34.847500,36.125000,34.654999,35.915001,34.002254,508035600
2017-04-03,35.927502,36.365002,35.762501,35.834999,33.926517,421664800
2017-04-10,35.900002,35.970001,35.014999,35.262501,33.384506,349942800
2017-04-17,35.369999,35.730000,35.112499,35.567501,33.673264,356994000
2017-04-24,35.875000,36.224998,35.794998,35.912498,33.999893,364614800
2017-05-01,36.275002,37.244999,36.067501,37.240002,35.256695,701406800
2017-05-08,37.257500,39.105000,37.257500,39.025002,36.946632,693882400
2017-05-15,39.002499,39.162498,37.427502,38.264999,36.376637,629419600
2017-05-22,38.500000,38.724998,38.167500,38.402500,36.507347,412906000
2017-05-29,38.355000,38.862499,38.055000,38.862499,36.944649,355011600
2017-06-05,38.584999,38.994999,36.505001,37.244999,35.406963,636638800
2017-06-12,36.435001,36.875000,35.549999,35.567501,33.812248,882121600
2017-06-19,35.915001,36.790001,35.915001,36.570000,34.765282,533012000
2017-06-26,36.792500,37.070000,35.570000,36.005001,34.228168,508240800
2017-07-03,36.220001,36.325001,35.602501,36.044998,34.266190,316711600
2017-07-10,36.027500,37.332500,35.842499,37.259998,35.421230,444353600
2017-07-17,37.205002,37.935001,37.142502,37.567501,35.713558,424326400
2017-07-24,37.645000,38.497501,36.825001,37.375000,35.530556,423272400
2017-07-31,37.474998,39.937500,37.032501,39.097500,37.168053,691234000
2017-08-07,39.264999,40.457500,38.657501,39.369999,37.427097,605076400
2017-08-14,39.830002,40.627499,39.180000,39.375000,37.578850,538514000
2017-08-21,39.375000,40.185001,38.777500,39.965000,38.141937,450684800
2017-08-28,40.035000,41.235001,39.982498,41.012501,39.141647,504514800
2017-09-04,40.937500,41.062500,39.632500,39.657501,37.848473,406640800
2017-09-11,40.125000,40.990002,39.477501,39.970001,38.146706,884310000
2017-09-18,40.027500,40.125000,37.639999,37.972500,36.240334,744754000
2017-09-25,37.497501,38.680000,37.290001,38.529999,36.772396,619427200
2017-10-02,38.564999,38.872501,38.115002,38.825001,37.053936,375137200
2017-10-09,38.952499,39.500000,38.775002,39.247501,37.457165,325219200
2017-10-16,39.474998,40.217499,38.755001,39.062500,37.280602,504205200
2017-10-23,39.222500,40.900002,38.817501,40.762501,38.903057,489613200
2017-10-30,40.972500,43.564999,40.930000,43.125000,41.157795,860709600
2017-11-06,43.092499,44.060001,42.930000,43.667500,41.675541,553701600
2017-11-13,43.375000,43.625000,42.095001,42.537498,40.743027,465838800
2017-11-20,42.572498,43.875000,42.389999,43.742500,41.897194,324037200
2017-11-27,43.762501,43.770000,41.790001,42.762501,40.958542,680394000
2017-12-04,43.119999,43.154999,41.615002,42.342499,40.556255,549924400
2017-12-11,42.299999,43.542500,42.197498,43.492500,41.657742,556588800
2017-12-18,43.720001,44.299999,43.312500,43.752499,41.906776,470529600
2017-12-25,42.700001,42.962502,42.305000,42.307499,40.522728,388655200
2018-01-01,42.540001,43.842499,42.314999,43.750000,41.904381,404673600
2018-01-08,43.587502,44.340000,43.250000,44.272499,42.404839,440790000
2018-01-15,44.474998,45.025002,43.767502,44.615002,42.732891,510284800
2018-01-22,44.325001,44.860001,42.514999,42.877499,41.068687,766299200
2018-01-29,42.540001,42.540001,40.025002,40.125000,38.432297,1051968400
