ip1,ip2,output
35.20,45.68,66.97
35.02,44.84,72.44
34.37,45.27,66.81
33.20,48.22,70.53
31.74,53.51,68.37
31.15,55.89,89.89
30.69,58.22,74.33
30.17,61.06,77.96
29.72,64.11,76.75
29.29,67.64,62.40
28.71,72.04,73.65
28.02,76.98,74.26
27.38,81.51,78.21
26.89,84.95,79.07
26.53,87.12,81.05
26.48,87.76,84.34
27.10,84.75,61.54
28.14,78.00,55.06
29.44,69.22,433.32
30.91,59.67,444.95
32.61,50.76,501.57
35.41,41.22,488.14
37.80,33.80,500.35
38.67,30.71,555.88
38.69,29.44,553.08
38.03,29.60,556.74
36.73,31.01,336.97
34.93,34.21,292.41
33.03,39.79,194.14
32.27,41.97,111.72
31.61,43.89,90.82
30.92,46.21,76.51
30.25,49.15,72.45
29.67,53.15,74.69
29.17,58.43,80.95
28.63,62.96,75.65
28.20,65.60,80.30
28.02,66.46,80.91
27.98,66.53,84.34
28.12,65.86,83.72
28.97,62.65,77.16
30.20,57.68,24.86
31.34,52.66,463.64
33.03,46.90,493.73
34.92,43.14,507.79
35.49,42.83,489.36
35.24,43.85,488.48
35.55,41.85,504.63
35.77,40.14,509.87
35.24,40.81,516.15
34.24,43.00,338.75
32.83,47.66,247.82
31.79,52.37,103.47
31.41,54.84,104.06
30.77,58.86,85.58
30.02,63.68,84.40
29.33,68.14,78.33
28.68,72.43,81.97
28.18,75.96,82.36
27.71,79.80,79.63
27.30,83.51,77.16
27.05,85.62,79.19
26.83,87.06,82.52
26.77,87.37,82.78
27.33,85.34,61.11
28.43,80.66,55.68
29.25,78.09,393.43
29.59,78.05,473.17
29.64,78.60,516.61
29.60,78.85,525.24
29.87,76.18,522.05
30.14,73.36,487.33
30.25,70.80,282.89
30.12,70.04,252.70
29.93,70.37,147.71
29.43,72.60,95.49
28.90,75.49,88.06
28.49,78.56,88.42
28.07,81.22,82.56
27.73,83.41,80.91
27.36,85.84,82.71
27.01,88.15,84.57
26.69,90.40,88.27
26.47,91.96,83.52
26.25,93.79,78.94
26.12,94.94,61.54
25.97,96.13,62.92
25.97,96.47,62.92
26.42,95.07,62.92
27.50,90.00,61.34
28.71,83.47,400.83
29.28,79.91,372.91
29.36,81.30,476.71
29.44,81.65,463.37
29.39,81.95,486.68
29.34,82.50,468.78
29.08,83.85,465.06
28.69,86.44,450.66
28.20,90.04,312.69
27.75,91.99,231.62
27.27,94.09,138.88
27.07,95.15,111.30
26.79,96.70,91.78
26.61,97.51,84.76
26.43,98.13,76.36
26.38,98.06,88.23
26.28,98.21,89.71
26.20,98.06,90.13
26.09,98.15,90.75
26.02,98.14,92.01
25.95,97.98,91.38
25.86,97.95,96.42
26.03,97.67,64.37
26.63,96.34,95.79
27.46,92.24,386.41
28.27,88.37,434.43
28.66,85.06,495.64
28.97,82.61,473.79
29.36,79.81,476.16
29.65,76.88,487.65
29.60,74.89,461.25
29.49,73.74,296.75
29.37,73.36,273.77
28.82,75.12,210.21
28.25,76.53,126.86
27.97,77.65,90.05
27.65,79.06,76.15
27.36,80.58,84.19
27.04,82.60,76.80
26.75,85.05,78.21
26.45,87.68,82.77
26.16,90.69,87.60
25.98,92.83,93.27
25.85,94.14,89.89
25.71,95.31,92.42
25.59,96.36,97.52
25.75,96.70,64.95
26.16,96.51,98.41
26.90,95.07,399.89
28.29,89.22,199.68
29.21,85.13,503.89
29.87,81.86,473.14
30.25,79.70,290.92
30.69,76.89,266.52
31.18,72.73,249.59
31.03,71.63,234.23
30.44,72.79,172.84
29.58,76.07,152.41
28.80,79.79,71.27
28.44,81.47,86.43
28.15,82.59,91.69
27.91,83.67,78.46
27.51,85.32,78.57
27.13,86.72,75.92
26.79,87.95,88.47
26.50,89.16,88.67
26.18,90.56,90.88
25.88,92.11,90.95
25.64,93.28,90.53
25.49,94.49,94.74
26.38,92.67,115.59
28.21,84.91,94.04
30.24,75.89,398.09
31.59,69.03,205.69
32.00,66.97,90.75
32.15,65.81,101.08
32.33,64.00,94.70
32.47,61.55,90.33
33.23,57.41,71.35
32.88,56.29,81.99
32.55,55.16,55.96
31.22,58.65,73.95
30.01,66.21,61.93
29.59,66.08,94.67
29.14,67.59,77.59
28.72,68.45,76.02
28.51,69.32,78.75
28.28,70.66,71.48
27.87,71.87,75.29
27.48,73.13,76.93
27.05,74.52,85.18
26.67,76.54,87.24
26.45,78.10,88.06
26.26,80.48,101.06
27.00,79.85,108.49
28.78,75.22,71.98
30.46,70.26,253.17
31.44,66.51,524.40
31.96,63.77,542.44
32.35,61.41,509.09
32.52,59.93,509.91
32.66,59.08,509.41
32.48,59.18,279.24
32.39,58.78,320.17
31.83,59.51,321.33
30.87,62.81,282.79
29.87,66.79,164.57
29.57,67.51,89.89
29.14,68.91,90.77
28.77,69.98,77.17
28.34,71.31,73.73
27.94,72.62,75.65
27.56,74.27,73.90
27.18,76.26,86.02
26.79,78.75,86.62
26.48,81.23,90.34
26.18,83.87,98.66
26.02,86.33,98.31
27.10,83.34,62.67
29.30,74.72,55.33
30.97,67.75,373.64
31.87,64.26,291.46
32.36,62.70,530.88
32.47,62.13,522.31
32.63,61.20,483.73
32.70,60.27,301.57
32.56,59.75,292.16
32.00,60.66,311.62
31.48,61.62,321.14
30.28,65.89,226.43
28.24,80.16,167.16
28.07,81.93,85.61
27.55,83.69,88.59
27.65,81.22,83.40
27.97,75.67,69.99
27.67,76.62,71.82
27.38,77.81,75.31
27.06,79.47,83.99
26.76,81.16,87.85
26.37,83.72,93.61
26.07,85.98,89.92
25.93,87.80,94.00
26.86,85.77,76.01
28.79,78.24,46.94
30.68,70.20,390.44
31.83,65.61,493.84
32.21,64.94,534.13
32.17,65.60,533.78
31.84,67.04,544.25
31.74,66.66,577.46
31.48,66.71,490.30
30.99,67.50,480.19
30.73,65.39,306.06
29.25,68.95,275.28
28.24,80.32,128.12
27.88,82.68,90.26
27.84,82.15,84.60
27.51,78.13,79.63
27.35,78.37,91.94
27.09,79.23,91.76
26.82,80.95,89.30
26.50,82.96,94.48
26.19,85.22,101.62
25.91,87.65,95.98
25.63,89.76,87.05
25.40,91.55,63.31
25.85,91.15,63.31
27.20,87.03,66.32
28.90,80.10,473.31
30.08,74.22,457.69
30.92,69.00,463.09
31.45,64.93,488.51
31.57,63.83,464.24
31.51,62.43,304.59
31.22,61.39,304.10
31.13,60.09,318.72
30.59,60.56,310.89
29.83,59.57,221.98
27.54,75.24,101.00
27.60,79.08,83.36
27.35,74.64,91.94
27.12,75.41,91.36
26.87,74.93,82.48
26.49,76.64,70.69
26.10,78.15,73.03
25.66,80.87,79.93
25.29,83.30,85.31
24.91,84.79,86.14
24.60,87.40,93.90
24.37,90.31,63.88
24.94,90.23,63.74
27.09,78.66,370.58
31.33,58.49,394.54
32.77,54.53,434.10
33.97,50.62,456.65
34.50,48.50,468.57
34.42,48.50,474.38
33.69,50.46,475.47
32.81,53.13,289.03
31.93,55.85,276.20
30.97,59.05,278.64
29.85,64.15,245.43
28.70,70.73,78.64
28.34,73.58,76.01
27.95,75.51,81.14
27.51,78.05,78.21
27.11,80.06,77.78
26.66,81.72,76.54
26.23,82.67,74.59
25.77,83.83,78.50
25.39,84.69,88.67
25.02,86.20,89.92
24.63,87.85,92.43
24.33,89.53,89.71
25.52,85.49,70.72
28.06,75.12,406.36
31.10,61.39,434.68
33.02,52.99,455.80
35.03,43.74,143.95
36.32,38.22,144.32
36.97,35.23,119.86
36.92,33.79,90.87
36.44,33.49,90.05
35.50,34.22,87.03
34.25,36.42,97.53
32.32,42.42,86.82
30.61,50.55,72.27
30.07,53.17,91.91
29.52,57.04,90.87
29.03,58.22,87.85
28.53,61.34,97.07
28.01,61.13,81.71
27.48,63.19,88.27
26.98,63.79,83.91
26.46,65.79,86.00
25.99,67.92,86.82
25.58,69.73,92.83
25.24,71.54,108.14
26.44,67.58,62.67
28.58,59.67,52.94
31.94,47.94,86.93
34.75,42.30,113.84
36.15,39.86,105.55
37.17,37.11,91.51
37.55,35.40,90.90
37.29,35.00,90.39
36.10,37.39,60.03
35.02,38.83,71.88
34.06,40.27,77.23
32.32,45.58,57.22
30.63,52.73,59.59
29.88,55.87,96.39
29.22,58.45,93.78
28.58,60.66,86.84
27.97,62.76,74.17
27.39,65.01,70.49
26.80,67.28,70.99
26.26,69.41,81.24
25.71,71.74,80.80
25.25,73.68,73.51
24.88,75.01,81.55
24.59,76.01,77.88
26.01,70.99,50.07
28.78,61.14,45.06
32.49,48.60,375.92
34.09,44.99,480.85
35.22,42.91,575.07
35.62,42.37,469.44
35.22,43.82,491.89
34.94,44.25,492.45
34.51,45.09,487.15
34.03,45.73,481.96
33.12,47.65,489.63
31.56,52.66,205.55
30.04,58.71,128.72
29.28,62.02,99.25
28.57,64.79,77.96
27.86,67.49,78.89
27.22,69.74,76.80
26.64,71.85,76.33
26.04,74.19,77.66
25.58,76.16,82.67
25.22,77.68,85.35
24.88,79.17,94.29
24.58,80.05,93.88
24.34,80.50,79.93
25.82,74.44,59.95
28.77,62.05,54.45
32.75,47.62,440.40
35.28,40.47,481.99
37.22,35.50,503.97
38.57,32.16,481.38
39.28,30.13,524.40
39.36,29.48,517.74
38.81,29.90,490.83
37.72,31.30,500.97
36.34,33.59,488.31
34.12,39.65,447.88
32.30,46.86,110.25
31.54,49.83,90.50
30.85,51.85,77.71
30.23,53.43,76.89
29.61,55.09,78.04
29.09,56.43,70.71
28.55,57.85,77.48
27.97,59.37,76.62
27.38,61.11,81.67
26.76,63.01,78.94
26.14,64.71,77.43
25.64,66.08,76.54
26.72,62.98,61.32
29.15,55.23,72.22
32.84,43.35,117.89
35.72,36.23,505.71
37.88,31.71,519.94
39.21,29.18,516.03
39.95,27.53,519.40
39.99,26.88,505.88
39.53,27.03,489.69
38.48,28.19,458.67
37.13,30.09,462.65
34.65,36.85,449.07
32.79,43.74,189.31
31.97,46.60,110.74
31.30,48.08,91.14
30.59,49.40,92.54
29.95,50.76,79.39
29.31,52.20,72.26
28.72,53.61,72.60
28.11,55.03,74.17
27.48,56.77,75.75
26.85,58.66,76.10
26.26,60.61,76.72
25.78,62.49,75.13
26.81,60.29,61.05
29.37,52.96,45.69
33.20,41.24,432.46
36.42,33.06,496.61
38.71,28.38,469.70
40.05,25.73,465.11
40.76,24.15,492.08
40.74,23.64,452.91
40.22,23.72,273.90
39.10,24.70,248.25
37.66,26.48,256.09
35.00,33.30,231.29
33.16,39.69,174.72
32.32,42.44,90.99
31.66,44.06,82.97
30.98,45.46,77.41
30.29,46.94,73.80
29.64,48.27,62.70
29.02,49.58,72.77
28.46,50.58,76.36
27.80,52.25,76.98
27.18,53.82,86.93
26.54,55.53,79.03
26.04,56.79,76.71
27.16,53.96,79.30
29.50,47.45,49.65
33.30,37.21,379.23
36.91,28.80,486.63
39.20,24.83,579.24
40.40,23.19,470.84
40.98,22.38,278.05
40.93,22.42,275.01
40.29,23.07,255.43
39.09,24.53,282.51
37.66,26.57,270.85
35.14,32.58,253.83
33.28,38.52,123.24
32.44,41.17,82.00
31.69,43.40,80.98
31.04,45.10,77.41
30.39,46.78,77.59
29.75,48.31,72.78
29.12,49.85,74.33
28.47,51.41,74.24
27.75,53.55,75.38
27.04,55.49,76.88
26.35,57.04,77.87
25.76,58.01,79.31
26.73,54.50,80.76
29.15,47.40,57.58
33.03,36.25,365.75
36.62,27.81,429.16
39.17,23.40,457.17
40.70,20.91,444.76
41.37,19.62,453.25
41.18,19.34,439.23
40.46,19.63,350.19
39.13,20.79,347.31
37.46,22.61,127.49
34.57,29.51,108.18
32.73,35.54,83.78
31.92,37.88,81.39
31.17,39.20,79.77
30.49,40.20,72.60
29.78,41.45,77.54
29.02,43.07,66.34
28.21,45.14,68.33
27.32,48.08,70.20
26.35,52.35,75.66
25.48,56.97,77.70
24.82,61.02,89.28
24.31,64.50,87.04
25.32,62.59,57.67
28.25,54.09,57.05
32.33,41.13,80.86
35.79,31.78,90.87
38.45,26.17,88.05
40.12,23.06,86.61
41.05,21.35,70.88
41.14,20.75,81.01
40.55,20.89,79.83
39.35,22.21,68.45
37.78,24.39,62.10
34.99,31.05,53.83
33.08,37.20,53.33
32.19,40.10,72.78
31.33,42.57,71.14
30.53,44.77,76.57
29.73,47.08,68.57
28.89,49.85,67.91
28.09,52.62,69.44
27.39,55.05,70.37
26.75,57.36,72.77
26.20,59.41,73.73
25.79,61.25,73.11
25.45,63.11,72.50
26.42,60.57,60.63
29.32,52.02,47.75
33.06,40.83,344.64
36.28,32.05,445.92
38.52,27.61,494.27
39.95,24.90,494.39
40.66,23.45,506.96
40.70,22.66,500.41
40.17,22.52,463.02
39.13,23.11,469.49
37.52,24.69,449.02
34.92,29.94,397.73
32.89,35.70,147.39
31.95,38.39,72.95
31.10,40.46,74.33
30.37,42.21,69.94
29.64,43.94,71.21
28.90,45.81,68.01
28.12,47.87,74.17
27.27,50.23,73.11
26.48,52.50,76.98
25.79,54.54,75.31
25.21,56.84,78.76
24.79,58.99,80.11
25.65,57.46,63.16
28.62,50.63,55.86
32.22,42.69,252.54
35.61,34.00,383.75
38.07,28.39,237.79
39.85,24.66,261.74
40.83,22.60,292.23
41.11,21.33,275.16
40.67,20.91,262.75
39.60,21.40,286.25
37.94,23.03,288.83
35.07,29.16,156.14
33.05,35.05,60.15
31.97,38.12,80.43
31.07,40.62,82.01
30.13,43.34,78.52
29.23,46.02,77.72
28.38,48.43,76.44
27.60,51.03,80.49
27.05,53.82,88.23
26.54,57.38,89.08
26.08,61.43,87.86
25.60,65.77,87.45
25.17,69.99,92.59
26.01,68.78,51.20
29.08,58.55,58.64
32.77,45.35,252.85
36.02,34.93,281.03
38.40,28.32,522.52
40.05,24.55,445.54
40.87,22.66,451.26
41.06,21.57,458.42
40.46,21.40,258.29
39.22,22.00,255.81
37.37,23.93,250.82
34.42,31.35,264.76
32.61,37.28,110.27
31.76,39.27,83.80
30.87,41.27,77.82
30.09,43.41,77.17
29.26,46.38,78.61
28.44,49.90,78.68
27.59,54.30,82.43
26.89,59.08,81.42
26.32,64.28,86.98
25.86,69.46,86.61
25.49,73.99,87.84
25.26,76.81,85.41
26.26,73.31,52.38
29.55,60.13,53.33
33.34,45.96,147.81
36.20,36.49,460.51
37.15,33.71,440.02
38.42,29.27,239.50
39.07,26.20,261.45
39.35,24.36,259.67
38.94,24.21,292.61
37.95,25.10,244.85
36.33,27.19,398.00
33.78,33.32,163.05
32.17,38.88,120.84
31.39,40.69,129.12
30.61,42.22,91.14
29.89,43.65,82.10
29.13,45.68,81.14
28.30,48.72,77.82
27.46,52.46,73.87
26.68,56.77,76.80
25.90,61.51,72.00
25.13,66.92,73.56
24.55,71.94,77.72
24.04,76.78,81.56
24.87,75.15,44.65
28.05,63.24,56.87
32.26,47.59,238.91
35.45,36.47,263.29
37.05,32.15,274.70
37.67,30.72,404.49
37.94,29.76,290.94
37.60,29.94,291.11
37.20,30.04,284.67
36.37,31.05,277.21
35.13,32.59,291.09
32.97,38.38,282.09
31.58,43.18,115.70
30.87,45.01,86.77
30.21,46.18,89.91
29.51,47.75,90.26
28.82,49.57,86.63
28.11,51.92,73.10
27.39,54.53,71.14
26.69,57.51,70.80
25.95,61.10,69.94
25.26,65.22,67.53
24.70,69.34,81.92
24.21,73.35,85.75
25.08,71.58,51.01
28.24,61.01,56.00
31.97,48.90,348.50
35.23,38.21,398.77
36.92,34.08,248.76
37.05,34.18,250.70
36.62,34.50,299.69
36.06,35.02,274.69
35.60,34.81,241.29
35.01,34.72,365.63
34.03,36.13,163.66
32.28,41.03,132.89
31.02,45.10,83.75
30.24,47.32,89.02
29.50,49.30,90.10
28.79,51.42,87.86
28.19,53.16,85.62
27.61,54.88,77.66
27.07,56.51,76.62
26.52,58.14,75.60
25.97,59.96,74.58
25.39,61.96,76.15
24.91,63.86,81.37
24.43,66.02,80.11
25.36,63.27,60.40
28.19,54.20,47.75
32.32,41.50,62.34
35.97,31.02,96.55
37.92,26.70,98.17
39.17,24.24,82.01
39.92,22.53,299.69
39.95,21.65,274.69
39.33,21.78,241.29
38.13,23.06,365.63
36.35,25.49,64.20
33.61,33.09,58.71
32.09,38.34,61.39
31.25,40.73,82.00
30.53,41.93,77.05
29.79,43.55,82.78
29.03,45.56,83.56
28.27,48.00,77.48
27.44,51.11,78.09
26.64,54.67,76.93
25.86,58.52,78.15
25.25,62.04,81.94
24.74,65.69,82.97
24.27,69.72,81.29
25.03,68.41,63.24
28.19,57.95,48.86
32.26,45.28,346.58
35.48,35.84,437.11
37.83,29.55,455.76
38.81,27.07,469.72
39.09,25.99,475.16
39.29,24.32,256.24
39.04,23.90,272.60
38.01,25.03,439.23
36.32,27.64,259.85
33.60,34.73,224.41
32.02,39.77,150.12
31.10,42.35,93.08
30.28,44.83,87.24
29.42,47.63,82.97
28.53,50.72,80.76
27.77,53.67,78.75
27.00,56.81,79.55
26.36,59.82,78.75
25.80,62.98,76.87
25.25,66.48,77.85
24.79,69.85,81.91
24.39,72.83,83.29
25.32,69.76,63.24
28.54,57.64,49.08
33.01,41.92,350.12
36.40,32.12,433.61
38.48,26.96,578.06
38.88,26.97,563.56
40.12,23.41,577.75
40.57,22.08,560.10
40.09,22.30,555.67
38.71,23.98,539.14
36.81,26.89,481.52
34.59,33.35,232.62
33.26,37.81,143.47
32.30,41.27,88.07
31.36,44.75,87.24
30.34,48.72,77.91
29.36,52.69,75.57
28.75,55.46,73.45
28.38,57.37,75.00
28.07,58.95,75.54
27.66,61.19,72.60
27.23,63.68,74.86
26.87,66.01,78.64
26.60,68.05,80.80
26.93,67.71,48.99
29.46,58.71,50.00
33.66,42.31,91.33
35.39,38.52,446.56
35.90,37.70,484.90
35.60,38.44,443.08
34.55,41.18,466.99
33.65,43.34,450.63
33.10,44.72,461.83
33.33,42.66,440.88
32.78,43.49,438.77
31.16,51.17,178.38
30.25,59.28,155.81
29.33,65.36,96.38
28.84,68.93,84.34
28.17,67.35,84.37
27.75,65.56,82.97
27.09,64.45,80.38
26.90,62.97,79.55
26.52,63.60,80.76
26.14,65.06,73.82
25.78,66.70,82.52
25.47,68.21,81.10
25.18,69.71,82.29
26.15,67.08,78.86
28.67,58.57,48.49
32.67,45.17,50.07
33.47,45.76,91.99
33.75,45.54,100.61
33.57,46.31,84.57
33.14,47.53,58.78
32.79,48.58,58.29
32.48,49.35,62.44
32.05,50.44,53.95
31.50,52.35,54.20
30.20,58.47,53.57
28.41,69.00,59.10
28.50,73.26,85.61
28.57,65.20,83.14
27.67,72.63,95.45
27.61,68.29,89.49
26.95,71.02,88.46
26.91,67.09,88.27
26.62,67.25,89.09
26.21,68.67,89.50
25.81,70.26,88.47
25.44,71.79,92.61
25.03,73.68,94.70
26.09,70.22,48.71
28.78,60.11,49.96
33.11,45.22,79.30
34.66,43.01,103.56
35.67,40.83,81.33
36.03,39.84,69.22
35.81,40.16,74.33
35.27,41.34,56.74
34.73,42.07,61.11
34.26,42.56,68.65
33.58,44.07,68.20
29.85,60.64,61.93
30.24,69.93,64.47
29.39,68.80,96.07
29.39,66.32,98.46
28.94,60.91,96.85
28.42,67.56,92.56
28.00,60.66,95.40
27.52,60.77,96.23
27.09,60.89,93.39
26.68,62.73,98.15
26.25,64.72,94.88
25.83,66.62,96.97
25.45,68.42,95.32
26.44,65.24,64.61
29.10,56.15,58.70
33.56,42.20,102.02
34.85,41.38,444.19
35.71,39.71,467.38
36.12,38.39,371.06
36.24,37.25,410.85
35.99,36.73,407.27
35.77,35.62,396.47
35.49,34.43,169.74
34.39,36.12,170.33
31.89,45.89,157.73
30.90,53.45,97.76
30.35,50.36,91.21
29.65,50.68,91.54
28.89,53.39,88.47
28.18,55.51,95.45
27.47,58.87,82.58
26.80,61.84,96.01
26.21,64.67,82.94
25.69,67.25,87.86
25.27,68.94,91.37
24.86,70.35,92.61
24.52,71.81,93.04
25.50,68.28,59.32
28.48,57.50,61.54
32.72,44.25,72.89
34.90,40.21,90.48
35.90,39.13,98.04
36.81,36.98,87.36
37.04,36.19,76.89
36.55,36.69,62.69
35.64,37.85,14.57
34.65,39.29,71.58
33.46,41.43,71.60
31.43,49.08,55.91
30.29,55.67,63.40
29.62,54.67,100.66
29.00,61.98,93.42
28.44,58.93,88.47
27.89,59.14,95.45
27.36,59.62,84.39
26.80,62.07,90.82
26.26,64.55,87.65
25.80,66.85,86.63
25.37,69.18,85.80
25.00,71.25,92.81
24.60,73.59,92.40
25.57,70.71,46.62
28.29,60.95,60.49
32.91,43.51,427.23
35.11,38.14,494.17
36.36,34.74,294.87
37.13,32.08,271.90
37.40,30.07,287.24
37.22,29.11,291.91
36.68,29.25,313.07
35.97,29.91,319.06
34.60,32.86,273.62
32.22,43.78,238.72
31.09,46.13,149.12
30.63,49.30,86.77
29.97,45.92,89.26
29.25,50.76,88.47
28.65,49.86,95.45
27.92,54.84,84.81
27.27,54.69,75.66
26.64,59.68,87.36
26.05,60.49,95.37
25.54,59.92,90.05
25.08,62.57,91.51
24.66,65.22,95.01
25.46,64.96,57.54
28.26,54.95,52.59
33.00,40.11,423.03
34.58,38.17,437.60
35.63,35.74,443.19
36.08,33.71,274.60
36.21,31.67,281.49
36.26,29.81,271.01
35.60,30.38,313.07
34.73,31.27,319.06
33.57,34.42,237.70
31.50,42.44,170.83
30.36,49.15,155.33
29.74,51.31,94.95
29.10,48.24,84.21
28.36,50.99,81.39
27.66,51.83,76.20
26.98,56.56,72.85
26.35,57.98,73.40
25.72,62.43,76.25
25.21,60.70,80.57
24.70,59.32,69.55
24.27,60.85,78.83
23.90,62.18,81.71
24.71,64.50,81.71
27.68,51.34,52.96
32.17,38.83,99.38
35.58,29.81,467.71
37.39,25.71,274.10
38.52,23.01,282.97
38.89,21.80,270.94
38.49,21.83,280.69
37.48,22.58,279.55
36.04,24.07,292.12
34.26,26.50,269.42
31.71,32.52,211.52
30.24,36.52,129.95
29.29,38.44,85.19
28.46,40.99,89.51
27.73,42.96,106.28
27.08,45.30,80.94
26.48,43.31,88.87
25.77,48.10,86.62
25.20,46.42,81.71
24.56,51.04,83.33
24.07,50.31,84.14
23.49,54.70,83.10
23.04,54.13,88.06
23.62,54.81,103.90
26.32,44.72,59.95
30.85,32.20,98.76
34.34,24.09,444.75
36.29,20.95,440.94
37.61,19.02,454.09
38.22,18.07,487.93
38.09,17.76,472.92
37.35,18.19,458.64
36.01,19.29,456.88
34.00,21.49,117.96
30.91,29.83,159.93
29.49,33.05,135.15
28.56,34.01,96.61
27.66,34.90,84.79
26.76,36.01,82.39
25.94,37.56,73.47
25.18,39.40,68.62
24.43,41.40,70.94
23.78,43.24,74.26
23.14,45.48,78.21
22.58,47.27,79.63
22.08,50.13,80.00
21.66,50.76,84.51
22.44,52.64,86.10
25.64,41.13,61.19
29.62,34.00,85.82
33.66,25.27,450.37
35.79,21.48,456.19
37.21,19.03,467.71
38.06,17.43,444.26
38.22,16.67,452.76
37.69,16.79,460.25
36.45,17.67,464.41
34.36,20.15,229.95
31.09,28.20,196.08
29.58,32.08,139.33
28.71,33.95,86.41
27.81,36.05,84.79
27.05,37.93,76.98
26.30,39.93,78.21
25.58,41.65,79.50
24.89,44.04,75.39
24.22,44.20,83.14
23.57,49.45,84.98
23.01,48.56,81.05
22.42,53.64,77.70
21.93,52.50,83.68
22.66,54.60,86.88
25.74,41.71,66.05
29.63,34.98,225.04
34.01,25.06,401.54
36.43,20.33,435.75
37.99,17.70,432.05
38.90,15.88,449.78
39.08,14.72,416.55
38.42,14.54,371.42
37.06,15.19,162.58
34.75,17.85,143.21
31.34,27.46,90.44
29.94,30.72,54.04
29.09,29.12,81.02
28.18,31.02,81.71
27.30,33.50,87.64
26.51,34.57,78.39
25.71,36.63,81.43
24.92,37.90,81.43
24.13,39.63,79.30
23.38,42.83,79.40
22.71,45.25,81.31
22.11,50.21,79.67
21.63,55.79,80.76
22.33,55.14,86.29
25.34,39.61,67.74
29.37,32.46,88.25
34.82,20.27,96.34
37.41,15.87,103.32
38.79,13.68,86.42
39.43,12.29,449.78
39.33,11.48,416.55
38.45,11.36,392.75
36.83,11.97,82.81
34.40,15.08,71.94
30.92,30.98,61.34
29.69,25.41,56.60
28.73,26.98,75.73
27.93,24.41,89.30
27.08,28.99,84.73
26.32,26.25,78.94
25.54,30.15,78.14
24.78,27.11,83.52
24.00,31.01,82.99
23.18,32.57,81.92
22.43,33.90,81.74
21.76,34.59,95.16
21.16,37.29,95.16
21.76,35.46,94.48
24.95,30.27,51.95
28.77,27.45,369.53
32.95,29.07,486.15
35.54,27.62,267.43
37.18,25.60,260.68
37.98,23.29,261.32
37.96,21.88,235.09
37.18,22.21,235.34
35.70,24.09,279.83
33.61,27.64,265.14
30.87,35.14,172.24
29.37,42.07,89.09
28.15,51.64,94.34
27.00,63.38,89.92
26.15,73.13,96.39
25.52,79.54,101.46
25.12,83.35,99.51
24.79,85.79,95.79
24.57,87.26,83.56
24.40,88.31,82.67
24.15,89.56,82.67
23.80,91.19,96.68
23.46,92.70,96.68
23.42,92.20,96.88
23.99,89.03,52.78
25.29,82.38,369.53
26.36,69.45,328.70
27.34,59.79,278.66
29.26,48.54,234.44
31.25,38.34,274.82
33.18,32.20,219.02
33.00,31.20,247.82
31.88,32.07,250.19
30.03,34.81,213.43
27.46,42.43,196.35
26.36,45.40,85.61
25.65,46.44,89.83
24.99,48.52,86.62
24.45,49.15,82.62
23.91,55.05,79.85
23.44,53.08,78.14
22.95,56.94,77.96
22.51,53.62,84.13
22.04,57.03,83.04
21.60,56.38,83.04
21.12,57.17,96.89
20.68,58.58,96.46
21.21,63.08,96.01
24.15,49.16,52.54
28.27,38.03,384.41
31.73,29.47,102.02
33.78,25.26,199.56
35.17,22.51,259.17
35.85,20.94,249.61
35.82,20.32,204.99
35.05,20.71,230.36
33.49,22.05,255.55
31.36,24.68,235.04
28.43,34.95,200.25
27.36,37.24,80.24
26.51,38.34,93.90
25.71,42.32,80.80
25.03,38.42,83.81
24.27,42.72,93.48
23.58,41.68,86.57
22.88,46.18,88.43
22.24,44.90,86.10
21.57,49.63,82.86
20.97,47.74,83.04
20.36,52.18,96.24
19.91,50.53,96.02
20.44,52.58,97.10
23.41,39.71,48.97
27.36,32.38,153.97
31.61,24.44,354.02
33.66,22.02,379.52
34.85,20.42,368.46
35.44,19.18,205.81
35.41,18.36,205.10
34.69,18.30,417.42
33.23,19.09,199.56
31.03,21.74,170.34
27.92,32.34,134.88
26.82,32.95,63.31
25.97,32.86,88.47
25.19,33.91,91.37
24.44,34.93,79.22
23.78,36.03,76.71
23.12,37.19,70.42
22.52,38.15,70.74
21.97,39.21,80.40
21.42,43.03,82.30
20.92,41.95,82.86
20.41,49.12,96.46
19.96,44.32,96.46
20.44,48.54,96.01
23.61,33.04,53.95
27.07,28.42,408.76
31.94,20.36,464.91
34.15,17.73,454.55
35.41,16.24,261.80
35.95,15.38,210.29
35.89,15.09,200.53
35.14,15.43,260.27
33.63,16.51,216.61
31.20,20.56,188.26
28.17,32.91,139.38
27.09,30.64,112.60
26.29,32.51,77.03
25.54,32.80,85.82
24.81,32.84,84.34
24.09,34.29,81.43
23.39,34.96,74.93
22.72,32.57,76.71
22.04,35.49,89.26
21.42,37.59,83.04
20.82,38.15,83.23
20.30,35.82,96.24
19.76,39.79,95.59
20.19,35.46,60.57
23.32,30.35,55.83
26.78,24.96,256.74
31.99,17.00,403.27
34.33,14.57,284.86
35.62,13.20,257.33
36.27,12.28,364.59
36.26,11.86,190.36
35.47,12.15,112.60
33.88,13.17,99.68
31.35,17.76,79.92
28.13,27.25,93.95
27.02,35.00,55.78
26.18,25.25,94.05
25.37,28.12,89.91
24.66,29.02,90.13
23.96,30.11,86.17
23.29,27.86,85.71
22.63,30.06,84.20
22.03,31.48,84.64
21.44,33.00,89.26
