date,Apple,overlap,apple,aapl,apple store,apple watch,apple iphone,iphone,apple music,aapl stock price,aapl stock,apple pay,apple macbook,apple support,apple watch series 3,apple 4 watch,airpods,semiconductor,TSMC,apple factory,apple earnings,aapl earnings
2017-01-01,26.0,1.0,26.0,1.0,49.0,23.0,12.0,31.0,22.0,0.0,2.0,12.0,48.0,42.0,0.0,0.0,2.0,29.0,7.0,24.0,1.0,0.0
2017-01-02,28.0,1.0,28.0,4.0,51.0,24.0,13.0,30.0,22.0,3.0,4.0,15.0,47.0,63.0,0.0,1.0,2.0,35.0,4.0,44.0,0.0,0.0
2017-01-03,26.0,1.0,26.0,10.0,48.0,22.0,11.0,29.0,21.0,9.0,12.0,17.0,48.0,59.0,0.0,0.0,2.0,52.0,3.0,35.0,0.0,0.0
2017-01-04,26.0,1.0,26.0,11.0,45.0,20.0,12.0,28.0,18.0,14.0,14.0,14.0,45.0,62.0,0.0,0.0,2.0,45.0,18.0,20.0,0.0,2.0
2017-01-05,25.0,1.0,25.0,11.0,46.0,22.0,11.0,28.0,18.0,10.0,11.0,15.0,43.0,66.0,0.0,0.0,2.0,74.0,9.0,44.0,1.0,1.0
2017-01-06,26.0,1.0,26.0,16.0,46.0,21.0,11.0,28.0,18.0,14.0,20.0,15.0,42.0,51.0,0.0,0.0,3.0,57.0,6.0,29.0,2.0,3.0
2017-01-07,26.0,1.0,26.0,4.0,48.0,21.0,11.0,29.0,20.0,5.0,4.0,15.0,39.0,56.0,0.0,0.0,2.0,28.0,4.0,28.0,2.0,4.0
2017-01-08,26.0,1.0,26.0,2.0,44.0,21.0,12.0,30.0,19.0,0.0,1.0,14.0,42.0,56.0,1.0,1.0,2.0,36.0,6.0,24.0,1.0,1.0
2017-01-09,25.0,1.0,25.0,12.0,42.0,18.0,11.0,27.0,15.0,13.0,12.0,12.0,36.0,55.0,0.0,0.0,2.0,47.0,7.0,36.0,0.0,0.0
2017-01-10,24.0,1.0,24.0,13.0,42.0,20.0,11.0,26.0,17.0,9.0,13.0,13.0,49.0,55.0,0.0,0.0,2.0,60.0,18.0,27.0,2.0,1.0
2017-01-11,24.0,1.0,24.0,14.0,44.0,20.0,11.0,26.0,15.0,11.0,13.0,11.0,38.0,45.0,1.0,0.0,2.0,57.0,13.0,25.0,1.0,0.0
2017-01-12,24.0,1.0,24.0,12.0,44.0,17.0,10.0,25.0,17.0,9.0,12.0,14.0,39.0,55.0,0.0,0.0,2.0,57.0,21.0,23.0,0.0,1.0
2017-01-13,23.0,1.0,23.0,11.0,40.0,17.0,9.0,26.0,15.0,16.0,13.0,13.0,38.0,53.0,0.0,0.0,2.0,52.0,17.0,19.0,2.0,5.0
2017-01-14,25.0,1.0,25.0,2.0,48.0,20.0,12.0,28.0,20.0,2.0,4.0,14.0,44.0,55.0,1.0,0.0,3.0,40.0,4.0,15.0,1.0,1.0
2017-01-15,25.0,1.0,25.0,2.0,49.0,19.0,11.0,28.0,19.0,1.0,4.0,13.0,47.0,51.0,1.0,0.0,4.0,40.0,17.0,20.0,1.0,1.0
2017-01-16,23.0,1.0,23.0,5.0,45.0,16.0,10.0,27.0,16.0,3.0,4.0,13.0,36.0,59.0,0.0,0.0,4.0,55.0,6.0,18.0,2.0,5.0
2017-01-17,23.0,1.0,23.0,11.0,39.0,15.0,10.0,26.0,16.0,15.0,14.0,12.0,42.0,57.0,0.0,0.0,3.0,70.0,8.0,28.0,4.0,4.0
2017-01-18,23.0,1.0,23.0,12.0,42.0,15.0,10.0,25.0,14.0,8.0,18.0,12.0,32.0,66.0,0.0,0.0,3.0,67.0,19.0,19.0,6.0,2.0
2017-01-19,22.0,1.0,22.0,11.0,40.0,15.0,10.0,25.0,16.0,14.0,12.0,12.0,38.0,47.0,0.0,0.0,2.0,61.0,6.0,26.0,1.0,5.0
2017-01-20,21.0,1.0,21.0,11.0,38.0,15.0,10.0,25.0,14.0,6.0,13.0,11.0,35.0,44.0,0.0,0.0,2.0,53.0,13.0,15.0,2.0,3.0
2017-01-21,24.0,1.0,24.0,3.0,45.0,16.0,11.0,27.0,17.0,2.0,2.0,13.0,42.0,56.0,0.0,0.0,2.0,40.0,9.0,33.0,0.0,0.0
2017-01-22,25.0,1.0,25.0,2.0,44.0,18.0,11.0,28.0,16.0,7.0,3.0,15.0,42.0,46.0,0.0,0.0,3.0,29.0,2.0,17.0,0.0,0.0
2017-01-23,23.0,1.0,23.0,13.0,39.0,15.0,11.0,25.0,16.0,14.0,17.0,12.0,41.0,52.0,0.0,0.0,3.0,58.0,5.0,13.0,4.0,2.0
2017-01-24,23.0,1.0,23.0,12.0,40.0,15.0,10.0,24.0,13.0,8.0,17.0,13.0,38.0,56.0,0.0,0.0,3.0,60.0,12.0,10.0,4.0,10.0
2017-01-25,23.0,1.0,23.0,17.0,36.0,15.0,10.0,24.0,16.0,14.0,19.0,14.0,43.0,58.0,0.0,0.0,2.0,71.0,12.0,19.0,6.0,10.0
2017-01-26,23.0,1.0,23.0,13.0,39.0,15.0,9.0,25.0,13.0,15.0,17.0,15.0,41.0,48.0,0.0,0.0,2.0,61.0,13.0,19.0,4.0,8.0
2017-01-27,22.0,1.0,22.0,16.0,38.0,15.0,10.0,24.0,16.0,10.0,20.0,12.0,35.0,57.0,0.0,0.0,3.0,36.0,20.0,17.0,6.0,16.0
2017-01-28,23.0,1.0,23.0,6.0,41.0,17.0,11.0,27.0,18.0,7.0,4.0,12.0,39.0,49.0,0.0,0.0,3.0,46.0,10.0,24.0,1.0,8.0
2017-01-29,25.0,1.0,25.0,3.0,41.0,17.0,10.0,28.0,17.0,0.0,3.0,14.0,46.0,43.0,0.0,0.0,2.0,47.0,14.0,27.0,4.0,9.0
2017-01-30,23.0,1.0,23.0,17.0,37.0,15.0,10.0,25.0,14.0,17.0,22.0,11.0,39.0,47.0,0.0,0.0,2.0,50.0,10.0,18.0,14.0,24.0
2017-01-31,23.0,1.0,23.0,46.0,36.0,15.0,10.0,25.0,15.0,16.0,44.0,14.0,38.0,55.0,0.0,0.0,2.0,62.0,13.0,24.0,70.0,97.0
2017-02-01,23.0,1.0,23.0,59.0,37.0,14.0,10.0,25.0,15.0,36.0,60.0,16.0,40.0,42.0,0.0,0.0,3.0,48.0,15.0,39.0,31.0,17.0
2017-02-02,23.0,1.0,23.0,28.0,36.0,15.0,9.0,24.0,15.0,12.0,35.0,16.0,37.0,45.0,0.0,0.0,3.0,68.0,11.0,19.0,5.0,6.0
2017-02-03,22.0,1.0,22.0,18.0,36.0,15.0,10.0,24.0,18.0,18.0,22.0,13.0,34.0,51.0,0.0,0.0,3.0,58.0,20.0,31.0,3.0,0.0
2017-02-04,23.0,1.0,23.0,5.0,38.0,17.0,10.0,27.0,17.0,5.0,5.0,14.0,39.0,46.0,0.0,1.0,3.0,30.0,4.0,19.0,1.0,0.0
2017-02-05,24.0,1.0,24.0,3.0,37.0,19.0,10.0,26.0,17.0,1.0,3.0,13.0,41.0,42.0,0.0,0.0,2.0,36.0,6.0,25.0,1.0,0.0
2017-02-06,23.0,1.0,23.0,17.0,37.0,15.0,10.0,23.0,14.0,24.0,21.0,14.0,37.0,37.0,0.0,0.0,3.0,68.0,13.0,23.0,1.0,0.0
2017-02-07,23.0,1.0,23.0,19.0,35.0,15.0,9.0,24.0,15.0,18.0,26.0,13.0,36.0,51.0,0.0,0.0,3.0,60.0,7.0,25.0,1.0,1.0
2017-02-08,22.0,1.0,22.0,20.0,36.0,14.0,9.0,23.0,16.0,16.0,22.0,13.0,37.0,55.0,0.0,0.0,3.0,64.0,10.0,13.0,1.0,1.0
2017-02-09,22.0,1.0,22.0,17.0,34.0,15.0,9.0,24.0,17.0,18.0,23.0,15.0,36.0,50.0,0.0,0.0,2.0,63.0,19.0,15.0,1.0,1.0
2017-02-10,22.0,1.0,22.0,15.0,38.0,16.0,9.0,24.0,14.0,15.0,17.0,13.0,40.0,51.0,0.0,0.0,3.0,60.0,6.0,28.0,0.0,0.0
2017-02-11,23.0,1.0,23.0,5.0,40.0,18.0,10.0,27.0,16.0,7.0,5.0,15.0,35.0,57.0,0.0,0.0,3.0,31.0,8.0,17.0,1.0,1.0
2017-02-12,24.0,1.0,24.0,4.0,39.0,19.0,11.0,27.0,19.0,0.0,4.0,12.0,41.0,43.0,0.0,0.0,3.0,36.0,5.0,13.0,0.0,0.0
2017-02-13,22.0,1.0,22.0,18.0,34.0,16.0,8.0,24.0,18.0,17.0,27.0,14.0,33.0,52.0,0.0,0.0,3.0,54.0,9.0,16.0,0.0,0.0
2017-02-14,21.0,1.0,21.0,21.0,32.0,16.0,9.0,22.0,16.0,14.0,26.0,14.0,37.0,52.0,0.0,0.0,2.0,63.0,13.0,37.0,2.0,5.0
2017-02-15,22.0,1.0,22.0,27.0,35.0,17.0,9.0,24.0,17.0,24.0,34.0,15.0,38.0,51.0,0.0,0.0,2.0,70.0,14.0,23.0,1.0,1.0
2017-02-16,21.0,1.0,21.0,18.0,33.0,15.0,9.0,23.0,15.0,14.0,21.0,11.0,37.0,41.0,1.0,0.0,3.0,59.0,12.0,22.0,1.0,4.0
2017-02-17,21.0,1.0,21.0,15.0,36.0,15.0,9.0,23.0,18.0,21.0,18.0,9.0,35.0,46.0,0.0,0.0,2.0,62.0,11.0,12.0,0.0,1.0
2017-02-18,23.0,1.0,23.0,3.0,39.0,17.0,10.0,26.0,17.0,3.0,6.0,14.0,35.0,44.0,0.0,0.0,3.0,43.0,6.0,24.0,0.0,0.0
2017-02-19,23.0,1.0,23.0,2.0,42.0,18.0,10.0,26.0,19.0,7.0,5.0,13.0,38.0,46.0,0.0,0.0,3.0,37.0,8.0,30.0,0.0,0.0
2017-02-20,22.0,1.0,22.0,6.0,37.0,15.0,9.0,24.0,15.0,7.0,3.0,15.0,33.0,51.0,1.0,0.0,3.0,53.0,27.0,38.0,0.0,2.0
2017-02-21,21.0,1.0,21.0,17.0,36.0,14.0,9.0,23.0,18.0,16.0,22.0,13.0,34.0,43.0,1.0,0.0,3.0,70.0,9.0,13.0,0.0,1.0
2017-02-22,21.0,1.0,21.0,16.0,34.0,13.0,8.0,23.0,16.0,13.0,23.0,15.0,39.0,42.0,1.0,0.0,3.0,70.0,7.0,20.0,2.0,1.0
2017-02-23,21.0,1.0,21.0,15.0,33.0,14.0,9.0,23.0,14.0,17.0,22.0,14.0,34.0,48.0,0.0,0.0,2.0,79.0,17.0,18.0,0.0,2.0
2017-02-24,21.0,1.0,21.0,15.0,34.0,15.0,9.0,23.0,19.0,15.0,12.0,13.0,37.0,40.0,0.0,0.0,3.0,62.0,13.0,20.0,1.0,1.0
2017-02-25,23.0,1.0,23.0,6.0,40.0,16.0,9.0,26.0,18.0,5.0,6.0,13.0,34.0,54.0,0.0,0.0,3.0,28.0,10.0,20.0,1.0,0.0
2017-02-26,23.0,1.0,23.0,3.0,39.0,16.0,11.0,26.0,18.0,0.0,2.0,14.0,41.0,46.0,0.0,0.0,2.0,53.0,10.0,12.0,0.0,0.0
2017-02-27,22.0,1.0,22.0,16.0,35.0,15.0,9.0,23.0,18.0,14.0,15.0,13.0,34.0,44.0,1.0,0.0,2.0,58.0,5.0,20.0,0.0,0.0
2017-02-28,21.0,1.0,21.0,17.0,34.0,13.0,9.0,23.0,17.0,12.0,15.0,14.0,42.0,47.0,0.0,0.0,3.0,72.0,9.0,23.0,2.0,1.0
2017-03-01,21.0,1.0,21.0,19.0,31.0,14.0,9.0,23.0,17.0,23.0,25.0,14.0,39.0,41.0,0.0,0.0,2.0,64.0,16.0,24.0,0.0,0.0
2017-03-02,21.0,1.0,21.0,19.0,33.0,15.0,9.0,23.0,15.0,23.0,20.0,13.0,35.0,48.0,0.0,0.0,2.0,63.0,24.0,23.0,1.0,0.0
2017-03-03,21.0,1.0,21.0,16.0,35.0,13.0,9.0,24.0,22.0,23.0,19.0,13.0,34.0,48.0,0.0,0.0,2.0,64.0,11.0,25.0,1.0,1.0
2017-03-04,22.0,1.0,22.0,5.0,41.0,16.0,9.0,26.0,21.0,0.0,4.0,14.0,37.0,46.0,0.0,0.0,2.0,34.0,8.0,26.0,1.0,0.0
2017-03-05,23.0,1.0,23.0,2.0,41.0,16.0,10.0,26.0,22.0,0.0,3.0,13.0,43.0,48.0,0.0,0.0,3.0,47.0,5.0,36.0,1.0,1.0
2017-03-06,22.0,1.0,22.0,14.0,33.0,14.0,10.0,23.0,18.0,12.0,16.0,12.0,38.0,52.0,0.0,0.0,2.0,64.0,19.0,20.0,0.0,0.0
2017-03-07,21.0,1.0,21.0,15.0,33.0,13.0,9.0,23.0,15.0,26.0,19.0,18.0,40.0,50.0,0.0,0.0,2.0,75.0,13.0,27.0,1.0,2.0
2017-03-08,21.0,1.0,21.0,13.0,33.0,13.0,9.0,22.0,16.0,18.0,15.0,16.0,33.0,45.0,0.0,0.0,2.0,68.0,15.0,13.0,1.0,0.0
2017-03-09,20.0,1.0,20.0,13.0,35.0,12.0,8.0,22.0,15.0,15.0,17.0,11.0,33.0,45.0,0.0,0.0,2.0,69.0,12.0,21.0,0.0,2.0
2017-03-10,21.0,1.0,21.0,14.0,36.0,14.0,9.0,23.0,16.0,18.0,17.0,15.0,34.0,48.0,0.0,0.0,2.0,54.0,14.0,24.0,0.0,0.0
2017-03-11,22.0,1.0,22.0,4.0,40.0,15.0,9.0,26.0,20.0,2.0,4.0,14.0,38.0,57.0,0.0,0.0,2.0,33.0,6.0,13.0,1.0,0.0
2017-03-12,22.0,1.0,22.0,2.0,37.0,16.0,9.0,27.0,16.0,1.0,1.0,14.0,37.0,43.0,1.0,0.0,2.0,40.0,11.0,28.0,0.0,0.0
2017-03-13,21.0,1.0,21.0,11.0,36.0,13.0,9.0,22.0,16.0,14.0,15.0,11.0,33.0,45.0,1.0,0.0,2.0,66.0,10.0,22.0,1.0,0.0
2017-03-14,21.0,1.0,21.0,11.0,36.0,12.0,8.0,23.0,13.0,16.0,13.0,12.0,40.0,52.0,1.0,0.0,2.0,65.0,11.0,6.0,0.0,2.0
2017-03-15,20.0,1.0,20.0,12.0,36.0,13.0,9.0,23.0,17.0,18.0,18.0,14.0,37.0,49.0,0.0,0.0,2.0,65.0,19.0,20.0,0.0,0.0
2017-03-16,21.0,1.0,21.0,13.0,31.0,13.0,9.0,22.0,14.0,24.0,19.0,13.0,35.0,44.0,0.0,0.0,2.0,55.0,18.0,18.0,2.0,0.0
2017-03-17,20.0,1.0,20.0,13.0,34.0,13.0,9.0,22.0,17.0,27.0,21.0,15.0,35.0,47.0,0.0,0.0,2.0,52.0,12.0,28.0,0.0,0.0
2017-03-18,22.0,1.0,22.0,3.0,36.0,15.0,10.0,26.0,23.0,2.0,4.0,11.0,38.0,49.0,0.0,0.0,2.0,29.0,10.0,19.0,1.0,1.0
2017-03-19,23.0,1.0,23.0,2.0,39.0,15.0,10.0,26.0,25.0,2.0,4.0,14.0,39.0,41.0,0.0,0.0,2.0,39.0,12.0,18.0,1.0,0.0
2017-03-20,21.0,1.0,21.0,14.0,37.0,14.0,9.0,23.0,20.0,20.0,16.0,14.0,36.0,52.0,1.0,0.0,2.0,60.0,13.0,19.0,0.0,0.0
2017-03-21,27.0,1.0,27.0,17.0,48.0,14.0,12.0,25.0,19.0,21.0,21.0,15.0,37.0,49.0,0.0,0.0,2.0,60.0,14.0,23.0,1.0,1.0
2017-03-22,25.0,1.0,25.0,18.0,40.0,14.0,12.0,26.0,16.0,30.0,20.0,15.0,43.0,54.0,0.0,0.0,2.0,64.0,24.0,16.0,1.0,3.0
2017-03-23,23.0,,23.0,14.0,37.0,14.0,11.0,25.0,17.0,17.0,17.0,14.0,35.0,41.0,0.0,0.0,2.0,69.0,18.0,26.0,0.0,0.0
2017-03-24,24.0,,24.0,14.0,45.0,14.0,11.0,26.0,16.0,14.0,15.0,15.0,33.0,44.0,0.0,0.0,2.0,74.0,18.0,24.0,2.0,2.0
2017-03-25,24.0,,24.0,4.0,47.0,15.0,12.0,29.0,15.0,0.0,2.0,17.0,40.0,44.0,1.0,0.0,2.0,28.0,2.0,24.0,0.0,0.0
2017-03-26,24.0,,24.0,2.0,40.0,19.0,11.0,29.0,16.0,0.0,1.0,12.0,27.0,49.0,0.0,0.0,2.0,44.0,12.0,23.0,0.0,3.0
2017-03-27,23.0,,23.0,13.0,39.0,15.0,10.0,24.0,18.0,9.0,15.0,16.0,39.0,47.0,1.0,0.0,2.0,60.0,14.0,20.0,1.0,0.0
2017-03-28,23.0,,23.0,19.0,36.0,14.0,11.0,25.0,17.0,14.0,22.0,27.0,34.0,44.0,0.0,0.0,3.0,69.0,18.0,14.0,0.0,0.0
2017-03-29,24.0,,24.0,19.0,36.0,14.0,9.0,24.0,15.0,19.0,22.0,68.0,33.0,43.0,0.0,0.0,3.0,49.0,16.0,14.0,1.0,0.0
2017-03-30,24.0,,24.0,13.0,36.0,15.0,11.0,26.0,17.0,5.0,10.0,48.0,42.0,47.0,0.0,0.0,2.0,63.0,25.0,12.0,0.0,0.0
2017-03-31,22.0,,22.0,13.0,36.0,15.0,10.0,25.0,16.0,7.0,17.0,28.0,37.0,49.0,0.0,0.0,2.0,51.0,7.0,21.0,0.0,2.0
2017-04-01,23.0,,23.0,5.0,39.0,15.0,11.0,28.0,17.0,6.0,5.0,26.0,32.0,49.0,0.0,0.0,2.0,32.0,6.0,6.0,2.0,0.0
2017-04-02,23.0,,23.0,2.0,36.0,17.0,9.0,28.0,17.0,2.0,5.0,24.0,42.0,52.0,0.0,1.0,2.0,31.0,0.0,27.0,1.0,3.0
2017-04-03,22.0,,22.0,12.0,36.0,15.0,10.0,24.0,15.0,20.0,19.0,22.0,36.0,45.0,0.0,0.0,2.0,60.0,12.0,32.0,1.0,0.0
2017-04-04,21.0,,21.0,13.0,34.0,15.0,9.0,23.0,16.0,12.0,19.0,21.0,31.0,50.0,1.0,0.0,2.0,67.0,9.0,11.0,4.0,2.0
2017-04-05,22.0,,22.0,17.0,35.0,14.0,10.0,23.0,16.0,17.0,23.0,22.0,35.0,45.0,0.0,0.0,2.0,65.0,16.0,11.0,1.0,0.0
2017-04-06,22.0,,22.0,14.0,36.0,14.0,9.0,24.0,17.0,14.0,15.0,22.0,33.0,49.0,1.0,0.0,2.0,61.0,16.0,9.0,1.0,2.0
2017-04-07,21.0,,21.0,11.0,34.0,14.0,9.0,22.0,19.0,12.0,11.0,20.0,34.0,44.0,0.0,0.0,2.0,58.0,4.0,24.0,1.0,0.0
2017-04-08,22.0,,22.0,3.0,40.0,15.0,10.0,26.0,19.0,2.0,2.0,27.0,31.0,55.0,0.0,0.0,2.0,34.0,12.0,27.0,0.0,3.0
2017-04-09,22.0,,22.0,2.0,36.0,15.0,10.0,27.0,20.0,4.0,0.0,21.0,40.0,40.0,0.0,0.0,3.0,31.0,4.0,24.0,0.0,0.0
2017-04-10,22.0,,22.0,11.0,37.0,15.0,9.0,24.0,15.0,7.0,9.0,22.0,35.0,58.0,0.0,0.0,2.0,56.0,16.0,26.0,3.0,0.0
2017-04-11,21.0,,21.0,13.0,34.0,14.0,9.0,24.0,16.0,17.0,27.0,20.0,39.0,54.0,1.0,0.0,2.0,86.0,7.0,18.0,0.0,5.0
2017-04-12,21.0,,21.0,11.0,33.0,14.0,10.0,24.0,16.0,10.0,13.0,16.0,27.0,57.0,1.0,0.0,2.0,62.0,6.0,18.0,1.0,2.0
2017-04-13,22.0,,22.0,15.0,37.0,15.0,10.0,25.0,15.0,11.0,15.0,20.0,32.0,52.0,0.0,0.0,2.0,58.0,8.0,19.0,2.0,2.0
2017-04-14,23.0,,23.0,7.0,40.0,14.0,10.0,26.0,23.0,2.0,7.0,16.0,31.0,46.0,1.0,0.0,2.0,56.0,25.0,30.0,1.0,0.0
2017-04-15,24.0,,24.0,3.0,40.0,14.0,10.0,26.0,16.0,0.0,3.0,15.0,34.0,49.0,0.0,0.0,2.0,32.0,15.0,31.0,0.0,0.0
2017-04-16,22.0,,22.0,1.0,36.0,16.0,9.0,26.0,17.0,0.0,3.0,14.0,35.0,42.0,0.0,0.0,2.0,22.0,9.0,35.0,0.0,0.0
2017-04-17,22.0,,22.0,12.0,38.0,14.0,9.0,24.0,19.0,9.0,15.0,19.0,43.0,37.0,0.0,0.0,2.0,65.0,9.0,9.0,3.0,7.0
2017-04-18,22.0,,22.0,9.0,36.0,14.0,10.0,24.0,18.0,14.0,19.0,17.0,33.0,53.0,0.0,0.0,1.0,72.0,7.0,26.0,1.0,5.0
2017-04-19,21.0,,21.0,11.0,34.0,12.0,9.0,23.0,20.0,15.0,14.0,16.0,30.0,47.0,0.0,0.0,2.0,87.0,12.0,23.0,1.0,2.0
2017-04-20,21.0,,21.0,12.0,34.0,14.0,10.0,23.0,18.0,16.0,14.0,15.0,33.0,39.0,0.0,0.0,1.0,66.0,12.0,20.0,4.0,7.0
2017-04-21,21.0,,21.0,13.0,35.0,14.0,9.0,23.0,17.0,10.0,15.0,16.0,30.0,52.0,0.0,0.0,2.0,57.0,7.0,33.0,1.0,0.0
2017-04-22,22.0,,22.0,4.0,36.0,15.0,11.0,26.0,17.0,10.0,5.0,16.0,32.0,42.0,0.0,0.0,2.0,31.0,8.0,23.0,0.0,0.0
2017-04-23,21.0,,21.0,1.0,34.0,17.0,10.0,25.0,18.0,0.0,4.0,16.0,37.0,35.0,1.0,0.0,2.0,30.0,8.0,36.0,1.0,0.0
2017-04-24,21.0,,21.0,14.0,35.0,14.0,10.0,24.0,14.0,13.0,14.0,16.0,35.0,49.0,0.0,0.0,2.0,72.0,9.0,26.0,4.0,5.0
2017-04-25,21.0,,21.0,15.0,34.0,14.0,9.0,22.0,18.0,11.0,19.0,15.0,33.0,43.0,1.0,0.0,2.0,77.0,12.0,23.0,6.0,9.0
2017-04-26,22.0,,22.0,15.0,36.0,14.0,10.0,23.0,15.0,10.0,18.0,14.0,33.0,43.0,1.0,0.0,1.0,75.0,17.0,28.0,4.0,4.0
2017-04-27,21.0,,21.0,15.0,31.0,14.0,9.0,22.0,15.0,17.0,23.0,18.0,26.0,49.0,1.0,0.0,2.0,82.0,25.0,17.0,7.0,7.0
2017-04-28,21.0,,21.0,12.0,36.0,14.0,9.0,22.0,17.0,16.0,20.0,20.0,27.0,50.0,1.0,0.0,2.0,59.0,6.0,27.0,4.0,10.0
2017-04-29,22.0,,22.0,4.0,40.0,17.0,10.0,25.0,21.0,2.0,3.0,14.0,35.0,48.0,1.0,0.0,2.0,20.0,2.0,38.0,3.0,0.0
2017-04-30,22.0,,22.0,1.0,36.0,17.0,10.0,26.0,18.0,0.0,0.0,14.0,37.0,47.0,0.0,0.0,1.0,40.0,4.0,24.0,2.0,0.0
2017-05-01,23.0,,23.0,22.0,38.0,16.0,10.0,25.0,17.0,17.0,21.0,20.0,36.0,54.0,0.0,0.0,2.0,64.0,6.0,31.0,18.0,23.0
2017-05-02,22.0,,22.0,49.0,37.0,14.0,9.0,23.0,15.0,27.0,55.0,19.0,27.0,45.0,0.0,0.0,2.0,49.0,9.0,20.0,61.0,73.0
2017-05-03,22.0,,22.0,47.0,36.0,15.0,9.0,24.0,14.0,36.0,51.0,22.0,35.0,46.0,0.0,0.0,2.0,51.0,7.0,32.0,20.0,20.0
2017-05-04,21.0,,21.0,20.0,36.0,15.0,10.0,23.0,17.0,14.0,29.0,16.0,33.0,49.0,0.0,0.0,2.0,68.0,2.0,38.0,4.0,5.0
2017-05-05,21.0,,21.0,17.0,34.0,14.0,9.0,24.0,15.0,23.0,31.0,18.0,34.0,51.0,0.0,0.0,2.0,71.0,11.0,6.0,4.0,5.0
2017-05-06,22.0,,22.0,5.0,43.0,18.0,10.0,26.0,20.0,8.0,6.0,19.0,31.0,44.0,1.0,0.0,2.0,38.0,8.0,34.0,1.0,0.0
2017-05-07,22.0,,22.0,4.0,38.0,19.0,10.0,26.0,17.0,2.0,5.0,18.0,31.0,47.0,1.0,0.0,2.0,44.0,10.0,40.0,1.0,0.0
2017-05-08,22.0,,22.0,23.0,35.0,16.0,9.0,23.0,17.0,27.0,29.0,15.0,33.0,49.0,1.0,0.0,2.0,67.0,11.0,29.0,1.0,0.0
2017-05-09,21.0,,21.0,23.0,34.0,15.0,10.0,22.0,16.0,25.0,39.0,14.0,35.0,49.0,1.0,0.0,2.0,70.0,14.0,20.0,4.0,4.0
2017-05-10,22.0,,22.0,20.0,34.0,16.0,9.0,23.0,17.0,25.0,36.0,14.0,37.0,39.0,1.0,0.0,2.0,64.0,16.0,14.0,3.0,2.0
2017-05-11,21.0,,21.0,19.0,32.0,16.0,9.0,23.0,17.0,19.0,17.0,18.0,35.0,40.0,0.0,0.0,2.0,71.0,16.0,15.0,2.0,0.0
2017-05-12,21.0,,21.0,19.0,32.0,16.0,9.0,23.0,17.0,21.0,26.0,16.0,33.0,51.0,0.0,0.0,2.0,59.0,19.0,21.0,3.0,2.0
2017-05-13,22.0,,22.0,6.0,37.0,19.0,11.0,26.0,19.0,2.0,7.0,14.0,34.0,48.0,0.0,0.0,2.0,38.0,4.0,17.0,0.0,0.0
2017-05-14,22.0,,22.0,5.0,33.0,23.0,10.0,26.0,15.0,2.0,2.0,13.0,33.0,40.0,2.0,0.0,2.0,41.0,8.0,24.0,0.0,0.0
2017-05-15,22.0,,22.0,19.0,32.0,17.0,10.0,23.0,17.0,16.0,26.0,13.0,34.0,53.0,1.0,0.0,2.0,70.0,4.0,15.0,0.0,0.0
2017-05-16,22.0,,22.0,18.0,36.0,16.0,9.0,23.0,15.0,18.0,18.0,16.0,27.0,58.0,1.0,0.0,2.0,54.0,8.0,24.0,0.0,2.0
2017-05-17,22.0,,22.0,19.0,32.0,15.0,9.0,22.0,18.0,10.0,30.0,28.0,35.0,56.0,1.0,0.0,1.0,72.0,6.0,21.0,1.0,2.0
2017-05-18,21.0,,21.0,20.0,32.0,15.0,8.0,23.0,17.0,13.0,19.0,16.0,32.0,39.0,0.0,0.0,2.0,58.0,9.0,15.0,1.0,0.0
2017-05-19,20.0,,20.0,18.0,34.0,14.0,9.0,22.0,16.0,11.0,25.0,16.0,29.0,58.0,0.0,0.0,1.0,44.0,6.0,16.0,0.0,0.0
2017-05-20,22.0,,22.0,4.0,37.0,17.0,10.0,26.0,18.0,9.0,5.0,17.0,33.0,54.0,0.0,0.0,1.0,43.0,2.0,14.0,0.0,0.0
2017-05-21,22.0,,22.0,3.0,31.0,17.0,10.0,26.0,19.0,4.0,4.0,19.0,31.0,54.0,1.0,0.0,2.0,48.0,2.0,18.0,1.0,0.0
2017-05-22,21.0,,21.0,15.0,36.0,14.0,8.0,23.0,18.0,23.0,23.0,16.0,29.0,49.0,1.0,0.0,2.0,71.0,10.0,31.0,0.0,0.0
2017-05-23,21.0,,21.0,16.0,32.0,15.0,9.0,23.0,15.0,17.0,23.0,20.0,32.0,58.0,0.0,0.0,2.0,70.0,11.0,9.0,1.0,0.0
2017-05-24,20.0,,20.0,16.0,33.0,14.0,9.0,22.0,14.0,18.0,22.0,17.0,30.0,42.0,0.0,0.0,2.0,52.0,13.0,19.0,2.0,0.0
2017-05-25,21.0,,21.0,18.0,34.0,13.0,9.0,24.0,15.0,10.0,31.0,16.0,31.0,55.0,0.0,0.0,2.0,64.0,0.0,19.0,1.0,0.0
2017-05-26,21.0,,21.0,12.0,36.0,14.0,9.0,24.0,19.0,10.0,20.0,17.0,31.0,53.0,0.0,0.0,1.0,48.0,12.0,7.0,3.0,3.0
2017-05-27,21.0,,21.0,4.0,36.0,16.0,9.0,26.0,19.0,3.0,5.0,19.0,29.0,36.0,1.0,0.0,2.0,36.0,11.0,22.0,0.0,0.0
2017-05-28,22.0,,22.0,4.0,38.0,17.0,10.0,26.0,20.0,0.0,2.0,13.0,36.0,59.0,1.0,0.0,1.0,40.0,11.0,40.0,2.0,3.0
