date,Apple,overlap,apple,aapl,apple store,apple watch,apple iphone,iphone,apple music,aapl stock price,aapl stock,apple pay,apple macbook,apple support,apple watch series 3,apple 4 watch,airpods,semiconductor,TSMC,apple factory,apple earnings,aapl earnings
2019-08-15,24.0,,24.0,17.0,38.0,23.0,10.0,22.0,26.0,47.0,25.0,30.0,48.0,47.0,7.0,14.0,18.0,62.0,21.0,31.0,2.0,4.0
2019-08-16,24.0,,24.0,14.0,36.0,21.0,10.0,21.0,26.0,29.0,19.0,30.0,43.0,61.0,7.0,13.0,17.0,60.0,16.0,53.0,1.0,0.0
2019-08-17,25.0,,25.0,4.0,39.0,24.0,10.0,22.0,27.0,17.0,4.0,31.0,45.0,56.0,7.0,16.0,17.0,37.0,14.0,53.0,3.0,0.0
2019-08-18,25.0,,25.0,3.0,36.0,24.0,11.0,23.0,29.0,3.0,3.0,32.0,48.0,55.0,8.0,12.0,17.0,37.0,11.0,44.0,0.0,0.0
2019-08-19,25.0,,25.0,18.0,35.0,23.0,10.0,21.0,23.0,33.0,20.0,27.0,45.0,57.0,8.0,14.0,15.0,56.0,12.0,41.0,2.0,0.0
2019-08-20,25.0,,25.0,19.0,38.0,23.0,10.0,21.0,23.0,28.0,19.0,33.0,48.0,63.0,8.0,11.0,17.0,75.0,10.0,25.0,2.0,0.0
2019-08-21,25.0,,25.0,15.0,34.0,19.0,10.0,20.0,28.0,28.0,14.0,36.0,51.0,61.0,8.0,12.0,17.0,74.0,24.0,29.0,0.0,2.0
2019-08-22,25.0,,25.0,14.0,31.0,22.0,9.0,21.0,26.0,28.0,16.0,32.0,48.0,58.0,6.0,12.0,17.0,72.0,12.0,42.0,2.0,0.0
2019-08-23,25.0,,25.0,16.0,34.0,20.0,9.0,21.0,31.0,26.0,24.0,37.0,51.0,54.0,9.0,11.0,17.0,51.0,21.0,43.0,1.0,2.0
2019-08-24,24.0,,24.0,5.0,37.0,23.0,11.0,22.0,24.0,6.0,4.0,36.0,32.0,51.0,9.0,13.0,17.0,37.0,20.0,29.0,1.0,0.0
2019-08-25,26.0,,26.0,3.0,37.0,23.0,10.0,23.0,27.0,9.0,3.0,32.0,38.0,41.0,5.0,12.0,17.0,42.0,8.0,58.0,2.0,0.0
2019-08-26,25.0,,25.0,13.0,36.0,21.0,11.0,21.0,24.0,45.0,21.0,27.0,51.0,62.0,8.0,11.0,16.0,69.0,17.0,50.0,0.0,4.0
2019-08-27,24.0,,24.0,13.0,33.0,21.0,10.0,21.0,24.0,19.0,17.0,25.0,41.0,45.0,7.0,12.0,16.0,75.0,34.0,29.0,2.0,0.0
2019-08-28,25.0,,25.0,12.0,32.0,21.0,9.0,20.0,24.0,30.0,15.0,32.0,50.0,56.0,7.0,10.0,17.0,82.0,29.0,49.0,1.0,0.0
2019-08-29,24.0,,24.0,14.0,31.0,23.0,10.0,21.0,24.0,30.0,15.0,27.0,49.0,63.0,9.0,11.0,17.0,67.0,12.0,37.0,1.0,0.0
2019-08-30,65.0,,65.0,12.0,35.0,22.0,11.0,21.0,28.0,36.0,15.0,30.0,45.0,60.0,9.0,13.0,17.0,64.0,19.0,42.0,0.0,2.0
2019-08-31,89.0,,89.0,2.0,34.0,23.0,11.0,23.0,26.0,9.0,4.0,29.0,42.0,51.0,7.0,15.0,18.0,46.0,19.0,46.0,0.0,0.0
2019-09-01,88.0,,88.0,3.0,38.0,24.0,12.0,23.0,25.0,3.0,1.0,32.0,42.0,47.0,9.0,13.0,18.0,47.0,8.0,18.0,0.0,0.0
2019-09-02,75.0,,75.0,3.0,37.0,22.0,11.0,21.0,22.0,2.0,2.0,31.0,48.0,50.0,8.0,13.0,18.0,55.0,27.0,58.0,0.0,0.0
2019-09-03,72.0,,72.0,14.0,32.0,21.0,10.0,21.0,24.0,8.0,16.0,30.0,50.0,51.0,7.0,12.0,17.0,47.0,26.0,32.0,1.0,0.0
2019-09-04,78.0,,78.0,13.0,38.0,21.0,10.0,21.0,22.0,37.0,17.0,27.0,48.0,62.0,6.0,11.0,18.0,53.0,16.0,32.0,1.0,0.0
2019-09-05,83.0,,83.0,16.0,35.0,22.0,11.0,21.0,23.0,35.0,19.0,34.0,45.0,53.0,7.0,13.0,17.0,55.0,17.0,28.0,2.0,4.0
2019-09-06,71.0,,71.0,12.0,36.0,20.0,10.0,22.0,27.0,25.0,13.0,28.0,52.0,50.0,6.0,12.0,17.0,56.0,12.0,46.0,2.0,0.0
2019-09-07,59.0,,59.0,3.0,38.0,25.0,11.0,24.0,29.0,3.0,1.0,30.0,43.0,51.0,7.0,13.0,19.0,33.0,14.0,56.0,1.0,2.0
2019-09-08,59.0,,59.0,2.0,36.0,22.0,13.0,24.0,22.0,13.0,4.0,32.0,45.0,56.0,7.0,11.0,19.0,29.0,13.0,64.0,0.0,0.0
2019-09-09,58.0,,58.0,13.0,31.0,21.0,13.0,23.0,24.0,21.0,17.0,26.0,48.0,59.0,7.0,10.0,17.0,56.0,4.0,32.0,2.0,0.0
2019-09-10,100.0,,100.0,26.0,57.0,45.0,50.0,46.0,28.0,48.0,29.0,26.0,61.0,74.0,12.0,27.0,20.0,89.0,19.0,32.0,2.0,2.0
2019-09-11,87.0,,87.0,28.0,66.0,58.0,49.0,64.0,23.0,59.0,33.0,34.0,57.0,67.0,18.0,36.0,22.0,77.0,14.0,40.0,2.0,4.0
2019-09-12,69.0,,69.0,23.0,55.0,42.0,27.0,43.0,28.0,36.0,21.0,31.0,48.0,56.0,14.0,24.0,19.0,75.0,12.0,53.0,1.0,2.0
2019-09-13,66.0,,66.0,20.0,64.0,37.0,25.0,40.0,29.0,53.0,18.0,33.0,50.0,56.0,12.0,21.0,19.0,67.0,22.0,46.0,1.0,4.0
2019-09-14,67.0,,67.0,5.0,57.0,38.0,20.0,38.0,28.0,3.0,4.0,33.0,41.0,58.0,15.0,20.0,20.0,29.0,8.0,37.0,0.0,0.0
2019-09-15,65.0,,65.0,3.0,51.0,34.0,18.0,36.0,27.0,3.0,1.0,29.0,47.0,51.0,14.0,19.0,19.0,41.0,16.0,46.0,1.0,2.0
2019-09-16,62.0,,62.0,16.0,49.0,29.0,16.0,30.0,26.0,19.0,18.0,28.0,43.0,60.0,10.0,17.0,19.0,79.0,26.0,28.0,0.0,0.0
2019-09-17,57.0,,57.0,15.0,44.0,28.0,15.0,28.0,26.0,32.0,15.0,33.0,44.0,67.0,10.0,15.0,19.0,94.0,9.0,39.0,0.0,0.0
2019-09-18,57.0,,57.0,16.0,42.0,29.0,15.0,28.0,21.0,40.0,18.0,31.0,46.0,74.0,11.0,14.0,17.0,81.0,21.0,32.0,1.0,2.0
2019-09-19,57.0,,57.0,14.0,48.0,28.0,15.0,28.0,24.0,28.0,16.0,36.0,40.0,59.0,10.0,15.0,19.0,68.0,26.0,53.0,0.0,4.0
2019-09-20,61.0,,61.0,13.0,70.0,42.0,20.0,37.0,26.0,42.0,17.0,41.0,44.0,68.0,10.0,17.0,19.0,64.0,22.0,46.0,2.0,2.0
2019-09-21,66.0,,66.0,5.0,65.0,48.0,22.0,39.0,27.0,12.0,1.0,43.0,39.0,73.0,13.0,19.0,21.0,36.0,22.0,27.0,1.0,0.0
2019-09-22,63.0,,63.0,2.0,65.0,47.0,21.0,39.0,26.0,3.0,1.0,34.0,48.0,60.0,15.0,20.0,23.0,46.0,13.0,77.0,0.0,0.0
2019-09-23,56.0,,56.0,11.0,54.0,40.0,17.0,32.0,24.0,18.0,15.0,36.0,48.0,72.0,10.0,18.0,21.0,56.0,21.0,55.0,0.0,4.0
2019-09-24,52.0,,52.0,16.0,52.0,37.0,15.0,31.0,25.0,29.0,14.0,35.0,48.0,77.0,12.0,17.0,20.0,59.0,18.0,47.0,2.0,2.0
2019-09-25,48.0,,48.0,12.0,52.0,36.0,15.0,31.0,27.0,34.0,13.0,33.0,48.0,66.0,10.0,16.0,19.0,75.0,23.0,35.0,1.0,0.0
2019-09-26,46.0,,46.0,11.0,49.0,36.0,15.0,29.0,23.0,16.0,12.0,35.0,48.0,72.0,12.0,12.0,20.0,68.0,4.0,36.0,0.0,0.0
2019-09-27,33.0,,33.0,12.0,50.0,35.0,15.0,29.0,30.0,19.0,12.0,33.0,39.0,72.0,10.0,14.0,19.0,68.0,19.0,37.0,0.0,2.0
2019-09-28,36.0,,36.0,3.0,60.0,39.0,16.0,33.0,29.0,3.0,3.0,40.0,40.0,68.0,14.0,14.0,23.0,34.0,13.0,46.0,1.0,0.0
2019-09-29,36.0,,36.0,3.0,53.0,37.0,16.0,33.0,32.0,3.0,3.0,38.0,47.0,52.0,12.0,15.0,21.0,46.0,6.0,27.0,2.0,2.0
2019-09-30,32.0,,32.0,14.0,53.0,33.0,15.0,29.0,27.0,24.0,12.0,43.0,45.0,70.0,10.0,14.0,21.0,55.0,26.0,48.0,2.0,2.0
2019-10-01,30.0,,30.0,16.0,51.0,32.0,14.0,26.0,22.0,35.0,21.0,42.0,46.0,63.0,12.0,12.0,20.0,71.0,26.0,39.0,1.0,2.0
2019-10-02,29.0,,29.0,14.0,47.0,29.0,13.0,26.0,27.0,26.0,18.0,36.0,40.0,68.0,11.0,10.0,19.0,54.0,23.0,27.0,1.0,2.0
2019-10-03,30.0,,30.0,9.0,43.0,29.0,14.0,26.0,24.0,30.0,18.0,37.0,35.0,67.0,8.0,12.0,19.0,69.0,19.0,56.0,2.0,0.0
2019-10-04,31.0,,31.0,14.0,50.0,32.0,14.0,26.0,27.0,44.0,21.0,33.0,36.0,55.0,9.0,13.0,20.0,55.0,33.0,53.0,1.0,2.0
2019-10-05,35.0,,35.0,4.0,53.0,33.0,13.0,29.0,28.0,9.0,5.0,43.0,35.0,49.0,11.0,15.0,21.0,34.0,11.0,41.0,0.0,0.0
2019-10-06,34.0,,34.0,3.0,47.0,33.0,14.0,29.0,26.0,6.0,2.0,40.0,35.0,61.0,11.0,13.0,21.0,36.0,34.0,27.0,2.0,0.0
2019-10-07,30.0,,30.0,14.0,43.0,29.0,12.0,26.0,26.0,37.0,21.0,36.0,43.0,70.0,9.0,12.0,20.0,60.0,26.0,32.0,2.0,5.0
2019-10-08,30.0,,30.0,12.0,43.0,31.0,13.0,26.0,25.0,21.0,14.0,38.0,42.0,72.0,9.0,11.0,19.0,75.0,28.0,56.0,2.0,2.0
2019-10-09,30.0,,30.0,12.0,44.0,29.0,14.0,26.0,27.0,21.0,16.0,36.0,47.0,73.0,9.0,12.0,21.0,83.0,19.0,53.0,3.0,0.0
2019-10-10,29.0,,29.0,13.0,42.0,28.0,13.0,26.0,28.0,32.0,17.0,37.0,46.0,76.0,10.0,10.0,20.0,64.0,21.0,52.0,3.0,2.0
2019-10-11,29.0,,29.0,18.0,42.0,28.0,13.0,26.0,26.0,40.0,21.0,36.0,35.0,74.0,8.0,10.0,19.0,52.0,19.0,44.0,2.0,2.0
2019-10-12,33.0,,33.0,4.0,51.0,30.0,14.0,29.0,24.0,9.0,7.0,37.0,39.0,68.0,9.0,11.0,21.0,35.0,16.0,45.0,1.0,2.0
2019-10-13,35.0,,35.0,2.0,51.0,32.0,15.0,30.0,30.0,6.0,1.0,36.0,41.0,65.0,12.0,15.0,20.0,38.0,19.0,46.0,0.0,0.0
2019-10-14,30.0,,30.0,17.0,41.0,30.0,13.0,27.0,30.0,24.0,18.0,38.0,43.0,62.0,10.0,12.0,19.0,71.0,35.0,40.0,2.0,7.0
2019-10-15,29.0,,29.0,16.0,37.0,27.0,12.0,25.0,27.0,21.0,16.0,42.0,39.0,62.0,9.0,10.0,20.0,77.0,34.0,31.0,3.0,2.0
2019-10-16,29.0,,29.0,13.0,37.0,28.0,13.0,26.0,29.0,27.0,16.0,40.0,34.0,72.0,9.0,12.0,20.0,68.0,33.0,28.0,5.0,5.0
2019-10-17,28.0,,28.0,11.0,37.0,26.0,13.0,25.0,23.0,24.0,12.0,39.0,33.0,72.0,8.0,11.0,20.0,81.0,40.0,28.0,1.0,2.0
2019-10-18,29.0,,29.0,12.0,42.0,26.0,13.0,26.0,27.0,22.0,15.0,37.0,34.0,67.0,10.0,9.0,19.0,67.0,34.0,37.0,2.0,0.0
2019-10-19,31.0,,31.0,4.0,45.0,31.0,13.0,28.0,29.0,3.0,3.0,35.0,39.0,66.0,11.0,11.0,21.0,32.0,8.0,54.0,2.0,2.0
2019-10-20,32.0,,32.0,2.0,41.0,31.0,13.0,28.0,24.0,0.0,2.0,35.0,42.0,72.0,11.0,10.0,24.0,31.0,16.0,36.0,2.0,2.0
2019-10-21,28.0,,28.0,16.0,40.0,26.0,12.0,26.0,24.0,34.0,19.0,29.0,41.0,72.0,9.0,10.0,22.0,65.0,27.0,15.0,4.0,4.0
2019-10-22,28.0,,28.0,15.0,37.0,27.0,12.0,24.0,22.0,28.0,20.0,33.0,38.0,64.0,7.0,11.0,20.0,53.0,20.0,42.0,3.0,10.0
2019-10-23,27.0,,27.0,14.0,37.0,27.0,11.0,24.0,24.0,16.0,18.0,30.0,39.0,70.0,8.0,11.0,20.0,53.0,18.0,19.0,2.0,4.0
2019-10-24,26.0,,26.0,16.0,37.0,25.0,11.0,23.0,24.0,29.0,20.0,33.0,42.0,73.0,8.0,10.0,20.0,77.0,21.0,36.0,7.0,11.0
2019-10-25,27.0,,27.0,17.0,36.0,25.0,12.0,24.0,29.0,28.0,21.0,35.0,37.0,67.0,8.0,11.0,22.0,53.0,22.0,41.0,7.0,2.0
2019-10-26,30.0,,30.0,5.0,39.0,30.0,13.0,27.0,27.0,9.0,10.0,35.0,38.0,56.0,10.0,11.0,22.0,33.0,19.0,27.0,0.0,2.0
2019-10-27,29.0,,29.0,4.0,42.0,30.0,13.0,27.0,28.0,3.0,2.0,31.0,35.0,59.0,7.0,11.0,23.0,24.0,8.0,36.0,4.0,6.0
2019-10-28,30.0,,30.0,19.0,44.0,27.0,12.0,24.0,30.0,36.0,22.0,27.0,43.0,62.0,9.0,9.0,52.0,51.0,9.0,27.0,9.0,10.0
2019-10-29,31.0,,31.0,21.0,42.0,26.0,11.0,24.0,24.0,32.0,21.0,33.0,44.0,62.0,9.0,9.0,82.0,82.0,30.0,28.0,14.0,23.0
2019-10-30,30.0,,30.0,39.0,36.0,25.0,11.0,23.0,24.0,36.0,49.0,31.0,43.0,54.0,9.0,11.0,64.0,56.0,21.0,43.0,44.0,38.0
2019-10-31,29.0,,29.0,34.0,39.0,26.0,12.0,23.0,21.0,58.0,41.0,29.0,40.0,54.0,8.0,9.0,51.0,61.0,29.0,53.0,13.0,9.0
2019-11-01,32.0,,32.0,23.0,37.0,28.0,12.0,24.0,28.0,56.0,23.0,28.0,41.0,69.0,7.0,10.0,43.0,59.0,19.0,46.0,3.0,2.0
2019-11-02,34.0,,34.0,5.0,46.0,32.0,14.0,26.0,29.0,9.0,2.0,32.0,39.0,61.0,9.0,10.0,42.0,37.0,16.0,58.0,2.0,0.0
2019-11-03,33.0,,33.0,4.0,43.0,32.0,14.0,28.0,30.0,12.0,7.0,32.0,45.0,59.0,10.0,10.0,40.0,34.0,18.0,53.0,0.0,0.0
2019-11-04,30.0,,30.0,22.0,43.0,29.0,11.0,24.0,27.0,37.0,24.0,31.0,46.0,69.0,10.0,11.0,36.0,71.0,26.0,39.0,2.0,0.0
2019-11-05,29.0,,29.0,19.0,34.0,26.0,12.0,24.0,24.0,28.0,15.0,38.0,47.0,70.0,8.0,8.0,33.0,64.0,41.0,12.0,0.0,2.0
2019-11-06,28.0,,28.0,15.0,38.0,27.0,11.0,23.0,27.0,39.0,20.0,37.0,40.0,58.0,10.0,9.0,31.0,77.0,34.0,27.0,5.0,0.0
2019-11-07,28.0,,28.0,16.0,37.0,26.0,12.0,23.0,23.0,42.0,25.0,30.0,41.0,59.0,8.0,9.0,31.0,96.0,32.0,27.0,3.0,2.0
2019-11-08,29.0,,29.0,16.0,37.0,28.0,12.0,24.0,28.0,32.0,23.0,30.0,37.0,72.0,8.0,10.0,32.0,79.0,33.0,77.0,0.0,0.0
2019-11-09,31.0,,31.0,3.0,43.0,33.0,13.0,27.0,27.0,6.0,5.0,35.0,47.0,52.0,11.0,13.0,34.0,33.0,11.0,27.0,0.0,2.0
2019-11-10,31.0,,31.0,2.0,43.0,31.0,13.0,27.0,28.0,9.0,2.0,28.0,45.0,51.0,9.0,12.0,34.0,45.0,13.0,44.0,1.0,2.0
2019-11-11,30.0,,30.0,17.0,41.0,29.0,12.0,23.0,26.0,29.0,18.0,29.0,43.0,65.0,11.0,10.0,32.0,56.0,18.0,47.0,2.0,4.0
2019-11-12,28.0,,28.0,17.0,38.0,28.0,11.0,24.0,24.0,23.0,22.0,29.0,37.0,65.0,11.0,9.0,31.0,67.0,18.0,34.0,0.0,2.0
2019-11-13,30.0,,30.0,19.0,38.0,27.0,12.0,24.0,24.0,47.0,18.0,30.0,74.0,56.0,11.0,9.0,29.0,67.0,25.0,39.0,1.0,0.0
2019-11-14,30.0,,30.0,16.0,42.0,30.0,13.0,23.0,55.0,36.0,23.0,32.0,61.0,55.0,11.0,9.0,30.0,85.0,27.0,39.0,1.0,5.0
2019-11-15,32.0,,32.0,16.0,42.0,29.0,12.0,24.0,89.0,47.0,22.0,35.0,60.0,71.0,13.0,11.0,29.0,73.0,17.0,49.0,1.0,0.0
2019-11-16,33.0,,33.0,5.0,48.0,35.0,13.0,27.0,57.0,9.0,4.0,32.0,49.0,69.0,15.0,15.0,33.0,37.0,16.0,63.0,0.0,0.0
2019-11-17,32.0,,32.0,4.0,45.0,36.0,13.0,28.0,43.0,6.0,5.0,32.0,50.0,67.0,17.0,13.0,34.0,43.0,5.0,63.0,0.0,2.0
2019-11-18,29.0,,29.0,17.0,41.0,30.0,12.0,24.0,33.0,24.0,22.0,30.0,49.0,60.0,12.0,11.0,32.0,77.0,23.0,43.0,1.0,0.0
2019-11-19,29.0,,29.0,19.0,39.0,29.0,12.0,23.0,31.0,40.0,19.0,30.0,53.0,73.0,12.0,11.0,29.0,83.0,32.0,59.0,1.0,2.0
2019-11-20,29.0,,29.0,15.0,39.0,30.0,12.0,24.0,29.0,43.0,22.0,32.0,49.0,63.0,13.0,12.0,31.0,93.0,23.0,52.0,1.0,2.0
2019-11-21,30.0,,30.0,16.0,37.0,32.0,11.0,24.0,25.0,27.0,18.0,27.0,54.0,58.0,13.0,12.0,32.0,77.0,23.0,68.0,0.0,0.0
2019-11-22,31.0,,31.0,13.0,41.0,34.0,12.0,24.0,30.0,38.0,17.0,30.0,46.0,70.0,14.0,15.0,34.0,62.0,19.0,57.0,2.0,0.0
2019-11-23,34.0,,34.0,3.0,46.0,41.0,13.0,28.0,32.0,6.0,5.0,33.0,48.0,64.0,15.0,15.0,37.0,41.0,18.0,31.0,0.0,0.0
2019-11-24,33.0,,33.0,2.0,45.0,40.0,14.0,27.0,27.0,9.0,3.0,31.0,63.0,45.0,15.0,16.0,39.0,37.0,15.0,56.0,0.0,0.0
2019-11-25,32.0,,32.0,12.0,41.0,37.0,14.0,25.0,26.0,34.0,17.0,31.0,51.0,56.0,14.0,15.0,37.0,65.0,18.0,31.0,1.0,0.0
2019-11-26,33.0,,33.0,15.0,41.0,37.0,13.0,26.0,27.0,29.0,19.0,34.0,55.0,56.0,17.0,16.0,38.0,72.0,37.0,47.0,1.0,0.0
2019-11-27,35.0,,35.0,11.0,45.0,41.0,14.0,25.0,27.0,24.0,14.0,26.0,57.0,58.0,22.0,18.0,39.0,88.0,18.0,47.0,0.0,0.0
2019-11-28,45.0,,45.0,5.0,59.0,64.0,16.0,28.0,29.0,11.0,6.0,30.0,72.0,45.0,65.0,25.0,57.0,75.0,19.0,52.0,0.0,0.0
2019-11-29,52.0,,52.0,10.0,78.0,89.0,21.0,33.0,28.0,16.0,12.0,29.0,90.0,58.0,100.0,35.0,85.0,56.0,19.0,56.0,2.0,0.0
2019-11-30,40.0,,40.0,4.0,56.0,57.0,16.0,30.0,33.0,17.0,4.0,36.0,72.0,60.0,48.0,23.0,51.0,41.0,10.0,61.0,1.0,2.0
2019-12-01,35.0,,35.0,3.0,48.0,50.0,15.0,30.0,30.0,9.0,3.0,34.0,57.0,56.0,35.0,16.0,44.0,42.0,23.0,60.0,0.0,0.0
2019-12-02,37.0,,37.0,13.0,46.0,54.0,15.0,26.0,28.0,36.0,15.0,33.0,68.0,67.0,47.0,21.0,50.0,75.0,20.0,19.0,0.0,0.0
2019-12-03,30.0,,30.0,14.0,38.0,42.0,13.0,24.0,29.0,47.0,18.0,35.0,50.0,74.0,24.0,13.0,39.0,75.0,21.0,43.0,1.0,0.0
2019-12-04,28.0,,28.0,12.0,37.0,35.0,12.0,23.0,29.0,18.0,15.0,39.0,45.0,43.0,16.0,13.0,33.0,77.0,14.0,47.0,1.0,0.0
2019-12-05,30.0,,30.0,14.0,37.0,35.0,12.0,23.0,100.0,35.0,17.0,31.0,40.0,62.0,17.0,12.0,33.0,70.0,28.0,36.0,2.0,2.0
2019-12-06,30.0,,30.0,17.0,40.0,36.0,12.0,24.0,82.0,30.0,18.0,31.0,32.0,74.0,16.0,12.0,34.0,73.0,17.0,58.0,2.0,0.0
2019-12-07,30.0,,30.0,4.0,44.0,39.0,12.0,27.0,47.0,3.0,5.0,36.0,41.0,51.0,17.0,13.0,36.0,44.0,11.0,41.0,0.0,0.0
2019-12-08,30.0,,30.0,3.0,43.0,37.0,13.0,26.0,41.0,9.0,5.0,30.0,48.0,48.0,21.0,13.0,35.0,41.0,32.0,40.0,0.0,0.0
2019-12-09,28.0,,28.0,13.0,41.0,34.0,12.0,23.0,37.0,35.0,19.0,32.0,44.0,61.0,18.0,14.0,34.0,85.0,33.0,28.0,1.0,2.0
2019-12-10,28.0,,28.0,15.0,40.0,33.0,10.0,23.0,30.0,35.0,17.0,39.0,40.0,60.0,17.0,12.0,35.0,76.0,36.0,32.0,1.0,2.0
2019-12-11,29.0,,29.0,14.0,37.0,33.0,11.0,23.0,29.0,26.0,18.0,36.0,41.0,61.0,17.0,11.0,33.0,65.0,21.0,51.0,1.0,0.0
2019-12-12,28.0,,28.0,17.0,40.0,36.0,11.0,23.0,31.0,70.0,27.0,29.0,45.0,59.0,17.0,12.0,34.0,88.0,40.0,56.0,1.0,0.0
2019-12-13,29.0,,29.0,19.0,41.0,35.0,11.0,24.0,28.0,55.0,22.0,38.0,43.0,60.0,18.0,11.0,35.0,68.0,55.0,70.0,0.0,0.0
2019-12-14,31.0,,31.0,5.0,49.0,40.0,13.0,26.0,30.0,6.0,5.0,39.0,39.0,67.0,21.0,13.0,41.0,32.0,24.0,45.0,1.0,0.0
2019-12-15,31.0,,31.0,2.0,46.0,41.0,13.0,27.0,33.0,6.0,3.0,29.0,43.0,48.0,19.0,13.0,38.0,41.0,5.0,49.0,2.0,0.0
2019-12-16,30.0,,30.0,18.0,44.0,38.0,12.0,25.0,27.0,37.0,18.0,30.0,44.0,64.0,16.0,13.0,36.0,70.0,21.0,47.0,1.0,0.0
2019-12-17,30.0,,30.0,17.0,44.0,36.0,11.0,24.0,30.0,48.0,24.0,32.0,47.0,60.0,16.0,11.0,37.0,59.0,37.0,32.0,2.0,0.0
2019-12-18,28.0,,28.0,13.0,41.0,34.0,11.0,24.0,25.0,40.0,19.0,33.0,41.0,64.0,15.0,12.0,36.0,67.0,18.0,36.0,0.0,2.0
2019-12-19,27.0,,27.0,18.0,41.0,35.0,11.0,24.0,24.0,38.0,21.0,28.0,42.0,61.0,15.0,10.0,35.0,73.0,33.0,41.0,1.0,2.0
2019-12-20,31.0,,31.0,16.0,46.0,35.0,12.0,25.0,31.0,40.0,22.0,38.0,39.0,58.0,17.0,11.0,37.0,58.0,20.0,60.0,1.0,0.0
2019-12-21,31.0,,31.0,4.0,52.0,40.0,13.0,27.0,28.0,6.0,5.0,33.0,40.0,62.0,17.0,12.0,42.0,31.0,13.0,68.0,2.0,0.0
2019-12-22,33.0,,33.0,3.0,52.0,44.0,14.0,28.0,32.0,3.0,2.0,37.0,43.0,53.0,22.0,12.0,41.0,34.0,11.0,37.0,1.0,0.0
2019-12-23,32.0,,32.0,14.0,50.0,39.0,12.0,26.0,28.0,40.0,18.0,34.0,36.0,56.0,20.0,11.0,40.0,56.0,30.0,42.0,0.0,0.0
2019-12-24,35.0,,35.0,14.0,55.0,46.0,13.0,28.0,32.0,19.0,16.0,33.0,37.0,64.0,21.0,11.0,52.0,43.0,33.0,74.0,2.0,2.0
2019-12-25,48.0,,48.0,5.0,52.0,97.0,20.0,39.0,53.0,3.0,5.0,32.0,57.0,76.0,54.0,18.0,100.0,42.0,23.0,100.0,1.0,0.0
2019-12-26,42.0,,42.0,16.0,65.0,77.0,18.0,34.0,41.0,35.0,22.0,33.0,53.0,77.0,42.0,20.0,74.0,43.0,5.0,66.0,0.0,2.0
2019-12-27,36.0,,36.0,20.0,57.0,57.0,16.0,30.0,35.0,43.0,34.0,39.0,54.0,84.0,27.0,14.0,53.0,55.0,25.0,65.0,1.0,2.0
2019-12-28,33.0,,33.0,5.0,51.0,50.0,13.0,30.0,35.0,9.0,8.0,36.0,46.0,69.0,23.0,14.0,47.0,39.0,3.0,46.0,0.0,2.0
2019-12-29,33.0,,33.0,4.0,49.0,47.0,14.0,28.0,34.0,3.0,2.0,35.0,48.0,53.0,18.0,11.0,41.0,33.0,22.0,46.0,1.0,2.0
2019-12-30,31.0,,31.0,16.0,42.0,42.0,13.0,26.0,31.0,43.0,23.0,30.0,41.0,72.0,15.0,11.0,36.0,39.0,22.0,38.0,1.0,0.0
2019-12-31,29.0,,29.0,16.0,42.0,36.0,11.0,24.0,31.0,51.0,21.0,30.0,42.0,67.0,16.0,9.0,33.0,43.0,11.0,68.0,1.0,2.0
