date,Durable good,overlap,consumer,goods,company,Industry,fast moving consumer goods,loan,Sales,Product,Market
2018-07-17,0.0,1.0,48.0,27.0,58.0,27.0,0.0,68.0,52.0,74.0,63.0
2018-07-18,0.0,1.0,49.0,26.0,59.0,36.0,0.0,71.0,45.0,74.0,61.0
2018-07-19,0.0,1.0,50.0,29.0,58.0,31.0,0.0,69.0,55.0,72.0,62.0
2018-07-20,0.0,1.0,42.0,30.0,60.0,30.0,0.0,65.0,48.0,65.0,61.0
2018-07-21,0.0,1.0,34.0,24.0,54.0,22.0,0.0,67.0,38.0,59.0,52.0
2018-07-22,0.0,1.0,23.0,17.0,46.0,25.0,0.0,52.0,31.0,57.0,53.0
2018-07-23,0.0,1.0,49.0,29.0,60.0,29.0,14.0,74.0,49.0,73.0,64.0
2018-07-24,0.0,1.0,43.0,24.0,62.0,36.0,0.0,70.0,52.0,76.0,63.0
2018-07-25,0.0,1.0,45.0,27.0,62.0,29.0,0.0,68.0,48.0,70.0,62.0
2018-07-26,0.0,1.0,50.0,24.0,59.0,30.0,0.0,64.0,48.0,78.0,63.0
2018-07-27,0.0,1.0,49.0,31.0,55.0,29.0,0.0,59.0,48.0,62.0,65.0
2018-07-28,0.0,1.0,37.0,22.0,50.0,24.0,14.0,56.0,41.0,57.0,56.0
2018-07-29,0.0,1.0,32.0,23.0,46.0,23.0,0.0,46.0,30.0,64.0,56.0
2018-07-30,0.0,1.0,40.0,25.0,61.0,33.0,0.0,70.0,48.0,82.0,67.0
2018-07-31,0.0,1.0,51.0,27.0,58.0,31.0,0.0,67.0,51.0,66.0,66.0
2018-08-01,0.0,1.0,47.0,26.0,59.0,33.0,0.0,65.0,49.0,73.0,70.0
2018-08-02,0.0,1.0,49.0,29.0,65.0,36.0,0.0,70.0,52.0,74.0,77.0
2018-08-03,0.0,1.0,46.0,23.0,63.0,32.0,0.0,63.0,41.0,70.0,68.0
2018-08-04,0.0,1.0,32.0,21.0,53.0,23.0,0.0,60.0,43.0,64.0,59.0
2018-08-05,0.0,1.0,28.0,25.0,49.0,22.0,0.0,51.0,34.0,55.0,54.0
2018-08-06,0.0,1.0,54.0,33.0,63.0,31.0,0.0,67.0,49.0,77.0,66.0
2018-08-07,0.0,1.0,45.0,25.0,61.0,33.0,0.0,68.0,53.0,72.0,69.0
2018-08-08,0.0,1.0,55.0,29.0,57.0,30.0,0.0,63.0,52.0,71.0,65.0
2018-08-09,16.0,1.0,46.0,28.0,58.0,32.0,0.0,60.0,51.0,74.0,66.0
2018-08-10,0.0,1.0,39.0,25.0,61.0,33.0,0.0,63.0,47.0,66.0,68.0
2018-08-11,0.0,1.0,33.0,25.0,49.0,24.0,0.0,56.0,44.0,66.0,55.0
2018-08-12,0.0,,24.0,21.0,44.0,27.0,0.0,51.0,40.0,62.0,60.0
2018-08-13,0.0,,39.0,26.0,62.0,34.0,0.0,64.0,53.0,75.0,68.0
2018-08-14,34.0,,42.0,19.0,52.0,33.0,25.0,55.0,51.0,62.0,64.0
2018-08-15,0.0,,22.0,14.0,46.0,22.0,0.0,46.0,44.0,59.0,51.0
2018-08-16,0.0,,42.0,26.0,54.0,30.0,0.0,59.0,47.0,71.0,71.0
2018-08-17,0.0,,41.0,23.0,55.0,29.0,24.0,54.0,42.0,70.0,72.0
2018-08-18,0.0,,43.0,26.0,45.0,26.0,0.0,57.0,43.0,59.0,53.0
2018-08-19,0.0,,35.0,23.0,44.0,26.0,28.0,46.0,36.0,64.0,57.0
2018-08-20,0.0,,46.0,30.0,53.0,31.0,26.0,69.0,44.0,66.0,64.0
2018-08-21,0.0,,43.0,20.0,55.0,31.0,0.0,68.0,43.0,68.0,68.0
2018-08-22,0.0,,29.0,30.0,52.0,29.0,0.0,59.0,49.0,61.0,68.0
2018-08-23,0.0,,45.0,18.0,59.0,34.0,0.0,65.0,61.0,76.0,71.0
2018-08-24,0.0,,50.0,22.0,55.0,28.0,0.0,57.0,38.0,69.0,62.0
2018-08-25,0.0,,33.0,26.0,47.0,23.0,0.0,56.0,37.0,58.0,53.0
2018-08-26,0.0,,30.0,18.0,39.0,22.0,0.0,43.0,33.0,47.0,52.0
2018-08-27,0.0,,52.0,25.0,57.0,30.0,0.0,65.0,56.0,68.0,61.0
2018-08-28,0.0,,46.0,26.0,59.0,36.0,0.0,69.0,51.0,70.0,69.0
2018-08-29,0.0,,57.0,27.0,61.0,35.0,0.0,68.0,54.0,84.0,68.0
2018-08-30,0.0,,55.0,28.0,56.0,32.0,0.0,70.0,44.0,78.0,64.0
2018-08-31,0.0,,52.0,25.0,56.0,24.0,0.0,63.0,45.0,69.0,60.0
2018-09-01,0.0,,34.0,21.0,51.0,20.0,0.0,55.0,45.0,62.0,54.0
2018-09-02,0.0,,32.0,19.0,47.0,17.0,26.0,52.0,38.0,67.0,49.0
2018-09-03,0.0,,47.0,24.0,54.0,31.0,0.0,61.0,59.0,71.0,69.0
2018-09-04,0.0,,50.0,27.0,62.0,26.0,0.0,68.0,58.0,71.0,64.0
2018-09-05,0.0,,42.0,21.0,59.0,29.0,0.0,65.0,57.0,66.0,65.0
2018-09-06,0.0,,48.0,29.0,56.0,30.0,25.0,61.0,51.0,71.0,65.0
2018-09-07,0.0,,40.0,29.0,56.0,31.0,0.0,67.0,50.0,73.0,72.0
2018-09-08,0.0,,36.0,20.0,50.0,24.0,0.0,57.0,51.0,64.0,53.0
2018-09-09,34.0,,30.0,22.0,41.0,28.0,0.0,46.0,36.0,62.0,53.0
2018-09-10,0.0,,53.0,26.0,54.0,30.0,0.0,63.0,46.0,65.0,64.0
2018-09-11,33.0,,48.0,20.0,54.0,34.0,0.0,63.0,55.0,71.0,60.0
2018-09-12,0.0,,58.0,24.0,56.0,30.0,0.0,58.0,52.0,70.0,65.0
2018-09-13,0.0,,42.0,20.0,49.0,21.0,0.0,47.0,39.0,59.0,60.0
2018-09-14,0.0,,40.0,24.0,53.0,36.0,0.0,64.0,44.0,67.0,63.0
2018-09-15,0.0,,29.0,19.0,47.0,31.0,0.0,58.0,41.0,49.0,57.0
2018-09-16,34.0,,31.0,17.0,47.0,29.0,0.0,47.0,33.0,55.0,68.0
2018-09-17,0.0,,50.0,24.0,56.0,27.0,0.0,61.0,47.0,72.0,79.0
2018-09-18,0.0,,51.0,33.0,60.0,28.0,0.0,57.0,57.0,82.0,68.0
2018-09-19,0.0,,42.0,23.0,63.0,28.0,0.0,65.0,40.0,72.0,66.0
2018-09-20,0.0,,46.0,22.0,57.0,29.0,0.0,61.0,50.0,62.0,71.0
2018-09-21,0.0,,38.0,27.0,54.0,34.0,0.0,52.0,51.0,72.0,72.0
2018-09-22,0.0,,31.0,19.0,49.0,28.0,0.0,53.0,41.0,65.0,60.0
2018-09-23,0.0,,31.0,19.0,42.0,27.0,0.0,43.0,40.0,59.0,53.0
2018-09-24,33.0,,39.0,22.0,55.0,31.0,0.0,65.0,57.0,61.0,69.0
2018-09-25,0.0,,47.0,28.0,56.0,36.0,0.0,66.0,51.0,75.0,68.0
2018-09-26,0.0,,51.0,27.0,57.0,37.0,0.0,65.0,47.0,71.0,68.0
2018-09-27,0.0,,35.0,20.0,58.0,34.0,0.0,63.0,51.0,69.0,64.0
2018-09-28,0.0,,44.0,22.0,54.0,26.0,0.0,56.0,53.0,73.0,60.0
2018-09-29,0.0,,27.0,24.0,50.0,21.0,0.0,57.0,47.0,61.0,60.0
2018-09-30,0.0,,31.0,19.0,46.0,24.0,0.0,47.0,41.0,65.0,58.0
2018-10-01,0.0,,48.0,25.0,56.0,100.0,0.0,68.0,55.0,70.0,66.0
2018-10-02,0.0,,30.0,24.0,52.0,33.0,0.0,54.0,38.0,63.0,68.0
2018-10-03,0.0,,47.0,25.0,56.0,32.0,0.0,68.0,50.0,67.0,64.0
2018-10-04,0.0,,53.0,24.0,53.0,32.0,24.0,62.0,50.0,76.0,69.0
2018-10-05,0.0,,37.0,30.0,100.0,34.0,0.0,63.0,47.0,72.0,74.0
2018-10-06,0.0,,30.0,22.0,52.0,22.0,0.0,62.0,40.0,69.0,60.0
2018-10-07,0.0,,32.0,14.0,46.0,24.0,0.0,46.0,38.0,60.0,55.0
2018-10-08,0.0,,38.0,24.0,56.0,32.0,0.0,66.0,49.0,69.0,69.0
2018-10-09,0.0,,58.0,27.0,55.0,33.0,0.0,66.0,52.0,73.0,63.0
2018-10-10,0.0,,64.0,18.0,53.0,24.0,0.0,57.0,52.0,70.0,68.0
2018-10-11,0.0,,54.0,17.0,57.0,27.0,0.0,62.0,50.0,76.0,75.0
2018-10-12,0.0,,39.0,22.0,54.0,34.0,0.0,61.0,56.0,68.0,70.0
2018-10-13,0.0,,37.0,17.0,49.0,29.0,25.0,57.0,51.0,61.0,59.0
2018-10-14,0.0,,35.0,18.0,43.0,23.0,0.0,50.0,40.0,70.0,60.0
2018-10-15,0.0,,52.0,25.0,56.0,27.0,0.0,58.0,56.0,78.0,73.0
2018-10-16,0.0,,44.0,26.0,83.0,26.0,0.0,62.0,53.0,65.0,72.0
2018-10-17,0.0,,42.0,22.0,51.0,23.0,0.0,62.0,56.0,59.0,69.0
2018-10-18,35.0,,35.0,16.0,42.0,27.0,0.0,45.0,39.0,63.0,61.0
2018-10-19,0.0,1.0,34.0,20.0,39.0,23.0,0.0,48.0,35.0,52.0,67.0
2018-10-20,0.0,1.0,35.0,21.0,44.0,21.0,0.0,58.0,39.0,61.0,66.0
2018-10-21,0.0,1.0,42.0,16.0,38.0,23.0,0.0,44.0,35.0,60.0,55.0
2018-10-22,34.0,1.0,50.0,25.0,53.0,33.0,0.0,66.0,50.0,69.0,67.0
2018-10-23,0.0,1.0,63.0,22.0,55.0,35.0,0.0,60.0,47.0,74.0,75.0
2018-10-24,16.0,1.0,50.0,28.0,49.0,33.0,25.0,54.0,47.0,61.0,65.0
2018-10-25,0.0,1.0,53.0,26.0,54.0,34.0,0.0,61.0,49.0,70.0,68.0
2018-10-26,0.0,1.0,53.0,19.0,50.0,34.0,0.0,57.0,43.0,70.0,70.0
2018-10-27,0.0,1.0,36.0,18.0,43.0,22.0,21.0,46.0,37.0,60.0,53.0
2018-10-28,0.0,1.0,37.0,16.0,43.0,26.0,25.0,46.0,39.0,63.0,57.0
2018-10-29,0.0,1.0,43.0,23.0,50.0,30.0,10.0,58.0,49.0,72.0,63.0
2018-10-30,0.0,1.0,57.0,25.0,53.0,29.0,0.0,59.0,49.0,74.0,71.0
2018-10-31,0.0,1.0,51.0,27.0,54.0,29.0,0.0,58.0,46.0,73.0,66.0
2018-11-01,0.0,1.0,51.0,18.0,46.0,25.0,0.0,52.0,55.0,59.0,66.0
2018-11-02,0.0,1.0,45.0,21.0,48.0,25.0,0.0,55.0,52.0,60.0,72.0
2018-11-03,0.0,1.0,30.0,14.0,46.0,25.0,0.0,61.0,41.0,58.0,57.0
2018-11-04,0.0,1.0,37.0,14.0,38.0,19.0,0.0,48.0,39.0,53.0,56.0
2018-11-05,0.0,1.0,43.0,15.0,45.0,23.0,0.0,58.0,43.0,61.0,67.0
2018-11-06,0.0,1.0,30.0,12.0,47.0,19.0,0.0,42.0,37.0,53.0,60.0
2018-11-07,0.0,1.0,24.0,12.0,39.0,19.0,0.0,41.0,28.0,38.0,55.0
2018-11-08,0.0,1.0,29.0,15.0,43.0,22.0,0.0,48.0,36.0,49.0,61.0
2018-11-09,0.0,1.0,38.0,15.0,40.0,20.0,0.0,53.0,41.0,49.0,58.0
2018-11-10,17.0,1.0,25.0,18.0,44.0,18.0,0.0,48.0,38.0,61.0,55.0
2018-11-11,0.0,1.0,24.0,14.0,37.0,27.0,0.0,44.0,33.0,50.0,49.0
2018-11-12,0.0,1.0,53.0,19.0,50.0,30.0,0.0,61.0,47.0,72.0,65.0
2018-11-13,0.0,1.0,55.0,20.0,51.0,32.0,0.0,62.0,50.0,68.0,66.0
2018-11-14,0.0,1.0,58.0,19.0,53.0,31.0,13.0,61.0,45.0,72.0,65.0
2018-11-15,0.0,1.0,60.0,22.0,50.0,33.0,13.0,59.0,44.0,66.0,64.0
2018-11-16,16.0,1.0,40.0,21.0,48.0,29.0,0.0,58.0,45.0,74.0,64.0
2018-11-17,0.0,1.0,40.0,23.0,44.0,26.0,26.0,51.0,38.0,58.0,57.0
2018-11-18,35.0,1.0,41.0,16.0,42.0,28.0,0.0,45.0,36.0,63.0,57.0
2018-11-19,0.0,1.0,48.0,29.0,55.0,30.0,12.0,66.0,56.0,71.0,68.0
2018-11-20,0.0,1.0,43.0,22.0,51.0,33.0,0.0,56.0,53.0,69.0,71.0
2018-11-21,0.0,1.0,42.0,25.0,52.0,38.0,0.0,56.0,45.0,66.0,65.0
2018-11-22,0.0,1.0,52.0,24.0,52.0,31.0,0.0,59.0,45.0,60.0,67.0
2018-11-23,0.0,1.0,43.0,22.0,50.0,30.0,0.0,59.0,47.0,61.0,70.0
2018-11-24,0.0,1.0,40.0,17.0,46.0,25.0,0.0,52.0,43.0,55.0,62.0
2018-11-25,0.0,1.0,34.0,17.0,39.0,23.0,0.0,43.0,29.0,60.0,58.0
2018-11-26,33.0,1.0,61.0,25.0,54.0,33.0,13.0,68.0,45.0,69.0,67.0
2018-11-27,0.0,1.0,66.0,25.0,53.0,35.0,0.0,64.0,46.0,73.0,65.0
2018-11-28,0.0,1.0,52.0,26.0,56.0,37.0,0.0,63.0,57.0,71.0,68.0
2018-11-29,0.0,1.0,53.0,25.0,52.0,31.0,0.0,62.0,50.0,72.0,66.0
2018-11-30,0.0,1.0,49.0,20.0,51.0,34.0,0.0,63.0,49.0,66.0,67.0
2018-12-01,0.0,1.0,43.0,19.0,45.0,31.0,0.0,57.0,49.0,65.0,60.0
2018-12-02,0.0,1.0,31.0,23.0,41.0,25.0,0.0,50.0,34.0,66.0,62.0
2018-12-03,0.0,1.0,80.0,26.0,54.0,32.0,0.0,70.0,55.0,72.0,69.0
2018-12-04,0.0,1.0,66.0,22.0,54.0,32.0,0.0,73.0,55.0,79.0,63.0
2018-12-05,0.0,1.0,55.0,19.0,53.0,39.0,0.0,70.0,52.0,71.0,67.0
2018-12-06,0.0,1.0,58.0,23.0,52.0,33.0,0.0,67.0,53.0,69.0,64.0
2018-12-07,0.0,1.0,44.0,22.0,51.0,29.0,0.0,61.0,48.0,63.0,65.0
2018-12-08,0.0,1.0,44.0,24.0,43.0,26.0,0.0,51.0,40.0,60.0,60.0
2018-12-09,0.0,1.0,32.0,15.0,36.0,22.0,0.0,48.0,32.0,62.0,55.0
2018-12-10,0.0,1.0,53.0,26.0,48.0,28.0,0.0,69.0,49.0,68.0,67.0
2018-12-11,0.0,1.0,45.0,19.0,42.0,27.0,0.0,52.0,43.0,59.0,58.0
2018-12-12,0.0,1.0,45.0,24.0,50.0,34.0,0.0,67.0,52.0,69.0,65.0
2018-12-13,0.0,1.0,64.0,25.0,49.0,31.0,0.0,73.0,51.0,70.0,64.0
2018-12-14,0.0,1.0,56.0,23.0,50.0,33.0,0.0,66.0,48.0,63.0,65.0
2018-12-15,0.0,1.0,42.0,22.0,45.0,25.0,0.0,66.0,38.0,58.0,55.0
2018-12-16,0.0,1.0,35.0,15.0,38.0,25.0,0.0,51.0,34.0,58.0,55.0
2018-12-17,0.0,1.0,60.0,19.0,52.0,33.0,0.0,76.0,52.0,67.0,64.0
2018-12-18,16.0,1.0,63.0,30.0,56.0,34.0,0.0,73.0,56.0,69.0,66.0
2018-12-19,17.0,1.0,62.0,29.0,51.0,33.0,13.0,74.0,50.0,66.0,65.0
2018-12-20,17.0,1.0,63.0,23.0,51.0,29.0,0.0,70.0,47.0,62.0,67.0
2018-12-21,0.0,1.0,54.0,20.0,46.0,31.0,0.0,63.0,36.0,61.0,63.0
2018-12-22,0.0,1.0,37.0,21.0,42.0,25.0,0.0,56.0,34.0,53.0,53.0
2018-12-23,0.0,1.0,29.0,16.0,38.0,23.0,0.0,48.0,33.0,55.0,56.0
2018-12-24,0.0,1.0,48.0,20.0,46.0,26.0,0.0,65.0,47.0,49.0,66.0
2018-12-25,0.0,1.0,36.0,16.0,41.0,20.0,0.0,53.0,39.0,49.0,63.0
2018-12-26,0.0,1.0,42.0,21.0,45.0,32.0,0.0,69.0,45.0,64.0,62.0
2018-12-27,34.0,1.0,49.0,22.0,48.0,27.0,0.0,70.0,50.0,60.0,61.0
2018-12-28,0.0,1.0,37.0,20.0,47.0,32.0,0.0,66.0,51.0,58.0,60.0
2018-12-29,0.0,1.0,45.0,21.0,41.0,26.0,13.0,62.0,37.0,55.0,55.0
2018-12-30,0.0,1.0,27.0,14.0,38.0,20.0,0.0,48.0,34.0,43.0,51.0
2018-12-31,0.0,1.0,44.0,17.0,41.0,24.0,0.0,59.0,37.0,48.0,60.0
2019-01-01,0.0,1.0,36.0,19.0,39.0,29.0,0.0,54.0,41.0,50.0,60.0
2019-01-02,0.0,1.0,52.0,20.0,51.0,30.0,0.0,70.0,53.0,64.0,60.0
2019-01-03,0.0,1.0,41.0,17.0,56.0,33.0,0.0,70.0,47.0,65.0,66.0
2019-01-04,0.0,1.0,55.0,19.0,49.0,33.0,0.0,73.0,45.0,62.0,63.0
2019-01-05,0.0,1.0,40.0,16.0,44.0,27.0,0.0,63.0,39.0,69.0,53.0
2019-01-06,0.0,1.0,39.0,19.0,39.0,23.0,0.0,52.0,33.0,56.0,52.0
2019-01-07,0.0,1.0,54.0,22.0,50.0,33.0,0.0,77.0,52.0,73.0,62.0
2019-01-08,17.0,1.0,50.0,20.0,54.0,31.0,26.0,72.0,51.0,63.0,67.0
2019-01-09,0.0,1.0,48.0,20.0,52.0,31.0,0.0,72.0,46.0,75.0,63.0
2019-01-10,0.0,1.0,52.0,23.0,52.0,31.0,0.0,75.0,52.0,75.0,63.0
2019-01-11,0.0,1.0,43.0,15.0,53.0,29.0,0.0,66.0,46.0,67.0,62.0
2019-01-12,0.0,1.0,34.0,21.0,43.0,23.0,0.0,52.0,38.0,52.0,52.0
2019-01-13,0.0,1.0,35.0,9.0,40.0,23.0,14.0,46.0,30.0,49.0,51.0
2019-01-14,0.0,1.0,45.0,21.0,43.0,26.0,0.0,69.0,41.0,62.0,62.0
2019-01-15,0.0,1.0,54.0,15.0,47.0,26.0,0.0,57.0,39.0,55.0,54.0
2019-01-16,17.0,1.0,44.0,23.0,50.0,31.0,0.0,67.0,45.0,72.0,65.0
2019-01-17,0.0,1.0,53.0,18.0,50.0,34.0,0.0,69.0,48.0,76.0,63.0
2019-01-18,0.0,1.0,49.0,23.0,50.0,31.0,0.0,67.0,45.0,65.0,54.0
2019-01-19,0.0,1.0,39.0,19.0,44.0,25.0,14.0,68.0,41.0,55.0,57.0
2019-01-20,17.0,1.0,36.0,17.0,40.0,25.0,0.0,56.0,42.0,58.0,57.0
2019-01-21,0.0,1.0,47.0,19.0,53.0,31.0,0.0,74.0,50.0,64.0,64.0
2019-01-22,0.0,1.0,45.0,23.0,51.0,31.0,0.0,73.0,50.0,72.0,66.0
2019-01-23,0.0,1.0,45.0,20.0,50.0,31.0,0.0,66.0,51.0,75.0,61.0
2019-01-24,0.0,1.0,42.0,25.0,54.0,32.0,0.0,67.0,45.0,73.0,62.0
2019-01-25,0.0,1.0,47.0,17.0,46.0,30.0,0.0,53.0,46.0,63.0,59.0
2019-01-26,0.0,1.0,24.0,14.0,37.0,18.0,13.0,41.0,36.0,50.0,48.0
2019-01-27,0.0,1.0,38.0,11.0,40.0,22.0,0.0,48.0,32.0,55.0,55.0
2019-01-28,0.0,,64.0,17.0,45.0,38.0,26.0,76.0,50.0,70.0,60.0
2019-01-29,0.0,,66.0,23.0,55.0,36.0,0.0,78.0,47.0,78.0,68.0
2019-01-30,0.0,,69.0,23.0,54.0,43.0,0.0,74.0,62.0,84.0,65.0
2019-01-31,0.0,,58.0,24.0,52.0,37.0,0.0,65.0,41.0,77.0,59.0
2019-02-01,0.0,,53.0,32.0,49.0,27.0,0.0,73.0,46.0,68.0,63.0
2019-02-02,0.0,,38.0,22.0,47.0,25.0,0.0,72.0,38.0,63.0,57.0
2019-02-03,0.0,,37.0,17.0,39.0,29.0,0.0,58.0,37.0,54.0,57.0
2019-02-04,0.0,,49.0,23.0,50.0,39.0,0.0,75.0,49.0,77.0,62.0
2019-02-05,0.0,,58.0,17.0,50.0,33.0,0.0,73.0,49.0,78.0,63.0
2019-02-06,0.0,,70.0,24.0,50.0,29.0,0.0,70.0,38.0,71.0,60.0
2019-02-07,0.0,,63.0,21.0,48.0,29.0,0.0,73.0,52.0,73.0,58.0
2019-02-08,0.0,,65.0,23.0,49.0,32.0,0.0,70.0,42.0,67.0,61.0
2019-02-09,0.0,,43.0,16.0,43.0,23.0,0.0,69.0,27.0,63.0,49.0
2019-02-10,0.0,,43.0,15.0,38.0,23.0,29.0,52.0,34.0,51.0,54.0
2019-02-11,0.0,,50.0,23.0,50.0,38.0,26.0,84.0,45.0,68.0,67.0
2019-02-12,0.0,,59.0,22.0,50.0,37.0,0.0,80.0,43.0,73.0,58.0
2019-02-13,0.0,,53.0,16.0,50.0,31.0,0.0,67.0,41.0,72.0,60.0
2019-02-14,0.0,,52.0,22.0,45.0,35.0,0.0,65.0,49.0,80.0,63.0
2019-02-15,0.0,,43.0,22.0,46.0,32.0,0.0,58.0,46.0,63.0,61.0
2019-02-16,0.0,,42.0,20.0,38.0,29.0,0.0,62.0,38.0,55.0,49.0
2019-02-17,0.0,,47.0,15.0,35.0,28.0,0.0,50.0,30.0,60.0,48.0
2019-02-18,0.0,,61.0,21.0,48.0,34.0,0.0,75.0,49.0,63.0,65.0
2019-02-19,33.0,,59.0,22.0,46.0,31.0,0.0,70.0,54.0,73.0,63.0
2019-02-20,0.0,,55.0,33.0,49.0,35.0,0.0,74.0,46.0,74.0,57.0
2019-02-21,0.0,,69.0,22.0,50.0,39.0,0.0,75.0,52.0,73.0,62.0
2019-02-22,0.0,,51.0,23.0,51.0,33.0,0.0,73.0,44.0,61.0,60.0
2019-02-23,0.0,,38.0,22.0,44.0,28.0,0.0,65.0,38.0,68.0,57.0
2019-02-24,0.0,,42.0,20.0,37.0,24.0,0.0,58.0,34.0,54.0,49.0
2019-02-25,0.0,,56.0,29.0,48.0,39.0,0.0,82.0,49.0,76.0,68.0
2019-02-26,0.0,,51.0,22.0,44.0,32.0,0.0,67.0,45.0,73.0,62.0
2019-02-27,0.0,,60.0,23.0,42.0,32.0,0.0,63.0,43.0,73.0,64.0
2019-02-28,0.0,,65.0,28.0,49.0,39.0,0.0,69.0,53.0,70.0,59.0
2019-03-01,0.0,,49.0,29.0,46.0,31.0,0.0,59.0,44.0,62.0,52.0
2019-03-02,34.0,,34.0,20.0,42.0,23.0,0.0,72.0,36.0,67.0,50.0
2019-03-03,36.0,,36.0,16.0,34.0,23.0,0.0,55.0,37.0,61.0,57.0
2019-03-04,0.0,,42.0,23.0,41.0,30.0,0.0,67.0,36.0,67.0,59.0
2019-03-05,0.0,,48.0,22.0,47.0,38.0,0.0,78.0,46.0,77.0,57.0
2019-03-06,0.0,,67.0,26.0,50.0,37.0,0.0,65.0,52.0,73.0,58.0
2019-03-07,0.0,,77.0,21.0,46.0,39.0,0.0,73.0,49.0,78.0,62.0
2019-03-08,0.0,,39.0,16.0,44.0,35.0,0.0,66.0,43.0,57.0,62.0
2019-03-09,0.0,,28.0,26.0,46.0,35.0,27.0,66.0,38.0,63.0,56.0
2019-03-10,0.0,,41.0,16.0,35.0,26.0,0.0,58.0,36.0,63.0,50.0
2019-03-11,0.0,,77.0,22.0,48.0,31.0,0.0,74.0,48.0,60.0,59.0
2019-03-12,0.0,,80.0,22.0,50.0,35.0,0.0,75.0,49.0,68.0,62.0
2019-03-13,0.0,,78.0,29.0,45.0,37.0,0.0,62.0,55.0,68.0,60.0
2019-03-14,33.0,,65.0,24.0,50.0,38.0,0.0,69.0,54.0,76.0,60.0
2019-03-15,33.0,,77.0,17.0,49.0,35.0,0.0,68.0,45.0,78.0,62.0
2019-03-16,0.0,,39.0,21.0,41.0,23.0,0.0,66.0,40.0,55.0,50.0
2019-03-17,0.0,,41.0,16.0,38.0,27.0,0.0,55.0,35.0,52.0,50.0
2019-03-18,0.0,,50.0,25.0,49.0,34.0,0.0,75.0,46.0,62.0,69.0
2019-03-19,0.0,,52.0,24.0,49.0,39.0,0.0,66.0,46.0,69.0,60.0
2019-03-20,0.0,,48.0,22.0,44.0,26.0,0.0,59.0,40.0,58.0,63.0
2019-03-21,0.0,,34.0,12.0,37.0,29.0,0.0,56.0,38.0,45.0,55.0
2019-03-22,0.0,,45.0,22.0,47.0,23.0,27.0,64.0,47.0,65.0,59.0
2019-03-23,0.0,,35.0,20.0,38.0,27.0,0.0,52.0,40.0,63.0,54.0
2019-03-24,0.0,,42.0,21.0,38.0,28.0,0.0,54.0,32.0,68.0,54.0
2019-03-25,0.0,,69.0,26.0,45.0,35.0,0.0,70.0,51.0,68.0,66.0
2019-03-26,0.0,,58.0,25.0,48.0,32.0,0.0,65.0,49.0,72.0,67.0
2019-03-27,0.0,,67.0,28.0,51.0,31.0,0.0,65.0,59.0,68.0,64.0
2019-03-28,0.0,,64.0,21.0,49.0,36.0,0.0,68.0,49.0,72.0,60.0
2019-03-29,0.0,,59.0,26.0,48.0,29.0,0.0,60.0,49.0,69.0,66.0
2019-03-30,0.0,,39.0,20.0,41.0,19.0,0.0,54.0,45.0,54.0,53.0
2019-03-31,0.0,,28.0,15.0,35.0,20.0,0.0,45.0,35.0,58.0,46.0
2019-04-01,0.0,,43.0,17.0,49.0,31.0,0.0,64.0,57.0,63.0,68.0
2019-04-02,0.0,,68.0,25.0,48.0,33.0,0.0,62.0,52.0,71.0,64.0
2019-04-03,0.0,,61.0,17.0,48.0,29.0,0.0,68.0,49.0,64.0,64.0
2019-04-04,0.0,,46.0,23.0,50.0,32.0,0.0,72.0,51.0,69.0,65.0
2019-04-05,0.0,,52.0,16.0,49.0,36.0,0.0,61.0,48.0,68.0,64.0
2019-04-06,0.0,1.0,33.0,14.0,40.0,22.0,0.0,54.0,41.0,57.0,53.0
2019-04-07,18.0,1.0,35.0,12.0,38.0,22.0,7.0,48.0,39.0,59.0,52.0
2019-04-08,27.0,1.0,61.0,21.0,50.0,32.0,0.0,76.0,53.0,75.0,65.0
2019-04-09,0.0,1.0,54.0,21.0,48.0,36.0,0.0,67.0,50.0,66.0,65.0
2019-04-10,0.0,1.0,53.0,19.0,48.0,26.0,0.0,68.0,50.0,60.0,63.0
2019-04-11,0.0,1.0,53.0,17.0,45.0,29.0,0.0,60.0,46.0,59.0,65.0
2019-04-12,0.0,1.0,42.0,22.0,47.0,29.0,0.0,64.0,45.0,63.0,68.0
2019-04-13,0.0,1.0,40.0,14.0,38.0,23.0,0.0,54.0,38.0,54.0,53.0
2019-04-14,0.0,1.0,36.0,15.0,35.0,20.0,0.0,42.0,31.0,51.0,51.0
2019-04-15,0.0,1.0,54.0,23.0,45.0,26.0,0.0,62.0,44.0,66.0,57.0
2019-04-16,0.0,1.0,64.0,19.0,48.0,31.0,0.0,64.0,52.0,66.0,63.0
2019-04-17,0.0,1.0,45.0,21.0,45.0,27.0,0.0,59.0,52.0,59.0,72.0
2019-04-18,10.0,1.0,51.0,20.0,43.0,26.0,0.0,60.0,36.0,68.0,65.0
2019-04-19,0.0,1.0,38.0,17.0,41.0,21.0,0.0,53.0,39.0,58.0,57.0
2019-04-20,0.0,1.0,45.0,18.0,40.0,23.0,0.0,57.0,41.0,61.0,54.0
2019-04-21,0.0,1.0,33.0,13.0,37.0,22.0,0.0,43.0,38.0,51.0,52.0
2019-04-22,0.0,1.0,60.0,22.0,47.0,26.0,0.0,64.0,44.0,64.0,61.0
2019-04-23,0.0,1.0,64.0,17.0,45.0,26.0,0.0,64.0,41.0,63.0,61.0
