date,Durable good,overlap,consumer,goods,company,Industry,fast moving consumer goods,loan,Sales,Product,Market
2017-10-11,0.0,,60.0,19.0,66.0,37.0,0.0,88.0,66.0,96.0,83.0
2017-10-12,0.0,,56.0,29.0,61.0,30.0,0.0,77.0,76.0,79.0,80.0
2017-10-13,0.0,,53.0,28.0,59.0,30.0,0.0,72.0,57.0,83.0,81.0
2017-10-14,99.0,,52.0,20.0,55.0,27.0,0.0,75.0,45.0,85.0,65.0
2017-10-15,0.0,,42.0,24.0,47.0,27.0,0.0,65.0,46.0,79.0,63.0
2017-10-16,0.0,,57.0,20.0,59.0,35.0,0.0,80.0,60.0,76.0,77.0
2017-10-17,0.0,,35.0,23.0,53.0,26.0,0.0,68.0,69.0,60.0,68.0
2017-10-18,0.0,,45.0,18.0,43.0,24.0,0.0,60.0,48.0,57.0,65.0
2017-10-19,0.0,,22.0,8.0,38.0,20.0,0.0,53.0,44.0,44.0,62.0
2017-10-20,0.0,,40.0,21.0,47.0,23.0,0.0,68.0,37.0,60.0,57.0
2017-10-21,0.0,,29.0,26.0,46.0,27.0,0.0,64.0,47.0,56.0,55.0
2017-10-22,0.0,,48.0,18.0,43.0,24.0,0.0,59.0,36.0,52.0,48.0
2017-10-23,0.0,,72.0,27.0,60.0,36.0,0.0,88.0,59.0,77.0,77.0
2017-10-24,0.0,,59.0,37.0,61.0,44.0,0.0,79.0,54.0,87.0,72.0
2017-10-25,0.0,,66.0,38.0,58.0,42.0,0.0,77.0,66.0,84.0,68.0
2017-10-26,0.0,,65.0,29.0,68.0,39.0,0.0,79.0,65.0,82.0,78.0
2017-10-27,0.0,,67.0,24.0,57.0,35.0,0.0,71.0,66.0,90.0,72.0
2017-10-28,0.0,,40.0,25.0,51.0,33.0,0.0,71.0,58.0,68.0,62.0
2017-10-29,0.0,,56.0,20.0,43.0,32.0,0.0,62.0,42.0,64.0,60.0
2017-10-30,0.0,,61.0,27.0,64.0,43.0,41.0,80.0,62.0,87.0,72.0
2017-10-31,0.0,,60.0,24.0,59.0,41.0,0.0,90.0,54.0,93.0,73.0
2017-11-01,0.0,,76.0,26.0,59.0,42.0,0.0,79.0,76.0,76.0,81.0
2017-11-02,0.0,,63.0,27.0,69.0,40.0,0.0,84.0,64.0,78.0,73.0
2017-11-03,0.0,,46.0,31.0,63.0,38.0,0.0,80.0,57.0,81.0,81.0
2017-11-04,0.0,,32.0,24.0,48.0,28.0,0.0,67.0,49.0,69.0,62.0
2017-11-05,0.0,,35.0,17.0,52.0,30.0,0.0,62.0,44.0,74.0,58.0
2017-11-06,0.0,,59.0,28.0,66.0,38.0,0.0,80.0,74.0,94.0,81.0
2017-11-07,0.0,,73.0,28.0,62.0,39.0,0.0,80.0,63.0,100.0,78.0
2017-11-08,0.0,,61.0,23.0,66.0,36.0,0.0,87.0,56.0,73.0,84.0
2017-11-09,0.0,,72.0,38.0,65.0,39.0,0.0,84.0,70.0,89.0,79.0
2017-11-10,0.0,,59.0,38.0,65.0,41.0,0.0,80.0,62.0,76.0,76.0
2017-11-11,0.0,,48.0,28.0,54.0,26.0,0.0,61.0,41.0,75.0,60.0
2017-11-12,0.0,,40.0,23.0,42.0,27.0,0.0,58.0,38.0,70.0,65.0
2017-11-13,0.0,,67.0,34.0,61.0,40.0,0.0,93.0,70.0,91.0,76.0
2017-11-14,0.0,,67.0,29.0,62.0,36.0,0.0,83.0,64.0,83.0,69.0
2017-11-15,0.0,1.0,59.0,30.0,59.0,42.0,0.0,81.0,56.0,97.0,71.0
2017-11-16,0.0,1.0,61.0,38.0,64.0,44.0,0.0,77.0,63.0,85.0,68.0
2017-11-17,0.0,1.0,62.0,34.0,56.0,43.0,18.0,72.0,59.0,80.0,68.0
2017-11-18,0.0,1.0,46.0,24.0,51.0,33.0,0.0,74.0,51.0,67.0,60.0
2017-11-19,0.0,1.0,37.0,20.0,45.0,27.0,0.0,59.0,39.0,69.0,54.0
2017-11-20,0.0,1.0,68.0,33.0,54.0,34.0,0.0,73.0,64.0,83.0,72.0
2017-11-21,91.0,1.0,69.0,37.0,61.0,40.0,39.0,83.0,56.0,79.0,70.0
2017-11-22,0.0,1.0,77.0,25.0,58.0,39.0,0.0,77.0,56.0,81.0,64.0
2017-11-23,0.0,1.0,55.0,29.0,62.0,41.0,0.0,73.0,59.0,93.0,72.0
2017-11-24,0.0,1.0,50.0,30.0,59.0,37.0,0.0,72.0,49.0,83.0,64.0
2017-11-25,0.0,1.0,38.0,20.0,52.0,26.0,0.0,73.0,43.0,76.0,57.0
2017-11-26,0.0,1.0,51.0,21.0,42.0,29.0,0.0,60.0,40.0,78.0,62.0
2017-11-27,0.0,1.0,75.0,21.0,60.0,40.0,0.0,77.0,59.0,91.0,70.0
2017-11-28,0.0,1.0,66.0,28.0,66.0,39.0,0.0,84.0,70.0,70.0,66.0
2017-11-29,0.0,1.0,61.0,34.0,59.0,39.0,0.0,71.0,63.0,85.0,73.0
2017-11-30,0.0,1.0,50.0,36.0,61.0,35.0,0.0,76.0,62.0,77.0,72.0
2017-12-01,0.0,1.0,50.0,34.0,54.0,35.0,0.0,68.0,62.0,67.0,68.0
2017-12-02,0.0,1.0,41.0,20.0,50.0,28.0,0.0,62.0,42.0,63.0,59.0
2017-12-03,0.0,1.0,46.0,25.0,45.0,25.0,0.0,59.0,36.0,71.0,61.0
2017-12-04,0.0,1.0,66.0,31.0,55.0,44.0,0.0,80.0,58.0,82.0,73.0
2017-12-05,0.0,1.0,60.0,28.0,57.0,37.0,0.0,79.0,62.0,85.0,68.0
2017-12-06,0.0,1.0,56.0,26.0,56.0,39.0,0.0,75.0,60.0,83.0,68.0
2017-12-07,0.0,1.0,67.0,23.0,59.0,34.0,0.0,74.0,56.0,85.0,76.0
2017-12-08,0.0,1.0,61.0,26.0,61.0,36.0,0.0,77.0,53.0,88.0,66.0
2017-12-09,0.0,1.0,43.0,24.0,48.0,30.0,0.0,62.0,51.0,72.0,56.0
2017-12-10,0.0,1.0,44.0,20.0,42.0,25.0,20.0,51.0,34.0,76.0,54.0
2017-12-11,0.0,1.0,76.0,37.0,59.0,39.0,0.0,76.0,61.0,77.0,70.0
2017-12-12,0.0,1.0,68.0,34.0,59.0,39.0,0.0,77.0,56.0,79.0,68.0
2017-12-13,0.0,1.0,66.0,21.0,56.0,35.0,0.0,71.0,61.0,71.0,68.0
2017-12-14,0.0,1.0,67.0,34.0,59.0,37.0,0.0,72.0,63.0,88.0,79.0
2017-12-15,0.0,1.0,63.0,25.0,61.0,38.0,0.0,67.0,55.0,76.0,68.0
2017-12-16,0.0,1.0,43.0,22.0,50.0,26.0,0.0,67.0,49.0,69.0,62.0
2017-12-17,0.0,1.0,35.0,23.0,44.0,27.0,0.0,59.0,38.0,61.0,57.0
2017-12-18,0.0,1.0,49.0,22.0,50.0,26.0,0.0,64.0,57.0,69.0,66.0
2017-12-19,0.0,1.0,59.0,37.0,57.0,32.0,0.0,78.0,68.0,81.0,68.0
2017-12-20,0.0,1.0,58.0,30.0,55.0,34.0,0.0,76.0,54.0,76.0,72.0
2017-12-21,0.0,1.0,83.0,23.0,59.0,38.0,0.0,74.0,54.0,77.0,71.0
2017-12-22,0.0,1.0,60.0,22.0,56.0,31.0,0.0,63.0,48.0,72.0,64.0
2017-12-23,0.0,1.0,38.0,22.0,47.0,23.0,0.0,51.0,43.0,66.0,54.0
2017-12-24,0.0,1.0,41.0,16.0,35.0,19.0,0.0,48.0,36.0,62.0,56.0
2017-12-25,0.0,1.0,41.0,21.0,42.0,24.0,0.0,57.0,43.0,64.0,65.0
2017-12-26,0.0,1.0,65.0,22.0,50.0,32.0,0.0,79.0,63.0,66.0,72.0
2017-12-27,0.0,1.0,58.0,30.0,56.0,31.0,0.0,79.0,43.0,87.0,68.0
2017-12-28,0.0,1.0,59.0,28.0,53.0,28.0,0.0,83.0,51.0,73.0,69.0
2017-12-29,0.0,1.0,58.0,31.0,50.0,28.0,0.0,68.0,44.0,63.0,65.0
2017-12-30,0.0,1.0,36.0,23.0,46.0,23.0,0.0,62.0,49.0,65.0,60.0
2017-12-31,0.0,1.0,27.0,12.0,32.0,19.0,0.0,45.0,30.0,51.0,49.0
2018-01-01,0.0,1.0,45.0,14.0,38.0,27.0,0.0,62.0,51.0,47.0,68.0
2018-01-02,0.0,1.0,50.0,25.0,53.0,38.0,0.0,85.0,55.0,68.0,68.0
2018-01-03,0.0,1.0,64.0,28.0,57.0,39.0,0.0,79.0,60.0,79.0,69.0
2018-01-04,0.0,1.0,66.0,25.0,56.0,36.0,37.0,83.0,58.0,76.0,74.0
2018-01-05,0.0,1.0,51.0,25.0,57.0,36.0,0.0,73.0,52.0,75.0,76.0
2018-01-06,0.0,1.0,41.0,19.0,50.0,27.0,0.0,67.0,44.0,74.0,62.0
2018-01-07,23.0,1.0,42.0,23.0,41.0,27.0,0.0,54.0,37.0,59.0,61.0
2018-01-08,0.0,1.0,67.0,21.0,55.0,38.0,0.0,84.0,58.0,78.0,70.0
2018-01-09,0.0,1.0,64.0,26.0,60.0,36.0,0.0,83.0,60.0,80.0,75.0
2018-01-10,21.0,1.0,60.0,32.0,55.0,42.0,0.0,79.0,61.0,80.0,74.0
2018-01-11,42.0,1.0,59.0,28.0,57.0,37.0,17.0,80.0,56.0,70.0,72.0
2018-01-12,43.0,1.0,54.0,24.0,54.0,38.0,0.0,72.0,47.0,79.0,69.0
2018-01-13,0.0,1.0,40.0,22.0,46.0,30.0,0.0,58.0,41.0,65.0,59.0
2018-01-14,0.0,1.0,36.0,12.0,38.0,27.0,0.0,54.0,31.0,53.0,56.0
2018-01-15,0.0,1.0,54.0,22.0,51.0,34.0,0.0,69.0,45.0,78.0,66.0
2018-01-16,0.0,1.0,66.0,32.0,54.0,36.0,0.0,75.0,48.0,68.0,75.0
2018-01-17,0.0,1.0,76.0,36.0,56.0,38.0,0.0,79.0,56.0,78.0,74.0
2018-01-18,0.0,1.0,57.0,33.0,62.0,37.0,0.0,87.0,61.0,85.0,77.0
2018-01-19,0.0,1.0,54.0,32.0,58.0,38.0,0.0,76.0,51.0,77.0,76.0
2018-01-20,0.0,1.0,38.0,21.0,49.0,27.0,0.0,66.0,49.0,62.0,60.0
2018-01-21,0.0,1.0,32.0,14.0,44.0,30.0,0.0,60.0,42.0,55.0,59.0
2018-01-22,0.0,1.0,60.0,30.0,58.0,34.0,0.0,77.0,50.0,76.0,72.0
2018-01-23,0.0,1.0,55.0,22.0,53.0,35.0,0.0,83.0,55.0,79.0,71.0
2018-01-24,0.0,1.0,51.0,22.0,57.0,35.0,0.0,74.0,55.0,76.0,70.0
2018-01-25,41.0,1.0,53.0,16.0,47.0,28.0,0.0,67.0,45.0,75.0,68.0
2018-01-26,0.0,1.0,24.0,14.0,42.0,25.0,0.0,48.0,38.0,68.0,58.0
2018-01-27,0.0,1.0,31.0,23.0,44.0,26.0,0.0,64.0,41.0,60.0,59.0
2018-01-28,0.0,1.0,30.0,22.0,41.0,22.0,0.0,57.0,41.0,67.0,54.0
2018-01-29,0.0,1.0,63.0,19.0,58.0,35.0,0.0,83.0,54.0,79.0,75.0
2018-01-30,0.0,1.0,56.0,28.0,59.0,37.0,0.0,82.0,53.0,86.0,70.0
2018-01-31,0.0,1.0,56.0,29.0,56.0,37.0,0.0,76.0,57.0,78.0,68.0
2018-02-01,0.0,1.0,64.0,31.0,57.0,37.0,0.0,76.0,50.0,77.0,72.0
2018-02-02,0.0,1.0,54.0,29.0,55.0,37.0,0.0,76.0,50.0,76.0,87.0
2018-02-03,0.0,1.0,35.0,26.0,46.0,22.0,0.0,70.0,41.0,56.0,60.0
2018-02-04,0.0,1.0,34.0,17.0,42.0,27.0,0.0,55.0,35.0,60.0,52.0
2018-02-05,0.0,1.0,60.0,26.0,59.0,35.0,18.0,92.0,55.0,86.0,78.0
2018-02-06,0.0,1.0,59.0,28.0,61.0,35.0,0.0,81.0,55.0,84.0,100.0
2018-02-07,0.0,1.0,57.0,25.0,54.0,37.0,0.0,77.0,48.0,76.0,81.0
2018-02-08,0.0,1.0,66.0,34.0,54.0,34.0,0.0,75.0,54.0,78.0,76.0
2018-02-09,0.0,1.0,61.0,27.0,55.0,32.0,0.0,73.0,49.0,72.0,78.0
2018-02-10,0.0,1.0,29.0,26.0,46.0,27.0,0.0,62.0,42.0,65.0,54.0
2018-02-11,0.0,1.0,32.0,22.0,42.0,26.0,0.0,60.0,44.0,64.0,55.0
2018-02-12,0.0,1.0,52.0,28.0,54.0,34.0,0.0,82.0,53.0,82.0,78.0
2018-02-13,0.0,1.0,40.0,26.0,48.0,32.0,0.0,66.0,48.0,73.0,74.0
2018-02-14,41.0,1.0,51.0,32.0,51.0,33.0,0.0,72.0,52.0,78.0,70.0
2018-02-15,0.0,1.0,56.0,26.0,59.0,39.0,0.0,82.0,57.0,79.0,70.0
2018-02-16,0.0,1.0,54.0,24.0,49.0,29.0,0.0,72.0,47.0,72.0,62.0
2018-02-17,0.0,1.0,33.0,26.0,47.0,23.0,0.0,71.0,43.0,69.0,58.0
2018-02-18,0.0,1.0,31.0,18.0,40.0,25.0,18.0,54.0,36.0,61.0,52.0
2018-02-19,0.0,1.0,49.0,35.0,55.0,34.0,36.0,82.0,56.0,71.0,66.0
2018-02-20,0.0,1.0,72.0,30.0,53.0,34.0,18.0,79.0,55.0,83.0,66.0
2018-02-21,0.0,1.0,56.0,34.0,58.0,36.0,0.0,77.0,50.0,84.0,69.0
2018-02-22,0.0,1.0,64.0,31.0,62.0,37.0,35.0,76.0,54.0,77.0,68.0
2018-02-23,0.0,1.0,58.0,21.0,54.0,36.0,0.0,71.0,52.0,79.0,66.0
2018-02-24,0.0,,44.0,23.0,52.0,21.0,0.0,62.0,33.0,65.0,52.0
2018-02-25,0.0,,42.0,24.0,43.0,29.0,0.0,52.0,30.0,57.0,48.0
2018-02-26,40.0,,52.0,17.0,54.0,34.0,0.0,78.0,52.0,79.0,65.0
2018-02-27,0.0,,55.0,28.0,60.0,34.0,0.0,70.0,59.0,67.0,63.0
2018-02-28,0.0,,53.0,31.0,53.0,34.0,0.0,75.0,59.0,79.0,63.0
2018-03-01,0.0,,47.0,21.0,52.0,31.0,0.0,67.0,40.0,58.0,60.0
2018-03-02,0.0,,27.0,18.0,41.0,23.0,0.0,60.0,36.0,55.0,48.0
2018-03-03,0.0,,28.0,20.0,43.0,28.0,0.0,75.0,46.0,59.0,50.0
2018-03-04,0.0,,27.0,18.0,40.0,23.0,0.0,63.0,33.0,62.0,47.0
2018-03-05,0.0,,53.0,32.0,58.0,32.0,0.0,83.0,60.0,69.0,66.0
2018-03-06,0.0,,60.0,25.0,55.0,38.0,0.0,87.0,60.0,81.0,65.0
2018-03-07,0.0,,41.0,32.0,53.0,28.0,0.0,74.0,55.0,68.0,65.0
2018-03-08,0.0,,50.0,17.0,60.0,36.0,0.0,71.0,52.0,73.0,66.0
2018-03-09,0.0,,48.0,28.0,55.0,32.0,0.0,74.0,47.0,65.0,63.0
2018-03-10,0.0,,33.0,16.0,45.0,27.0,0.0,65.0,41.0,71.0,57.0
2018-03-11,0.0,,33.0,18.0,47.0,28.0,0.0,64.0,33.0,66.0,50.0
2018-03-12,0.0,,47.0,16.0,56.0,32.0,0.0,79.0,53.0,80.0,67.0
2018-03-13,0.0,,73.0,19.0,57.0,33.0,0.0,80.0,51.0,79.0,71.0
2018-03-14,0.0,,61.0,27.0,56.0,30.0,0.0,81.0,50.0,82.0,63.0
2018-03-15,0.0,,65.0,22.0,57.0,34.0,0.0,75.0,45.0,76.0,64.0
2018-03-16,0.0,,50.0,28.0,55.0,29.0,0.0,76.0,48.0,84.0,66.0
2018-03-17,0.0,,43.0,20.0,49.0,26.0,0.0,74.0,45.0,67.0,55.0
2018-03-18,0.0,,35.0,11.0,40.0,21.0,0.0,67.0,28.0,63.0,49.0
2018-03-19,0.0,,68.0,29.0,58.0,37.0,0.0,82.0,50.0,64.0,66.0
2018-03-20,0.0,,63.0,29.0,56.0,38.0,0.0,81.0,50.0,74.0,72.0
2018-03-21,0.0,,63.0,39.0,59.0,40.0,32.0,73.0,55.0,85.0,66.0
2018-03-22,0.0,,63.0,29.0,58.0,33.0,0.0,78.0,57.0,80.0,72.0
2018-03-23,0.0,,52.0,22.0,51.0,32.0,0.0,68.0,50.0,79.0,72.0
2018-03-24,0.0,,45.0,22.0,49.0,26.0,33.0,73.0,41.0,64.0,60.0
2018-03-25,0.0,,30.0,21.0,44.0,28.0,0.0,63.0,33.0,62.0,51.0
2018-03-26,0.0,,48.0,31.0,55.0,32.0,0.0,78.0,54.0,87.0,66.0
2018-03-27,0.0,,65.0,30.0,56.0,32.0,0.0,80.0,54.0,79.0,70.0
2018-03-28,0.0,,52.0,29.0,56.0,24.0,0.0,77.0,55.0,72.0,65.0
2018-03-29,0.0,,48.0,24.0,50.0,28.0,32.0,81.0,58.0,77.0,67.0
2018-03-30,0.0,,39.0,16.0,47.0,23.0,33.0,71.0,47.0,74.0,58.0
2018-03-31,0.0,,36.0,22.0,49.0,28.0,0.0,64.0,40.0,69.0,52.0
2018-04-01,0.0,,23.0,15.0,38.0,25.0,0.0,65.0,40.0,63.0,54.0
2018-04-02,0.0,,53.0,22.0,56.0,30.0,0.0,82.0,53.0,75.0,61.0
2018-04-03,0.0,,52.0,32.0,61.0,37.0,0.0,92.0,59.0,78.0,65.0
2018-04-04,0.0,,57.0,26.0,51.0,35.0,32.0,91.0,53.0,69.0,64.0
2018-04-05,0.0,,60.0,27.0,56.0,40.0,0.0,76.0,56.0,86.0,65.0
2018-04-06,0.0,,47.0,27.0,56.0,28.0,0.0,75.0,50.0,71.0,63.0
2018-04-07,0.0,,38.0,22.0,45.0,28.0,0.0,62.0,33.0,59.0,49.0
2018-04-08,0.0,,30.0,16.0,38.0,23.0,0.0,58.0,36.0,55.0,47.0
2018-04-09,0.0,,53.0,23.0,55.0,33.0,0.0,84.0,65.0,69.0,63.0
2018-04-10,0.0,,52.0,28.0,55.0,31.0,0.0,85.0,53.0,75.0,68.0
2018-04-11,0.0,,59.0,27.0,56.0,34.0,0.0,69.0,45.0,79.0,64.0
2018-04-12,0.0,,63.0,35.0,56.0,32.0,0.0,68.0,57.0,83.0,64.0
2018-04-13,0.0,,60.0,25.0,54.0,28.0,0.0,67.0,46.0,70.0,58.0
2018-04-14,0.0,,34.0,18.0,43.0,21.0,0.0,52.0,36.0,55.0,47.0
2018-04-15,0.0,,33.0,17.0,39.0,24.0,0.0,51.0,36.0,57.0,43.0
2018-04-16,0.0,,55.0,37.0,51.0,30.0,0.0,74.0,46.0,75.0,66.0
2018-04-17,0.0,,59.0,37.0,56.0,34.0,0.0,74.0,53.0,82.0,62.0
2018-04-18,0.0,,50.0,20.0,56.0,36.0,0.0,64.0,59.0,71.0,62.0
2018-04-19,0.0,,67.0,40.0,53.0,36.0,0.0,61.0,51.0,81.0,60.0
2018-04-20,0.0,,64.0,20.0,51.0,28.0,0.0,67.0,42.0,73.0,64.0
2018-04-21,0.0,,46.0,16.0,43.0,19.0,0.0,60.0,39.0,61.0,54.0
2018-04-22,0.0,,37.0,18.0,38.0,18.0,0.0,52.0,38.0,48.0,52.0
2018-04-23,0.0,,52.0,36.0,56.0,34.0,0.0,69.0,55.0,68.0,64.0
2018-04-24,0.0,,47.0,29.0,54.0,32.0,0.0,67.0,46.0,73.0,66.0
2018-04-25,0.0,,69.0,26.0,53.0,30.0,32.0,68.0,48.0,74.0,63.0
2018-04-26,0.0,,72.0,21.0,54.0,35.0,0.0,70.0,53.0,69.0,58.0
2018-04-27,0.0,,49.0,30.0,51.0,29.0,0.0,59.0,46.0,65.0,57.0
2018-04-28,0.0,,39.0,13.0,47.0,22.0,0.0,55.0,40.0,55.0,49.0
2018-04-29,0.0,,29.0,16.0,35.0,18.0,0.0,50.0,28.0,52.0,47.0
2018-04-30,0.0,,49.0,19.0,51.0,33.0,0.0,62.0,48.0,59.0,57.0
2018-05-01,0.0,,33.0,12.0,44.0,30.0,0.0,51.0,42.0,70.0,65.0
2018-05-02,0.0,,47.0,21.0,51.0,24.0,0.0,67.0,55.0,69.0,56.0
2018-05-03,0.0,1.0,48.0,28.0,52.0,32.0,0.0,61.0,60.0,77.0,61.0
2018-05-04,0.0,1.0,39.0,24.0,53.0,30.0,0.0,65.0,54.0,65.0,61.0
2018-05-05,0.0,1.0,32.0,28.0,47.0,24.0,0.0,62.0,47.0,61.0,50.0
2018-05-06,0.0,1.0,35.0,15.0,40.0,21.0,17.0,49.0,42.0,56.0,50.0
2018-05-07,0.0,1.0,50.0,20.0,54.0,33.0,0.0,59.0,47.0,71.0,59.0
2018-05-08,0.0,1.0,54.0,25.0,53.0,29.0,15.0,69.0,57.0,71.0,58.0
2018-05-09,0.0,1.0,47.0,23.0,52.0,27.0,0.0,65.0,49.0,69.0,59.0
2018-05-10,0.0,1.0,51.0,29.0,56.0,28.0,0.0,66.0,52.0,76.0,60.0
2018-05-11,0.0,1.0,48.0,25.0,50.0,29.0,0.0,57.0,51.0,73.0,60.0
2018-05-12,0.0,1.0,33.0,24.0,42.0,23.0,0.0,44.0,39.0,63.0,51.0
2018-05-13,0.0,1.0,30.0,18.0,39.0,19.0,17.0,44.0,34.0,60.0,46.0
2018-05-14,0.0,1.0,41.0,25.0,49.0,29.0,0.0,65.0,52.0,71.0,58.0
2018-05-15,0.0,1.0,46.0,24.0,43.0,26.0,0.0,61.0,43.0,64.0,55.0
2018-05-16,0.0,1.0,53.0,21.0,51.0,27.0,0.0,61.0,47.0,65.0,58.0
2018-05-17,0.0,1.0,43.0,27.0,51.0,33.0,0.0,67.0,51.0,66.0,59.0
2018-05-18,0.0,1.0,47.0,23.0,52.0,34.0,0.0,64.0,53.0,70.0,59.0
2018-05-19,0.0,1.0,35.0,21.0,45.0,19.0,0.0,50.0,38.0,59.0,48.0
2018-05-20,0.0,1.0,27.0,12.0,42.0,24.0,0.0,51.0,38.0,60.0,49.0
2018-05-21,0.0,1.0,51.0,32.0,55.0,34.0,0.0,69.0,53.0,65.0,62.0
2018-05-22,18.0,1.0,54.0,27.0,53.0,33.0,0.0,71.0,58.0,71.0,60.0
2018-05-23,0.0,1.0,48.0,28.0,55.0,35.0,0.0,62.0,49.0,65.0,62.0
2018-05-24,0.0,1.0,46.0,30.0,57.0,29.0,0.0,65.0,55.0,60.0,63.0
2018-05-25,0.0,1.0,42.0,22.0,50.0,29.0,0.0,65.0,50.0,60.0,59.0
2018-05-26,0.0,1.0,29.0,24.0,48.0,17.0,0.0,55.0,37.0,56.0,46.0
2018-05-27,0.0,1.0,32.0,16.0,39.0,24.0,16.0,45.0,35.0,55.0,47.0
2018-05-28,0.0,1.0,48.0,27.0,57.0,28.0,0.0,70.0,50.0,60.0,59.0
2018-05-29,0.0,1.0,44.0,27.0,55.0,30.0,0.0,64.0,48.0,79.0,61.0
2018-05-30,0.0,1.0,47.0,17.0,54.0,31.0,0.0,62.0,51.0,67.0,59.0
2018-05-31,0.0,1.0,52.0,23.0,52.0,29.0,0.0,59.0,49.0,61.0,59.0
2018-06-01,0.0,1.0,47.0,23.0,54.0,33.0,0.0,65.0,45.0,62.0,58.0
2018-06-02,0.0,1.0,36.0,23.0,48.0,23.0,0.0,66.0,49.0,57.0,55.0
2018-06-03,0.0,1.0,25.0,17.0,41.0,22.0,16.0,54.0,39.0,51.0,51.0
2018-06-04,0.0,1.0,49.0,30.0,54.0,27.0,0.0,75.0,46.0,68.0,60.0
2018-06-05,0.0,1.0,38.0,23.0,59.0,32.0,0.0,78.0,48.0,70.0,63.0
2018-06-06,0.0,1.0,42.0,22.0,54.0,25.0,0.0,67.0,55.0,62.0,61.0
2018-06-07,17.0,1.0,56.0,26.0,52.0,31.0,0.0,71.0,54.0,60.0,60.0
2018-06-08,0.0,1.0,42.0,31.0,54.0,26.0,0.0,65.0,46.0,61.0,55.0
2018-06-09,0.0,1.0,24.0,22.0,49.0,22.0,0.0,63.0,39.0,56.0,51.0
2018-06-10,0.0,1.0,24.0,18.0,41.0,23.0,16.0,54.0,37.0,62.0,49.0
2018-06-11,0.0,1.0,45.0,31.0,55.0,30.0,0.0,77.0,47.0,71.0,57.0
2018-06-12,15.0,1.0,50.0,27.0,61.0,28.0,0.0,73.0,52.0,69.0,63.0
2018-06-13,16.0,1.0,40.0,25.0,59.0,29.0,0.0,76.0,53.0,71.0,58.0
2018-06-14,0.0,1.0,36.0,23.0,54.0,30.0,0.0,64.0,54.0,69.0,59.0
2018-06-15,0.0,1.0,32.0,20.0,47.0,26.0,0.0,59.0,39.0,59.0,56.0
2018-06-16,0.0,1.0,25.0,21.0,43.0,17.0,0.0,49.0,37.0,56.0,48.0
2018-06-17,0.0,1.0,30.0,15.0,39.0,21.0,0.0,45.0,29.0,52.0,44.0
2018-06-18,0.0,1.0,42.0,22.0,57.0,29.0,0.0,67.0,49.0,66.0,57.0
2018-06-19,0.0,1.0,43.0,27.0,56.0,31.0,0.0,65.0,44.0,70.0,58.0
2018-06-20,18.0,1.0,44.0,25.0,55.0,29.0,0.0,69.0,43.0,70.0,62.0
2018-06-21,0.0,1.0,41.0,25.0,58.0,28.0,0.0,57.0,49.0,76.0,59.0
2018-06-22,0.0,1.0,45.0,26.0,57.0,30.0,0.0,62.0,44.0,66.0,61.0
2018-06-23,0.0,1.0,31.0,22.0,47.0,21.0,0.0,50.0,43.0,60.0,52.0
2018-06-24,0.0,1.0,20.0,17.0,41.0,24.0,0.0,48.0,30.0,58.0,49.0
2018-06-25,0.0,1.0,45.0,26.0,56.0,29.0,14.0,68.0,41.0,86.0,57.0
2018-06-26,0.0,1.0,46.0,23.0,50.0,27.0,27.0,61.0,50.0,70.0,57.0
2018-06-27,18.0,1.0,46.0,25.0,53.0,32.0,0.0,65.0,44.0,68.0,59.0
2018-06-28,0.0,1.0,44.0,20.0,53.0,29.0,0.0,63.0,54.0,67.0,57.0
2018-06-29,17.0,1.0,51.0,26.0,57.0,26.0,0.0,61.0,47.0,65.0,56.0
2018-06-30,0.0,1.0,26.0,20.0,48.0,20.0,0.0,56.0,38.0,57.0,50.0
2018-07-01,0.0,1.0,31.0,22.0,42.0,23.0,15.0,45.0,43.0,51.0,47.0
2018-07-02,0.0,1.0,38.0,23.0,55.0,31.0,0.0,68.0,47.0,66.0,56.0
2018-07-03,0.0,1.0,40.0,26.0,55.0,29.0,0.0,70.0,47.0,67.0,61.0
2018-07-04,0.0,1.0,47.0,27.0,54.0,30.0,0.0,67.0,46.0,65.0,57.0
2018-07-05,0.0,1.0,47.0,30.0,57.0,28.0,0.0,69.0,45.0,71.0,62.0
2018-07-06,0.0,1.0,37.0,25.0,55.0,32.0,0.0,67.0,48.0,69.0,57.0
2018-07-07,0.0,1.0,28.0,19.0,48.0,21.0,0.0,61.0,42.0,51.0,51.0
2018-07-08,0.0,1.0,25.0,15.0,45.0,22.0,0.0,51.0,37.0,48.0,48.0
2018-07-09,0.0,1.0,43.0,26.0,58.0,32.0,0.0,75.0,56.0,69.0,58.0
2018-07-10,0.0,1.0,41.0,23.0,57.0,33.0,0.0,66.0,44.0,70.0,60.0
2018-07-11,0.0,1.0,44.0,29.0,62.0,31.0,13.0,67.0,48.0,72.0,66.0
2018-07-12,0.0,1.0,37.0,27.0,55.0,34.0,0.0,69.0,44.0,67.0,61.0
2018-07-13,0.0,1.0,46.0,27.0,60.0,31.0,0.0,66.0,45.0,68.0,62.0
2018-07-14,0.0,1.0,36.0,20.0,50.0,24.0,0.0,53.0,44.0,58.0,50.0
2018-07-15,0.0,1.0,32.0,17.0,45.0,24.0,0.0,44.0,33.0,56.0,52.0
2018-07-16,0.0,1.0,53.0,26.0,58.0,33.0,0.0,70.0,51.0,71.0,60.0
