date,AAPL,overlap,MSFT,NVDA,V,MA,AVGO,CSCO,ACN,CRM,ADBE
2017-10-19,16.0,,13.0,23.0,59.0,61.0,20.0,19.0,47.0,73.0,39.0
2017-10-20,14.0,,18.0,21.0,60.0,60.0,12.0,16.0,49.0,73.0,37.0
2017-10-21,3.0,,5.0,4.0,70.0,61.0,0.0,18.0,36.0,33.0,19.0
2017-10-22,2.0,,4.0,2.0,72.0,61.0,9.0,10.0,38.0,37.0,14.0
2017-10-23,12.0,,12.0,17.0,63.0,64.0,23.0,27.0,57.0,75.0,12.0
2017-10-24,16.0,,22.0,29.0,67.0,63.0,19.0,24.0,70.0,74.0,22.0
2017-10-25,13.0,,16.0,22.0,67.0,66.0,16.0,30.0,89.0,89.0,19.0
2017-10-26,16.0,,45.0,23.0,61.0,62.0,24.0,37.0,65.0,81.0,13.0
2017-10-27,25.0,,61.0,22.0,60.0,61.0,16.0,22.0,64.0,74.0,27.0
2017-10-28,9.0,,17.0,12.0,76.0,61.0,9.0,7.0,50.0,30.0,11.0
2017-10-29,4.0,,5.0,5.0,71.0,61.0,0.0,3.0,41.0,33.0,4.0
2017-10-30,22.0,,27.0,27.0,64.0,69.0,15.0,21.0,67.0,82.0,6.0
2017-10-31,27.0,,19.0,21.0,63.0,61.0,43.0,15.0,37.0,89.0,13.0
2017-11-01,25.0,,16.0,31.0,63.0,60.0,12.0,16.0,92.0,72.0,23.0
2017-11-02,42.0,,21.0,27.0,64.0,60.0,28.0,22.0,72.0,69.0,13.0
2017-11-03,43.0,,20.0,23.0,63.0,63.0,64.0,16.0,60.0,60.0,3.0
2017-11-04,9.0,,6.0,4.0,71.0,62.0,9.0,3.0,55.0,33.0,4.0
2017-11-05,5.0,,2.0,4.0,75.0,63.0,9.0,7.0,51.0,33.0,4.0
2017-11-06,23.0,,11.0,19.0,64.0,64.0,45.0,21.0,57.0,72.0,22.0
2017-11-07,20.0,,18.0,24.0,61.0,64.0,30.0,18.0,48.0,85.0,9.0
2017-11-08,19.0,,17.0,33.0,61.0,64.0,19.0,24.0,45.0,75.0,16.0
2017-11-09,17.0,,21.0,61.0,64.0,61.0,19.0,24.0,49.0,82.0,16.0
2017-11-10,15.0,,14.0,70.0,66.0,61.0,24.0,19.0,38.0,72.0,6.0
2017-11-11,5.0,,8.0,15.0,84.0,61.0,5.0,7.0,31.0,32.0,0.0
2017-11-12,2.0,,2.0,8.0,70.0,57.0,4.0,3.0,30.0,36.0,10.0
2017-11-13,15.0,,16.0,25.0,66.0,63.0,22.0,24.0,51.0,84.0,9.0
2017-11-14,14.0,,13.0,32.0,69.0,60.0,26.0,29.0,77.0,85.0,18.0
2017-11-15,18.0,1.0,12.0,25.0,63.0,59.0,13.0,48.0,46.0,70.0,13.0
2017-11-16,16.0,1.0,13.0,23.0,63.0,61.0,13.0,58.0,56.0,81.0,9.0
2017-11-17,17.0,1.0,16.0,22.0,62.0,58.0,17.0,60.0,29.0,67.0,12.0
2017-11-18,4.0,1.0,4.0,8.0,84.0,59.0,6.0,9.0,32.0,35.0,0.0
2017-11-19,3.0,1.0,1.0,4.0,68.0,59.0,2.0,7.0,47.0,32.0,8.0
2017-11-20,14.0,1.0,11.0,24.0,64.0,59.0,11.0,26.0,54.0,70.0,4.0
2017-11-21,15.0,1.0,15.0,21.0,62.0,59.0,29.0,32.0,62.0,86.0,7.0
2017-11-22,13.0,1.0,16.0,19.0,63.0,57.0,13.0,21.0,50.0,83.0,3.0
2017-11-23,7.0,1.0,5.0,6.0,60.0,50.0,0.0,7.0,35.0,70.0,2.0
2017-11-24,9.0,1.0,10.0,12.0,64.0,56.0,12.0,7.0,45.0,58.0,4.0
2017-11-25,3.0,1.0,3.0,6.0,83.0,58.0,6.0,4.0,34.0,29.0,2.0
2017-11-26,2.0,1.0,5.0,5.0,73.0,54.0,4.0,4.0,38.0,30.0,7.0
2017-11-27,14.0,1.0,13.0,16.0,64.0,58.0,14.0,19.0,40.0,74.0,11.0
2017-11-28,15.0,1.0,12.0,22.0,65.0,58.0,14.0,23.0,50.0,72.0,13.0
2017-11-29,20.0,1.0,15.0,38.0,67.0,59.0,22.0,36.0,42.0,78.0,11.0
2017-11-30,20.0,1.0,18.0,31.0,61.0,59.0,19.0,41.0,57.0,70.0,28.0
2017-12-01,17.0,1.0,14.0,31.0,61.0,60.0,8.0,24.0,40.0,67.0,50.0
2017-12-02,5.0,1.0,5.0,10.0,75.0,57.0,9.0,21.0,27.0,31.0,6.0
2017-12-03,4.0,1.0,4.0,4.0,72.0,57.0,6.0,2.0,53.0,30.0,8.0
2017-12-04,19.0,1.0,26.0,37.0,63.0,59.0,37.0,18.0,61.0,72.0,20.0
2017-12-05,18.0,1.0,20.0,34.0,63.0,60.0,39.0,22.0,58.0,71.0,25.0
2017-12-06,16.0,1.0,16.0,21.0,64.0,58.0,53.0,24.0,79.0,75.0,14.0
2017-12-07,14.0,1.0,15.0,24.0,60.0,59.0,42.0,24.0,66.0,80.0,23.0
2017-12-08,13.0,1.0,11.0,24.0,64.0,60.0,10.0,14.0,51.0,58.0,17.0
2017-12-09,3.0,1.0,7.0,8.0,67.0,61.0,4.0,12.0,33.0,30.0,19.0
2017-12-10,3.0,1.0,2.0,2.0,75.0,58.0,6.0,9.0,24.0,33.0,6.0
2017-12-11,14.0,1.0,14.0,19.0,65.0,59.0,13.0,26.0,69.0,78.0,7.0
2017-12-12,15.0,1.0,26.0,19.0,66.0,60.0,24.0,19.0,63.0,79.0,19.0
2017-12-13,14.0,1.0,21.0,23.0,70.0,58.0,11.0,32.0,45.0,72.0,21.0
2017-12-14,11.0,1.0,18.0,24.0,64.0,61.0,36.0,24.0,58.0,72.0,48.0
2017-12-15,16.0,1.0,20.0,25.0,63.0,61.0,10.0,34.0,54.0,64.0,33.0
2017-12-16,4.0,1.0,9.0,10.0,71.0,59.0,9.0,8.0,33.0,33.0,10.0
2017-12-17,3.0,1.0,5.0,5.0,73.0,59.0,2.0,3.0,40.0,28.0,6.0
2017-12-18,13.0,1.0,16.0,20.0,63.0,60.0,17.0,19.0,60.0,69.0,16.0
2017-12-19,19.0,1.0,24.0,23.0,63.0,61.0,10.0,33.0,42.0,73.0,14.0
2017-12-20,12.0,1.0,17.0,20.0,65.0,60.0,20.0,27.0,60.0,60.0,21.0
2017-12-21,14.0,1.0,16.0,19.0,61.0,59.0,24.0,20.0,49.0,57.0,23.0
2017-12-22,15.0,1.0,16.0,19.0,62.0,58.0,28.0,11.0,49.0,55.0,9.0
2017-12-23,3.0,1.0,7.0,5.0,71.0,58.0,7.0,5.0,34.0,28.0,7.0
2017-12-24,2.0,1.0,5.0,3.0,63.0,56.0,7.0,3.0,43.0,21.0,10.0
2017-12-25,3.0,1.0,4.0,4.0,62.0,54.0,5.0,8.0,27.0,28.0,2.0
2017-12-26,19.0,1.0,16.0,14.0,73.0,61.0,2.0,29.0,30.0,43.0,5.0
2017-12-27,18.0,1.0,16.0,16.0,68.0,63.0,22.0,19.0,35.0,51.0,15.0
2017-12-28,17.0,1.0,18.0,16.0,68.0,60.0,18.0,23.0,56.0,44.0,21.0
2017-12-29,15.0,1.0,12.0,19.0,67.0,60.0,10.0,19.0,42.0,44.0,6.0
2017-12-30,5.0,1.0,8.0,5.0,77.0,59.0,4.0,2.0,34.0,23.0,11.0
2017-12-31,3.0,1.0,3.0,4.0,64.0,57.0,5.0,8.0,37.0,18.0,0.0
2018-01-01,2.0,1.0,7.0,4.0,70.0,59.0,9.0,5.0,34.0,20.0,11.0
2018-01-02,15.0,1.0,17.0,16.0,67.0,65.0,29.0,28.0,55.0,60.0,2.0
2018-01-03,15.0,1.0,16.0,33.0,65.0,65.0,24.0,32.0,41.0,70.0,14.0
2018-01-04,18.0,1.0,19.0,38.0,66.0,63.0,13.0,34.0,48.0,71.0,20.0
2018-01-05,20.0,1.0,20.0,27.0,73.0,67.0,15.0,34.0,31.0,61.0,11.0
2018-01-06,7.0,1.0,9.0,5.0,77.0,62.0,6.0,10.0,38.0,35.0,5.0
2018-01-07,2.0,1.0,3.0,6.0,76.0,60.0,2.0,14.0,48.0,28.0,5.0
2018-01-08,15.0,1.0,20.0,38.0,66.0,63.0,18.0,40.0,71.0,64.0,11.0
2018-01-09,14.0,1.0,14.0,31.0,68.0,62.0,14.0,19.0,55.0,75.0,17.0
2018-01-10,14.0,1.0,17.0,26.0,64.0,61.0,15.0,30.0,63.0,69.0,27.0
2018-01-11,13.0,1.0,20.0,26.0,63.0,61.0,24.0,20.0,46.0,74.0,13.0
2018-01-12,17.0,1.0,16.0,21.0,64.0,59.0,30.0,48.0,48.0,57.0,18.0
2018-01-13,5.0,1.0,9.0,9.0,72.0,59.0,4.0,3.0,46.0,28.0,4.0
2018-01-14,2.0,1.0,4.0,4.0,78.0,57.0,2.0,3.0,43.0,29.0,8.0
2018-01-15,6.0,1.0,8.0,10.0,68.0,59.0,11.0,24.0,57.0,74.0,16.0
2018-01-16,18.0,1.0,20.0,20.0,66.0,61.0,12.0,25.0,60.0,76.0,18.0
2018-01-17,18.0,1.0,17.0,22.0,64.0,63.0,14.0,29.0,74.0,77.0,20.0
2018-01-18,21.0,1.0,28.0,20.0,61.0,57.0,19.0,36.0,55.0,74.0,4.0
2018-01-19,17.0,1.0,22.0,21.0,64.0,60.0,24.0,41.0,50.0,66.0,13.0
2018-01-20,5.0,1.0,7.0,8.0,74.0,58.0,12.0,16.0,32.0,33.0,22.0
2018-01-21,3.0,1.0,4.0,7.0,72.0,57.0,4.0,8.0,35.0,33.0,5.0
2018-01-22,13.0,1.0,19.0,26.0,66.0,58.0,12.0,44.0,50.0,72.0,24.0
2018-01-23,18.0,1.0,21.0,32.0,64.0,58.0,12.0,40.0,65.0,78.0,17.0
2018-01-24,17.0,1.0,26.0,26.0,67.0,59.0,18.0,35.0,70.0,84.0,12.0
2018-01-25,19.0,1.0,25.0,25.0,64.0,59.0,20.0,32.0,70.0,76.0,16.0
2018-01-26,21.0,1.0,23.0,24.0,65.0,61.0,19.0,30.0,52.0,66.0,22.0
2018-01-27,7.0,1.0,13.0,12.0,75.0,57.0,6.0,14.0,31.0,31.0,12.0
2018-01-28,4.0,1.0,9.0,6.0,72.0,58.0,8.0,8.0,48.0,28.0,4.0
2018-01-29,23.0,1.0,29.0,23.0,62.0,57.0,20.0,46.0,63.0,89.0,17.0
2018-01-30,24.0,1.0,33.0,19.0,64.0,59.0,16.0,29.0,54.0,73.0,15.0
2018-01-31,27.0,1.0,64.0,28.0,65.0,58.0,28.0,35.0,54.0,76.0,11.0
2018-02-01,45.0,1.0,61.0,26.0,64.0,57.0,23.0,31.0,62.0,77.0,19.0
2018-02-02,53.0,1.0,42.0,32.0,63.0,58.0,32.0,34.0,55.0,76.0,16.0
2018-02-03,9.0,1.0,17.0,11.0,80.0,57.0,10.0,10.0,39.0,39.0,6.0
2018-02-04,5.0,1.0,5.0,3.0,77.0,56.0,8.0,12.0,48.0,32.0,6.0
2018-02-05,29.0,1.0,31.0,36.0,63.0,57.0,45.0,35.0,65.0,74.0,10.0
2018-02-06,39.0,1.0,51.0,43.0,66.0,61.0,22.0,48.0,62.0,75.0,21.0
2018-02-07,26.0,1.0,28.0,35.0,65.0,59.0,28.0,26.0,65.0,73.0,20.0
2018-02-08,29.0,1.0,31.0,62.0,63.0,60.0,24.0,26.0,38.0,84.0,25.0
2018-02-09,27.0,1.0,42.0,82.0,63.0,60.0,22.0,36.0,67.0,67.0,11.0
2018-02-10,7.0,1.0,12.0,14.0,85.0,56.0,8.0,21.0,30.0,31.0,4.0
2018-02-11,4.0,1.0,4.0,8.0,76.0,56.0,6.0,2.0,43.0,30.0,2.0
2018-02-12,25.0,1.0,22.0,40.0,63.0,59.0,20.0,28.0,61.0,71.0,11.0
2018-02-13,20.0,1.0,26.0,31.0,66.0,59.0,22.0,38.0,51.0,64.0,15.0
2018-02-14,19.0,1.0,23.0,28.0,64.0,57.0,20.0,71.0,52.0,64.0,11.0
2018-02-15,25.0,1.0,20.0,29.0,63.0,58.0,16.0,100.0,53.0,81.0,22.0
2018-02-16,23.0,1.0,23.0,28.0,64.0,59.0,32.0,64.0,58.0,59.0,25.0
2018-02-17,3.0,1.0,8.0,10.0,72.0,58.0,12.0,10.0,62.0,36.0,10.0
2018-02-18,3.0,1.0,3.0,3.0,73.0,57.0,2.0,10.0,52.0,36.0,2.0
2018-02-19,9.0,1.0,10.0,9.0,65.0,57.0,13.0,17.0,42.0,73.0,14.0
2018-02-20,19.0,1.0,18.0,26.0,66.0,59.0,9.0,38.0,65.0,78.0,14.0
2018-02-21,15.0,1.0,23.0,26.0,65.0,58.0,14.0,34.0,45.0,70.0,17.0
2018-02-22,18.0,1.0,20.0,27.0,63.0,59.0,22.0,32.0,65.0,69.0,10.0
2018-02-23,15.0,1.0,15.0,19.0,66.0,61.0,21.0,27.0,42.0,71.0,26.0
2018-02-24,5.0,,7.0,9.0,85.0,61.0,15.0,8.0,8.0,28.0,0.0
2018-02-25,4.0,,2.0,2.0,77.0,58.0,8.0,5.0,22.0,25.0,8.0
2018-02-26,18.0,,20.0,21.0,63.0,61.0,7.0,28.0,45.0,79.0,4.0
2018-02-27,21.0,,21.0,18.0,61.0,58.0,17.0,23.0,72.0,76.0,15.0
2018-02-28,18.0,,17.0,21.0,61.0,60.0,14.0,32.0,40.0,77.0,7.0
2018-03-01,15.0,,19.0,24.0,63.0,61.0,27.0,21.0,57.0,72.0,7.0
2018-03-02,19.0,,19.0,25.0,63.0,69.0,11.0,27.0,39.0,64.0,23.0
2018-03-03,4.0,,2.0,7.0,72.0,66.0,8.0,11.0,25.0,33.0,17.0
2018-03-04,2.0,,5.0,4.0,70.0,62.0,0.0,3.0,40.0,28.0,4.0
2018-03-05,19.0,,16.0,17.0,63.0,63.0,14.0,16.0,81.0,78.0,7.0
2018-03-06,15.0,,23.0,21.0,65.0,63.0,16.0,34.0,74.0,78.0,22.0
2018-03-07,14.0,,17.0,25.0,63.0,64.0,27.0,33.0,55.0,80.0,7.0
2018-03-08,17.0,,19.0,17.0,64.0,68.0,11.0,24.0,43.0,61.0,38.0
2018-03-09,19.0,,24.0,24.0,64.0,63.0,40.0,37.0,39.0,57.0,12.0
2018-03-10,4.0,,5.0,7.0,85.0,60.0,15.0,19.0,46.0,32.0,21.0
2018-03-11,4.0,,3.0,4.0,77.0,58.0,8.0,5.0,30.0,29.0,8.0
2018-03-12,16.0,,21.0,22.0,64.0,62.0,61.0,25.0,52.0,64.0,33.0
2018-03-13,16.0,,23.0,21.0,64.0,62.0,61.0,28.0,57.0,70.0,22.0
2018-03-14,12.0,,16.0,14.0,64.0,59.0,34.0,23.0,49.0,67.0,29.0
2018-03-15,11.0,,20.0,17.0,63.0,60.0,48.0,23.0,47.0,73.0,71.0
2018-03-16,16.0,,24.0,16.0,63.0,62.0,61.0,27.0,50.0,58.0,43.0
2018-03-17,2.0,,5.0,6.0,83.0,58.0,15.0,11.0,49.0,30.0,30.0
2018-03-18,3.0,,4.0,5.0,72.0,58.0,8.0,3.0,34.0,27.0,4.0
2018-03-19,16.0,,17.0,20.0,62.0,65.0,24.0,21.0,60.0,73.0,41.0
2018-03-20,15.0,,19.0,25.0,61.0,62.0,20.0,25.0,54.0,80.0,26.0
2018-03-21,16.0,,16.0,18.0,59.0,62.0,30.0,21.0,46.0,73.0,4.0
2018-03-22,14.0,,29.0,24.0,64.0,65.0,11.0,26.0,78.0,80.0,34.0
2018-03-23,18.0,,17.0,23.0,68.0,59.0,15.0,22.0,60.0,76.0,27.0
2018-03-24,4.0,,11.0,9.0,70.0,59.0,4.0,11.0,37.0,34.0,0.0
2018-03-25,4.0,,4.0,5.0,69.0,60.0,4.0,11.0,25.0,31.0,4.0
2018-03-26,17.0,,35.0,21.0,65.0,62.0,28.0,28.0,75.0,68.0,30.0
2018-03-27,21.0,,46.0,35.0,69.0,61.0,11.0,47.0,47.0,78.0,37.0
2018-03-28,21.0,,26.0,39.0,63.0,62.0,17.0,19.0,52.0,74.0,43.0
2018-03-29,18.0,,35.0,28.0,62.0,61.0,33.0,25.0,42.0,69.0,24.0
2018-03-30,10.0,,16.0,18.0,68.0,62.0,12.0,11.0,43.0,40.0,21.0
2018-03-31,4.0,,5.0,4.0,81.0,57.0,8.0,6.0,14.0,23.0,13.0
2018-04-01,3.0,,6.0,5.0,77.0,55.0,0.0,8.0,24.0,19.0,13.0
2018-04-02,24.0,,33.0,23.0,65.0,62.0,18.0,23.0,21.0,65.0,28.0
2018-04-03,19.0,,21.0,21.0,67.0,60.0,14.0,26.0,36.0,82.0,11.0
2018-04-04,19.0,,18.0,24.0,69.0,62.0,21.0,16.0,80.0,73.0,22.0
2018-04-05,14.0,,22.0,29.0,64.0,60.0,32.0,34.0,52.0,78.0,23.0
2018-04-06,16.0,,24.0,26.0,61.0,63.0,33.0,20.0,59.0,66.0,24.0
2018-04-07,2.0,,5.0,7.0,74.0,58.0,4.0,3.0,49.0,31.0,4.0
2018-04-08,2.0,,4.0,2.0,70.0,60.0,0.0,3.0,41.0,26.0,0.0
2018-04-09,15.0,,28.0,24.0,62.0,62.0,45.0,16.0,50.0,75.0,22.0
2018-04-10,16.0,,22.0,25.0,70.0,60.0,4.0,44.0,37.0,73.0,22.0
2018-04-11,16.0,,15.0,19.0,64.0,60.0,14.0,21.0,50.0,70.0,19.0
2018-04-12,14.0,,24.0,21.0,64.0,60.0,24.0,29.0,58.0,63.0,34.0
2018-04-13,13.0,,17.0,23.0,63.0,62.0,15.0,22.0,56.0,67.0,31.0
2018-04-14,4.0,,6.0,4.0,69.0,60.0,8.0,14.0,30.0,38.0,0.0
2018-04-15,1.0,,5.0,3.0,73.0,59.0,0.0,5.0,35.0,35.0,9.0
2018-04-16,13.0,,17.0,18.0,61.0,58.0,31.0,12.0,62.0,84.0,15.0
2018-04-17,16.0,,27.0,21.0,64.0,62.0,24.0,35.0,61.0,76.0,23.0
2018-04-18,16.0,,22.0,22.0,59.0,60.0,7.0,12.0,59.0,77.0,27.0
2018-04-19,18.0,,28.0,21.0,61.0,58.0,24.0,19.0,53.0,64.0,15.0
2018-04-20,20.0,,28.0,24.0,61.0,60.0,15.0,23.0,53.0,61.0,20.0
2018-04-21,6.0,,5.0,3.0,71.0,57.0,9.0,0.0,27.0,30.0,4.0
2018-04-22,4.0,,6.0,3.0,73.0,58.0,0.0,5.0,46.0,33.0,0.0
2018-04-23,18.0,,20.0,19.0,64.0,60.0,4.0,21.0,60.0,72.0,19.0
2018-04-24,17.0,,22.0,21.0,69.0,56.0,7.0,19.0,67.0,76.0,15.0
2018-04-25,22.0,,27.0,23.0,65.0,61.0,24.0,19.0,43.0,80.0,23.0
2018-04-26,18.0,,68.0,19.0,59.0,58.0,24.0,24.0,36.0,73.0,15.0
2018-04-27,17.0,,60.0,20.0,63.0,62.0,12.0,28.0,60.0,59.0,20.0
2018-04-28,7.0,,7.0,6.0,69.0,59.0,20.0,6.0,39.0,33.0,4.0
2018-04-29,3.0,,5.0,5.0,70.0,58.0,8.0,3.0,23.0,25.0,4.0
2018-04-30,24.0,,29.0,17.0,64.0,62.0,21.0,24.0,45.0,63.0,16.0
2018-05-01,61.0,,22.0,20.0,65.0,64.0,18.0,17.0,58.0,49.0,8.0
2018-05-02,56.0,,14.0,20.0,69.0,59.0,35.0,24.0,53.0,72.0,26.0
2018-05-03,27.0,1.0,21.0,18.0,63.0,60.0,16.0,17.0,46.0,69.0,22.0
2018-05-04,35.0,1.0,21.0,23.0,63.0,61.0,11.0,23.0,53.0,64.0,24.0
2018-05-05,9.0,1.0,7.0,8.0,80.0,61.0,9.0,5.0,26.0,35.0,2.0
2018-05-06,5.0,1.0,4.0,3.0,77.0,59.0,4.0,1.0,29.0,32.0,7.0
2018-05-07,27.0,1.0,19.0,31.0,64.0,62.0,16.0,17.0,58.0,77.0,30.0
2018-05-08,27.0,1.0,26.0,37.0,65.0,61.0,15.0,21.0,79.0,73.0,20.0
2018-05-09,19.0,1.0,25.0,35.0,65.0,58.0,17.0,29.0,44.0,66.0,20.0
2018-05-10,24.0,1.0,21.0,78.0,65.0,61.0,21.0,34.0,56.0,62.0,22.0
2018-05-11,25.0,1.0,23.0,66.0,64.0,62.0,15.0,35.0,38.0,65.0,23.0
2018-05-12,5.0,1.0,6.0,12.0,71.0,63.0,16.0,5.0,40.0,30.0,10.0
2018-05-13,5.0,1.0,4.0,7.0,71.0,60.0,2.0,6.0,10.0,28.0,9.0
2018-05-14,17.0,1.0,20.0,30.0,64.0,63.0,9.0,31.0,51.0,63.0,22.0
2018-05-15,19.0,1.0,23.0,31.0,64.0,60.0,9.0,32.0,55.0,78.0,18.0
2018-05-16,19.0,1.0,25.0,26.0,62.0,61.0,19.0,62.0,42.0,73.0,20.0
2018-05-17,19.0,1.0,19.0,24.0,65.0,62.0,19.0,64.0,40.0,74.0,20.0
2018-05-18,15.0,1.0,17.0,26.0,64.0,60.0,13.0,29.0,37.0,69.0,23.0
2018-05-19,4.0,1.0,6.0,2.0,72.0,59.0,10.0,3.0,31.0,35.0,9.0
2018-05-20,3.0,1.0,4.0,2.0,73.0,62.0,4.0,14.0,41.0,32.0,10.0
2018-05-21,18.0,1.0,21.0,22.0,64.0,64.0,15.0,33.0,41.0,67.0,30.0
2018-05-22,14.0,1.0,15.0,25.0,60.0,60.0,19.0,28.0,50.0,68.0,19.0
2018-05-23,14.0,1.0,18.0,21.0,66.0,62.0,10.0,23.0,41.0,70.0,34.0
2018-05-24,18.0,1.0,20.0,28.0,63.0,62.0,15.0,25.0,48.0,68.0,32.0
2018-05-25,15.0,1.0,14.0,23.0,64.0,62.0,15.0,18.0,42.0,65.0,25.0
2018-05-26,3.0,1.0,8.0,6.0,77.0,57.0,16.0,8.0,43.0,29.0,11.0
2018-05-27,5.0,1.0,3.0,5.0,67.0,60.0,6.0,4.0,36.0,28.0,0.0
2018-05-28,4.0,1.0,5.0,5.0,64.0,58.0,5.0,5.0,48.0,56.0,10.0
2018-05-29,16.0,1.0,22.0,12.0,62.0,63.0,17.0,30.0,38.0,76.0,29.0
2018-05-30,11.0,1.0,18.0,19.0,61.0,61.0,17.0,15.0,59.0,79.0,16.0
2018-05-31,14.0,1.0,31.0,19.0,61.0,64.0,11.0,15.0,48.0,63.0,16.0
2018-06-01,17.0,1.0,30.0,19.0,63.0,65.0,13.0,28.0,51.0,62.0,8.0
2018-06-02,5.0,1.0,13.0,7.0,71.0,61.0,13.0,12.0,23.0,33.0,18.0
2018-06-03,3.0,1.0,11.0,4.0,72.0,60.0,8.0,7.0,20.0,34.0,4.0
2018-06-04,21.0,1.0,50.0,19.0,62.0,63.0,16.0,25.0,58.0,71.0,12.0
2018-06-05,23.0,1.0,34.0,25.0,59.0,63.0,21.0,16.0,56.0,69.0,24.0
2018-06-06,21.0,1.0,33.0,19.0,61.0,62.0,18.0,17.0,40.0,72.0,16.0
2018-06-07,16.0,1.0,26.0,20.0,63.0,62.0,51.0,27.0,39.0,72.0,22.0
2018-06-08,18.0,1.0,26.0,14.0,61.0,60.0,40.0,27.0,60.0,60.0,21.0
2018-06-09,4.0,1.0,9.0,6.0,76.0,59.0,16.0,8.0,25.0,33.0,11.0
2018-06-10,3.0,1.0,6.0,3.0,69.0,58.0,10.0,5.0,26.0,29.0,13.0
2018-06-11,13.0,1.0,26.0,18.0,61.0,63.0,15.0,29.0,46.0,71.0,23.0
2018-06-12,11.0,1.0,20.0,21.0,60.0,60.0,20.0,24.0,59.0,75.0,24.0
2018-06-13,15.0,1.0,19.0,20.0,63.0,63.0,26.0,28.0,36.0,67.0,15.0
2018-06-14,17.0,1.0,24.0,17.0,60.0,61.0,20.0,21.0,46.0,63.0,100.0
2018-06-15,15.0,1.0,21.0,13.0,65.0,62.0,33.0,19.0,45.0,58.0,66.0
2018-06-16,2.0,1.0,5.0,4.0,75.0,55.0,8.0,4.0,43.0,29.0,11.0
2018-06-17,2.0,1.0,4.0,4.0,71.0,56.0,4.0,7.0,23.0,23.0,13.0
2018-06-18,13.0,1.0,20.0,14.0,67.0,62.0,26.0,27.0,45.0,74.0,32.0
2018-06-19,17.0,1.0,22.0,14.0,63.0,60.0,20.0,29.0,39.0,82.0,42.0
2018-06-20,18.0,1.0,22.0,19.0,61.0,63.0,17.0,19.0,50.0,72.0,36.0
2018-06-21,15.0,1.0,26.0,14.0,64.0,62.0,19.0,8.0,45.0,64.0,28.0
2018-06-22,11.0,1.0,25.0,13.0,63.0,67.0,3.0,23.0,61.0,59.0,20.0
2018-06-23,5.0,1.0,7.0,4.0,72.0,59.0,2.0,8.0,40.0,29.0,4.0
2018-06-24,3.0,1.0,2.0,3.0,76.0,60.0,2.0,3.0,27.0,30.0,9.0
2018-06-25,14.0,1.0,20.0,26.0,62.0,64.0,12.0,12.0,55.0,67.0,30.0
2018-06-26,14.0,1.0,25.0,16.0,65.0,61.0,7.0,21.0,47.0,68.0,17.0
2018-06-27,11.0,1.0,23.0,17.0,65.0,61.0,15.0,22.0,43.0,64.0,25.0
2018-06-28,14.0,1.0,17.0,21.0,70.0,63.0,25.0,10.0,49.0,74.0,16.0
2018-06-29,13.0,1.0,21.0,18.0,61.0,65.0,6.0,31.0,51.0,65.0,10.0
2018-06-30,3.0,1.0,7.0,5.0,68.0,61.0,2.0,5.0,30.0,30.0,7.0
2018-07-01,2.0,1.0,8.0,4.0,73.0,57.0,0.0,3.0,23.0,33.0,2.0
2018-07-02,11.0,1.0,11.0,12.0,67.0,61.0,14.0,26.0,33.0,63.0,29.0
2018-07-03,13.0,1.0,18.0,16.0,75.0,64.0,19.0,21.0,45.0,70.0,23.0
2018-07-04,4.0,1.0,5.0,8.0,63.0,57.0,7.0,9.0,41.0,61.0,18.0
2018-07-05,10.0,1.0,13.0,17.0,61.0,63.0,15.0,18.0,48.0,63.0,23.0
2018-07-06,12.0,1.0,19.0,13.0,69.0,62.0,5.0,31.0,33.0,53.0,10.0
2018-07-07,4.0,1.0,5.0,3.0,87.0,59.0,8.0,9.0,34.0,27.0,4.0
2018-07-08,1.0,1.0,7.0,4.0,73.0,58.0,10.0,7.0,35.0,29.0,14.0
2018-07-09,16.0,1.0,26.0,18.0,66.0,64.0,12.0,33.0,55.0,67.0,39.0
2018-07-10,15.0,1.0,18.0,17.0,69.0,62.0,10.0,37.0,65.0,65.0,18.0
2018-07-11,14.0,1.0,17.0,20.0,79.0,61.0,26.0,26.0,44.0,71.0,24.0
2018-07-12,14.0,1.0,25.0,20.0,66.0,60.0,97.0,24.0,50.0,71.0,28.0
2018-07-13,12.0,1.0,26.0,18.0,63.0,64.0,70.0,29.0,44.0,62.0,48.0
2018-07-14,4.0,1.0,14.0,7.0,85.0,60.0,23.0,17.0,35.0,34.0,4.0
2018-07-15,2.0,1.0,5.0,4.0,72.0,59.0,13.0,5.0,17.0,28.0,12.0
2018-07-16,15.0,1.0,20.0,15.0,59.0,63.0,62.0,17.0,50.0,68.0,20.0
2018-07-17,16.0,1.0,29.0,14.0,61.0,67.0,69.0,6.0,46.0,74.0,42.0
2018-07-18,15.0,1.0,29.0,16.0,60.0,62.0,23.0,17.0,55.0,73.0,28.0
2018-07-19,14.0,1.0,69.0,13.0,57.0,63.0,24.0,25.0,67.0,76.0,20.0
2018-07-20,15.0,1.0,91.0,15.0,60.0,64.0,34.0,19.0,38.0,61.0,21.0
2018-07-21,3.0,1.0,17.0,3.0,69.0,62.0,6.0,3.0,23.0,32.0,14.0
2018-07-22,1.0,1.0,7.0,2.0,67.0,61.0,6.0,4.0,38.0,28.0,2.0
2018-07-23,12.0,1.0,33.0,18.0,59.0,66.0,43.0,11.0,47.0,67.0,18.0
2018-07-24,16.0,1.0,38.0,16.0,62.0,63.0,27.0,32.0,52.0,75.0,20.0
