date,AAPL,overlap,MSFT,NVDA,V,MA,AVGO,CSCO,ACN,CRM,ADBE
2018-07-25,18.0,1.0,36.0,19.0,61.0,63.0,46.0,23.0,48.0,77.0,10.0
2018-07-26,23.0,1.0,38.0,19.0,63.0,63.0,38.0,32.0,45.0,69.0,14.0
2018-07-27,23.0,1.0,37.0,15.0,57.0,64.0,16.0,30.0,51.0,62.0,28.0
2018-07-28,6.0,1.0,12.0,5.0,71.0,62.0,10.0,7.0,25.0,28.0,7.0
2018-07-29,4.0,1.0,6.0,3.0,69.0,61.0,13.0,6.0,45.0,30.0,2.0
2018-07-30,23.0,1.0,25.0,20.0,61.0,64.0,30.0,15.0,40.0,77.0,30.0
2018-07-31,66.0,1.0,27.0,17.0,60.0,61.0,24.0,32.0,51.0,74.0,25.0
2018-08-01,74.0,1.0,30.0,16.0,62.0,63.0,33.0,14.0,51.0,74.0,32.0
2018-08-02,62.0,1.0,29.0,16.0,61.0,63.0,18.0,22.0,40.0,74.0,32.0
2018-08-03,42.0,1.0,26.0,19.0,65.0,66.0,35.0,25.0,36.0,60.0,16.0
2018-08-04,9.0,1.0,6.0,4.0,73.0,65.0,4.0,7.0,20.0,42.0,2.0
2018-08-05,7.0,1.0,4.0,3.0,73.0,60.0,4.0,2.0,34.0,30.0,0.0
2018-08-06,23.0,1.0,29.0,16.0,61.0,62.0,30.0,26.0,52.0,81.0,21.0
2018-08-07,26.0,1.0,25.0,18.0,60.0,62.0,33.0,27.0,47.0,81.0,32.0
2018-08-08,23.0,1.0,25.0,19.0,59.0,61.0,21.0,22.0,45.0,73.0,20.0
2018-08-09,21.0,1.0,32.0,21.0,63.0,65.0,32.0,19.0,34.0,77.0,16.0
2018-08-10,16.0,1.0,21.0,13.0,64.0,62.0,30.0,22.0,53.0,73.0,16.0
2018-08-11,3.0,1.0,7.0,4.0,72.0,62.0,6.0,12.0,30.0,30.0,2.0
2018-08-12,3.0,,5.0,6.0,72.0,61.0,0.0,3.0,15.0,36.0,0.0
2018-08-13,17.0,,25.0,18.0,60.0,63.0,14.0,24.0,52.0,80.0,8.0
2018-08-14,20.0,,25.0,32.0,64.0,62.0,17.0,19.0,54.0,72.0,37.0
2018-08-15,24.0,,29.0,34.0,62.0,64.0,37.0,91.0,33.0,63.0,17.0
2018-08-16,22.0,,30.0,68.0,61.0,60.0,18.0,87.0,28.0,74.0,4.0
2018-08-17,21.0,,24.0,54.0,60.0,60.0,18.0,74.0,33.0,63.0,17.0
2018-08-18,7.0,,8.0,8.0,71.0,63.0,4.0,5.0,27.0,37.0,19.0
2018-08-19,3.0,,3.0,7.0,70.0,59.0,4.0,14.0,19.0,31.0,5.0
2018-08-20,21.0,,16.0,43.0,63.0,61.0,33.0,23.0,64.0,68.0,17.0
2018-08-21,24.0,,22.0,30.0,63.0,62.0,25.0,30.0,48.0,73.0,21.0
2018-08-22,21.0,,21.0,30.0,61.0,64.0,15.0,20.0,46.0,70.0,13.0
2018-08-23,19.0,,22.0,30.0,60.0,62.0,29.0,27.0,51.0,78.0,12.0
2018-08-24,19.0,,22.0,25.0,59.0,61.0,26.0,36.0,33.0,67.0,26.0
2018-08-25,4.0,,12.0,7.0,76.0,58.0,0.0,14.0,36.0,35.0,0.0
2018-08-26,4.0,,5.0,4.0,70.0,58.0,8.0,20.0,20.0,36.0,5.0
2018-08-27,20.0,,28.0,26.0,63.0,60.0,11.0,44.0,54.0,67.0,28.0
2018-08-28,24.0,,28.0,34.0,62.0,59.0,17.0,41.0,36.0,76.0,24.0
2018-08-29,24.0,,29.0,23.0,60.0,60.0,24.0,26.0,42.0,90.0,36.0
2018-08-30,27.0,,24.0,22.0,62.0,60.0,35.0,19.0,49.0,80.0,45.0
2018-08-31,28.0,,23.0,24.0,64.0,60.0,40.0,23.0,42.0,80.0,17.0
2018-09-01,8.0,,10.0,6.0,72.0,57.0,8.0,19.0,20.0,35.0,5.0
2018-09-02,3.0,,5.0,4.0,81.0,59.0,4.0,14.0,13.0,34.0,5.0
2018-09-03,6.0,,8.0,5.0,60.0,55.0,15.0,7.0,36.0,71.0,16.0
2018-09-04,17.0,,30.0,22.0,62.0,62.0,24.0,24.0,58.0,79.0,16.0
2018-09-05,22.0,,22.0,24.0,62.0,62.0,20.0,19.0,42.0,91.0,8.0
2018-09-06,18.0,,24.0,21.0,64.0,59.0,38.0,12.0,44.0,75.0,16.0
2018-09-07,22.0,,23.0,17.0,66.0,61.0,66.0,13.0,31.0,60.0,17.0
2018-09-08,6.0,,5.0,4.0,77.0,60.0,15.0,14.0,22.0,35.0,9.0
2018-09-09,2.0,,5.0,2.0,75.0,58.0,4.0,8.0,18.0,37.0,9.0
2018-09-10,23.0,,20.0,11.0,65.0,58.0,45.0,16.0,24.0,81.0,16.0
2018-09-11,24.0,,25.0,17.0,65.0,56.0,38.0,28.0,50.0,77.0,32.0
2018-09-12,39.0,,29.0,17.0,59.0,60.0,27.0,31.0,42.0,78.0,28.0
2018-09-13,34.0,,38.0,23.0,58.0,64.0,35.0,19.0,54.0,74.0,85.0
2018-09-14,27.0,,26.0,15.0,59.0,69.0,17.0,17.0,32.0,67.0,98.0
2018-09-15,4.0,,8.0,7.0,75.0,61.0,12.0,11.0,18.0,39.0,23.0
2018-09-16,3.0,,4.0,3.0,68.0,60.0,12.0,3.0,37.0,35.0,0.0
2018-09-17,23.0,,25.0,21.0,59.0,62.0,27.0,21.0,28.0,78.0,31.0
2018-09-18,26.0,,37.0,19.0,62.0,59.0,27.0,28.0,33.0,79.0,39.0
2018-09-19,22.0,,26.0,16.0,65.0,61.0,14.0,21.0,54.0,83.0,20.0
2018-09-20,19.0,,26.0,19.0,62.0,62.0,42.0,31.0,64.0,88.0,36.0
2018-09-21,18.0,,27.0,13.0,64.0,57.0,21.0,20.0,53.0,69.0,33.0
2018-09-22,5.0,,9.0,5.0,73.0,58.0,8.0,5.0,33.0,36.0,14.0
2018-09-23,3.0,,5.0,3.0,73.0,55.0,4.0,5.0,20.0,38.0,4.0
2018-09-24,16.0,,20.0,17.0,60.0,62.0,27.0,24.0,39.0,88.0,39.0
2018-09-25,20.0,,31.0,18.0,60.0,56.0,24.0,25.0,66.0,79.0,36.0
2018-09-26,18.0,,26.0,16.0,64.0,60.0,27.0,30.0,47.0,77.0,23.0
2018-09-27,16.0,,21.0,16.0,64.0,59.0,17.0,22.0,29.0,84.0,36.0
2018-09-28,22.0,,17.0,26.0,78.0,60.0,25.0,30.0,56.0,74.0,42.0
2018-09-29,5.0,,9.0,6.0,77.0,58.0,12.0,16.0,28.0,36.0,9.0
2018-09-30,3.0,,8.0,4.0,69.0,56.0,4.0,3.0,20.0,36.0,4.0
2018-10-01,18.0,,24.0,31.0,62.0,60.0,31.0,44.0,50.0,72.0,8.0
2018-10-02,15.0,,26.0,21.0,64.0,61.0,14.0,35.0,72.0,70.0,16.0
2018-10-03,24.0,,19.0,20.0,63.0,59.0,31.0,28.0,33.0,75.0,16.0
2018-10-04,22.0,,26.0,17.0,60.0,58.0,11.0,21.0,42.0,76.0,24.0
2018-10-05,17.0,,26.0,17.0,64.0,59.0,29.0,17.0,51.0,69.0,29.0
2018-10-06,5.0,,10.0,4.0,76.0,60.0,4.0,3.0,20.0,35.0,9.0
2018-10-07,3.0,,6.0,2.0,84.0,62.0,4.0,5.0,27.0,35.0,13.0
2018-10-08,17.0,,23.0,14.0,64.0,59.0,7.0,19.0,51.0,67.0,36.0
2018-10-09,19.0,,26.0,14.0,60.0,62.0,16.0,42.0,54.0,71.0,39.0
2018-10-10,26.0,,35.0,24.0,58.0,61.0,14.0,29.0,47.0,78.0,57.0
2018-10-11,37.0,,44.0,29.0,64.0,62.0,21.0,26.0,27.0,87.0,45.0
2018-10-12,28.0,,34.0,30.0,64.0,60.0,26.0,31.0,43.0,54.0,43.0
2018-10-13,4.0,,7.0,3.0,70.0,62.0,0.0,11.0,34.0,42.0,9.0
2018-10-14,3.0,,5.0,4.0,67.0,58.0,4.0,11.0,23.0,40.0,5.0
2018-10-15,19.0,,26.0,26.0,64.0,62.0,17.0,24.0,42.0,72.0,40.0
2018-10-16,20.0,,31.0,22.0,64.0,61.0,21.0,43.0,71.0,75.0,84.0
2018-10-17,18.0,,26.0,26.0,63.0,62.0,17.0,22.0,59.0,71.0,44.0
2018-10-18,16.0,,26.0,14.0,59.0,60.0,15.0,30.0,46.0,74.0,25.0
2018-10-19,18.0,1.0,35.0,22.0,60.0,59.0,11.0,16.0,46.0,60.0,20.0
2018-10-20,4.0,1.0,6.0,8.0,70.0,58.0,14.0,0.0,22.0,34.0,2.0
2018-10-21,3.0,1.0,5.0,4.0,68.0,57.0,3.0,6.0,16.0,33.0,8.0
2018-10-22,18.0,1.0,23.0,18.0,63.0,59.0,14.0,21.0,60.0,72.0,14.0
2018-10-23,20.0,1.0,33.0,24.0,63.0,60.0,15.0,22.0,55.0,79.0,31.0
2018-10-24,20.0,1.0,86.0,41.0,65.0,58.0,14.0,18.0,49.0,75.0,24.0
2018-10-25,22.0,1.0,90.0,46.0,64.0,57.0,19.0,20.0,59.0,71.0,17.0
2018-10-26,27.0,1.0,53.0,24.0,64.0,58.0,16.0,28.0,40.0,62.0,21.0
2018-10-27,6.0,1.0,10.0,6.0,71.0,55.0,5.0,4.0,21.0,30.0,6.0
2018-10-28,3.0,1.0,7.0,4.0,72.0,55.0,13.0,1.0,19.0,37.0,4.0
2018-10-29,19.0,1.0,31.0,34.0,63.0,57.0,22.0,8.0,60.0,71.0,25.0
2018-10-30,24.0,1.0,45.0,36.0,64.0,57.0,15.0,8.0,87.0,70.0,32.0
2018-10-31,30.0,1.0,38.0,36.0,64.0,56.0,6.0,19.0,49.0,70.0,20.0
2018-11-01,64.0,1.0,32.0,28.0,64.0,58.0,19.0,18.0,43.0,64.0,19.0
2018-11-02,74.0,1.0,41.0,31.0,64.0,60.0,23.0,16.0,68.0,56.0,18.0
2018-11-03,10.0,1.0,6.0,4.0,85.0,57.0,3.0,9.0,29.0,30.0,14.0
2018-11-04,6.0,1.0,4.0,4.0,69.0,56.0,6.0,5.0,23.0,29.0,13.0
2018-11-05,31.0,1.0,21.0,21.0,64.0,60.0,22.0,11.0,50.0,73.0,16.0
2018-11-06,28.0,1.0,26.0,20.0,64.0,61.0,24.0,20.0,51.0,69.0,15.0
2018-11-07,28.0,1.0,28.0,25.0,64.0,60.0,24.0,23.0,44.0,67.0,29.0
2018-11-08,23.0,1.0,29.0,20.0,64.0,56.0,16.0,33.0,65.0,69.0,11.0
2018-11-09,19.0,1.0,24.0,22.0,64.0,57.0,21.0,40.0,51.0,70.0,20.0
2018-11-10,6.0,1.0,4.0,4.0,83.0,56.0,3.0,4.0,31.0,35.0,11.0
2018-11-11,2.0,1.0,7.0,3.0,82.0,54.0,2.0,4.0,32.0,32.0,2.0
2018-11-12,32.0,1.0,20.0,23.0,63.0,55.0,38.0,26.0,38.0,71.0,21.0
2018-11-13,29.0,1.0,28.0,26.0,62.0,55.0,18.0,24.0,55.0,74.0,10.0
2018-11-14,38.0,1.0,24.0,34.0,63.0,57.0,19.0,44.0,63.0,74.0,11.0
2018-11-15,34.0,1.0,28.0,71.0,69.0,56.0,34.0,42.0,31.0,65.0,31.0
2018-11-16,30.0,1.0,25.0,100.0,63.0,59.0,21.0,29.0,44.0,69.0,6.0
2018-11-17,6.0,1.0,8.0,22.0,78.0,56.0,5.0,4.0,17.0,39.0,4.0
2018-11-18,3.0,1.0,5.0,8.0,72.0,55.0,7.0,1.0,43.0,30.0,11.0
2018-11-19,30.0,1.0,22.0,46.0,67.0,58.0,16.0,12.0,50.0,76.0,27.0
2018-11-20,36.0,1.0,37.0,56.0,66.0,57.0,10.0,19.0,61.0,76.0,14.0
2018-11-21,33.0,1.0,27.0,33.0,64.0,54.0,12.0,13.0,61.0,71.0,16.0
2018-11-22,8.0,1.0,15.0,14.0,62.0,46.0,11.0,11.0,41.0,63.0,18.0
2018-11-23,20.0,1.0,18.0,16.0,67.0,52.0,18.0,13.0,49.0,55.0,19.0
2018-11-24,7.0,1.0,11.0,6.0,83.0,53.0,17.0,3.0,33.0,33.0,2.0
2018-11-25,5.0,1.0,7.0,4.0,76.0,55.0,5.0,6.0,20.0,33.0,6.0
2018-11-26,30.0,1.0,27.0,30.0,63.0,59.0,12.0,23.0,44.0,78.0,21.0
2018-11-27,30.0,1.0,31.0,27.0,64.0,56.0,15.0,16.0,58.0,88.0,21.0
2018-11-28,31.0,1.0,42.0,35.0,66.0,56.0,10.0,23.0,55.0,96.0,22.0
2018-11-29,28.0,1.0,39.0,29.0,63.0,57.0,15.0,23.0,55.0,75.0,27.0
2018-11-30,22.0,1.0,35.0,28.0,67.0,56.0,22.0,22.0,30.0,66.0,26.0
2018-12-01,8.0,1.0,13.0,6.0,74.0,56.0,14.0,11.0,27.0,40.0,5.0
2018-12-02,4.0,1.0,8.0,8.0,86.0,56.0,11.0,5.0,23.0,30.0,10.0
2018-12-03,28.0,1.0,26.0,31.0,62.0,56.0,26.0,30.0,64.0,75.0,28.0
2018-12-04,29.0,1.0,38.0,25.0,65.0,56.0,24.0,37.0,67.0,78.0,19.0
2018-12-05,14.0,1.0,17.0,16.0,69.0,55.0,9.0,12.0,54.0,77.0,14.0
2018-12-06,28.0,1.0,36.0,21.0,65.0,54.0,56.0,21.0,46.0,64.0,24.0
2018-12-07,26.0,1.0,31.0,24.0,64.0,54.0,56.0,26.0,34.0,64.0,19.0
2018-12-08,8.0,1.0,11.0,6.0,75.0,53.0,7.0,10.0,45.0,31.0,21.0
2018-12-09,4.0,1.0,6.0,4.0,73.0,54.0,7.0,1.0,28.0,34.0,0.0
2018-12-10,28.0,1.0,28.0,20.0,64.0,55.0,24.0,19.0,45.0,69.0,19.0
2018-12-11,26.0,1.0,26.0,22.0,66.0,55.0,33.0,13.0,69.0,76.0,14.0
2018-12-12,24.0,1.0,30.0,31.0,61.0,57.0,38.0,25.0,40.0,74.0,24.0
2018-12-13,23.0,1.0,26.0,19.0,61.0,56.0,26.0,21.0,59.0,72.0,37.0
2018-12-14,21.0,1.0,24.0,20.0,65.0,57.0,24.0,15.0,35.0,63.0,57.0
2018-12-15,8.0,1.0,14.0,8.0,69.0,57.0,7.0,8.0,37.0,34.0,2.0
2018-12-16,4.0,1.0,1.0,2.0,71.0,55.0,0.0,4.0,29.0,31.0,5.0
2018-12-17,19.0,1.0,24.0,16.0,65.0,58.0,34.0,24.0,58.0,63.0,22.0
2018-12-18,22.0,1.0,32.0,22.0,63.0,56.0,25.0,25.0,53.0,66.0,23.0
2018-12-19,26.0,1.0,30.0,19.0,61.0,57.0,12.0,30.0,51.0,71.0,38.0
2018-12-20,28.0,1.0,39.0,22.0,58.0,56.0,38.0,12.0,60.0,68.0,22.0
2018-12-21,29.0,1.0,37.0,18.0,59.0,56.0,30.0,22.0,42.0,65.0,27.0
2018-12-22,10.0,1.0,11.0,7.0,70.0,55.0,11.0,3.0,43.0,31.0,15.0
2018-12-23,5.0,1.0,6.0,7.0,65.0,54.0,20.0,8.0,33.0,27.0,7.0
2018-12-24,24.0,1.0,39.0,16.0,59.0,53.0,17.0,31.0,32.0,38.0,7.0
2018-12-25,12.0,1.0,16.0,11.0,61.0,49.0,7.0,19.0,33.0,28.0,14.0
2018-12-26,32.0,1.0,29.0,22.0,73.0,57.0,20.0,21.0,49.0,47.0,25.0
2018-12-27,27.0,1.0,42.0,21.0,64.0,58.0,18.0,28.0,45.0,51.0,32.0
2018-12-28,22.0,1.0,31.0,15.0,68.0,61.0,13.0,34.0,56.0,49.0,22.0
2018-12-29,6.0,1.0,6.0,6.0,87.0,57.0,7.0,12.0,31.0,34.0,13.0
2018-12-30,6.0,1.0,5.0,5.0,72.0,55.0,11.0,12.0,35.0,26.0,4.0
2018-12-31,19.0,1.0,23.0,16.0,59.0,57.0,19.0,21.0,26.0,57.0,17.0
2019-01-01,7.0,1.0,10.0,4.0,68.0,56.0,8.0,4.0,23.0,25.0,8.0
2019-01-02,44.0,1.0,34.0,23.0,65.0,60.0,16.0,19.0,45.0,61.0,13.0
2019-01-03,100.0,1.0,41.0,23.0,73.0,58.0,22.0,31.0,44.0,72.0,22.0
2019-01-04,65.0,1.0,38.0,24.0,67.0,59.0,30.0,27.0,41.0,66.0,27.0
2019-01-05,11.0,1.0,10.0,6.0,73.0,56.0,6.0,9.0,23.0,36.0,8.0
2019-01-06,7.0,1.0,7.0,2.0,70.0,54.0,10.0,5.0,36.0,33.0,0.0
2019-01-07,31.0,1.0,25.0,19.0,65.0,57.0,24.0,29.0,51.0,74.0,29.0
2019-01-08,29.0,1.0,35.0,29.0,63.0,57.0,21.0,23.0,51.0,75.0,20.0
2019-01-09,33.0,1.0,27.0,22.0,63.0,57.0,19.0,25.0,45.0,79.0,25.0
2019-01-10,20.0,1.0,23.0,18.0,62.0,57.0,15.0,26.0,46.0,72.0,12.0
2019-01-11,28.0,1.0,24.0,20.0,63.0,59.0,23.0,25.0,42.0,69.0,20.0
2019-01-12,6.0,1.0,8.0,8.0,72.0,56.0,15.0,4.0,29.0,38.0,6.0
2019-01-13,4.0,1.0,7.0,2.0,70.0,53.0,5.0,8.0,26.0,32.0,0.0
2019-01-14,22.0,1.0,19.0,16.0,60.0,59.0,25.0,14.0,47.0,74.0,21.0
2019-01-15,19.0,1.0,30.0,20.0,64.0,56.0,28.0,12.0,30.0,80.0,31.0
2019-01-16,25.0,1.0,25.0,21.0,61.0,56.0,16.0,18.0,57.0,80.0,25.0
2019-01-17,22.0,1.0,28.0,18.0,61.0,56.0,22.0,14.0,33.0,80.0,19.0
2019-01-18,22.0,1.0,26.0,21.0,63.0,57.0,14.0,24.0,28.0,65.0,17.0
2019-01-19,6.0,1.0,8.0,6.0,75.0,57.0,3.0,16.0,25.0,38.0,6.0
2019-01-20,6.0,1.0,3.0,4.0,68.0,51.0,9.0,6.0,31.0,34.0,8.0
2019-01-21,8.0,1.0,8.0,9.0,62.0,53.0,17.0,7.0,55.0,70.0,15.0
2019-01-22,17.0,1.0,22.0,18.0,60.0,56.0,11.0,7.0,34.0,69.0,24.0
2019-01-23,16.0,1.0,24.0,23.0,64.0,55.0,11.0,15.0,42.0,80.0,12.0
2019-01-24,19.0,1.0,18.0,24.0,63.0,55.0,29.0,18.0,68.0,83.0,14.0
2019-01-25,22.0,1.0,23.0,29.0,67.0,57.0,25.0,24.0,39.0,66.0,32.0
2019-01-26,6.0,1.0,11.0,8.0,71.0,56.0,15.0,6.0,35.0,37.0,4.0
2019-01-27,4.0,1.0,8.0,4.0,69.0,56.0,6.0,5.0,45.0,41.0,9.0
2019-01-28,20.0,,41.0,51.0,65.0,57.0,26.0,12.0,67.0,81.0,18.0
2019-01-29,55.0,,34.0,43.0,65.0,53.0,26.0,12.0,75.0,80.0,21.0
2019-01-30,60.0,,80.0,36.0,67.0,57.0,30.0,17.0,72.0,80.0,9.0
2019-01-31,42.0,,65.0,27.0,62.0,57.0,22.0,32.0,84.0,83.0,30.0
2019-02-01,29.0,,51.0,25.0,70.0,54.0,14.0,28.0,66.0,70.0,15.0
2019-02-02,6.0,,9.0,6.0,85.0,51.0,0.0,12.0,34.0,34.0,7.0
2019-02-03,4.0,,3.0,7.0,73.0,50.0,0.0,0.0,53.0,36.0,6.0
2019-02-04,24.0,,35.0,23.0,66.0,52.0,35.0,14.0,73.0,72.0,15.0
2019-02-05,27.0,,37.0,29.0,65.0,54.0,9.0,23.0,73.0,82.0,9.0
2019-02-06,26.0,,32.0,23.0,69.0,55.0,30.0,21.0,60.0,91.0,11.0
2019-02-07,21.0,,21.0,23.0,63.0,55.0,13.0,17.0,82.0,88.0,18.0
2019-02-08,21.0,,24.0,16.0,64.0,55.0,32.0,17.0,73.0,67.0,9.0
2019-02-09,3.0,,8.0,4.0,85.0,55.0,15.0,12.0,93.0,37.0,7.0
2019-02-10,3.0,,4.0,2.0,82.0,55.0,5.0,2.0,53.0,31.0,6.0
2019-02-11,17.0,,18.0,20.0,62.0,58.0,42.0,20.0,70.0,76.0,14.0
2019-02-12,24.0,,22.0,19.0,64.0,55.0,26.0,22.0,68.0,78.0,20.0
2019-02-13,16.0,,22.0,22.0,66.0,60.0,26.0,46.0,48.0,76.0,14.0
2019-02-14,22.0,,21.0,47.0,64.0,55.0,48.0,72.0,62.0,80.0,18.0
2019-02-15,15.0,,24.0,54.0,64.0,55.0,27.0,35.0,60.0,70.0,6.0
2019-02-16,6.0,,12.0,6.0,69.0,57.0,15.0,9.0,17.0,36.0,3.0
2019-02-17,3.0,,5.0,3.0,69.0,55.0,20.0,2.0,41.0,39.0,7.0
2019-02-18,8.0,,7.0,9.0,65.0,55.0,21.0,9.0,69.0,70.0,6.0
2019-02-19,15.0,,18.0,19.0,66.0,55.0,30.0,39.0,63.0,76.0,17.0
2019-02-20,14.0,,22.0,21.0,65.0,55.0,26.0,29.0,71.0,75.0,14.0
2019-02-21,13.0,,23.0,14.0,66.0,57.0,13.0,32.0,69.0,71.0,21.0
2019-02-22,13.0,,28.0,11.0,67.0,57.0,22.0,26.0,91.0,63.0,15.0
2019-02-23,5.0,,6.0,5.0,90.0,56.0,5.0,9.0,45.0,38.0,7.0
2019-02-24,2.0,,5.0,3.0,88.0,55.0,15.0,2.0,52.0,34.0,0.0
2019-02-25,17.0,,26.0,16.0,62.0,58.0,21.0,43.0,56.0,75.0,23.0
2019-02-26,16.0,,21.0,16.0,62.0,58.0,26.0,35.0,72.0,80.0,9.0
2019-02-27,18.0,,26.0,18.0,71.0,56.0,21.0,35.0,73.0,75.0,6.0
2019-02-28,17.0,,26.0,12.0,62.0,55.0,22.0,25.0,40.0,77.0,15.0
2019-03-01,18.0,,31.0,14.0,63.0,58.0,22.0,15.0,60.0,82.0,22.0
2019-03-02,5.0,,7.0,4.0,76.0,55.0,20.0,9.0,41.0,34.0,10.0
2019-03-03,3.0,,7.0,3.0,74.0,57.0,10.0,5.0,27.0,41.0,3.0
2019-03-04,15.0,,23.0,11.0,62.0,57.0,35.0,25.0,28.0,91.0,9.0
2019-03-05,13.0,,31.0,14.0,66.0,54.0,13.0,17.0,38.0,83.0,12.0
2019-03-06,12.0,,24.0,20.0,64.0,55.0,34.0,27.0,71.0,82.0,14.0
2019-03-07,12.0,,23.0,17.0,63.0,56.0,21.0,27.0,55.0,76.0,6.0
2019-03-08,12.0,,20.0,14.0,65.0,58.0,19.0,18.0,90.0,86.0,19.0
2019-03-09,2.0,,7.0,4.0,83.0,57.0,15.0,2.0,36.0,47.0,3.0
2019-03-10,2.0,,5.0,3.0,78.0,52.0,15.0,2.0,27.0,47.0,3.0
2019-03-11,15.0,,26.0,31.0,63.0,57.0,13.0,30.0,53.0,95.0,21.0
2019-03-12,20.0,,32.0,26.0,69.0,57.0,13.0,21.0,80.0,76.0,27.0
2019-03-13,18.0,,24.0,21.0,68.0,56.0,30.0,27.0,39.0,72.0,14.0
2019-03-14,19.0,,23.0,18.0,64.0,56.0,48.0,21.0,46.0,70.0,42.0
2019-03-15,20.0,,28.0,22.0,64.0,58.0,86.0,26.0,60.0,69.0,43.0
2019-03-16,5.0,,6.0,8.0,99.0,55.0,30.0,14.0,32.0,40.0,14.0
2019-03-17,2.0,,3.0,3.0,73.0,53.0,10.0,2.0,35.0,34.0,3.0
2019-03-18,19.0,,36.0,19.0,68.0,58.0,67.0,33.0,53.0,73.0,15.0
2019-03-19,18.0,,29.0,25.0,62.0,59.0,54.0,26.0,47.0,82.0,11.0
2019-03-20,13.0,,21.0,15.0,60.0,58.0,44.0,21.0,84.0,75.0,9.0
2019-03-21,26.0,,24.0,22.0,62.0,55.0,9.0,24.0,56.0,75.0,18.0
2019-03-22,24.0,,35.0,30.0,65.0,60.0,33.0,22.0,66.0,70.0,3.0
2019-03-23,7.0,,12.0,7.0,68.0,59.0,20.0,2.0,52.0,33.0,14.0
2019-03-24,3.0,,4.0,4.0,74.0,55.0,4.0,0.0,61.0,35.0,0.0
2019-03-25,34.0,,33.0,17.0,67.0,58.0,22.0,15.0,68.0,72.0,3.0
2019-03-26,28.0,,26.0,23.0,67.0,57.0,45.0,21.0,62.0,83.0,9.0
2019-03-27,19.0,,27.0,19.0,63.0,58.0,36.0,22.0,87.0,80.0,18.0
2019-03-28,20.0,,30.0,13.0,60.0,60.0,49.0,26.0,94.0,85.0,18.0
2019-03-29,18.0,,29.0,20.0,63.0,60.0,51.0,16.0,78.0,67.0,16.0
2019-03-30,7.0,,7.0,2.0,73.0,54.0,5.0,5.0,43.0,59.0,7.0
2019-03-31,2.0,,4.0,1.0,75.0,55.0,5.0,2.0,63.0,56.0,3.0
2019-04-01,17.0,,24.0,18.0,63.0,57.0,21.0,23.0,79.0,88.0,6.0
2019-04-02,20.0,,30.0,17.0,63.0,61.0,13.0,38.0,64.0,96.0,15.0
2019-04-03,17.0,,21.0,23.0,66.0,58.0,17.0,48.0,64.0,85.0,15.0
2019-04-04,24.0,,18.0,18.0,61.0,57.0,30.0,14.0,54.0,95.0,12.0
2019-04-05,20.0,,25.0,20.0,64.0,57.0,22.0,33.0,38.0,83.0,13.0
2019-04-06,5.0,1.0,6.0,8.0,71.0,56.0,6.0,3.0,45.0,49.0,10.0
2019-04-07,3.0,1.0,6.0,1.0,71.0,55.0,9.0,3.0,34.0,43.0,0.0
2019-04-08,21.0,1.0,23.0,17.0,62.0,56.0,19.0,20.0,43.0,86.0,12.0
2019-04-09,22.0,1.0,22.0,17.0,67.0,55.0,11.0,20.0,51.0,86.0,11.0
2019-04-10,21.0,1.0,25.0,15.0,65.0,55.0,21.0,10.0,70.0,85.0,21.0
2019-04-11,17.0,1.0,23.0,15.0,60.0,56.0,26.0,22.0,41.0,83.0,11.0
2019-04-12,20.0,1.0,21.0,21.0,63.0,56.0,16.0,25.0,43.0,77.0,6.0
2019-04-13,4.0,1.0,12.0,6.0,69.0,55.0,25.0,8.0,34.0,39.0,2.0
2019-04-14,3.0,1.0,5.0,1.0,73.0,53.0,11.0,1.0,47.0,45.0,16.0
2019-04-15,14.0,1.0,18.0,15.0,63.0,57.0,11.0,20.0,49.0,85.0,5.0
2019-04-16,21.0,1.0,28.0,18.0,66.0,58.0,27.0,33.0,52.0,79.0,28.0
2019-04-17,21.0,1.0,35.0,14.0,69.0,58.0,37.0,37.0,41.0,76.0,10.0
2019-04-18,18.0,1.0,26.0,14.0,65.0,58.0,41.0,27.0,47.0,84.0,22.0
2019-04-19,10.0,1.0,22.0,8.0,67.0,58.0,12.0,20.0,37.0,58.0,4.0
2019-04-20,4.0,1.0,9.0,3.0,71.0,56.0,3.0,8.0,41.0,39.0,0.0
2019-04-21,3.0,1.0,11.0,2.0,75.0,52.0,5.0,0.0,32.0,37.0,3.0
2019-04-22,18.0,1.0,30.0,18.0,64.0,58.0,21.0,30.0,40.0,64.0,18.0
2019-04-23,18.0,1.0,37.0,14.0,65.0,57.0,23.0,22.0,68.0,83.0,16.0
2019-04-24,18.0,1.0,90.0,12.0,67.0,58.0,24.0,24.0,61.0,80.0,20.0
2019-04-25,20.0,1.0,100.0,17.0,64.0,56.0,25.0,26.0,49.0,85.0,22.0
2019-04-26,17.0,1.0,56.0,23.0,63.0,60.0,13.0,16.0,41.0,73.0,16.0
2019-04-27,4.0,1.0,12.0,7.0,70.0,56.0,18.0,9.0,28.0,34.0,7.0
2019-04-28,3.0,1.0,8.0,4.0,74.0,57.0,4.0,9.0,12.0,42.0,2.0
2019-04-29,23.0,1.0,39.0,19.0,65.0,58.0,17.0,24.0,68.0,78.0,20.0
2019-04-30,51.0,1.0,38.0,14.0,64.0,56.0,15.0,29.0,71.0,78.0,17.0
2019-05-01,56.0,1.0,38.0,18.0,70.0,58.0,15.0,34.0,69.0,59.0,18.0
