Date,Open,High,Low,Close,Adj Close,Volume
2017-01-30,86.190002,86.500000,85.320000,86.029999,75.473633,13661900
2017-01-31,85.599998,86.150002,84.089996,84.629997,74.245399,15655100
2017-02-01,85.540001,86.099998,84.680000,84.949997,74.526146,15430900
2017-02-02,84.339996,84.910004,84.160004,84.589996,74.210304,11081400
2017-02-03,86.190002,87.309998,85.870003,87.180000,76.482521,17885200
2017-02-06,86.790001,87.449997,86.610001,86.769997,76.122810,11828400
2017-02-07,87.139999,87.400002,86.480003,86.720001,76.078957,9392800
2017-02-08,86.180000,86.309998,85.370003,85.959999,75.412201,13970900
2017-02-09,85.959999,87.330002,85.959999,87.199997,76.500061,13749100
2017-02-10,87.480003,87.480003,86.889999,87.000000,76.324600,10992500
2017-02-13,87.440002,88.739998,87.430000,88.150002,77.333496,18739100
2017-02-14,88.300003,89.699997,88.110001,89.559998,78.570457,17932100
2017-02-15,90.080002,90.870003,89.349998,90.589996,79.474075,17381800
2017-02-16,90.400002,91.040001,89.769997,90.529999,79.421440,17672700
2017-02-17,89.820000,90.470001,89.690002,90.230003,79.158272,15776600
2017-02-21,90.510002,91.150002,90.459999,91.010002,79.842560,14068300
2017-02-22,90.519997,91.300003,90.419998,91.059998,79.886421,11839000
2017-02-23,91.180000,91.339996,90.519997,91.129997,79.947823,11067000
2017-02-24,90.180000,90.540001,89.730003,90.330002,79.245987,15062300
2017-02-27,90.320000,90.730003,90.019997,90.430000,79.333717,12361000
2017-02-28,89.849998,90.820000,89.589996,90.620003,79.500404,15183500
2017-03-01,92.790001,93.980003,92.610001,93.599998,82.114746,24451400
2017-03-02,93.870003,93.919998,92.029999,92.139999,80.833900,16862500
2017-03-03,92.139999,93.110001,92.139999,92.800003,81.412926,12817500
2017-03-06,92.250000,92.320000,91.099998,91.919998,80.640884,15059200
2017-03-07,91.639999,92.089996,91.209999,91.410004,80.193474,11156800
2017-03-08,92.680000,92.849998,91.099998,91.209999,80.018021,17378400
2017-03-09,91.599998,92.139999,91.150002,91.570000,80.333847,13726200
2017-03-10,91.949997,92.000000,90.529999,91.279999,80.079414,13729900
2017-03-13,91.309998,91.779999,90.930000,91.360001,80.149605,10004300
2017-03-14,91.019997,91.650002,90.769997,91.510002,80.281197,10237700
2017-03-15,91.800003,92.550003,91.129997,91.730003,80.474197,16601400
2017-03-16,92.029999,92.809998,91.570000,91.639999,80.395241,14492000
2017-03-17,91.830002,92.040001,90.650002,90.680000,79.553032,21734700
2017-03-20,90.269997,91.169998,89.790001,90.029999,78.982811,14623600
