date,BRK.B,overlap,JPM,BAC,WFC,MS,BLK,GS,SCHW,C,SPGI
2017-10-22,6.0,,10.0,6.0,15.0,59.0,76.0,91.0,46.0,81.0,0.0
2017-10-23,41.0,,30.0,6.0,22.0,76.0,66.0,27.0,13.0,91.0,0.0
2017-10-24,26.0,,27.0,6.0,33.0,74.0,72.0,15.0,0.0,89.0,0.0
2017-10-25,16.0,,31.0,7.0,27.0,72.0,70.0,16.0,27.0,91.0,66.0
2017-10-26,10.0,,23.0,6.0,34.0,77.0,51.0,15.0,13.0,90.0,44.0
2017-10-27,27.0,,26.0,6.0,28.0,74.0,50.0,17.0,58.0,86.0,46.0
2017-10-28,6.0,,6.0,6.0,10.0,64.0,60.0,16.0,0.0,82.0,0.0
2017-10-29,0.0,,9.0,5.0,17.0,59.0,61.0,34.0,15.0,85.0,0.0
2017-10-30,5.0,,19.0,6.0,18.0,77.0,58.0,19.0,13.0,87.0,0.0
2017-10-31,0.0,,29.0,6.0,25.0,71.0,52.0,16.0,13.0,87.0,0.0
2017-11-01,6.0,,25.0,7.0,14.0,73.0,49.0,16.0,14.0,88.0,0.0
2017-11-02,6.0,,27.0,7.0,39.0,70.0,69.0,15.0,14.0,89.0,23.0
2017-11-03,27.0,,17.0,6.0,32.0,74.0,63.0,21.0,28.0,85.0,0.0
2017-11-04,6.0,,14.0,6.0,5.0,64.0,51.0,18.0,15.0,82.0,0.0
2017-11-05,0.0,,2.0,7.0,5.0,58.0,55.0,17.0,45.0,85.0,0.0
2017-11-06,10.0,,20.0,7.0,33.0,76.0,57.0,15.0,27.0,87.0,0.0
2017-11-07,0.0,,24.0,7.0,24.0,76.0,61.0,15.0,54.0,93.0,43.0
2017-11-08,10.0,,27.0,7.0,28.0,75.0,60.0,17.0,27.0,96.0,43.0
2017-11-09,21.0,,24.0,7.0,18.0,75.0,66.0,15.0,40.0,90.0,22.0
2017-11-10,10.0,,19.0,7.0,27.0,73.0,74.0,15.0,14.0,87.0,0.0
2017-11-11,6.0,,16.0,6.0,13.0,61.0,65.0,17.0,15.0,87.0,0.0
2017-11-12,6.0,,6.0,6.0,12.0,58.0,64.0,16.0,30.0,85.0,24.0
2017-11-13,10.0,,12.0,7.0,22.0,74.0,67.0,15.0,0.0,87.0,0.0
2017-11-14,5.0,,23.0,7.0,24.0,75.0,68.0,13.0,13.0,88.0,0.0
2017-11-15,18.0,1.0,22.0,7.0,19.0,71.0,75.0,15.0,14.0,90.0,0.0
2017-11-16,5.0,1.0,31.0,7.0,30.0,72.0,80.0,15.0,21.0,90.0,51.0
2017-11-17,8.0,1.0,22.0,6.0,28.0,73.0,77.0,15.0,7.0,89.0,23.0
2017-11-18,0.0,1.0,11.0,6.0,22.0,63.0,69.0,27.0,8.0,83.0,0.0
2017-11-19,6.0,1.0,14.0,6.0,11.0,57.0,52.0,18.0,8.0,84.0,8.0
2017-11-20,13.0,1.0,20.0,6.0,18.0,72.0,70.0,15.0,20.0,90.0,18.0
2017-11-21,5.0,1.0,26.0,7.0,20.0,72.0,71.0,15.0,7.0,90.0,11.0
2017-11-22,15.0,1.0,21.0,6.0,27.0,72.0,60.0,15.0,50.0,90.0,11.0
2017-11-23,3.0,1.0,13.0,6.0,4.0,63.0,70.0,16.0,0.0,89.0,0.0
2017-11-24,30.0,1.0,20.0,6.0,21.0,66.0,80.0,15.0,23.0,86.0,11.0
2017-11-25,3.0,1.0,9.0,5.0,6.0,59.0,57.0,24.0,40.0,85.0,12.0
2017-11-26,3.0,1.0,9.0,5.0,4.0,58.0,58.0,17.0,24.0,88.0,8.0
2017-11-27,15.0,1.0,22.0,6.0,11.0,84.0,72.0,14.0,20.0,89.0,10.0
2017-11-28,12.0,1.0,20.0,7.0,23.0,72.0,59.0,20.0,48.0,91.0,10.0
2017-11-29,23.0,1.0,20.0,7.0,29.0,72.0,58.0,16.0,49.0,93.0,0.0
2017-11-30,26.0,1.0,40.0,7.0,36.0,75.0,70.0,17.0,13.0,89.0,45.0
2017-12-01,27.0,1.0,37.0,6.0,28.0,75.0,64.0,17.0,22.0,86.0,0.0
2017-12-02,15.0,1.0,18.0,6.0,6.0,64.0,62.0,64.0,9.0,78.0,0.0
2017-12-03,3.0,1.0,11.0,6.0,8.0,56.0,62.0,21.0,39.0,84.0,12.0
2017-12-04,8.0,1.0,39.0,7.0,34.0,73.0,61.0,18.0,27.0,89.0,29.0
2017-12-05,28.0,1.0,39.0,6.0,50.0,75.0,76.0,14.0,43.0,89.0,7.0
2017-12-06,18.0,1.0,26.0,6.0,34.0,72.0,60.0,15.0,35.0,90.0,0.0
2017-12-07,23.0,1.0,34.0,6.0,36.0,73.0,51.0,15.0,35.0,90.0,22.0
2017-12-08,11.0,1.0,23.0,6.0,30.0,74.0,82.0,16.0,30.0,87.0,19.0
2017-12-09,3.0,1.0,14.0,6.0,15.0,61.0,64.0,29.0,33.0,80.0,30.0
2017-12-10,6.0,1.0,5.0,6.0,22.0,58.0,59.0,18.0,16.0,85.0,0.0
2017-12-11,28.0,1.0,27.0,6.0,19.0,72.0,55.0,16.0,13.0,88.0,0.0
2017-12-12,13.0,1.0,24.0,7.0,20.0,75.0,66.0,17.0,36.0,88.0,0.0
2017-12-13,33.0,1.0,17.0,7.0,19.0,73.0,50.0,15.0,47.0,84.0,18.0
2017-12-14,11.0,1.0,32.0,6.0,36.0,72.0,58.0,15.0,36.0,90.0,8.0
2017-12-15,19.0,1.0,24.0,7.0,26.0,72.0,61.0,14.0,36.0,85.0,11.0
2017-12-16,9.0,1.0,12.0,6.0,12.0,58.0,51.0,17.0,25.0,81.0,0.0
2017-12-17,0.0,1.0,4.0,6.0,8.0,57.0,53.0,22.0,16.0,83.0,0.0
2017-12-18,26.0,1.0,29.0,6.0,22.0,76.0,74.0,19.0,14.0,89.0,30.0
2017-12-19,19.0,1.0,33.0,7.0,32.0,74.0,75.0,20.0,8.0,87.0,0.0
2017-12-20,24.0,1.0,30.0,6.0,33.0,76.0,76.0,16.0,16.0,83.0,27.0
2017-12-21,11.0,1.0,24.0,7.0,26.0,72.0,58.0,18.0,22.0,81.0,8.0
2017-12-22,12.0,1.0,28.0,6.0,36.0,65.0,52.0,22.0,32.0,82.0,8.0
2017-12-23,3.0,1.0,12.0,5.0,14.0,59.0,77.0,19.0,26.0,80.0,0.0
2017-12-24,6.0,1.0,16.0,6.0,14.0,54.0,62.0,35.0,10.0,75.0,0.0
2017-12-25,6.0,1.0,9.0,6.0,11.0,55.0,50.0,18.0,19.0,78.0,14.0
2017-12-26,26.0,1.0,21.0,7.0,32.0,67.0,76.0,22.0,8.0,82.0,41.0
2017-12-27,25.0,1.0,18.0,6.0,28.0,70.0,69.0,16.0,15.0,83.0,0.0
2017-12-28,14.0,1.0,19.0,7.0,18.0,69.0,64.0,15.0,8.0,81.0,0.0
2017-12-29,34.0,1.0,16.0,6.0,10.0,69.0,55.0,15.0,23.0,83.0,0.0
2017-12-30,6.0,1.0,9.0,6.0,12.0,60.0,64.0,16.0,25.0,82.0,0.0
2017-12-31,9.0,1.0,7.0,5.0,12.0,57.0,53.0,13.0,17.0,74.0,0.0
2018-01-01,0.0,1.0,10.0,6.0,7.0,59.0,51.0,15.0,18.0,74.0,31.0
2018-01-02,14.0,1.0,22.0,7.0,17.0,73.0,79.0,16.0,29.0,84.0,27.0
2018-01-03,15.0,1.0,29.0,7.0,32.0,76.0,67.0,15.0,15.0,84.0,26.0
2018-01-04,23.0,1.0,33.0,7.0,33.0,74.0,80.0,17.0,28.0,84.0,54.0
2018-01-05,19.0,1.0,29.0,7.0,32.0,76.0,57.0,16.0,22.0,84.0,22.0
2018-01-06,6.0,1.0,22.0,6.0,19.0,61.0,80.0,16.0,40.0,81.0,12.0
2018-01-07,8.0,1.0,12.0,6.0,9.0,58.0,57.0,16.0,15.0,83.0,28.0
2018-01-08,15.0,1.0,22.0,7.0,28.0,76.0,72.0,17.0,57.0,88.0,26.0
2018-01-09,17.0,1.0,33.0,7.0,40.0,76.0,64.0,16.0,41.0,89.0,39.0
2018-01-10,28.0,1.0,37.0,7.0,18.0,74.0,69.0,17.0,0.0,88.0,7.0
2018-01-11,30.0,1.0,35.0,7.0,31.0,75.0,74.0,18.0,43.0,90.0,0.0
2018-01-12,26.0,1.0,50.0,7.0,50.0,75.0,64.0,17.0,29.0,87.0,11.0
2018-01-13,29.0,1.0,13.0,6.0,19.0,64.0,66.0,16.0,23.0,82.0,0.0
2018-01-14,6.0,1.0,6.0,7.0,11.0,57.0,60.0,23.0,15.0,80.0,0.0
2018-01-15,10.0,1.0,17.0,7.0,15.0,75.0,64.0,20.0,27.0,88.0,7.0
2018-01-16,22.0,1.0,35.0,8.0,18.0,76.0,67.0,16.0,26.0,88.0,7.0
2018-01-17,22.0,1.0,25.0,8.0,31.0,74.0,58.0,18.0,40.0,88.0,10.0
2018-01-18,25.0,1.0,28.0,8.0,30.0,75.0,64.0,20.0,34.0,86.0,0.0
2018-01-19,34.0,1.0,31.0,7.0,16.0,75.0,56.0,18.0,57.0,90.0,8.0
2018-01-20,11.0,1.0,13.0,6.0,23.0,59.0,60.0,25.0,8.0,83.0,12.0
2018-01-21,3.0,1.0,5.0,6.0,21.0,57.0,68.0,18.0,55.0,84.0,0.0
2018-01-22,22.0,1.0,28.0,7.0,21.0,75.0,84.0,23.0,13.0,84.0,0.0
2018-01-23,24.0,1.0,39.0,8.0,30.0,75.0,74.0,18.0,20.0,91.0,46.0
2018-01-24,17.0,1.0,27.0,7.0,30.0,72.0,72.0,17.0,28.0,89.0,0.0
2018-01-25,25.0,1.0,34.0,7.0,22.0,72.0,65.0,17.0,34.0,87.0,7.0
2018-01-26,32.0,1.0,29.0,7.0,26.0,72.0,73.0,22.0,22.0,85.0,0.0
2018-01-27,9.0,1.0,14.0,6.0,15.0,66.0,64.0,27.0,16.0,79.0,0.0
2018-01-28,3.0,1.0,10.0,7.0,21.0,59.0,66.0,18.0,32.0,83.0,0.0
2018-01-29,12.0,1.0,23.0,7.0,15.0,78.0,73.0,17.0,0.0,89.0,21.0
2018-01-30,24.0,1.0,47.0,7.0,10.0,76.0,65.0,18.0,0.0,87.0,18.0
2018-01-31,22.0,1.0,22.0,7.0,27.0,81.0,62.0,19.0,20.0,86.0,7.0
2018-02-01,10.0,1.0,36.0,7.0,25.0,77.0,72.0,20.0,61.0,87.0,28.0
2018-02-02,13.0,1.0,30.0,7.0,35.0,74.0,70.0,16.0,7.0,87.0,18.0
2018-02-03,0.0,1.0,12.0,6.0,70.0,65.0,49.0,17.0,15.0,83.0,20.0
2018-02-04,11.0,1.0,6.0,6.0,20.0,58.0,60.0,28.0,0.0,84.0,0.0
2018-02-05,33.0,1.0,37.0,7.0,100.0,75.0,76.0,16.0,21.0,88.0,14.0
2018-02-06,70.0,1.0,44.0,7.0,84.0,75.0,55.0,16.0,27.0,92.0,85.0
2018-02-07,45.0,1.0,31.0,7.0,50.0,75.0,68.0,17.0,54.0,89.0,18.0
2018-02-08,33.0,1.0,34.0,7.0,35.0,77.0,63.0,27.0,13.0,90.0,10.0
2018-02-09,26.0,1.0,36.0,6.0,43.0,75.0,73.0,18.0,35.0,89.0,15.0
2018-02-10,9.0,1.0,10.0,6.0,18.0,64.0,61.0,17.0,0.0,82.0,0.0
2018-02-11,17.0,1.0,11.0,6.0,10.0,59.0,50.0,17.0,15.0,81.0,0.0
2018-02-12,15.0,1.0,25.0,7.0,30.0,73.0,57.0,26.0,21.0,86.0,21.0
2018-02-13,18.0,1.0,32.0,6.0,32.0,72.0,59.0,17.0,20.0,82.0,18.0
2018-02-14,22.0,1.0,32.0,6.0,37.0,74.0,58.0,15.0,21.0,85.0,10.0
2018-02-15,18.0,1.0,35.0,6.0,34.0,77.0,54.0,17.0,34.0,87.0,18.0
2018-02-16,23.0,1.0,25.0,5.0,38.0,76.0,58.0,16.0,29.0,82.0,0.0
2018-02-17,9.0,1.0,10.0,4.0,10.0,64.0,56.0,17.0,47.0,83.0,0.0
2018-02-18,6.0,1.0,12.0,4.0,6.0,63.0,59.0,28.0,7.0,85.0,0.0
2018-02-19,10.0,1.0,15.0,6.0,15.0,76.0,53.0,17.0,7.0,90.0,7.0
2018-02-20,22.0,1.0,25.0,7.0,20.0,76.0,54.0,15.0,20.0,88.0,25.0
2018-02-21,24.0,1.0,25.0,6.0,20.0,78.0,56.0,14.0,13.0,89.0,10.0
2018-02-22,13.0,1.0,31.0,7.0,22.0,77.0,62.0,16.0,69.0,90.0,36.0
2018-02-23,29.0,1.0,31.0,6.0,12.0,79.0,66.0,26.0,37.0,88.0,11.0
2018-02-24,34.0,,11.0,7.0,9.0,65.0,73.0,18.0,0.0,83.0,16.0
2018-02-25,0.0,,3.0,6.0,6.0,59.0,50.0,19.0,16.0,81.0,16.0
2018-02-26,30.0,,34.0,7.0,28.0,78.0,83.0,16.0,14.0,90.0,0.0
2018-02-27,58.0,,38.0,7.0,35.0,74.0,52.0,21.0,0.0,87.0,14.0
2018-02-28,15.0,,32.0,7.0,23.0,75.0,66.0,16.0,14.0,86.0,14.0
2018-03-01,10.0,,34.0,7.0,23.0,73.0,63.0,16.0,14.0,88.0,14.0
2018-03-02,31.0,,24.0,7.0,21.0,74.0,73.0,15.0,29.0,81.0,0.0
2018-03-03,0.0,,13.0,7.0,3.0,64.0,60.0,28.0,16.0,80.0,0.0
2018-03-04,0.0,,5.0,7.0,3.0,59.0,67.0,18.0,32.0,81.0,0.0
2018-03-05,29.0,,21.0,7.0,22.0,75.0,69.0,17.0,56.0,87.0,14.0
2018-03-06,34.0,,34.0,7.0,22.0,75.0,68.0,14.0,41.0,89.0,0.0
2018-03-07,30.0,,26.0,7.0,28.0,73.0,75.0,15.0,14.0,89.0,29.0
2018-03-08,20.0,,28.0,7.0,31.0,72.0,50.0,15.0,0.0,89.0,0.0
2018-03-09,31.0,,32.0,8.0,27.0,73.0,57.0,18.0,29.0,85.0,0.0
2018-03-10,22.0,,18.0,7.0,14.0,62.0,63.0,16.0,16.0,84.0,16.0
2018-03-11,0.0,,3.0,7.0,26.0,59.0,51.0,36.0,31.0,80.0,16.0
2018-03-12,24.0,,30.0,8.0,40.0,76.0,75.0,20.0,0.0,90.0,14.0
2018-03-13,19.0,,27.0,8.0,18.0,74.0,38.0,16.0,28.0,88.0,14.0
2018-03-14,15.0,,21.0,8.0,18.0,74.0,57.0,16.0,14.0,89.0,14.0
2018-03-15,15.0,,28.0,8.0,13.0,76.0,60.0,16.0,14.0,89.0,15.0
2018-03-16,31.0,,26.0,7.0,21.0,74.0,65.0,24.0,15.0,86.0,15.0
2018-03-17,0.0,,9.0,7.0,17.0,64.0,52.0,96.0,0.0,81.0,0.0
2018-03-18,11.0,,8.0,7.0,11.0,59.0,51.0,25.0,31.0,81.0,0.0
2018-03-19,5.0,,22.0,8.0,23.0,81.0,66.0,17.0,28.0,91.0,29.0
2018-03-20,19.0,,31.0,9.0,20.0,76.0,56.0,16.0,56.0,91.0,14.0
2018-03-21,19.0,,27.0,9.0,30.0,76.0,50.0,15.0,41.0,86.0,14.0
2018-03-22,20.0,,38.0,7.0,21.0,75.0,53.0,14.0,28.0,89.0,15.0
2018-03-23,21.0,,42.0,7.0,45.0,72.0,49.0,14.0,0.0,85.0,30.0
2018-03-24,11.0,,25.0,7.0,9.0,60.0,70.0,15.0,32.0,86.0,0.0
2018-03-25,6.0,,7.0,7.0,29.0,61.0,61.0,17.0,32.0,84.0,0.0
2018-03-26,35.0,,30.0,8.0,15.0,79.0,69.0,16.0,57.0,87.0,0.0
2018-03-27,25.0,,30.0,8.0,33.0,76.0,59.0,15.0,28.0,86.0,0.0
2018-03-28,21.0,,31.0,8.0,29.0,74.0,59.0,15.0,59.0,87.0,15.0
2018-03-29,37.0,,28.0,8.0,22.0,74.0,62.0,15.0,30.0,84.0,0.0
2018-03-30,11.0,,16.0,7.0,23.0,69.0,51.0,17.0,0.0,83.0,16.0
2018-03-31,6.0,,9.0,7.0,12.0,60.0,55.0,16.0,0.0,82.0,0.0
2018-04-01,6.0,,14.0,7.0,6.0,57.0,55.0,34.0,17.0,79.0,0.0
2018-04-02,16.0,,27.0,8.0,16.0,78.0,67.0,19.0,0.0,87.0,16.0
2018-04-03,15.0,,20.0,7.0,38.0,81.0,59.0,16.0,0.0,90.0,0.0
2018-04-04,20.0,,23.0,7.0,28.0,80.0,72.0,17.0,0.0,87.0,0.0
2018-04-05,5.0,,40.0,7.0,39.0,72.0,52.0,15.0,29.0,94.0,15.0
2018-04-06,16.0,,25.0,7.0,22.0,75.0,75.0,16.0,0.0,89.0,0.0
2018-04-07,11.0,,5.0,7.0,15.0,65.0,50.0,18.0,49.0,80.0,33.0
2018-04-08,0.0,,11.0,7.0,3.0,58.0,59.0,18.0,32.0,83.0,16.0
2018-04-09,10.0,,22.0,7.0,13.0,74.0,79.0,26.0,57.0,88.0,14.0
2018-04-10,0.0,,36.0,8.0,23.0,74.0,61.0,15.0,28.0,88.0,14.0
2018-04-11,15.0,,31.0,7.0,38.0,75.0,66.0,17.0,14.0,90.0,29.0
2018-04-12,30.0,,43.0,8.0,28.0,76.0,93.0,15.0,14.0,88.0,15.0
2018-04-13,26.0,,96.0,7.0,43.0,71.0,72.0,16.0,30.0,86.0,0.0
2018-04-14,0.0,,15.0,7.0,21.0,65.0,51.0,19.0,33.0,84.0,0.0
2018-04-15,6.0,,11.0,7.0,15.0,61.0,56.0,40.0,0.0,86.0,0.0
2018-04-16,19.0,,27.0,8.0,35.0,73.0,74.0,19.0,28.0,89.0,14.0
2018-04-17,5.0,,32.0,8.0,41.0,73.0,87.0,17.0,42.0,91.0,0.0
2018-04-18,10.0,,32.0,7.0,39.0,72.0,71.0,29.0,29.0,87.0,15.0
2018-04-19,5.0,,32.0,8.0,26.0,73.0,71.0,18.0,43.0,90.0,30.0
2018-04-20,16.0,,34.0,7.0,57.0,73.0,61.0,18.0,0.0,85.0,16.0
2018-04-21,12.0,,15.0,7.0,12.0,62.0,67.0,27.0,17.0,85.0,0.0
2018-04-22,0.0,,11.0,7.0,27.0,60.0,53.0,22.0,0.0,86.0,0.0
2018-04-23,5.0,,25.0,7.0,25.0,77.0,53.0,16.0,0.0,88.0,29.0
2018-04-24,15.0,,33.0,7.0,35.0,74.0,66.0,16.0,70.0,88.0,14.0
2018-04-25,25.0,,30.0,7.0,33.0,77.0,69.0,17.0,14.0,89.0,15.0
2018-04-26,5.0,,40.0,7.0,36.0,76.0,54.0,16.0,14.0,87.0,15.0
2018-04-27,11.0,,32.0,7.0,28.0,77.0,83.0,17.0,31.0,83.0,0.0
2018-04-28,12.0,,11.0,7.0,27.0,67.0,75.0,18.0,0.0,80.0,0.0
2018-04-29,0.0,,11.0,7.0,9.0,59.0,38.0,73.0,16.0,82.0,0.0
2018-04-30,10.0,,44.0,7.0,37.0,73.0,58.0,22.0,29.0,84.0,15.0
2018-05-01,26.0,,27.0,7.0,30.0,73.0,69.0,15.0,15.0,82.0,0.0
2018-05-02,10.0,,24.0,8.0,41.0,74.0,50.0,17.0,28.0,90.0,15.0
2018-05-03,20.0,1.0,31.0,8.0,36.0,79.0,59.0,15.0,23.0,89.0,7.0
2018-05-04,31.0,1.0,34.0,7.0,33.0,79.0,69.0,16.0,62.0,84.0,8.0
2018-05-05,28.0,1.0,13.0,7.0,10.0,76.0,45.0,18.0,36.0,81.0,0.0
2018-05-06,31.0,1.0,6.0,7.0,20.0,74.0,42.0,31.0,35.0,83.0,8.0
2018-05-07,33.0,1.0,47.0,7.0,50.0,82.0,68.0,18.0,15.0,90.0,15.0
2018-05-08,34.0,1.0,33.0,7.0,31.0,86.0,62.0,16.0,8.0,87.0,31.0
2018-05-09,25.0,1.0,38.0,8.0,36.0,85.0,67.0,16.0,0.0,86.0,16.0
2018-05-10,18.0,1.0,37.0,8.0,29.0,92.0,64.0,15.0,38.0,87.0,7.0
2018-05-11,22.0,1.0,26.0,7.0,27.0,89.0,62.0,15.0,24.0,82.0,31.0
2018-05-12,0.0,1.0,10.0,7.0,10.0,78.0,61.0,29.0,36.0,82.0,9.0
2018-05-13,10.0,1.0,12.0,8.0,7.0,71.0,76.0,19.0,18.0,85.0,54.0
2018-05-14,20.0,1.0,35.0,8.0,34.0,92.0,57.0,18.0,16.0,89.0,16.0
2018-05-15,18.0,1.0,37.0,8.0,38.0,90.0,60.0,18.0,0.0,89.0,23.0
2018-05-16,18.0,1.0,33.0,8.0,30.0,79.0,49.0,16.0,0.0,84.0,16.0
2018-05-17,21.0,1.0,28.0,8.0,39.0,87.0,78.0,18.0,17.0,86.0,16.0
2018-05-18,31.0,1.0,33.0,8.0,30.0,79.0,52.0,17.0,25.0,84.0,0.0
2018-05-19,13.0,1.0,8.0,7.0,15.0,69.0,55.0,55.0,18.0,77.0,10.0
2018-05-20,12.0,1.0,5.0,8.0,18.0,70.0,59.0,44.0,0.0,82.0,0.0
2018-05-21,29.0,1.0,29.0,9.0,23.0,82.0,61.0,20.0,39.0,86.0,41.0
2018-05-22,29.0,1.0,42.0,8.0,26.0,78.0,59.0,17.0,53.0,82.0,7.0
2018-05-23,45.0,1.0,28.0,8.0,37.0,76.0,59.0,18.0,23.0,86.0,0.0
2018-05-24,19.0,1.0,38.0,9.0,27.0,78.0,57.0,17.0,65.0,89.0,0.0
2018-05-25,23.0,1.0,33.0,8.0,35.0,74.0,66.0,19.0,8.0,84.0,25.0
2018-05-26,0.0,1.0,15.0,7.0,10.0,64.0,55.0,26.0,27.0,77.0,8.0
2018-05-27,3.0,1.0,8.0,8.0,10.0,63.0,43.0,18.0,10.0,82.0,0.0
2018-05-28,7.0,1.0,22.0,8.0,37.0,69.0,60.0,17.0,16.0,84.0,7.0
2018-05-29,34.0,1.0,45.0,9.0,37.0,77.0,60.0,21.0,39.0,86.0,7.0
2018-05-30,22.0,1.0,60.0,9.0,23.0,82.0,67.0,17.0,22.0,83.0,16.0
2018-05-31,37.0,1.0,38.0,9.0,32.0,72.0,60.0,18.0,9.0,87.0,15.0
2018-06-01,32.0,1.0,29.0,9.0,36.0,75.0,53.0,21.0,24.0,86.0,26.0
2018-06-02,7.0,1.0,8.0,9.0,6.0,64.0,57.0,19.0,28.0,82.0,0.0
2018-06-03,0.0,1.0,15.0,8.0,19.0,56.0,54.0,21.0,26.0,84.0,18.0
2018-06-04,17.0,1.0,40.0,9.0,43.0,77.0,55.0,20.0,22.0,84.0,0.0
2018-06-05,35.0,1.0,35.0,10.0,14.0,74.0,63.0,18.0,8.0,86.0,0.0
2018-06-06,10.0,1.0,44.0,10.0,38.0,79.0,70.0,17.0,100.0,89.0,0.0
2018-06-07,20.0,1.0,42.0,11.0,29.0,73.0,59.0,21.0,31.0,84.0,0.0
2018-06-08,16.0,1.0,37.0,9.0,25.0,70.0,55.0,18.0,0.0,83.0,41.0
2018-06-09,9.0,1.0,9.0,9.0,7.0,61.0,59.0,20.0,54.0,82.0,0.0
2018-06-10,4.0,1.0,5.0,9.0,13.0,58.0,53.0,17.0,8.0,81.0,8.0
2018-06-11,27.0,1.0,30.0,11.0,38.0,77.0,64.0,17.0,60.0,87.0,0.0
2018-06-12,39.0,1.0,31.0,12.0,30.0,76.0,83.0,17.0,22.0,86.0,23.0
2018-06-13,19.0,1.0,22.0,12.0,34.0,73.0,58.0,17.0,7.0,86.0,7.0
2018-06-14,20.0,1.0,37.0,12.0,26.0,74.0,71.0,15.0,45.0,81.0,17.0
2018-06-15,16.0,1.0,25.0,11.0,38.0,78.0,54.0,15.0,40.0,79.0,0.0
2018-06-16,0.0,1.0,8.0,13.0,15.0,70.0,62.0,15.0,8.0,80.0,0.0
2018-06-17,10.0,1.0,13.0,17.0,26.0,65.0,54.0,14.0,53.0,76.0,0.0
2018-06-18,10.0,1.0,19.0,32.0,27.0,79.0,56.0,15.0,14.0,82.0,15.0
2018-06-19,12.0,1.0,25.0,24.0,22.0,79.0,60.0,15.0,31.0,84.0,32.0
2018-06-20,16.0,1.0,26.0,20.0,24.0,78.0,70.0,16.0,7.0,85.0,7.0
2018-06-21,14.0,1.0,29.0,19.0,16.0,81.0,64.0,18.0,0.0,89.0,7.0
2018-06-22,7.0,1.0,34.0,19.0,23.0,81.0,68.0,16.0,30.0,81.0,7.0
2018-06-23,18.0,1.0,10.0,11.0,7.0,70.0,62.0,15.0,33.0,76.0,0.0
2018-06-24,0.0,1.0,5.0,12.0,17.0,65.0,59.0,16.0,19.0,76.0,0.0
2018-06-25,4.0,1.0,23.0,19.0,17.0,81.0,71.0,17.0,8.0,83.0,0.0
2018-06-26,11.0,1.0,29.0,11.0,21.0,79.0,61.0,16.0,30.0,100.0,17.0
2018-06-27,37.0,1.0,24.0,13.0,22.0,77.0,52.0,15.0,31.0,84.0,8.0
2018-06-28,9.0,1.0,30.0,12.0,29.0,83.0,77.0,16.0,0.0,82.0,16.0
2018-06-29,48.0,1.0,57.0,10.0,43.0,77.0,64.0,18.0,16.0,82.0,8.0
2018-06-30,4.0,1.0,16.0,8.0,16.0,69.0,52.0,15.0,25.0,80.0,8.0
2018-07-01,7.0,1.0,7.0,8.0,20.0,68.0,55.0,16.0,27.0,78.0,8.0
2018-07-02,12.0,1.0,31.0,10.0,25.0,75.0,68.0,15.0,7.0,81.0,7.0
2018-07-03,20.0,1.0,31.0,12.0,25.0,80.0,52.0,16.0,22.0,81.0,0.0
2018-07-04,4.0,1.0,26.0,30.0,13.0,70.0,64.0,16.0,9.0,80.0,42.0
2018-07-05,14.0,1.0,41.0,18.0,26.0,75.0,58.0,16.0,23.0,86.0,0.0
2018-07-06,20.0,1.0,30.0,73.0,30.0,85.0,64.0,16.0,46.0,80.0,0.0
2018-07-07,7.0,1.0,8.0,16.0,9.0,91.0,69.0,15.0,16.0,78.0,0.0
2018-07-08,3.0,1.0,5.0,13.0,23.0,67.0,47.0,16.0,27.0,80.0,0.0
2018-07-09,27.0,1.0,35.0,19.0,63.0,82.0,69.0,18.0,23.0,84.0,24.0
2018-07-10,20.0,1.0,27.0,15.0,42.0,78.0,58.0,17.0,52.0,85.0,8.0
2018-07-11,24.0,1.0,55.0,15.0,34.0,78.0,68.0,16.0,48.0,82.0,36.0
2018-07-12,13.0,1.0,45.0,13.0,36.0,81.0,66.0,16.0,0.0,84.0,0.0
2018-07-13,21.0,1.0,67.0,9.0,71.0,78.0,57.0,19.0,34.0,84.0,0.0
2018-07-14,3.0,1.0,28.0,8.0,28.0,74.0,72.0,17.0,36.0,82.0,0.0
2018-07-15,0.0,1.0,11.0,9.0,6.0,75.0,56.0,16.0,10.0,75.0,10.0
2018-07-16,27.0,1.0,36.0,10.0,59.0,78.0,69.0,16.0,33.0,83.0,16.0
2018-07-17,9.0,1.0,52.0,8.0,33.0,79.0,66.0,16.0,55.0,86.0,16.0
2018-07-18,39.0,1.0,49.0,8.0,29.0,77.0,79.0,20.0,16.0,85.0,7.0
2018-07-19,17.0,1.0,31.0,16.0,31.0,78.0,74.0,18.0,8.0,84.0,9.0
2018-07-20,37.0,1.0,34.0,9.0,48.0,77.0,70.0,16.0,16.0,84.0,9.0
2018-07-21,9.0,1.0,5.0,8.0,16.0,65.0,67.0,21.0,18.0,80.0,0.0
2018-07-22,11.0,1.0,13.0,7.0,7.0,62.0,64.0,16.0,17.0,82.0,0.0
2018-07-23,18.0,1.0,21.0,8.0,41.0,77.0,73.0,16.0,17.0,87.0,7.0
2018-07-24,52.0,1.0,33.0,9.0,39.0,76.0,54.0,16.0,46.0,86.0,32.0
2018-07-25,12.0,1.0,41.0,8.0,17.0,74.0,64.0,22.0,23.0,86.0,0.0
2018-07-26,14.0,1.0,45.0,7.0,46.0,75.0,75.0,16.0,54.0,84.0,32.0
2018-07-27,13.0,1.0,31.0,7.0,26.0,77.0,68.0,16.0,24.0,80.0,0.0
