Date,Open,High,Low,Close,Adj Close,Volume
2017-01-30,30.232500,30.407499,30.165001,30.407499,28.663795,121510000
2017-01-31,30.287500,30.347500,30.155001,30.337500,28.597815,196804000
2017-02-01,31.757500,32.622501,31.752501,32.187500,30.341728,447940000
2017-02-02,31.995001,32.347500,31.945000,32.132500,30.289879,134841600
2017-02-03,32.077499,32.297501,32.040001,32.270000,30.419498,98029200
2017-02-06,32.282501,32.625000,32.224998,32.572498,30.704643,107383600
2017-02-07,32.634998,33.022499,32.612499,32.882500,30.996872,152735200
2017-02-08,32.837502,33.055000,32.805000,33.009998,31.117056,92016400
2017-02-09,32.912498,33.112499,32.779999,33.105000,31.341913,113399600
2017-02-10,33.115002,33.235001,33.012501,33.029999,31.270906,80262000
2017-02-13,33.270000,33.455002,33.187500,33.322498,31.547823,92141600
2017-02-14,33.367500,33.772499,33.312500,33.755001,31.957291,132904800
2017-02-15,33.880001,34.067501,33.654999,33.877499,32.073273,142492400
2017-02-16,33.917500,33.974998,33.709999,33.837502,32.035400,90338400
2017-02-17,33.775002,33.957500,33.775002,33.930000,32.122971,88792800
2017-02-21,34.057499,34.187500,33.994999,34.174999,32.354931,98028800
2017-02-22,34.107498,34.279999,34.027500,34.277500,32.451973,83347600
2017-02-23,34.345001,34.369999,34.075001,34.132500,32.314693,83152800
2017-02-24,33.977501,34.165001,33.820000,34.165001,32.345463,87106400
2017-02-27,34.285000,34.360001,34.070000,34.232498,32.409363,81029600
2017-02-28,34.270000,34.360001,34.174999,34.247501,32.423561,93931600
2017-03-01,34.472500,35.037498,34.400002,34.947498,33.086285,145658400
2017-03-02,35.000000,35.070000,34.689999,34.740002,32.889835,104844000
2017-03-03,34.695000,34.957500,34.647499,34.945000,33.083923,84432400
2017-03-06,34.842499,34.942501,34.650002,34.834999,32.979782,87000000
2017-03-07,34.764999,34.994999,34.697498,34.880001,33.022385,69785200
2017-03-08,34.737499,34.950001,34.705002,34.750000,32.899303,74828800
2017-03-09,34.685001,34.697498,34.262501,34.669998,32.823555,88623600
2017-03-10,34.812500,34.840000,34.660000,34.785000,32.932438,78451200
2017-03-13,34.712502,34.857498,34.705002,34.799999,32.946636,69686800
2017-03-14,34.825001,34.912498,34.709999,34.747501,32.896938,61236400
2017-03-15,34.852501,35.187500,34.757500,35.115002,33.244865,102767200
2017-03-16,35.180000,35.255001,35.064999,35.172501,33.299305,76928000
2017-03-17,35.250000,35.250000,34.972500,34.997501,33.133625,175540000
2017-03-20,35.099998,35.375000,35.057499,35.365002,33.481548,86168000
2017-03-21,35.527500,35.700001,34.932499,34.959999,33.098114,158119600
2017-03-22,34.962502,35.400002,34.939999,35.355000,33.472084,103440800
2017-03-23,35.314999,35.395000,35.152500,35.230000,33.353741,81385200
2017-03-24,35.375000,35.435001,35.087502,35.160000,33.287460,89582400
2017-03-27,34.847500,35.305000,34.654999,35.220001,33.344273,94300400
2017-03-28,35.227501,36.009998,35.154999,35.950001,34.035389,133499200
2017-03-29,35.919998,36.122501,35.797501,36.029999,34.111134,116760000
2017-03-30,36.047501,36.125000,35.875000,35.982498,34.066154,84829200
2017-03-31,35.930000,36.067501,35.752499,35.915001,34.002266,78646800
2017-04-03,35.927502,36.029999,35.762501,35.924999,34.011723,79942800
2017-04-04,35.812500,36.222500,35.792500,36.192501,34.264965,79565600
