date,Apple,,apple,aapl,apple store,apple watch,apple iphone,iphone,apple music,aapl stock price,aapl stock,apple pay,apple macbook,apple support,apple watch series 3,apple 4 watch,airpods,semiconductor,TSMC,apple factory,apple earnings,aapl earnings
9/24/2017,34,,34,4,58,32,18,40,25,6,3,24,51,64,13,1,3,31,15,24,0,3
9/25/2017,31,,31,19,47,28,17,33,21,23,32,19,46,63,13,1,3,55,26,18,1,3
9/26/2017,30,,30,19,48,31,15,33,16,31,27,20,42,69,12,1,3,51,11,23,0,0
9/27/2017,28,,28,19,49,27,14,30,18,36,30,18,42,56,12,1,3,66,8,30,2,0
9/28/2017,29,,29,18,47,26,13,31,25,26,30,16,46,65,11,1,3,63,21,21,0,0
9/29/2017,29,,29,14,45,25,14,30,22,30,17,17,39,59,14,1,3,40,19,12,1,0
9/30/2017,33,,33,4,49,29,14,36,22,3,6,19,46,61,12,1,3,24,6,35,0,3
10/1/2017,32,,32,2,45,27,16,34,24,3,4,22,53,76,13,1,3,26,6,21,0,0
10/2/2017,29,,29,14,44,25,13,29,18,34,23,17,40,79,11,1,2,39,21,16,0,0
10/3/2017,28,,28,13,41,24,12,29,20,18,20,17,43,62,12,0,3,62,29,20,3,0
10/4/2017,28,,28,13,42,22,13,29,21,26,20,17,44,70,9,0,3,58,21,18,4,6
10/5/2017,28,,28,14,42,25,14,29,17,37,18,19,40,61,9,1,4,73,18,21,2,3
10/6/2017,28,,28,16,45,26,13,29,22,38,24,15,34,76,10,1,3,44,16,28,1,0
10/7/2017,32,,32,3,51,27,15,33,24,3,6,19,44,63,11,1,4,25,15,26,2,0
10/8/2017,33,,33,2,47,28,14,33,23,3,5,22,48,67,13,1,3,33,9,29,1,0
10/9/2017,28,,28,12,44,22,13,29,19,23,14,19,37,77,8,1,2,56,10,29,1,0
10/10/2017,27,,27,13,41,23,13,28,21,8,20,18,38,60,9,1,3,64,24,32,1,3
10/11/2017,26,,26,13,42,21,13,27,19,31,23,20,41,61,9,1,3,71,3,25,0,0
10/12/2017,25,,25,14,40,22,11,28,17,37,23,16,35,63,9,0,2,53,13,16,2,3
10/13/2017,27,,27,10,43,21,12,27,20,24,17,17,36,67,8,1,3,40,8,26,2,6
10/14/2017,30,,30,3,48,24,14,30,21,12,2,20,50,60,10,1,3,33,12,16,0,0
10/15/2017,31,,31,2,45,25,14,31,23,3,5,18,46,56,12,1,3,37,27,26,2,0
10/16/2017,26,,26,16,41,22,12,27,18,30,18,18,40,68,10,0,3,44,13,18,4,6
10/17/2017,26,,26,14,41,23,12,28,16,44,24,17,42,67,8,1,3,62,18,22,3,3
10/18/2017,25,,25,15,38,22,12,27,17,18,20,23,40,56,8,1,3,54,24,22,4,0
10/19/2017,25,,25,19,43,21,13,28,21,32,27,20,34,51,8,1,3,64,43,11,0,6
10/20/2017,26,,26,16,41,23,12,28,20,22,19,18,37,59,11,0,3,57,14,19,2,0
10/21/2017,30,,30,4,47,25,13,32,22,3,5,21,41,64,11,1,3,37,9,10,0,3
10/22/2017,30,,30,2,43,25,13,32,21,0,2,15,37,51,10,1,2,33,15,13,1,0
10/23/2017,26,,26,16,42,19,12,29,18,20,18,18,38,65,8,1,3,51,26,18,1,3
10/24/2017,27,,27,15,46,21,14,29,19,35,19,37,43,59,7,0,3,65,31,20,5,8
10/25/2017,26,,26,11,40,20,14,29,17,18,20,28,42,77,9,1,2,62,18,14,3,3
10/26/2017,26,,26,13,48,22,14,29,20,28,25,22,42,65,9,1,3,64,16,22,4,10
10/27/2017,37,,37,25,100,22,26,39,20,34,36,22,40,67,12,0,3,56,19,11,10,13
10/28/2017,30,,30,9,50,24,16,35,21,3,11,17,38,55,10,1,3,32,9,15,2,3
10/29/2017,29,,29,3,47,25,16,35,16,3,7,21,44,61,7,1,3,36,9,38,3,0
10/30/2017,27,,27,23,44,20,14,30,18,31,32,15,37,63,9,1,3,58,10,16,8,16
10/31/2017,26,,26,27,45,18,14,30,19,39,39,16,36,51,8,1,3,44,13,16,8,22
11/1/2017,27,,27,27,50,22,14,30,19,42,33,18,41,72,9,1,3,71,18,16,17,62
11/2/2017,28,,28,46,53,23,15,31,20,36,60,20,42,68,9,1,3,65,21,18,60,94
11/3/2017,32,,32,50,76,24,22,44,22,71,62,26,36,75,8,1,4,70,11,14,21,8
11/4/2017,33,,33,8,70,25,20,46,22,9,11,25,38,68,11,0,4,24,20,13,5,0
11/5/2017,31,,31,5,57,27,19,41,23,6,6,22,54,71,10,1,3,39,20,15,3,0
11/6/2017,28,,28,25,53,24,18,37,19,30,23,23,41,67,10,1,3,73,26,31,5,6
11/7/2017,29,,29,21,55,22,16,35,19,33,26,21,43,75,10,0,3,79,21,17,4,6
11/8/2017,28,,28,20,46,21,16,32,19,55,21,24,42,63,10,0,3,51,13,20,1,3
11/9/2017,27,,27,21,46,21,15,33,20,50,27,24,45,62,8,0,3,58,13,26,2,3
11/10/2017,28,,28,17,49,23,15,33,33,34,22,22,49,64,7,0,3,59,29,11,1,0
11/11/2017,31,,31,4,57,26,16,36,26,6,8,21,41,63,11,0,3,43,3,20,0,3
11/12/2017,30,,30,2,50,25,16,37,25,3,3,16,49,58,10,1,3,42,6,25,1,0
11/13/2017,27,,27,14,48,24,15,31,18,50,20,23,41,64,9,1,3,71,15,22,0,0
11/14/2017,27,,27,14,47,23,13,30,24,15,27,22,49,70,8,1,3,62,10,13,1,0
11/15/2017,27,,27,15,44,21,14,32,23,41,25,23,43,66,11,0,4,73,22,17,1,0
11/16/2017,27,,27,15,53,23,13,31,22,34,21,20,49,75,10,1,4,63,22,19,1,1
11/17/2017,28,,28,14,50,24,15,30,26,36,22,23,45,69,9,0,4,64,22,13,0,0
11/18/2017,30,,30,3,55,26,16,34,23,8,3,24,49,64,11,1,4,45,13,29,1,0
11/19/2017,30,,30,2,49,29,16,34,25,2,3,21,49,62,11,1,4,44,9,24,1,1
11/20/2017,30,,30,12,50,28,15,31,22,20,23,18,48,59,15,1,4,67,15,25,0,1
11/21/2017,29,,29,14,48,27,14,30,21,32,20,22,50,73,12,1,4,65,14,26,1,1
11/22/2017,33,,33,12,52,29,14,31,21,49,20,21,50,66,17,1,4,59,10,26,1,0
11/23/2017,38,,38,5,60,39,16,34,22,9,7,20,64,53,22,1,6,53,10,24,0,0
11/24/2017,41,,41,9,81,56,21,38,24,18,15,22,94,61,41,2,9,51,22,46,2,0
11/25/2017,34,,34,3,58,39,17,37,26,6,5,25,65,68,26,0,7,32,10,26,1,0
11/26/2017,32,,32,3,53,35,16,35,28,0,3,21,56,64,27,1,6,42,6,27,1,0
11/27/2017,31,,31,12,52,40,16,31,22,27,15,22,66,71,33,1,8,64,20,24,1,0
11/28/2017,28,,28,15,46,30,15,30,21,34,23,21,61,74,24,1,6,69,18,17,1,0
11/29/2017,27,,27,21,43,24,13,30,20,68,33,18,41,68,15,1,4,67,13,21,1,0
11/30/2017,26,,26,17,45,25,13,29,23,28,21,22,45,72,12,1,5,79,19,35,1,2
12/1/2017,26,,26,16,45,27,13,30,25,32,25,22,44,68,12,1,5,66,16,20,0,0
12/2/2017,30,,30,3,60,28,16,37,26,14,7,51,41,100,12,0,5,34,8,31,0,0
12/3/2017,30,,30,3,51,30,15,36,29,12,3,46,40,80,13,1,5,39,12,24,0,0
12/4/2017,28,,28,17,49,26,14,31,22,37,21,41,44,68,11,1,5,87,10,16,1,2
12/5/2017,28,,28,17,46,26,13,29,21,34,21,42,46,86,12,0,5,72,12,18,1,2
12/6/2017,27,,27,14,43,24,13,30,24,48,22,36,45,77,9,1,5,62,19,18,1,0
12/7/2017,27,,27,14,47,26,13,30,24,31,17,29,43,75,12,0,4,66,13,6,0,2
12/8/2017,27,,27,12,46,26,14,30,28,35,19,29,43,68,12,1,5,63,15,28,0,9
12/9/2017,29,,29,3,54,30,15,34,28,9,5,29,46,64,16,1,5,35,8,27,0,0
12/10/2017,29,,29,2,52,31,15,34,30,9,3,28,51,66,12,0,5,49,0,24,1,0
12/11/2017,27,,27,14,43,27,13,29,21,26,18,26,42,70,15,1,5,60,15,13,0,2
12/12/2017,26,,26,14,44,27,13,28,22,44,25,23,42,66,12,0,6,66,21,27,2,1
12/13/2017,26,,26,12,44,26,13,28,21,22,19,24,39,71,13,0,5,67,10,18,0,0
12/14/2017,27,,27,12,43,26,12,28,21,34,17,22,40,58,15,1,5,59,10,15,1,1
12/15/2017,26,,26,14,44,28,13,29,24,54,25,25,42,60,15,0,5,55,1,13,0,2
12/16/2017,29,,29,4,55,34,14,33,27,9,6,28,42,66,17,1,7,34,12,23,1,0
12/17/2017,30,,30,2,55,37,15,34,25,10,5,30,52,55,15,0,7,23,9,38,0,0
12/18/2017,28,,28,13,50,33,14,30,23,33,15,27,41,68,14,1,7,61,14,22,0,2
12/19/2017,28,,28,19,49,31,13,29,24,44,29,31,39,75,14,1,7,65,20,34,0,3
12/20/2017,28,,28,14,51,31,13,30,25,33,17,30,47,63,13,0,7,63,12,15,2,1
12/21/2017,31,,31,14,52,32,15,31,26,33,19,31,42,66,16,1,6,58,25,23,0,1
12/22/2017,30,,30,13,55,33,15,32,24,27,16,28,34,62,18,1,6,41,14,38,1,3
12/23/2017,32,,32,6,58,37,15,34,28,6,3,32,43,59,21,1,6,13,8,17,0,0
12/24/2017,33,,33,3,56,42,15,35,35,4,3,27,39,66,19,1,7,21,7,35,2,0
12/25/2017,43,,43,3,55,91,20,43,50,5,5,24,50,74,54,2,12,29,7,31,2,0
12/26/2017,39,,39,19,64,74,19,38,38,42,22,26,53,84,43,1,10,52,7,50,1,3
12/27/2017,34,,34,17,58,52,17,35,27,46,22,27,52,82,28,0,8,41,8,17,4,3
12/28/2017,33,,33,16,56,41,16,33,28,51,23,27,48,91,22,1,7,49,8,25,1,0
12/29/2017,36,,36,17,59,40,19,35,32,31,21,28,42,82,19,1,5,40,12,39,0,1
12/30/2017,32,,32,4,53,36,17,34,32,9,7,30,42,75,16,1,6,26,12,44,1,0
12/31/2017,29,,29,3,53,31,14,31,28,3,4,22,38,68,14,0,5,21,3,31,1,1
1/1/2018,28,,28,3,56,31,14,31,24,0,3,20,41,52,13,1,5,24,9,22,0,0
1/2/2018,30,,30,15,57,29,16,33,25,32,23,25,45,80,13,1,5,53,24,33,1,1
1/3/2018,29,,29,14,53,28,16,30,26,33,20,24,48,77,14,1,6,59,18,26,1,1
1/4/2018,28,,28,15,54,27,15,30,23,42,26,27,46,70,11,1,5,52,18,27,1,8
1/5/2018,28,,28,19,57,26,14,29,24,44,25,24,45,77,11,1,5,54,20,29,1,5
1/6/2018,29,,29,5,55,28,15,31,23,12,5,23,42,74,11,1,6,26,14,27,1,3
1/7/2018,28,,28,2,49,27,14,31,23,0,3,25,40,77,11,1,5,35,14,28,0,1
1/8/2018,26,,26,14,44,24,12,28,24,48,23,20,41,72,11,0,5,58,20,18,3,7
1/9/2018,26,,26,14,45,23,13,27,19,39,22,22,41,68,9,0,5,61,11,18,0,5
1/10/2018,25,,25,15,43,22,13,26,21,38,19,20,41,65,9,0,5,54,14,23,0,5
1/11/2018,25,,25,14,41,22,12,26,23,36,19,22,39,64,9,0,4,51,4,22,1,1
1/12/2018,25,,25,14,45,21,12,26,21,63,28,22,35,66,8,1,5,49,17,15,2,5
1/13/2018,27,,27,5,48,26,14,30,25,8,8,24,47,70,11,1,5,30,11,22,2,2
1/14/2018,26,,26,3,44,25,12,29,24,3,3,23,39,62,10,1,4,26,1,22,1,0
1/15/2018,25,,25,7,42,21,12,26,22,4,7,21,42,72,8,0,4,68,9,27,0,0
1/16/2018,24,,24,16,40,20,12,25,20,27,18,20,34,68,8,1,4,57,15,16,2,6
1/17/2018,23,,23,17,37,18,11,25,19,40,23,22,37,78,6,1,4,50,14,15,4,7
1/18/2018,25,,25,20,41,20,11,25,18,41,26,24,41,76,7,1,5,61,23,20,5,1
1/19/2018,24,,24,15,40,19,11,25,23,30,19,20,36,60,9,1,5,48,32,19,1,9
1/20/2018,25,,25,4,47,22,12,28,25,3,4,22,48,75,9,1,5,36,16,20,0,0
1/21/2018,26,,26,3,46,25,12,28,26,0,2,20,47,57,10,1,5,29,21,19,2,1
1/22/2018,25,,25,14,40,19,12,25,20,22,12,19,42,68,7,1,4,57,23,25,4,1
1/23/2018,25,,25,17,41,19,12,25,21,48,26,21,38,81,8,0,5,56,10,7,5,13
1/24/2018,24,,24,17,38,19,12,25,19,36,20,23,43,67,7,1,5,69,15,17,5,11
1/25/2018,23,,23,19,38,19,11,25,21,34,24,22,39,62,8,1,5,62,16,12,7,8
1/26/2018,25,,25,21,42,19,12,25,26,50,30,22,40,60,8,1,4,51,10,24,7,19
1/27/2018,25,,25,5,42,23,12,28,27,18,6,20,40,65,8,1,5,34,10,13,3,4
1/28/2018,25,,25,3,42,22,12,28,26,7,5,23,41,68,9,1,4,28,20,21,2,8
1/29/2018,24,,24,22,38,19,12,25,23,42,33,19,42,62,7,1,4,70,24,21,16,22
1/30/2018,23,,23,23,38,20,11,24,22,47,32,20,42,59,8,1,4,51,17,19,16,25
1/31/2018,23,,23,25,35,18,10,24,20,47,33,21,35,60,8,1,4,47,17,10,17,28
2/1/2018,23,,23,40,36,18,10,24,20,70,58,26,42,67,8,0,4,65,12,23,76,75
2/2/2018,25,,25,55,40,18,10,25,22,100,64,27,35,58,6,1,5,52,13,20,25,22
2/3/2018,25,,25,8,43,23,11,26,24,8,10,22,33,66,9,1,5,33,6,35,0,1
2/4/2018,25,,25,4,38,22,12,26,23,8,5,21,36,66,8,1,4,37,2,15,3,1
2/5/2018,23,,23,27,38,19,10,23,23,45,36,18,40,66,9,0,4,61,15,17,4,3
2/6/2018,24,,24,36,35,17,10,23,24,82,55,19,39,66,8,1,5,74,25,18,1,2
2/7/2018,23,,23,24,36,18,11,23,20,26,35,18,32,66,7,1,4,65,23,33,3,3
2/8/2018,23,,23,24,37,20,10,23,20,60,38,21,36,67,9,1,5,67,14,18,2,2
2/9/2018,24,,24,26,39,19,11,24,20,54,36,21,33,57,9,1,4,58,22,22,2,4
2/10/2018,25,,25,7,46,25,11,26,24,12,6,21,35,59,9,0,5,32,3,22,3,0
2/11/2018,26,,26,2,41,25,12,27,25,3,5,20,41,60,12,0,5,36,1,21,1,0
2/12/2018,23,,23,23,41,20,10,24,21,36,33,23,41,75,9,1,5,69,8,23,1,3
2/13/2018,23,,23,20,38,20,10,24,22,38,33,21,34,67,8,1,4,58,21,18,2,3
2/14/2018,22,,22,22,36,21,10,22,19,48,28,20,32,66,10,1,5,63,23,20,0,1
2/15/2018,23,,23,27,35,20,10,23,22,41,31,22,35,59,8,1,5,79,6,18,4,2
2/16/2018,23,,23,22,39,20,10,24,22,31,32,23,29,64,9,0,4,56,7,11,1,2
2/17/2018,25,,25,4,42,22,12,28,22,8,6,22,35,70,8,1,5,32,7,36,0,0
2/18/2018,25,,25,3,41,24,11,27,24,7,3,22,34,55,10,1,4,34,10,20,0,2
2/19/2018,24,,24,9,40,20,10,25,23,14,10,21,41,67,8,1,4,58,14,26,0,0
2/20/2018,23,,23,17,36,20,10,24,20,30,27,23,34,75,9,0,4,45,7,23,0,1
2/21/2018,22,,22,15,34,19,10,24,18,42,19,19,33,64,8,1,5,58,14,16,1,2
2/22/2018,23,,23,16,36,19,10,24,22,52,23,22,34,63,7,0,5,55,11,15,1,1
2/23/2018,23,,23,16,35,21,10,24,21,30,22,20,36,68,9,1,5,61,13,11,1,3
2/24/2018,24,,24,3,43,23,11,26,28,6,3,22,39,60,9,1,4,38,11,18,0,0
2/25/2018,24,,24,3,39,24,11,27,22,11,5,18,42,58,9,1,4,37,8,38,0,0
2/26/2018,24,,24,16,34,19,11,24,26,34,26,16,39,66,8,1,4,81,14,24,1,0
2/27/2018,23,,23,18,38,18,11,23,23,29,28,23,40,62,10,1,4,82,19,18,0,0
2/28/2018,22,,22,15,38,18,10,23,21,46,21,21,36,59,9,0,5,80,17,16,1,2
3/1/2018,22,,22,16,36,17,9,23,23,36,20,23,39,73,7,0,4,69,17,18,1,2
3/2/2018,22,,22,16,38,19,10,24,25,18,19,20,29,59,9,1,4,53,15,3,0,0
3/3/2018,24,,24,4,40,22,12,25,25,14,8,23,38,68,10,1,5,35,11,27,1,0
3/4/2018,23,,23,3,41,21,10,26,24,8,3,21,43,68,10,2,5,32,13,29,0,0
3/5/2018,22,,22,16,38,18,9,23,21,21,19,19,37,79,8,1,5,60,7,15,1,0
3/6/2018,22,,22,15,37,18,9,22,22,27,21,20,31,67,8,1,4,71,10,26,0,0
3/7/2018,22,,22,15,36,18,9,22,25,50,20,20,33,68,7,0,5,45,14,10,1,2
3/8/2018,22,,22,16,37,17,9,23,24,25,20,21,37,63,8,1,5,56,12,19,0,2
3/9/2018,22,,22,14,36,19,9,23,24,33,28,21,31,66,7,1,5,47,18,17,1,0
3/10/2018,23,,23,4,40,22,11,26,28,3,6,23,34,70,9,1,4,36,8,21,0,0
3/11/2018,24,,24,3,38,20,12,26,24,11,2,21,42,53,9,1,5,46,14,15,0,0
3/12/2018,22,,22,16,36,19,9,23,24,43,19,17,38,66,10,1,4,57,22,18,2,0
3/13/2018,22,,22,16,36,18,10,22,24,36,24,20,40,52,8,1,4,80,14,26,1,2
3/14/2018,21,,21,13,34,17,9,22,22,27,21,22,40,48,7,1,4,71,12,2,0,0
3/15/2018,21,,21,14,35,15,9,22,22,22,14,22,31,67,7,0,4,59,22,16,1,0
3/16/2018,21,,21,15,33,17,10,23,24,46,23,18,31,51,8,1,4,59,13,14,0,4
3/17/2018,22,,22,4,42,21,10,26,22,6,3,22,33,61,8,1,4,32,3,21,0,0
3/18/2018,22,,22,3,36,19,10,25,24,3,4,23,35,51,9,1,4,28,8,17,1,0
3/19/2018,21,,21,15,39,18,10,24,23,39,21,20,37,69,5,1,5,65,27,13,0,0
3/20/2018,21,,21,16,33,17,10,23,18,36,27,22,37,78,7,1,4,65,17,13,1,0
3/21/2018,22,,22,12,32,16,10,23,23,41,20,21,36,65,8,0,5,83,14,21,3,0
3/22/2018,22,,22,16,35,17,9,22,18,37,23,24,35,50,9,1,5,78,22,27,0,6
3/23/2018,21,,21,18,36,16,9,22,20,46,23,23,30,69,6,1,5,40,10,8,0,0
3/24/2018,23,,23,5,42,19,10,26,27,0,6,22,34,69,9,1,5,28,6,12,0,2
3/25/2018,23,,23,4,39,20,10,26,28,3,5,23,36,55,8,1,5,27,3,30,0,2
3/26/2018,22,,22,18,38,17,10,23,22,37,20,24,41,58,8,1,4,77,15,13,1,2
3/27/2018,27,,27,17,49,18,11,23,23,52,30,23,36,70,6,2,4,65,12,27,2,2
3/28/2018,26,,26,18,40,19,11,24,23,41,32,22,40,68,8,2,5,67,20,19,2,4
3/29/2018,23,,23,18,36,18,10,23,23,34,28,25,41,65,8,1,4,63,21,20,0,0
3/30/2018,25,,25,7,44,19,10,25,29,11,7,27,40,71,8,2,5,33,14,24,0,0
3/31/2018,24,,24,4,40,21,10,25,27,9,3,25,39,59,8,1,5,30,6,25,0,0
4/1/2018,24,,24,3,39,19,10,25,26,0,3,20,41,48,6,2,5,34,9,19,1,0
4/2/2018,23,,23,18,41,19,11,24,23,31,28,26,42,74,9,1,4,57,18,12,0,0
4/3/2018,23,,23,17,36,18,11,22,24,41,25,21,33,84,7,1,4,62,12,21,2,2
4/4/2018,22,,22,14,37,18,9,22,24,27,27,31,34,69,7,1,4,81,29,26,1,0
4/5/2018,21,,21,14,36,18,8,22,24,45,20,28,34,54,9,1,4,75,17,22,0,2
4/6/2018,22,,22,14,37,16,9,22,22,39,23,26,40,68,8,1,5,60,8,28,0,0
4/7/2018,23,,23,4,43,20,10,26,26,9,4,26,29,60,7,1,5,32,11,12,3,0
4/8/2018,24,,24,2,36,22,10,24,23,0,1,26,32,52,8,1,5,35,11,42,0,0
4/9/2018,23,,23,13,40,21,9,22,25,32,20,22,34,74,8,2,5,57,19,10,0,0
4/10/2018,23,,23,14,33,18,10,22,19,22,17,20,35,64,8,1,4,60,10,24,2,0
4/11/2018,22,,22,15,35,18,9,22,23,22,21,26,35,64,7,1,4,67,15,3,2,4
4/12/2018,22,,22,12,33,18,10,21,24,27,23,26,33,64,8,2,5,70,25,30,0,2
4/13/2018,22,,22,13,36,16,10,22,28,28,20,22,29,67,7,1,5,57,23,17,0,4
4/14/2018,22,,22,5,37,21,10,24,25,11,1,25,34,56,9,1,5,32,17,22,2,0
4/15/2018,22,,22,2,38,21,11,25,22,0,3,25,36,59,9,1,4,40,14,45,1,0
4/16/2018,22,,22,12,36,19,9,23,22,24,13,21,38,54,8,2,5,85,7,23,3,2
4/17/2018,21,,21,16,36,18,9,22,23,26,20,25,30,67,7,1,5,70,14,21,1,4
4/18/2018,21,,21,16,35,18,9,21,22,27,18,23,30,72,8,1,5,83,30,32,6,6
4/19/2018,21,,21,16,33,16,9,21,19,17,24,24,28,74,7,1,5,74,22,27,5,2
4/20/2018,21,,21,21,38,16,9,21,24,36,28,21,30,71,7,1,5,93,46,19,8,8
4/21/2018,22,,22,7,36,19,10,24,28,14,8,18,36,66,5,1,5,39,20,28,3,0
4/22/2018,22,,22,4,36,21,11,24,26,3,3,22,42,47,10,2,5,28,14,34,1,0
4/23/2018,22,,22,17,36,17,10,21,21,24,24,16,31,76,8,2,5,67,36,13,4,18
4/24/2018,22,,22,16,36,20,10,21,20,24,24,19,35,67,8,2,5,87,33,8,6,6
4/25/2018,22,,22,17,32,18,9,21,20,24,26,22,35,59,8,1,5,66,29,10,5,8
4/26/2018,20,,20,15,32,18,9,21,23,49,26,26,28,76,8,2,4,61,17,19,8,19
4/27/2018,21,,21,18,32,17,9,21,26,31,29,22,36,59,9,1,5,55,31,20,7,22
4/28/2018,22,,22,5,36,21,9,24,25,17,5,26,38,74,8,2,4,32,17,9,4,4
4/29/2018,22,,22,3,36,20,11,25,27,0,1,21,29,53,8,2,5,36,11,25,4,2
4/30/2018,23,,23,17,39,20,10,22,25,38,30,23,38,58,8,2,5,60,8,19,22,27
5/1/2018,24,,24,60,37,21,10,23,24,50,70,21,37,81,8,1,5,66,23,28,92,54
5/2/2018,23,,23,50,36,20,9,22,21,51,56,20,32,81,10,2,5,58,17,13,20,13
5/3/2018,21,,21,24,32,21,9,22,24,48,32,24,30,52,10,2,5,68,27,15,6,6
5/4/2018,22,,22,32,34,21,9,22,24,54,39,21,26,69,9,2,5,69,34,23,4,12
5/5/2018,23,,23,9,36,24,10,24,27,19,12,21,30,65,10,2,5,46,7,29,2,1
5/6/2018,23,,23,6,36,24,10,24,23,4,4,18,29,58,11,2,5,45,8,26,1,0
5/7/2018,22,,22,25,34,21,9,22,22,36,28,21,33,72,9,2,5,77,22,34,4,1
5/8/2018,21,,21,23,34,22,9,22,23,38,32,21,27,56,9,1,5,68,8,24,0,3
5/9/2018,22,,22,18,34,23,9,21,24,43,20,22,38,67,10,2,4,79,21,26,2,3
5/10/2018,22,,22,22,34,23,9,22,21,58,32,22,34,66,11,2,5,66,15,31,3,7
5/11/2018,21,,21,18,32,24,9,22,24,56,29,21,40,62,12,2,5,57,25,40,0,3
5/12/2018,22,,22,5,37,27,9,24,25,5,5,19,35,60,13,2,5,33,17,33,0,1
5/13/2018,23,,23,4,37,30,9,25,26,0,4,20,34,52,15,2,5,37,26,43,0,1
5/14/2018,22,,22,16,37,24,10,22,24,40,22,20,36,69,13,2,5,61,27,21,2,2
5/15/2018,22,,22,20,32,22,10,22,24,40,23,20,33,74,9,2,5,67,13,13,0,3
5/16/2018,21,,21,16,32,20,8,22,25,24,20,20,35,57,8,2,5,59,22,18,2,0
5/17/2018,21,,21,16,36,21,9,21,24,38,20,36,32,71,11,1,5,64,15,20,0,0
5/18/2018,21,,21,13,34,19,9,22,22,32,21,27,33,68,8,2,5,63,15,31,0,0
5/19/2018,21,,21,4,36,22,9,23,28,4,4,25,32,55,11,1,5,37,8,18,0,0
5/20/2018,22,,22,3,34,22,10,25,25,5,2,24,30,63,12,2,5,32,17,19,0,0
5/21/2018,21,,21,14,34,21,9,22,24,19,17,19,37,61,10,2,5,62,13,34,0,1
5/22/2018,21,,21,13,33,20,9,21,23,45,20,20,36,62,10,2,5,71,12,8,0,0
5/23/2018,20,,20,14,34,20,9,21,22,32,17,20,35,63,9,2,5,55,33,18,1,0
5/24/2018,21,,21,15,32,20,9,22,25,14,20,22,30,72,10,2,5,74,18,27,1,0
5/25/2018,22,,22,12,35,21,9,22,24,26,17,25,33,70,9,2,5,51,24,26,0,0
5/26/2018,22,,22,3,38,22,10,24,25,4,3,22,36,64,11,2,5,33,5,27,0,1
5/27/2018,22,,22,3,36,23,10,24,25,4,2,20,34,51,10,2,5,41,12,23,0,0
5/28/2018,22,,22,3,35,20,10,22,21,2,2,19,35,59,9,2,5,55,8,28,0,0
5/29/2018,21,,21,14,34,21,10,22,23,49,18,23,30,68,9,1,5,59,8,38,1,2
5/30/2018,21,,21,12,36,22,10,22,24,30,16,22,33,72,10,1,5,66,28,24,1,0
5/31/2018,22,,22,14,36,21,9,22,24,25,20,21,36,61,9,1,5,70,19,21,2,0
6/1/2018,22,,22,15,34,20,9,22,30,24,19,19,28,71,10,2,5,63,19,27,1,0
6/2/2018,24,,24,5,40,24,10,25,29,2,7,23,35,62,10,3,5,29,5,31,0,0
6/3/2018,23,,23,4,36,23,10,26,26,0,2,21,39,62,10,3,5,38,4,27,0,2
6/4/2018,29,,29,17,36,23,11,24,23,22,20,23,46,66,11,2,5,69,19,22,1,1
6/5/2018,26,,26,20,34,24,11,23,24,52,25,23,44,72,9,3,5,82,22,24,0,1
6/6/2018,23,,23,17,38,22,10,23,22,22,24,21,34,71,8,3,6,66,16,28,1,1
6/7/2018,23,,23,13,36,23,10,22,24,29,19,23,36,67,12,3,5,60,7,22,1,0
6/8/2018,22,,22,16,33,21,10,22,31,41,22,24,35,66,9,1,5,58,25,27,0,2
6/9/2018,23,,23,4,40,25,10,24,28,7,6,22,40,62,11,2,5,41,7,11,1,0
6/10/2018,24,,24,3,37,25,11,26,27,7,4,25,38,63,9,2,6,38,10,18,0,0
6/11/2018,22,,22,13,38,23,10,23,24,24,16,20,30,70,11,3,6,51,15,30,0,0
6/12/2018,22,,22,12,36,21,10,22,24,14,17,20,33,68,11,2,5,66,16,30,0,1
6/13/2018,22,,22,13,37,22,9,22,24,40,16,21,37,68,11,2,5,54,15,11,0,3
6/14/2018,21,,21,13,37,19,9,22,24,34,23,25,34,74,10,2,5,64,22,19,1,4
6/15/2018,22,,22,12,37,21,10,22,32,20,13,23,34,63,10,3,5,53,20,24,0,1
6/16/2018,22,,22,3,39,25,10,25,30,4,4,22,35,66,13,1,6,29,7,38,0,0
6/17/2018,22,,22,2,36,24,10,25,29,4,3,22,36,57,11,3,6,23,10,35,0,0
6/18/2018,21,,21,10,35,22,9,23,28,14,15,23,36,63,9,1,5,47,14,45,1,2
6/19/2018,21,,21,15,35,21,9,22,24,48,22,35,33,79,10,2,5,59,13,19,2,0
6/20/2018,22,,22,14,36,21,9,22,26,28,19,30,32,62,9,2,5,76,15,19,1,4
6/21/2018,21,,21,12,34,20,9,21,22,18,18,28,30,63,9,2,5,55,12,27,2,0
6/22/2018,21,,21,10,36,20,9,22,25,21,14,26,35,71,9,2,5,52,18,33,0,2
6/23/2018,21,,21,4,38,21,10,24,27,13,5,27,35,67,9,2,6,41,8,23,0,0
6/24/2018,21,,21,3,34,22,10,24,23,5,1,23,37,60,12,3,6,32,9,46,2,0
6/25/2018,21,,21,14,35,20,10,22,23,38,20,20,37,72,9,2,6,63,22,24,3,3
6/26/2018,22,,22,13,34,20,9,22,24,42,19,24,35,74,10,3,6,58,21,24,0,0
6/27/2018,22,,22,10,35,18,9,21,23,30,13,21,31,61,9,2,6,57,22,24,0,0
