date,technology,overlap,information,computers and information technology,computer,engineering,communication,science,"information technology act, 2000",Management,Course
2017-01-17,74.0,1.0,90.0,0.0,78.0,58.0,87.0,37.0,0.0,87.0,47.0
2017-01-18,81.0,1.0,84.0,0.0,81.0,56.0,81.0,45.0,0.0,88.0,52.0
2017-01-19,71.0,1.0,79.0,0.0,71.0,47.0,76.0,41.0,0.0,87.0,43.0
2017-01-20,77.0,1.0,70.0,0.0,72.0,53.0,74.0,40.0,0.0,77.0,45.0
2017-01-21,57.0,1.0,59.0,0.0,69.0,45.0,61.0,40.0,0.0,59.0,42.0
2017-01-22,51.0,1.0,71.0,0.0,64.0,42.0,59.0,42.0,0.0,57.0,41.0
2017-01-23,72.0,1.0,81.0,0.0,79.0,58.0,70.0,41.0,0.0,78.0,50.0
2017-01-24,72.0,1.0,80.0,0.0,78.0,50.0,75.0,46.0,0.0,83.0,54.0
2017-01-25,64.0,1.0,61.0,0.0,68.0,45.0,65.0,32.0,0.0,71.0,50.0
2017-01-26,51.0,1.0,64.0,0.0,64.0,42.0,46.0,34.0,0.0,52.0,45.0
2017-01-27,74.0,1.0,73.0,0.0,79.0,51.0,67.0,41.0,0.0,73.0,49.0
2017-01-28,55.0,1.0,64.0,0.0,72.0,44.0,57.0,40.0,0.0,65.0,48.0
2017-01-29,47.0,1.0,69.0,0.0,69.0,42.0,68.0,40.0,0.0,63.0,44.0
2017-01-30,76.0,1.0,75.0,0.0,80.0,55.0,76.0,42.0,0.0,87.0,50.0
2017-01-31,68.0,1.0,73.0,0.0,71.0,61.0,75.0,43.0,0.0,80.0,46.0
2017-02-01,73.0,1.0,79.0,0.0,78.0,50.0,72.0,42.0,0.0,83.0,48.0
2017-02-02,74.0,1.0,80.0,0.0,83.0,59.0,81.0,44.0,0.0,83.0,51.0
2017-02-03,65.0,1.0,73.0,0.0,68.0,51.0,71.0,42.0,0.0,75.0,45.0
2017-02-04,57.0,1.0,61.0,52.0,72.0,57.0,55.0,37.0,0.0,60.0,49.0
2017-02-05,53.0,1.0,78.0,0.0,71.0,53.0,77.0,44.0,0.0,56.0,47.0
2017-02-06,72.0,1.0,81.0,0.0,77.0,53.0,75.0,41.0,0.0,88.0,55.0
2017-02-07,72.0,1.0,83.0,0.0,85.0,57.0,68.0,43.0,0.0,85.0,50.0
2017-02-08,76.0,1.0,78.0,0.0,81.0,54.0,62.0,47.0,0.0,83.0,47.0
2017-02-09,71.0,1.0,78.0,0.0,76.0,53.0,86.0,42.0,0.0,79.0,49.0
2017-02-10,60.0,1.0,67.0,44.0,73.0,47.0,71.0,41.0,0.0,76.0,45.0
2017-02-11,54.0,1.0,64.0,0.0,68.0,48.0,59.0,41.0,0.0,57.0,45.0
2017-02-12,50.0,1.0,73.0,0.0,71.0,43.0,64.0,43.0,0.0,54.0,43.0
2017-02-13,67.0,1.0,72.0,0.0,72.0,51.0,87.0,42.0,0.0,82.0,49.0
2017-02-14,66.0,1.0,79.0,0.0,78.0,51.0,76.0,44.0,0.0,86.0,44.0
2017-02-15,76.0,1.0,78.0,0.0,75.0,52.0,78.0,45.0,0.0,85.0,51.0
2017-02-16,82.0,1.0,77.0,0.0,83.0,54.0,78.0,48.0,0.0,83.0,51.0
2017-02-17,75.0,1.0,78.0,0.0,79.0,59.0,73.0,48.0,0.0,76.0,49.0
2017-02-18,56.0,1.0,64.0,0.0,74.0,49.0,57.0,44.0,0.0,63.0,52.0
2017-02-19,55.0,1.0,73.0,0.0,63.0,47.0,54.0,45.0,0.0,56.0,46.0
2017-02-20,71.0,1.0,79.0,0.0,75.0,57.0,83.0,42.0,0.0,86.0,58.0
2017-02-21,81.0,1.0,80.0,0.0,84.0,54.0,81.0,48.0,0.0,83.0,52.0
2017-02-22,76.0,1.0,82.0,0.0,84.0,59.0,88.0,53.0,0.0,85.0,53.0
2017-02-23,68.0,1.0,69.0,0.0,72.0,48.0,68.0,47.0,0.0,78.0,45.0
2017-02-24,60.0,1.0,70.0,0.0,74.0,49.0,51.0,45.0,0.0,71.0,46.0
2017-02-25,57.0,1.0,65.0,0.0,72.0,48.0,43.0,44.0,0.0,61.0,50.0
2017-02-26,64.0,1.0,72.0,0.0,75.0,47.0,48.0,54.0,0.0,65.0,52.0
2017-02-27,80.0,1.0,83.0,0.0,85.0,57.0,82.0,60.0,0.0,100.0,60.0
2017-02-28,86.0,1.0,73.0,51.0,82.0,57.0,79.0,58.0,0.0,89.0,65.0
2017-03-01,74.0,1.0,83.0,0.0,84.0,55.0,86.0,50.0,0.0,87.0,59.0
2017-03-02,70.0,1.0,82.0,0.0,81.0,54.0,79.0,49.0,0.0,92.0,57.0
2017-03-03,71.0,1.0,69.0,0.0,80.0,51.0,67.0,48.0,71.0,91.0,56.0
2017-03-04,58.0,1.0,54.0,0.0,71.0,47.0,57.0,43.0,0.0,63.0,50.0
2017-03-05,52.0,1.0,72.0,0.0,67.0,48.0,55.0,47.0,0.0,59.0,45.0
2017-03-06,67.0,1.0,71.0,44.0,75.0,55.0,79.0,46.0,0.0,85.0,58.0
2017-03-07,75.0,1.0,78.0,0.0,85.0,51.0,83.0,47.0,0.0,89.0,55.0
2017-03-08,70.0,1.0,68.0,0.0,83.0,49.0,68.0,47.0,0.0,90.0,54.0
2017-03-09,69.0,1.0,77.0,44.0,80.0,49.0,68.0,42.0,0.0,82.0,58.0
2017-03-10,71.0,1.0,66.0,0.0,72.0,46.0,65.0,45.0,0.0,82.0,47.0
2017-03-11,41.0,1.0,46.0,0.0,59.0,38.0,46.0,38.0,0.0,51.0,45.0
2017-03-12,51.0,1.0,47.0,0.0,54.0,38.0,50.0,39.0,0.0,54.0,41.0
2017-03-13,61.0,1.0,63.0,0.0,69.0,46.0,60.0,45.0,0.0,76.0,55.0
2017-03-14,79.0,1.0,74.0,51.0,74.0,57.0,73.0,50.0,0.0,78.0,53.0
2017-03-15,72.0,1.0,75.0,49.0,76.0,57.0,68.0,51.0,0.0,94.0,65.0
2017-03-16,69.0,1.0,67.0,0.0,78.0,52.0,70.0,52.0,0.0,89.0,62.0
2017-03-17,76.0,1.0,61.0,0.0,80.0,53.0,66.0,52.0,0.0,76.0,56.0
2017-03-18,60.0,1.0,53.0,0.0,73.0,45.0,48.0,42.0,0.0,65.0,57.0
2017-03-19,52.0,1.0,63.0,0.0,65.0,46.0,48.0,51.0,0.0,68.0,53.0
2017-03-20,77.0,1.0,66.0,0.0,78.0,55.0,69.0,58.0,0.0,85.0,67.0
2017-03-21,81.0,1.0,70.0,0.0,81.0,57.0,66.0,56.0,0.0,95.0,62.0
2017-03-22,76.0,1.0,63.0,0.0,75.0,53.0,78.0,52.0,0.0,93.0,57.0
2017-03-23,70.0,,63.0,0.0,75.0,55.0,68.0,44.0,0.0,84.0,60.0
2017-03-24,70.0,,59.0,0.0,79.0,53.0,58.0,42.0,0.0,82.0,53.0
2017-03-25,65.0,,50.0,0.0,80.0,44.0,66.0,41.0,70.0,66.0,49.0
2017-03-26,50.0,,52.0,0.0,78.0,53.0,60.0,41.0,0.0,64.0,60.0
2017-03-27,70.0,,57.0,0.0,80.0,59.0,61.0,45.0,0.0,98.0,64.0
2017-03-28,69.0,,55.0,0.0,77.0,51.0,57.0,36.0,0.0,74.0,55.0
2017-03-29,64.0,,55.0,0.0,74.0,53.0,61.0,36.0,0.0,84.0,55.0
2017-03-30,76.0,,60.0,0.0,82.0,58.0,80.0,36.0,0.0,86.0,67.0
2017-03-31,68.0,,57.0,0.0,69.0,45.0,51.0,36.0,0.0,79.0,54.0
2017-04-01,52.0,,51.0,0.0,69.0,48.0,45.0,30.0,0.0,61.0,57.0
2017-04-02,49.0,,47.0,0.0,66.0,50.0,55.0,37.0,0.0,69.0,61.0
2017-04-03,77.0,,58.0,0.0,80.0,65.0,68.0,41.0,0.0,92.0,64.0
2017-04-04,79.0,,60.0,0.0,79.0,66.0,64.0,41.0,0.0,80.0,66.0
2017-04-05,80.0,,61.0,0.0,75.0,56.0,69.0,46.0,0.0,85.0,58.0
2017-04-06,70.0,,54.0,0.0,90.0,62.0,71.0,43.0,67.0,79.0,68.0
2017-04-07,68.0,,58.0,99.0,82.0,56.0,70.0,43.0,0.0,85.0,59.0
2017-04-08,60.0,,47.0,0.0,72.0,52.0,48.0,36.0,0.0,66.0,57.0
2017-04-09,48.0,,47.0,0.0,67.0,52.0,47.0,37.0,77.0,68.0,52.0
2017-04-10,76.0,,59.0,0.0,82.0,57.0,59.0,41.0,0.0,92.0,61.0
2017-04-11,80.0,,63.0,0.0,82.0,52.0,74.0,40.0,0.0,94.0,59.0
2017-04-12,72.0,,52.0,0.0,72.0,60.0,70.0,43.0,0.0,73.0,63.0
2017-04-13,64.0,,54.0,97.0,65.0,52.0,68.0,34.0,0.0,71.0,60.0
2017-04-14,56.0,,47.0,0.0,68.0,46.0,57.0,34.0,0.0,63.0,57.0
2017-04-15,52.0,,52.0,0.0,70.0,52.0,59.0,35.0,0.0,53.0,54.0
2017-04-16,51.0,,41.0,0.0,67.0,48.0,63.0,35.0,0.0,56.0,51.0
2017-04-17,73.0,,50.0,100.0,84.0,60.0,77.0,45.0,0.0,93.0,62.0
2017-04-18,74.0,,57.0,0.0,86.0,56.0,66.0,40.0,0.0,92.0,57.0
2017-04-19,66.0,,52.0,0.0,73.0,61.0,77.0,44.0,0.0,97.0,64.0
2017-04-20,68.0,,52.0,0.0,85.0,54.0,65.0,40.0,0.0,87.0,67.0
2017-04-21,75.0,,51.0,0.0,82.0,62.0,62.0,39.0,0.0,86.0,64.0
2017-04-22,65.0,,52.0,0.0,69.0,53.0,55.0,36.0,0.0,65.0,56.0
2017-04-23,53.0,,47.0,0.0,71.0,48.0,54.0,44.0,0.0,79.0,61.0
2017-04-24,76.0,,48.0,0.0,77.0,63.0,71.0,37.0,0.0,79.0,62.0
2017-04-25,76.0,,55.0,0.0,76.0,54.0,63.0,43.0,0.0,91.0,60.0
2017-04-26,68.0,,51.0,0.0,80.0,53.0,69.0,40.0,0.0,84.0,61.0
2017-04-27,74.0,,59.0,0.0,78.0,60.0,72.0,41.0,0.0,83.0,61.0
2017-04-28,79.0,,63.0,0.0,69.0,65.0,60.0,34.0,0.0,78.0,54.0
2017-04-29,61.0,,46.0,0.0,66.0,55.0,44.0,33.0,0.0,65.0,69.0
2017-04-30,46.0,,48.0,0.0,64.0,51.0,63.0,38.0,0.0,61.0,57.0
2017-05-01,62.0,,50.0,0.0,73.0,61.0,76.0,38.0,0.0,65.0,62.0
2017-05-02,79.0,,51.0,0.0,90.0,66.0,68.0,41.0,0.0,90.0,68.0
2017-05-03,69.0,,51.0,0.0,77.0,63.0,76.0,39.0,0.0,95.0,63.0
2017-05-04,69.0,,52.0,0.0,80.0,64.0,61.0,43.0,0.0,89.0,63.0
2017-05-05,62.0,,52.0,0.0,85.0,70.0,71.0,42.0,0.0,82.0,66.0
2017-05-06,57.0,,56.0,0.0,65.0,65.0,56.0,38.0,0.0,67.0,51.0
2017-05-07,56.0,,46.0,0.0,68.0,53.0,54.0,35.0,0.0,63.0,56.0
2017-05-08,73.0,,51.0,0.0,73.0,60.0,78.0,46.0,0.0,85.0,67.0
2017-05-09,82.0,,60.0,0.0,84.0,64.0,57.0,41.0,0.0,89.0,67.0
2017-05-10,73.0,,54.0,0.0,83.0,67.0,73.0,44.0,0.0,76.0,66.0
2017-05-11,87.0,,52.0,0.0,85.0,69.0,56.0,59.0,0.0,83.0,69.0
2017-05-12,80.0,,48.0,0.0,70.0,86.0,65.0,54.0,0.0,83.0,81.0
2017-05-13,69.0,,45.0,0.0,73.0,83.0,58.0,52.0,0.0,61.0,72.0
2017-05-14,55.0,,45.0,0.0,77.0,67.0,67.0,46.0,0.0,61.0,58.0
2017-05-15,88.0,,54.0,0.0,86.0,87.0,59.0,97.0,0.0,87.0,76.0
2017-05-16,93.0,,63.0,0.0,85.0,77.0,78.0,55.0,0.0,84.0,81.0
2017-05-17,79.0,,60.0,0.0,83.0,78.0,77.0,51.0,0.0,82.0,73.0
2017-05-18,69.0,,62.0,0.0,93.0,78.0,78.0,46.0,0.0,89.0,77.0
2017-05-19,79.0,,50.0,0.0,81.0,64.0,63.0,43.0,0.0,72.0,73.0
2017-05-20,62.0,,49.0,0.0,71.0,67.0,62.0,40.0,72.0,64.0,67.0
2017-05-21,58.0,,50.0,0.0,74.0,59.0,51.0,45.0,0.0,63.0,68.0
2017-05-22,85.0,,69.0,0.0,84.0,74.0,65.0,46.0,0.0,84.0,82.0
2017-05-23,79.0,,59.0,0.0,87.0,83.0,65.0,51.0,0.0,89.0,78.0
2017-05-24,82.0,,52.0,97.0,86.0,81.0,59.0,49.0,0.0,93.0,78.0
2017-05-25,73.0,,60.0,0.0,84.0,73.0,66.0,52.0,0.0,84.0,78.0
2017-05-26,74.0,,52.0,0.0,85.0,75.0,68.0,43.0,0.0,77.0,69.0
2017-05-27,61.0,,46.0,0.0,69.0,65.0,51.0,48.0,0.0,63.0,67.0
2017-05-28,67.0,,50.0,0.0,67.0,70.0,50.0,60.0,0.0,60.0,77.0
2017-05-29,85.0,,65.0,0.0,88.0,79.0,70.0,55.0,67.0,91.0,87.0
2017-05-30,79.0,1.0,57.0,0.0,80.0,93.0,60.0,96.0,0.0,88.0,92.0
2017-05-31,92.0,1.0,59.0,0.0,77.0,88.0,70.0,61.0,0.0,87.0,99.0
2017-06-01,80.0,1.0,63.0,0.0,82.0,76.0,60.0,53.0,0.0,91.0,99.0
2017-06-02,82.0,1.0,54.0,0.0,86.0,82.0,60.0,51.0,0.0,83.0,93.0
2017-06-03,69.0,1.0,59.0,0.0,80.0,75.0,53.0,43.0,0.0,68.0,70.0
2017-06-04,56.0,1.0,50.0,0.0,65.0,68.0,39.0,43.0,0.0,57.0,68.0
2017-06-05,91.0,1.0,63.0,0.0,77.0,96.0,67.0,51.0,0.0,91.0,88.0
2017-06-06,93.0,1.0,68.0,0.0,86.0,96.0,66.0,53.0,0.0,90.0,85.0
2017-06-07,89.0,1.0,65.0,0.0,86.0,84.0,64.0,51.0,0.0,87.0,88.0
2017-06-08,79.0,1.0,57.0,0.0,82.0,78.0,63.0,48.0,0.0,77.0,80.0
2017-06-09,83.0,1.0,61.0,0.0,75.0,78.0,57.0,45.0,0.0,72.0,69.0
2017-06-10,70.0,1.0,53.0,0.0,78.0,75.0,48.0,46.0,0.0,63.0,79.0
2017-06-11,60.0,1.0,57.0,0.0,74.0,78.0,49.0,42.0,0.0,65.0,71.0
2017-06-12,89.0,1.0,65.0,0.0,84.0,91.0,76.0,47.0,0.0,86.0,87.0
2017-06-13,93.0,1.0,65.0,44.0,84.0,92.0,62.0,55.0,0.0,89.0,92.0
2017-06-14,86.0,1.0,66.0,0.0,81.0,92.0,57.0,58.0,0.0,85.0,78.0
2017-06-15,79.0,1.0,60.0,0.0,77.0,84.0,53.0,50.0,0.0,77.0,74.0
2017-06-16,93.0,1.0,65.0,0.0,79.0,88.0,60.0,51.0,0.0,80.0,86.0
2017-06-17,79.0,1.0,53.0,0.0,75.0,86.0,51.0,43.0,0.0,70.0,78.0
2017-06-18,63.0,1.0,59.0,0.0,64.0,61.0,38.0,38.0,0.0,52.0,57.0
2017-06-19,96.0,1.0,67.0,0.0,88.0,88.0,58.0,52.0,0.0,95.0,78.0
2017-06-20,91.0,1.0,74.0,0.0,92.0,100.0,63.0,53.0,0.0,87.0,86.0
2017-06-21,90.0,1.0,77.0,0.0,89.0,92.0,64.0,54.0,0.0,92.0,88.0
2017-06-22,85.0,1.0,76.0,0.0,88.0,92.0,64.0,55.0,0.0,84.0,74.0
2017-06-23,100.0,1.0,69.0,0.0,84.0,94.0,60.0,51.0,0.0,82.0,84.0
2017-06-24,81.0,1.0,57.0,0.0,81.0,89.0,56.0,48.0,0.0,59.0,72.0
2017-06-25,63.0,1.0,60.0,0.0,69.0,80.0,38.0,42.0,0.0,50.0,63.0
2017-06-26,75.0,1.0,75.0,0.0,81.0,72.0,46.0,49.0,0.0,72.0,73.0
2017-06-27,85.0,1.0,71.0,0.0,87.0,81.0,51.0,46.0,0.0,84.0,70.0
2017-06-28,94.0,1.0,81.0,0.0,80.0,92.0,56.0,48.0,0.0,82.0,70.0
2017-06-29,91.0,1.0,68.0,0.0,91.0,97.0,57.0,48.0,0.0,84.0,80.0
2017-06-30,84.0,1.0,69.0,0.0,83.0,80.0,48.0,48.0,0.0,80.0,70.0
2017-07-01,67.0,1.0,66.0,0.0,82.0,70.0,53.0,44.0,0.0,59.0,72.0
2017-07-02,61.0,1.0,88.0,0.0,87.0,72.0,40.0,51.0,0.0,60.0,68.0
2017-07-03,88.0,1.0,72.0,0.0,95.0,77.0,61.0,51.0,0.0,78.0,80.0
2017-07-04,87.0,1.0,72.0,0.0,87.0,84.0,62.0,54.0,0.0,85.0,83.0
2017-07-05,82.0,1.0,69.0,0.0,88.0,82.0,61.0,54.0,0.0,81.0,82.0
2017-07-06,95.0,1.0,75.0,0.0,95.0,82.0,50.0,52.0,0.0,76.0,79.0
2017-07-07,85.0,1.0,65.0,0.0,81.0,75.0,51.0,45.0,0.0,76.0,69.0
2017-07-08,64.0,1.0,63.0,0.0,86.0,68.0,45.0,47.0,0.0,63.0,70.0
2017-07-09,60.0,1.0,70.0,0.0,75.0,59.0,40.0,46.0,0.0,59.0,60.0
2017-07-10,93.0,1.0,77.0,0.0,81.0,68.0,58.0,48.0,0.0,79.0,74.0
2017-07-11,93.0,1.0,73.0,0.0,83.0,92.0,62.0,49.0,0.0,75.0,74.0
2017-07-12,90.0,1.0,80.0,0.0,87.0,86.0,59.0,52.0,0.0,81.0,77.0
2017-07-13,92.0,1.0,70.0,0.0,94.0,83.0,65.0,53.0,0.0,80.0,76.0
2017-07-14,79.0,1.0,77.0,0.0,94.0,75.0,74.0,50.0,0.0,82.0,72.0
2017-07-15,70.0,1.0,56.0,0.0,79.0,70.0,49.0,43.0,0.0,62.0,68.0
2017-07-16,64.0,1.0,67.0,0.0,75.0,65.0,35.0,46.0,0.0,51.0,61.0
2017-07-17,96.0,1.0,72.0,0.0,82.0,80.0,55.0,50.0,0.0,88.0,74.0
2017-07-18,85.0,1.0,77.0,0.0,89.0,80.0,68.0,50.0,0.0,74.0,74.0
2017-07-19,89.0,1.0,73.0,0.0,87.0,80.0,73.0,52.0,0.0,83.0,73.0
2017-07-20,79.0,1.0,73.0,0.0,87.0,77.0,63.0,47.0,0.0,82.0,68.0
2017-07-21,76.0,1.0,68.0,0.0,84.0,70.0,57.0,44.0,0.0,77.0,63.0
2017-07-22,79.0,1.0,63.0,45.0,76.0,64.0,45.0,43.0,0.0,58.0,65.0
2017-07-23,64.0,1.0,71.0,0.0,78.0,58.0,42.0,45.0,0.0,50.0,60.0
2017-07-24,87.0,1.0,73.0,0.0,84.0,90.0,71.0,47.0,0.0,77.0,68.0
2017-07-25,99.0,1.0,77.0,45.0,86.0,96.0,67.0,49.0,0.0,74.0,72.0
2017-07-26,85.0,1.0,74.0,0.0,86.0,86.0,68.0,44.0,0.0,76.0,68.0
2017-07-27,87.0,1.0,72.0,0.0,85.0,77.0,57.0,48.0,0.0,76.0,68.0
2017-07-28,87.0,1.0,71.0,0.0,81.0,79.0,56.0,41.0,0.0,74.0,68.0
2017-07-29,72.0,1.0,59.0,0.0,79.0,78.0,54.0,40.0,0.0,57.0,56.0
2017-07-30,72.0,1.0,72.0,0.0,78.0,72.0,47.0,43.0,0.0,58.0,66.0
2017-07-31,87.0,1.0,69.0,0.0,78.0,77.0,60.0,43.0,0.0,72.0,72.0
2017-08-01,81.0,1.0,76.0,0.0,89.0,75.0,64.0,44.0,0.0,74.0,67.0
2017-08-02,87.0,1.0,71.0,0.0,96.0,78.0,66.0,51.0,0.0,80.0,68.0
2017-08-03,90.0,1.0,68.0,0.0,88.0,68.0,62.0,45.0,0.0,76.0,68.0
2017-08-04,83.0,1.0,70.0,0.0,79.0,64.0,56.0,42.0,0.0,71.0,64.0
2017-08-05,56.0,1.0,48.0,0.0,67.0,60.0,45.0,34.0,0.0,55.0,52.0
2017-08-06,45.0,1.0,54.0,0.0,68.0,50.0,37.0,34.0,0.0,49.0,44.0
2017-08-07,68.0,1.0,71.0,0.0,71.0,68.0,48.0,36.0,0.0,68.0,52.0
2017-08-08,75.0,1.0,76.0,0.0,82.0,64.0,59.0,44.0,0.0,78.0,65.0
2017-08-09,77.0,1.0,70.0,0.0,84.0,68.0,61.0,42.0,0.0,77.0,66.0
2017-08-10,80.0,1.0,70.0,0.0,90.0,62.0,73.0,45.0,0.0,76.0,58.0
2017-08-11,72.0,1.0,64.0,0.0,83.0,54.0,50.0,37.0,0.0,64.0,58.0
2017-08-12,56.0,1.0,59.0,0.0,67.0,52.0,37.0,38.0,0.0,51.0,54.0
2017-08-13,48.0,1.0,68.0,0.0,64.0,48.0,33.0,37.0,0.0,50.0,54.0
2017-08-14,51.0,1.0,61.0,0.0,70.0,52.0,47.0,32.0,0.0,57.0,49.0
2017-08-15,45.0,1.0,65.0,0.0,69.0,50.0,46.0,31.0,0.0,51.0,46.0
2017-08-16,68.0,1.0,76.0,0.0,82.0,65.0,64.0,43.0,0.0,83.0,56.0
2017-08-17,80.0,1.0,82.0,0.0,91.0,57.0,61.0,43.0,0.0,80.0,54.0
2017-08-18,76.0,1.0,73.0,0.0,82.0,57.0,68.0,40.0,0.0,70.0,61.0
2017-08-19,55.0,1.0,57.0,0.0,78.0,50.0,59.0,39.0,0.0,58.0,56.0
2017-08-20,56.0,1.0,82.0,0.0,80.0,46.0,59.0,44.0,0.0,60.0,52.0
2017-08-21,72.0,1.0,70.0,0.0,82.0,59.0,71.0,43.0,0.0,76.0,59.0
2017-08-22,73.0,1.0,77.0,0.0,87.0,57.0,76.0,44.0,0.0,85.0,61.0
2017-08-23,73.0,1.0,71.0,0.0,81.0,59.0,65.0,46.0,0.0,78.0,54.0
2017-08-24,74.0,1.0,64.0,0.0,79.0,50.0,72.0,38.0,0.0,72.0,54.0
2017-08-25,64.0,1.0,68.0,0.0,77.0,53.0,52.0,40.0,0.0,58.0,53.0
2017-08-26,64.0,1.0,67.0,0.0,81.0,50.0,57.0,41.0,0.0,58.0,50.0
2017-08-27,53.0,1.0,88.0,0.0,76.0,48.0,48.0,45.0,0.0,54.0,52.0
2017-08-28,90.0,1.0,86.0,0.0,85.0,60.0,76.0,45.0,70.0,80.0,58.0
2017-08-29,83.0,1.0,87.0,0.0,91.0,57.0,64.0,44.0,0.0,79.0,58.0
2017-08-30,81.0,1.0,85.0,0.0,81.0,52.0,78.0,43.0,0.0,77.0,64.0
2017-08-31,73.0,1.0,80.0,0.0,80.0,54.0,61.0,40.0,0.0,76.0,57.0
2017-09-01,63.0,1.0,63.0,0.0,83.0,52.0,67.0,40.0,0.0,69.0,53.0
2017-09-02,53.0,1.0,72.0,0.0,78.0,46.0,50.0,40.0,0.0,59.0,56.0
2017-09-03,46.0,1.0,84.0,0.0,81.0,42.0,63.0,39.0,0.0,56.0,54.0
2017-09-04,65.0,1.0,72.0,0.0,77.0,58.0,68.0,37.0,0.0,82.0,58.0
2017-09-05,69.0,1.0,82.0,0.0,83.0,54.0,63.0,36.0,0.0,83.0,58.0
2017-09-06,69.0,1.0,86.0,0.0,90.0,60.0,97.0,46.0,0.0,81.0,60.0
2017-09-07,74.0,1.0,77.0,0.0,96.0,54.0,85.0,44.0,0.0,87.0,66.0
2017-09-08,81.0,,72.0,0.0,93.0,57.0,65.0,43.0,0.0,84.0,56.0
2017-09-09,57.0,,68.0,0.0,88.0,54.0,73.0,44.0,0.0,61.0,64.0
2017-09-10,75.0,,93.0,0.0,82.0,55.0,54.0,51.0,0.0,76.0,56.0
2017-09-11,81.0,,83.0,0.0,99.0,58.0,86.0,52.0,0.0,86.0,69.0
2017-09-12,93.0,,77.0,0.0,98.0,66.0,68.0,46.0,0.0,86.0,66.0
2017-09-13,90.0,,80.0,0.0,94.0,60.0,94.0,47.0,0.0,99.0,60.0
2017-09-14,87.0,,93.0,0.0,96.0,64.0,88.0,49.0,0.0,82.0,61.0
2017-09-15,91.0,,79.0,94.0,89.0,76.0,86.0,43.0,68.0,85.0,61.0
2017-09-16,56.0,,58.0,0.0,82.0,49.0,53.0,40.0,0.0,66.0,58.0
2017-09-17,56.0,,86.0,0.0,74.0,45.0,54.0,44.0,0.0,59.0,51.0
2017-09-18,86.0,,79.0,0.0,100.0,52.0,82.0,41.0,0.0,88.0,59.0
2017-09-19,74.0,,80.0,0.0,91.0,53.0,91.0,45.0,0.0,84.0,60.0
2017-09-20,81.0,,74.0,0.0,81.0,48.0,61.0,40.0,0.0,81.0,50.0
2017-09-21,64.0,,69.0,0.0,88.0,47.0,74.0,39.0,0.0,82.0,47.0
2017-09-22,70.0,,78.0,0.0,79.0,43.0,71.0,38.0,0.0,76.0,46.0
2017-09-23,52.0,,61.0,0.0,67.0,48.0,54.0,36.0,0.0,59.0,52.0
2017-09-24,50.0,,81.0,0.0,76.0,41.0,50.0,38.0,0.0,65.0,39.0
2017-09-25,69.0,,79.0,0.0,86.0,48.0,78.0,38.0,0.0,84.0,50.0
2017-09-26,66.0,,79.0,0.0,83.0,45.0,78.0,35.0,0.0,69.0,49.0
2017-09-27,66.0,,71.0,0.0,77.0,42.0,63.0,32.0,0.0,74.0,44.0
2017-09-28,60.0,,71.0,0.0,68.0,38.0,48.0,32.0,0.0,71.0,37.0
2017-09-29,40.0,,58.0,0.0,59.0,34.0,46.0,29.0,0.0,57.0,41.0
2017-09-30,42.0,,50.0,0.0,58.0,33.0,42.0,27.0,0.0,41.0,44.0
2017-10-01,46.0,,59.0,0.0,65.0,34.0,41.0,36.0,0.0,47.0,39.0
2017-10-02,56.0,,75.0,0.0,75.0,40.0,47.0,33.0,0.0,69.0,45.0
2017-10-03,65.0,,72.0,0.0,77.0,47.0,73.0,38.0,0.0,83.0,53.0
2017-10-04,70.0,,65.0,0.0,83.0,49.0,83.0,39.0,0.0,78.0,54.0
2017-10-05,66.0,,65.0,0.0,80.0,50.0,90.0,39.0,0.0,80.0,50.0
2017-10-06,67.0,,64.0,0.0,85.0,49.0,54.0,43.0,0.0,80.0,49.0
2017-10-07,56.0,,49.0,0.0,64.0,45.0,52.0,34.0,0.0,60.0,45.0
2017-10-08,57.0,,67.0,0.0,61.0,43.0,56.0,42.0,0.0,64.0,44.0
2017-10-09,70.0,,68.0,0.0,88.0,51.0,78.0,38.0,0.0,89.0,56.0
2017-10-10,75.0,,68.0,0.0,84.0,53.0,84.0,40.0,0.0,95.0,48.0
2017-10-11,66.0,,63.0,0.0,81.0,55.0,88.0,38.0,0.0,88.0,53.0
2017-10-12,70.0,,74.0,0.0,88.0,51.0,63.0,42.0,0.0,85.0,53.0
2017-10-13,72.0,,62.0,0.0,73.0,52.0,58.0,33.0,0.0,73.0,51.0
2017-10-14,53.0,,54.0,0.0,73.0,37.0,64.0,37.0,0.0,48.0,41.0
2017-10-15,50.0,,70.0,0.0,65.0,36.0,52.0,35.0,0.0,54.0,49.0
2017-10-16,66.0,,61.0,0.0,76.0,46.0,46.0,32.0,0.0,67.0,48.0
2017-10-17,53.0,,58.0,0.0,62.0,40.0,58.0,28.0,0.0,53.0,48.0
2017-10-18,38.0,,51.0,0.0,58.0,31.0,40.0,24.0,0.0,53.0,38.0
2017-10-19,38.0,,45.0,0.0,57.0,36.0,29.0,25.0,0.0,39.0,31.0
2017-10-20,50.0,,52.0,0.0,64.0,40.0,47.0,34.0,0.0,53.0,47.0
2017-10-21,48.0,,58.0,0.0,67.0,43.0,67.0,34.0,0.0,52.0,45.0
2017-10-22,42.0,,67.0,0.0,69.0,40.0,58.0,36.0,0.0,59.0,51.0
2017-10-23,75.0,,64.0,0.0,83.0,49.0,86.0,38.0,0.0,79.0,62.0
