date,technology,overlap,information,computers and information technology,computer,engineering,communication,science,"information technology act, 2000",Management,Course
2019-04-01,58.0,,40.0,0.0,69.0,39.0,64.0,44.0,0.0,65.0,67.0
2019-04-02,50.0,,43.0,0.0,63.0,40.0,64.0,42.0,0.0,65.0,61.0
2019-04-03,56.0,,45.0,0.0,61.0,38.0,61.0,41.0,0.0,57.0,71.0
2019-04-04,67.0,,40.0,0.0,63.0,40.0,59.0,40.0,0.0,62.0,70.0
2019-04-05,43.0,,39.0,0.0,53.0,38.0,54.0,35.0,0.0,59.0,67.0
2019-04-06,38.0,1.0,33.0,0.0,55.0,38.0,39.0,34.0,0.0,50.0,61.0
2019-04-07,42.0,1.0,35.0,0.0,53.0,37.0,42.0,38.0,0.0,53.0,60.0
2019-04-08,59.0,1.0,42.0,0.0,61.0,39.0,55.0,45.0,0.0,69.0,64.0
2019-04-09,59.0,1.0,39.0,0.0,65.0,42.0,48.0,38.0,0.0,65.0,65.0
2019-04-10,53.0,1.0,39.0,0.0,55.0,42.0,55.0,38.0,0.0,60.0,66.0
2019-04-11,49.0,1.0,41.0,0.0,59.0,37.0,52.0,38.0,0.0,59.0,64.0
2019-04-12,51.0,1.0,36.0,0.0,58.0,36.0,54.0,33.0,0.0,59.0,61.0
2019-04-13,41.0,1.0,31.0,0.0,44.0,33.0,36.0,30.0,0.0,46.0,50.0
2019-04-14,43.0,1.0,36.0,0.0,44.0,31.0,48.0,33.0,0.0,43.0,53.0
2019-04-15,55.0,1.0,36.0,0.0,52.0,40.0,47.0,35.0,78.0,55.0,65.0
2019-04-16,53.0,1.0,37.0,0.0,57.0,41.0,54.0,37.0,0.0,59.0,61.0
2019-04-17,52.0,1.0,41.0,0.0,55.0,39.0,49.0,35.0,0.0,56.0,60.0
2019-04-18,46.0,1.0,38.0,0.0,50.0,38.0,52.0,32.0,0.0,52.0,56.0
2019-04-19,45.0,1.0,32.0,0.0,49.0,48.0,42.0,41.0,0.0,49.0,66.0
2019-04-20,48.0,1.0,30.0,0.0,50.0,44.0,39.0,38.0,0.0,46.0,69.0
2019-04-21,39.0,1.0,31.0,0.0,45.0,41.0,35.0,40.0,0.0,45.0,59.0
2019-04-22,59.0,1.0,37.0,0.0,57.0,46.0,55.0,41.0,0.0,58.0,67.0
2019-04-23,51.0,1.0,36.0,0.0,56.0,44.0,55.0,39.0,0.0,61.0,59.0
2019-04-24,60.0,1.0,42.0,0.0,57.0,49.0,80.0,42.0,0.0,62.0,68.0
2019-04-25,58.0,1.0,38.0,0.0,58.0,46.0,51.0,39.0,0.0,59.0,63.0
2019-04-26,50.0,1.0,33.0,0.0,51.0,42.0,47.0,33.0,0.0,59.0,59.0
2019-04-27,49.0,1.0,29.0,0.0,56.0,42.0,42.0,31.0,0.0,50.0,60.0
2019-04-28,39.0,1.0,27.0,0.0,51.0,38.0,41.0,36.0,0.0,44.0,60.0
2019-04-29,59.0,1.0,36.0,0.0,60.0,50.0,58.0,38.0,0.0,59.0,65.0
2019-04-30,60.0,1.0,35.0,0.0,58.0,53.0,58.0,39.0,0.0,60.0,67.0
2019-05-01,51.0,1.0,39.0,0.0,60.0,52.0,50.0,39.0,0.0,56.0,70.0
2019-05-02,62.0,1.0,37.0,0.0,54.0,57.0,58.0,47.0,0.0,66.0,78.0
2019-05-03,69.0,1.0,40.0,0.0,60.0,56.0,57.0,44.0,0.0,61.0,74.0
2019-05-04,55.0,1.0,35.0,0.0,58.0,53.0,47.0,37.0,0.0,51.0,72.0
2019-05-05,47.0,1.0,33.0,17.0,52.0,49.0,55.0,38.0,0.0,48.0,62.0
2019-05-06,60.0,1.0,37.0,0.0,55.0,57.0,65.0,43.0,0.0,69.0,67.0
2019-05-07,67.0,1.0,39.0,0.0,63.0,55.0,72.0,49.0,0.0,82.0,73.0
2019-05-08,62.0,1.0,43.0,0.0,66.0,55.0,61.0,50.0,0.0,68.0,72.0
2019-05-09,76.0,1.0,41.0,0.0,67.0,59.0,68.0,65.0,0.0,71.0,83.0
2019-05-10,70.0,1.0,41.0,0.0,65.0,52.0,58.0,42.0,0.0,66.0,77.0
2019-05-11,55.0,1.0,35.0,0.0,58.0,50.0,50.0,38.0,0.0,57.0,74.0
2019-05-12,42.0,1.0,33.0,0.0,47.0,43.0,44.0,34.0,0.0,49.0,64.0
2019-05-13,64.0,1.0,39.0,0.0,62.0,53.0,59.0,41.0,0.0,71.0,77.0
2019-05-14,61.0,1.0,44.0,0.0,69.0,57.0,63.0,51.0,0.0,76.0,79.0
2019-05-15,58.0,1.0,42.0,0.0,60.0,54.0,70.0,85.0,0.0,71.0,79.0
2019-05-16,64.0,1.0,42.0,0.0,63.0,54.0,68.0,55.0,0.0,75.0,84.0
2019-05-17,63.0,1.0,34.0,0.0,58.0,51.0,67.0,42.0,0.0,61.0,75.0
2019-05-18,58.0,1.0,36.0,0.0,59.0,50.0,49.0,41.0,0.0,56.0,75.0
2019-05-19,47.0,1.0,34.0,0.0,54.0,42.0,53.0,37.0,0.0,45.0,60.0
2019-05-20,62.0,1.0,39.0,0.0,63.0,50.0,54.0,45.0,40.0,67.0,75.0
2019-05-21,64.0,1.0,39.0,0.0,62.0,55.0,67.0,44.0,0.0,68.0,84.0
2019-05-22,69.0,1.0,38.0,0.0,60.0,54.0,58.0,47.0,0.0,67.0,74.0
2019-05-23,40.0,1.0,30.0,0.0,44.0,30.0,39.0,27.0,0.0,41.0,46.0
2019-05-24,61.0,1.0,36.0,0.0,64.0,42.0,44.0,39.0,0.0,62.0,67.0
2019-05-25,55.0,1.0,38.0,17.0,61.0,52.0,48.0,41.0,0.0,61.0,73.0
2019-05-26,55.0,1.0,37.0,36.0,57.0,48.0,41.0,42.0,40.0,50.0,70.0
2019-05-27,73.0,1.0,42.0,0.0,67.0,59.0,58.0,44.0,0.0,68.0,78.0
2019-05-28,67.0,1.0,45.0,0.0,63.0,60.0,55.0,46.0,0.0,67.0,76.0
2019-05-29,67.0,1.0,45.0,0.0,65.0,56.0,67.0,43.0,0.0,76.0,91.0
2019-05-30,64.0,1.0,39.0,0.0,68.0,53.0,54.0,43.0,0.0,67.0,81.0
2019-05-31,69.0,1.0,42.0,16.0,61.0,54.0,57.0,41.0,35.0,64.0,81.0
2019-06-01,56.0,1.0,41.0,0.0,59.0,51.0,49.0,38.0,0.0,57.0,79.0
2019-06-02,44.0,1.0,36.0,0.0,55.0,46.0,43.0,36.0,0.0,52.0,72.0
2019-06-03,61.0,1.0,45.0,0.0,61.0,52.0,55.0,58.0,0.0,63.0,85.0
2019-06-04,62.0,1.0,42.0,0.0,63.0,60.0,46.0,41.0,0.0,66.0,80.0
2019-06-05,56.0,1.0,39.0,0.0,52.0,51.0,44.0,38.0,0.0,49.0,69.0
2019-06-06,68.0,1.0,45.0,0.0,67.0,59.0,47.0,44.0,0.0,59.0,92.0
2019-06-07,68.0,1.0,47.0,0.0,63.0,60.0,50.0,46.0,0.0,62.0,91.0
2019-06-08,52.0,1.0,42.0,0.0,58.0,52.0,44.0,41.0,0.0,52.0,79.0
2019-06-09,50.0,1.0,38.0,0.0,52.0,47.0,41.0,40.0,0.0,44.0,71.0
2019-06-10,76.0,1.0,48.0,0.0,71.0,65.0,54.0,49.0,0.0,70.0,90.0
2019-06-11,74.0,1.0,48.0,0.0,65.0,63.0,49.0,48.0,0.0,73.0,84.0
2019-06-12,68.0,1.0,49.0,0.0,65.0,60.0,57.0,44.0,0.0,65.0,91.0
2019-06-13,69.0,1.0,49.0,0.0,63.0,58.0,55.0,44.0,0.0,66.0,84.0
2019-06-14,66.0,1.0,47.0,0.0,67.0,67.0,57.0,44.0,0.0,63.0,83.0
2019-06-15,56.0,1.0,42.0,0.0,63.0,58.0,35.0,42.0,0.0,58.0,86.0
2019-06-16,45.0,1.0,39.0,0.0,48.0,44.0,31.0,33.0,0.0,44.0,62.0
2019-06-17,67.0,1.0,51.0,0.0,69.0,65.0,46.0,46.0,0.0,66.0,86.0
2019-06-18,67.0,1.0,51.0,0.0,77.0,60.0,46.0,46.0,0.0,66.0,86.0
2019-06-19,74.0,1.0,52.0,0.0,73.0,67.0,52.0,47.0,0.0,64.0,80.0
2019-06-20,82.0,1.0,53.0,0.0,77.0,70.0,55.0,49.0,0.0,68.0,79.0
2019-06-21,74.0,1.0,52.0,0.0,74.0,63.0,53.0,45.0,0.0,64.0,79.0
2019-06-22,57.0,1.0,43.0,0.0,65.0,57.0,34.0,41.0,0.0,48.0,73.0
2019-06-23,56.0,1.0,49.0,0.0,64.0,53.0,44.0,44.0,0.0,49.0,69.0
2019-06-24,78.0,1.0,56.0,0.0,75.0,67.0,55.0,47.0,0.0,69.0,82.0
2019-06-25,68.0,1.0,56.0,16.0,75.0,65.0,55.0,46.0,0.0,70.0,79.0
2019-06-26,76.0,1.0,55.0,0.0,71.0,60.0,56.0,44.0,0.0,69.0,78.0
2019-06-27,71.0,1.0,55.0,0.0,71.0,64.0,59.0,47.0,0.0,65.0,75.0
2019-06-28,80.0,1.0,58.0,0.0,68.0,62.0,52.0,46.0,0.0,62.0,79.0
2019-06-29,63.0,1.0,53.0,0.0,70.0,56.0,41.0,43.0,0.0,54.0,81.0
2019-06-30,49.0,1.0,57.0,0.0,64.0,42.0,36.0,38.0,0.0,43.0,60.0
2019-07-01,73.0,1.0,59.0,0.0,70.0,61.0,52.0,45.0,0.0,64.0,72.0
2019-07-02,66.0,1.0,49.0,0.0,67.0,61.0,44.0,44.0,0.0,60.0,67.0
2019-07-03,77.0,1.0,54.0,16.0,69.0,67.0,50.0,48.0,0.0,58.0,74.0
2019-07-04,79.0,1.0,60.0,0.0,73.0,62.0,52.0,47.0,0.0,66.0,74.0
2019-07-05,75.0,1.0,53.0,0.0,67.0,65.0,51.0,49.0,0.0,61.0,75.0
2019-07-06,61.0,1.0,43.0,0.0,59.0,64.0,41.0,37.0,0.0,48.0,70.0
2019-07-07,60.0,1.0,60.0,0.0,67.0,61.0,42.0,47.0,0.0,51.0,72.0
2019-07-08,78.0,1.0,59.0,0.0,69.0,64.0,60.0,48.0,0.0,70.0,78.0
2019-07-09,69.0,1.0,53.0,0.0,63.0,56.0,47.0,43.0,0.0,57.0,71.0
2019-07-10,69.0,1.0,55.0,0.0,66.0,68.0,47.0,41.0,0.0,59.0,68.0
2019-07-11,73.0,1.0,56.0,16.0,69.0,64.0,55.0,47.0,0.0,69.0,74.0
2019-07-12,75.0,1.0,55.0,0.0,71.0,61.0,40.0,46.0,0.0,64.0,72.0
2019-07-13,71.0,1.0,50.0,0.0,66.0,63.0,42.0,47.0,0.0,52.0,76.0
2019-07-14,51.0,1.0,58.0,17.0,52.0,47.0,42.0,44.0,0.0,45.0,64.0
2019-07-15,79.0,1.0,64.0,0.0,64.0,63.0,57.0,45.0,39.0,71.0,75.0
2019-07-16,75.0,,59.0,0.0,75.0,65.0,56.0,51.0,0.0,67.0,75.0
2019-07-17,74.0,,60.0,0.0,78.0,62.0,58.0,49.0,0.0,69.0,83.0
2019-07-18,78.0,,55.0,0.0,76.0,65.0,45.0,47.0,0.0,72.0,76.0
2019-07-19,72.0,,52.0,0.0,74.0,59.0,52.0,49.0,0.0,61.0,73.0
2019-07-20,61.0,,46.0,0.0,62.0,53.0,44.0,46.0,0.0,49.0,69.0
2019-07-21,61.0,,59.0,0.0,62.0,53.0,43.0,47.0,0.0,45.0,73.0
2019-07-22,73.0,,64.0,0.0,68.0,67.0,74.0,47.0,0.0,64.0,80.0
2019-07-23,69.0,,59.0,0.0,71.0,67.0,58.0,47.0,0.0,62.0,76.0
2019-07-24,74.0,,59.0,0.0,73.0,68.0,71.0,52.0,0.0,69.0,79.0
2019-07-25,74.0,,59.0,0.0,77.0,64.0,46.0,44.0,0.0,60.0,66.0
2019-07-26,73.0,,54.0,0.0,73.0,67.0,60.0,45.0,0.0,57.0,72.0
2019-07-27,55.0,,44.0,0.0,58.0,61.0,42.0,40.0,0.0,49.0,78.0
2019-07-28,56.0,,56.0,0.0,67.0,52.0,49.0,46.0,0.0,43.0,72.0
2019-07-29,73.0,,64.0,0.0,72.0,65.0,66.0,49.0,0.0,66.0,79.0
2019-07-30,73.0,,59.0,0.0,70.0,65.0,56.0,47.0,0.0,64.0,79.0
2019-07-31,70.0,,62.0,0.0,69.0,59.0,63.0,49.0,0.0,64.0,69.0
2019-08-01,73.0,,57.0,0.0,72.0,60.0,68.0,49.0,0.0,62.0,74.0
2019-08-02,65.0,,55.0,0.0,71.0,60.0,44.0,41.0,0.0,61.0,71.0
2019-08-03,53.0,,40.0,0.0,58.0,53.0,41.0,37.0,0.0,46.0,67.0
2019-08-04,47.0,,51.0,0.0,50.0,46.0,29.0,37.0,0.0,43.0,59.0
2019-08-05,64.0,,59.0,0.0,67.0,61.0,52.0,40.0,0.0,55.0,66.0
2019-08-06,66.0,,56.0,0.0,70.0,56.0,70.0,44.0,0.0,55.0,65.0
2019-08-07,72.0,,61.0,0.0,76.0,59.0,62.0,43.0,0.0,64.0,69.0
2019-08-08,55.0,,56.0,0.0,69.0,55.0,58.0,43.0,0.0,61.0,67.0
2019-08-09,57.0,,53.0,0.0,60.0,56.0,51.0,36.0,75.0,52.0,63.0
2019-08-10,48.0,,46.0,0.0,57.0,44.0,37.0,34.0,0.0,42.0,63.0
2019-08-11,42.0,,47.0,0.0,45.0,39.0,32.0,34.0,0.0,35.0,51.0
2019-08-12,56.0,,61.0,0.0,57.0,40.0,48.0,39.0,0.0,47.0,62.0
2019-08-13,58.0,,60.0,0.0,57.0,52.0,50.0,38.0,0.0,57.0,71.0
2019-08-14,53.0,,42.0,0.0,52.0,48.0,44.0,32.0,70.0,50.0,55.0
2019-08-15,34.0,,38.0,0.0,42.0,32.0,44.0,26.0,0.0,33.0,48.0
2019-08-16,56.0,,51.0,0.0,63.0,51.0,45.0,37.0,0.0,49.0,55.0
2019-08-17,48.0,,48.0,0.0,57.0,44.0,45.0,39.0,0.0,50.0,61.0
2019-08-18,42.0,,56.0,0.0,59.0,38.0,44.0,43.0,0.0,40.0,58.0
2019-08-19,71.0,,70.0,0.0,77.0,49.0,67.0,47.0,0.0,67.0,67.0
2019-08-20,62.0,,68.0,0.0,72.0,53.0,76.0,43.0,0.0,64.0,73.0
2019-08-21,68.0,,68.0,0.0,77.0,56.0,89.0,48.0,0.0,67.0,67.0
2019-08-22,56.0,,65.0,0.0,72.0,49.0,71.0,45.0,0.0,64.0,67.0
2019-08-23,53.0,,47.0,0.0,62.0,46.0,65.0,39.0,0.0,56.0,58.0
2019-08-24,49.0,,53.0,0.0,57.0,42.0,49.0,36.0,0.0,48.0,65.0
2019-08-25,39.0,,65.0,0.0,58.0,39.0,63.0,45.0,0.0,50.0,59.0
2019-08-26,59.0,,64.0,0.0,76.0,50.0,74.0,43.0,0.0,66.0,67.0
2019-08-27,69.0,,61.0,0.0,79.0,52.0,83.0,48.0,0.0,66.0,71.0
2019-08-28,65.0,,71.0,0.0,74.0,48.0,68.0,38.0,0.0,71.0,68.0
2019-08-29,62.0,,63.0,0.0,72.0,50.0,68.0,44.0,0.0,75.0,67.0
2019-08-30,60.0,,56.0,0.0,72.0,48.0,71.0,39.0,0.0,63.0,55.0
2019-08-31,51.0,,42.0,0.0,62.0,38.0,49.0,35.0,0.0,51.0,59.0
2019-09-01,40.0,,48.0,0.0,63.0,31.0,49.0,38.0,0.0,41.0,56.0
2019-09-02,41.0,,52.0,0.0,56.0,33.0,49.0,36.0,0.0,48.0,55.0
2019-09-03,62.0,,59.0,0.0,72.0,44.0,74.0,40.0,0.0,65.0,68.0
2019-09-04,54.0,,63.0,0.0,72.0,42.0,53.0,37.0,0.0,60.0,63.0
2019-09-05,51.0,,55.0,0.0,66.0,39.0,51.0,36.0,0.0,56.0,55.0
2019-09-06,56.0,,64.0,0.0,70.0,62.0,65.0,40.0,0.0,59.0,62.0
2019-09-07,47.0,,66.0,0.0,62.0,38.0,76.0,39.0,0.0,48.0,64.0
2019-09-08,38.0,,80.0,0.0,61.0,39.0,70.0,44.0,0.0,42.0,57.0
2019-09-09,60.0,,61.0,0.0,68.0,46.0,65.0,39.0,0.0,61.0,67.0
2019-09-10,58.0,,78.0,0.0,73.0,43.0,75.0,46.0,0.0,62.0,64.0
2019-09-11,56.0,,64.0,34.0,69.0,44.0,75.0,43.0,0.0,60.0,59.0
2019-09-12,56.0,,76.0,0.0,76.0,47.0,67.0,43.0,0.0,57.0,58.0
2019-09-13,63.0,,62.0,0.0,74.0,49.0,60.0,49.0,0.0,66.0,67.0
2019-09-14,47.0,,57.0,0.0,64.0,41.0,56.0,42.0,0.0,52.0,59.0
2019-09-15,42.0,,85.0,0.0,68.0,59.0,59.0,47.0,0.0,53.0,54.0
2019-09-16,62.0,,69.0,0.0,82.0,43.0,75.0,41.0,0.0,71.0,64.0
2019-09-17,69.0,,65.0,0.0,76.0,45.0,64.0,44.0,0.0,73.0,66.0
2019-09-18,73.0,,70.0,0.0,82.0,43.0,73.0,47.0,0.0,68.0,70.0
2019-09-19,68.0,,65.0,0.0,83.0,48.0,69.0,50.0,0.0,75.0,55.0
2019-09-20,69.0,,66.0,0.0,72.0,42.0,66.0,50.0,0.0,66.0,56.0
2019-09-21,53.0,,56.0,0.0,60.0,38.0,55.0,41.0,0.0,51.0,55.0
2019-09-22,51.0,,70.0,0.0,62.0,37.0,62.0,46.0,0.0,47.0,50.0
2019-09-23,64.0,,70.0,0.0,73.0,41.0,74.0,45.0,0.0,73.0,56.0
2019-09-24,57.0,,67.0,0.0,77.0,41.0,78.0,44.0,0.0,71.0,56.0
2019-09-25,56.0,,70.0,0.0,79.0,41.0,70.0,47.0,0.0,68.0,64.0
2019-09-26,59.0,,64.0,33.0,75.0,41.0,82.0,46.0,0.0,70.0,55.0
2019-09-27,63.0,,64.0,0.0,73.0,44.0,73.0,39.0,0.0,61.0,56.0
2019-09-28,46.0,,53.0,0.0,66.0,34.0,46.0,36.0,0.0,52.0,54.0
2019-09-29,35.0,,66.0,0.0,60.0,32.0,51.0,36.0,0.0,46.0,52.0
2019-09-30,52.0,,64.0,0.0,65.0,40.0,67.0,37.0,0.0,64.0,50.0
2019-10-01,49.0,,56.0,0.0,62.0,34.0,62.0,36.0,0.0,55.0,53.0
2019-10-02,45.0,,70.0,0.0,63.0,34.0,65.0,37.0,0.0,49.0,45.0
2019-10-03,53.0,,61.0,0.0,57.0,34.0,51.0,35.0,0.0,57.0,50.0
2019-10-04,49.0,,59.0,0.0,57.0,36.0,49.0,34.0,0.0,55.0,52.0
2019-10-05,36.0,,45.0,36.0,51.0,30.0,38.0,29.0,0.0,42.0,47.0
2019-10-06,34.0,,53.0,0.0,51.0,30.0,42.0,28.0,0.0,40.0,44.0
2019-10-07,37.0,,43.0,0.0,48.0,30.0,39.0,25.0,0.0,44.0,50.0
2019-10-08,42.0,,49.0,0.0,51.0,27.0,44.0,30.0,0.0,43.0,40.0
2019-10-09,60.0,,63.0,0.0,57.0,39.0,67.0,69.0,0.0,57.0,45.0
2019-10-10,55.0,,59.0,0.0,60.0,39.0,78.0,39.0,0.0,57.0,53.0
2019-10-11,52.0,,54.0,0.0,57.0,35.0,52.0,36.0,0.0,58.0,53.0
2019-10-12,51.0,,44.0,0.0,55.0,34.0,51.0,36.0,0.0,50.0,46.0
2019-10-13,35.0,,49.0,0.0,61.0,30.0,50.0,37.0,0.0,45.0,44.0
2019-10-14,51.0,,51.0,0.0,67.0,36.0,80.0,38.0,0.0,61.0,58.0
2019-10-15,60.0,,55.0,0.0,64.0,39.0,70.0,43.0,0.0,65.0,49.0
2019-10-16,52.0,,51.0,0.0,63.0,37.0,62.0,39.0,0.0,61.0,49.0
2019-10-17,50.0,,46.0,0.0,69.0,38.0,71.0,40.0,0.0,59.0,50.0
2019-10-18,58.0,,50.0,0.0,57.0,42.0,74.0,37.0,0.0,62.0,47.0
2019-10-19,44.0,,45.0,0.0,57.0,32.0,46.0,33.0,0.0,42.0,46.0
2019-10-20,33.0,,47.0,0.0,50.0,28.0,48.0,32.0,0.0,46.0,47.0
2019-10-21,47.0,,51.0,0.0,59.0,34.0,67.0,35.0,0.0,57.0,45.0
2019-10-22,53.0,,55.0,0.0,57.0,38.0,66.0,41.0,0.0,57.0,49.0
2019-10-23,51.0,,54.0,0.0,67.0,39.0,60.0,36.0,0.0,60.0,53.0
2019-10-24,42.0,,44.0,0.0,56.0,32.0,57.0,29.0,0.0,51.0,39.0
2019-10-25,38.0,,39.0,0.0,45.0,29.0,42.0,27.0,0.0,40.0,40.0
2019-10-26,24.0,,32.0,0.0,38.0,27.0,25.0,23.0,0.0,33.0,34.0
2019-10-27,21.0,,24.0,0.0,31.0,21.0,24.0,15.0,0.0,25.0,28.0
2019-10-28,33.0,,38.0,0.0,43.0,27.0,40.0,30.0,0.0,41.0,39.0
2019-10-29,35.0,,44.0,0.0,49.0,33.0,43.0,32.0,0.0,51.0,44.0
2019-10-30,46.0,,46.0,0.0,53.0,34.0,50.0,35.0,0.0,51.0,48.0
2019-10-31,48.0,,54.0,0.0,57.0,37.0,59.0,31.0,0.0,57.0,47.0
2019-11-01,41.0,,49.0,0.0,57.0,33.0,49.0,36.0,0.0,52.0,46.0
2019-11-02,37.0,,40.0,0.0,53.0,30.0,35.0,33.0,0.0,45.0,48.0
2019-11-03,33.0,,55.0,0.0,47.0,29.0,56.0,32.0,0.0,48.0,45.0
2019-11-04,51.0,,56.0,0.0,62.0,41.0,68.0,40.0,0.0,65.0,55.0
2019-11-05,51.0,,58.0,0.0,62.0,43.0,58.0,43.0,0.0,63.0,58.0
2019-11-06,59.0,,63.0,0.0,61.0,42.0,70.0,39.0,0.0,65.0,52.0
2019-11-07,51.0,,65.0,0.0,66.0,36.0,69.0,41.0,68.0,70.0,51.0
2019-11-08,53.0,,61.0,0.0,63.0,37.0,69.0,38.0,0.0,57.0,55.0
2019-11-09,35.0,,47.0,0.0,50.0,30.0,44.0,36.0,0.0,50.0,47.0
2019-11-10,36.0,,59.0,0.0,52.0,33.0,50.0,38.0,0.0,51.0,51.0
2019-11-11,54.0,,53.0,0.0,61.0,42.0,70.0,37.0,0.0,61.0,53.0
2019-11-12,51.0,,62.0,0.0,58.0,41.0,63.0,42.0,0.0,65.0,63.0
2019-11-13,55.0,,70.0,0.0,65.0,44.0,75.0,41.0,0.0,68.0,55.0
2019-11-14,63.0,,55.0,0.0,60.0,41.0,69.0,40.0,0.0,66.0,55.0
2019-11-15,41.0,,53.0,0.0,64.0,38.0,56.0,35.0,0.0,57.0,55.0
2019-11-16,42.0,,48.0,0.0,58.0,34.0,46.0,35.0,0.0,45.0,55.0
2019-11-17,42.0,,65.0,0.0,62.0,34.0,77.0,42.0,0.0,50.0,56.0
2019-11-18,59.0,,65.0,0.0,68.0,43.0,82.0,41.0,0.0,65.0,62.0
2019-11-19,56.0,,58.0,0.0,71.0,39.0,87.0,44.0,0.0,75.0,65.0
2019-11-20,53.0,,64.0,0.0,68.0,40.0,77.0,47.0,0.0,66.0,60.0
2019-11-21,63.0,,61.0,0.0,68.0,41.0,100.0,45.0,0.0,76.0,60.0
2019-11-22,51.0,,49.0,0.0,72.0,39.0,86.0,37.0,0.0,65.0,54.0
2019-11-23,42.0,,43.0,0.0,54.0,33.0,63.0,37.0,75.0,52.0,50.0
2019-11-24,43.0,,64.0,0.0,57.0,33.0,62.0,47.0,0.0,53.0,52.0
2019-11-25,55.0,,66.0,0.0,72.0,45.0,68.0,46.0,0.0,69.0,66.0
2019-11-26,57.0,,60.0,0.0,67.0,41.0,78.0,40.0,0.0,75.0,62.0
2019-11-27,64.0,,57.0,34.0,73.0,44.0,89.0,49.0,0.0,75.0,60.0
2019-11-28,54.0,,55.0,0.0,67.0,44.0,72.0,41.0,0.0,75.0,61.0
2019-11-29,54.0,,59.0,0.0,67.0,45.0,86.0,37.0,0.0,67.0,55.0
2019-11-30,44.0,,45.0,0.0,55.0,35.0,57.0,39.0,0.0,52.0,58.0
2019-12-01,42.0,,53.0,0.0,57.0,35.0,71.0,41.0,0.0,50.0,48.0
2019-12-02,51.0,,59.0,0.0,71.0,42.0,64.0,39.0,0.0,76.0,58.0
2019-12-03,52.0,,62.0,0.0,74.0,42.0,75.0,41.0,0.0,75.0,61.0
2019-12-04,63.0,,61.0,0.0,74.0,43.0,89.0,44.0,0.0,75.0,55.0
2019-12-05,58.0,,61.0,0.0,68.0,41.0,82.0,39.0,0.0,75.0,61.0
2019-12-06,49.0,,49.0,0.0,72.0,38.0,75.0,40.0,0.0,63.0,53.0
2019-12-07,50.0,,46.0,0.0,65.0,33.0,64.0,41.0,0.0,52.0,49.0
2019-12-08,34.0,,54.0,39.0,53.0,27.0,48.0,45.0,0.0,54.0,48.0
2019-12-09,55.0,,60.0,0.0,65.0,42.0,79.0,45.0,0.0,67.0,58.0
2019-12-10,56.0,,59.0,0.0,66.0,37.0,84.0,47.0,79.0,67.0,53.0
2019-12-11,57.0,,54.0,0.0,67.0,39.0,78.0,41.0,0.0,70.0,55.0
2019-12-12,52.0,,60.0,0.0,71.0,40.0,82.0,41.0,0.0,72.0,62.0
2019-12-13,52.0,,53.0,0.0,61.0,39.0,79.0,40.0,0.0,64.0,61.0
2019-12-14,48.0,,48.0,0.0,64.0,39.0,58.0,41.0,0.0,47.0,55.0
2019-12-15,41.0,,56.0,0.0,52.0,26.0,53.0,38.0,0.0,47.0,49.0
2019-12-16,60.0,,53.0,0.0,71.0,44.0,74.0,46.0,0.0,70.0,57.0
2019-12-17,60.0,,66.0,36.0,67.0,41.0,89.0,49.0,0.0,76.0,59.0
2019-12-18,52.0,,61.0,34.0,71.0,37.0,69.0,42.0,0.0,64.0,53.0
2019-12-19,55.0,,60.0,0.0,71.0,39.0,73.0,47.0,0.0,62.0,58.0
2019-12-20,60.0,,54.0,0.0,66.0,40.0,73.0,43.0,0.0,59.0,55.0
2019-12-21,38.0,,44.0,0.0,56.0,30.0,58.0,37.0,0.0,48.0,49.0
2019-12-22,35.0,,50.0,0.0,49.0,27.0,47.0,34.0,0.0,41.0,41.0
2019-12-23,44.0,,48.0,0.0,57.0,37.0,50.0,36.0,0.0,58.0,57.0
2019-12-24,38.0,,48.0,0.0,52.0,31.0,45.0,37.0,0.0,49.0,48.0
2019-12-25,38.0,,42.0,0.0,44.0,27.0,53.0,31.0,0.0,42.0,47.0
2019-12-26,50.0,,53.0,0.0,52.0,34.0,45.0,37.0,0.0,53.0,53.0
2019-12-27,51.0,,50.0,0.0,53.0,37.0,59.0,40.0,0.0,58.0,61.0
2019-12-28,37.0,,49.0,0.0,54.0,34.0,48.0,36.0,0.0,46.0,50.0
2019-12-29,30.0,,52.0,0.0,52.0,30.0,36.0,39.0,0.0,44.0,56.0
2019-12-30,51.0,,48.0,0.0,55.0,33.0,52.0,36.0,0.0,57.0,54.0
2019-12-31,38.0,,45.0,0.0,47.0,30.0,43.0,31.0,0.0,44.0,47.0
