date,healthcare,overlap,share price,private limited company,limited company,health,share,hospitals,company,Hospital,pharmaceutical company
2017-10-21,23.0,,18.0,9.0,40.0,35.0,24.0,62.0,46.0,69.0,41.0
2017-10-22,24.0,,13.0,9.0,52.0,39.0,17.0,47.0,43.0,56.0,13.0
2017-10-23,47.0,,74.0,24.0,50.0,46.0,81.0,81.0,60.0,78.0,0.0
2017-10-24,39.0,,79.0,44.0,58.0,49.0,82.0,71.0,61.0,78.0,37.0
2017-10-25,50.0,,100.0,35.0,61.0,55.0,97.0,53.0,58.0,71.0,24.0
2017-10-26,47.0,,97.0,39.0,69.0,49.0,93.0,66.0,68.0,66.0,12.0
2017-10-27,29.0,,90.0,33.0,55.0,47.0,87.0,56.0,57.0,70.0,12.0
2017-10-28,26.0,,24.0,25.0,32.0,49.0,26.0,62.0,51.0,73.0,26.0
2017-10-29,14.0,,14.0,34.0,23.0,39.0,22.0,72.0,43.0,56.0,13.0
2017-10-30,44.0,,85.0,60.0,39.0,44.0,86.0,59.0,64.0,72.0,37.0
2017-10-31,45.0,,88.0,39.0,59.0,42.0,84.0,60.0,59.0,68.0,12.0
2017-11-01,34.0,,90.0,60.0,60.0,45.0,87.0,69.0,59.0,71.0,0.0
2017-11-02,49.0,,90.0,31.0,77.0,46.0,87.0,55.0,69.0,68.0,0.0
2017-11-03,38.0,,94.0,44.0,49.0,41.0,87.0,40.0,63.0,66.0,62.0
2017-11-04,19.0,,21.0,24.0,48.0,38.0,26.0,59.0,48.0,67.0,12.0
2017-11-05,27.0,,16.0,13.0,25.0,41.0,22.0,42.0,52.0,56.0,13.0
2017-11-06,54.0,,93.0,28.0,59.0,48.0,91.0,84.0,66.0,73.0,12.0
2017-11-07,54.0,,91.0,38.0,56.0,49.0,89.0,64.0,62.0,71.0,96.0
2017-11-08,36.0,,88.0,32.0,60.0,51.0,87.0,81.0,66.0,69.0,37.0
2017-11-09,44.0,,83.0,39.0,57.0,51.0,86.0,59.0,65.0,63.0,24.0
2017-11-10,46.0,,88.0,63.0,57.0,48.0,88.0,56.0,65.0,70.0,36.0
2017-11-11,32.0,,24.0,16.0,38.0,40.0,29.0,61.0,54.0,67.0,0.0
2017-11-12,25.0,,17.0,18.0,44.0,35.0,22.0,47.0,42.0,53.0,0.0
2017-11-13,51.0,,87.0,48.0,47.0,49.0,87.0,62.0,61.0,71.0,25.0
2017-11-14,47.0,,88.0,27.0,44.0,49.0,86.0,47.0,62.0,64.0,60.0
2017-11-15,42.0,1.0,80.0,26.0,64.0,46.0,81.0,57.0,59.0,71.0,40.0
2017-11-16,47.0,1.0,80.0,32.0,47.0,47.0,83.0,62.0,64.0,67.0,40.0
2017-11-17,55.0,1.0,82.0,49.0,59.0,47.0,84.0,55.0,56.0,71.0,26.0
2017-11-18,28.0,1.0,23.0,19.0,43.0,41.0,27.0,54.0,51.0,63.0,21.0
2017-11-19,22.0,1.0,16.0,25.0,39.0,42.0,22.0,48.0,45.0,48.0,23.0
2017-11-20,46.0,1.0,83.0,25.0,33.0,46.0,81.0,69.0,54.0,72.0,19.0
2017-11-21,46.0,1.0,88.0,35.0,56.0,51.0,87.0,65.0,61.0,71.0,14.0
2017-11-22,44.0,1.0,85.0,27.0,59.0,51.0,85.0,50.0,58.0,69.0,47.0
2017-11-23,49.0,1.0,80.0,42.0,56.0,46.0,83.0,59.0,62.0,67.0,14.0
2017-11-24,44.0,1.0,83.0,45.0,56.0,43.0,81.0,53.0,59.0,68.0,40.0
2017-11-25,25.0,1.0,20.0,13.0,34.0,39.0,26.0,42.0,52.0,62.0,0.0
2017-11-26,17.0,1.0,16.0,18.0,28.0,36.0,22.0,42.0,42.0,55.0,7.0
2017-11-27,34.0,1.0,81.0,35.0,58.0,44.0,82.0,72.0,60.0,69.0,15.0
2017-11-28,44.0,1.0,89.0,27.0,52.0,50.0,84.0,43.0,66.0,67.0,40.0
2017-11-29,51.0,1.0,85.0,29.0,40.0,42.0,87.0,58.0,59.0,66.0,0.0
2017-11-30,36.0,1.0,78.0,37.0,39.0,45.0,78.0,52.0,61.0,66.0,19.0
2017-12-01,44.0,1.0,77.0,20.0,41.0,44.0,77.0,50.0,54.0,61.0,7.0
2017-12-02,31.0,1.0,20.0,34.0,38.0,36.0,24.0,49.0,50.0,65.0,6.0
2017-12-03,21.0,1.0,15.0,22.0,16.0,34.0,20.0,45.0,45.0,51.0,7.0
2017-12-04,42.0,1.0,77.0,43.0,39.0,47.0,76.0,63.0,55.0,68.0,21.0
2017-12-05,50.0,1.0,73.0,33.0,36.0,44.0,77.0,46.0,57.0,65.0,24.0
2017-12-06,41.0,1.0,71.0,27.0,36.0,45.0,72.0,70.0,56.0,69.0,20.0
2017-12-07,46.0,1.0,80.0,40.0,46.0,48.0,80.0,65.0,59.0,70.0,26.0
2017-12-08,41.0,1.0,78.0,29.0,44.0,44.0,77.0,61.0,61.0,67.0,14.0
2017-12-09,28.0,1.0,21.0,23.0,37.0,36.0,27.0,65.0,48.0,72.0,0.0
2017-12-10,17.0,1.0,16.0,7.0,19.0,37.0,21.0,46.0,42.0,55.0,28.0
2017-12-11,32.0,1.0,79.0,33.0,46.0,46.0,77.0,81.0,59.0,72.0,20.0
2017-12-12,39.0,1.0,74.0,28.0,35.0,46.0,76.0,64.0,59.0,69.0,13.0
2017-12-13,44.0,1.0,71.0,41.0,54.0,45.0,74.0,55.0,56.0,60.0,20.0
2017-12-14,47.0,1.0,69.0,38.0,44.0,48.0,71.0,55.0,59.0,66.0,0.0
2017-12-15,41.0,1.0,79.0,34.0,55.0,43.0,78.0,60.0,61.0,75.0,19.0
2017-12-16,24.0,1.0,20.0,31.0,46.0,39.0,26.0,46.0,50.0,65.0,35.0
2017-12-17,16.0,1.0,15.0,13.0,22.0,36.0,20.0,52.0,44.0,54.0,29.0
2017-12-18,34.0,1.0,75.0,24.0,25.0,36.0,77.0,45.0,50.0,63.0,6.0
2017-12-19,46.0,1.0,80.0,36.0,60.0,47.0,82.0,50.0,57.0,66.0,11.0
2017-12-20,40.0,1.0,82.0,41.0,59.0,42.0,83.0,67.0,55.0,65.0,13.0
2017-12-21,36.0,1.0,87.0,31.0,47.0,43.0,86.0,66.0,59.0,67.0,18.0
2017-12-22,27.0,1.0,81.0,18.0,37.0,38.0,81.0,38.0,56.0,62.0,18.0
2017-12-23,17.0,1.0,22.0,30.0,44.0,33.0,26.0,55.0,47.0,61.0,36.0
2017-12-24,15.0,1.0,15.0,15.0,18.0,27.0,20.0,41.0,35.0,48.0,7.0
2017-12-25,25.0,1.0,22.0,27.0,32.0,35.0,25.0,39.0,42.0,60.0,7.0
2017-12-26,38.0,1.0,87.0,22.0,48.0,41.0,86.0,55.0,50.0,69.0,7.0
2017-12-27,28.0,1.0,88.0,39.0,39.0,46.0,90.0,55.0,56.0,70.0,32.0
2017-12-28,40.0,1.0,89.0,55.0,61.0,39.0,90.0,62.0,53.0,68.0,39.0
2017-12-29,32.0,1.0,95.0,25.0,39.0,41.0,93.0,45.0,50.0,64.0,7.0
2017-12-30,18.0,1.0,25.0,19.0,36.0,37.0,30.0,46.0,46.0,58.0,12.0
2017-12-31,11.0,1.0,15.0,15.0,16.0,28.0,20.0,37.0,32.0,43.0,7.0
2018-01-01,25.0,1.0,89.0,13.0,21.0,28.0,85.0,36.0,38.0,58.0,16.0
2018-01-02,36.0,1.0,90.0,36.0,39.0,42.0,91.0,56.0,53.0,63.0,11.0
2018-01-03,44.0,1.0,91.0,41.0,49.0,47.0,89.0,60.0,57.0,64.0,31.0
2018-01-04,48.0,1.0,98.0,36.0,64.0,45.0,98.0,49.0,56.0,67.0,20.0
2018-01-05,42.0,1.0,96.0,24.0,52.0,42.0,100.0,55.0,57.0,65.0,26.0
2018-01-06,22.0,1.0,25.0,18.0,40.0,39.0,30.0,53.0,50.0,64.0,13.0
2018-01-07,14.0,1.0,18.0,21.0,25.0,34.0,23.0,40.0,41.0,50.0,26.0
2018-01-08,36.0,1.0,99.0,41.0,60.0,45.0,98.0,49.0,55.0,70.0,20.0
2018-01-09,46.0,1.0,100.0,40.0,45.0,46.0,99.0,43.0,60.0,68.0,31.0
2018-01-10,41.0,1.0,98.0,41.0,41.0,47.0,97.0,60.0,55.0,64.0,36.0
2018-01-11,44.0,1.0,100.0,26.0,57.0,46.0,98.0,52.0,57.0,60.0,19.0
2018-01-12,35.0,1.0,96.0,42.0,42.0,43.0,95.0,52.0,54.0,62.0,13.0
2018-01-13,26.0,1.0,25.0,28.0,34.0,31.0,30.0,47.0,46.0,57.0,25.0
2018-01-14,14.0,1.0,18.0,17.0,20.0,29.0,22.0,32.0,38.0,49.0,27.0
2018-01-15,40.0,1.0,86.0,25.0,33.0,39.0,85.0,47.0,51.0,65.0,25.0
2018-01-16,36.0,1.0,89.0,51.0,44.0,45.0,91.0,61.0,54.0,65.0,6.0
2018-01-17,46.0,1.0,93.0,26.0,50.0,48.0,93.0,68.0,56.0,66.0,37.0
2018-01-18,30.0,1.0,94.0,51.0,58.0,45.0,95.0,60.0,62.0,69.0,19.0
2018-01-19,45.0,1.0,89.0,38.0,48.0,43.0,90.0,47.0,58.0,65.0,6.0
2018-01-20,18.0,1.0,22.0,20.0,34.0,35.0,28.0,61.0,49.0,64.0,20.0
2018-01-21,15.0,1.0,17.0,16.0,32.0,37.0,23.0,44.0,44.0,49.0,41.0
2018-01-22,48.0,1.0,90.0,32.0,45.0,48.0,89.0,53.0,58.0,67.0,18.0
2018-01-23,36.0,1.0,95.0,26.0,40.0,47.0,95.0,60.0,53.0,70.0,12.0
2018-01-24,41.0,1.0,88.0,30.0,48.0,45.0,91.0,46.0,57.0,62.0,5.0
2018-01-25,35.0,1.0,81.0,27.0,35.0,37.0,79.0,53.0,47.0,63.0,18.0
2018-01-26,18.0,1.0,21.0,28.0,20.0,32.0,26.0,40.0,42.0,56.0,6.0
2018-01-27,23.0,1.0,18.0,10.0,20.0,35.0,21.0,40.0,44.0,63.0,0.0
2018-01-28,23.0,1.0,16.0,10.0,25.0,35.0,20.0,36.0,41.0,48.0,38.0
2018-01-29,42.0,1.0,85.0,42.0,43.0,47.0,88.0,61.0,58.0,73.0,56.0
2018-01-30,44.0,1.0,84.0,33.0,57.0,45.0,84.0,69.0,59.0,66.0,25.0
2018-01-31,32.0,1.0,83.0,34.0,41.0,45.0,82.0,40.0,56.0,60.0,17.0
2018-02-01,47.0,1.0,89.0,47.0,44.0,47.0,89.0,51.0,57.0,62.0,12.0
2018-02-02,51.0,1.0,90.0,24.0,37.0,48.0,97.0,50.0,55.0,65.0,13.0
2018-02-03,30.0,1.0,23.0,36.0,40.0,40.0,28.0,64.0,46.0,61.0,28.0
2018-02-04,22.0,1.0,17.0,29.0,20.0,37.0,21.0,38.0,42.0,51.0,46.0
2018-02-05,47.0,1.0,88.0,30.0,53.0,53.0,88.0,60.0,59.0,69.0,47.0
2018-02-06,59.0,1.0,96.0,26.0,44.0,53.0,99.0,74.0,61.0,66.0,50.0
2018-02-07,44.0,1.0,86.0,36.0,37.0,43.0,85.0,59.0,54.0,64.0,12.0
2018-02-08,42.0,1.0,90.0,36.0,45.0,47.0,91.0,57.0,54.0,67.0,29.0
2018-02-09,61.0,1.0,88.0,11.0,30.0,47.0,85.0,44.0,55.0,64.0,5.0
2018-02-10,34.0,1.0,21.0,33.0,33.0,40.0,27.0,42.0,46.0,64.0,18.0
2018-02-11,37.0,1.0,17.0,31.0,27.0,40.0,22.0,40.0,42.0,55.0,32.0
2018-02-12,100.0,1.0,85.0,26.0,50.0,41.0,85.0,57.0,54.0,70.0,41.0
2018-02-13,55.0,1.0,35.0,31.0,45.0,43.0,40.0,53.0,48.0,60.0,5.0
2018-02-14,90.0,1.0,84.0,25.0,43.0,43.0,84.0,43.0,51.0,61.0,12.0
2018-02-15,81.0,1.0,92.0,38.0,34.0,44.0,90.0,39.0,59.0,66.0,18.0
2018-02-16,43.0,1.0,85.0,28.0,41.0,43.0,84.0,49.0,49.0,65.0,6.0
2018-02-17,29.0,1.0,24.0,29.0,30.0,39.0,27.0,55.0,47.0,69.0,11.0
2018-02-18,29.0,1.0,16.0,12.0,23.0,33.0,22.0,52.0,40.0,54.0,20.0
2018-02-19,54.0,1.0,82.0,28.0,38.0,48.0,82.0,47.0,55.0,75.0,0.0
2018-02-20,46.0,1.0,80.0,39.0,49.0,45.0,78.0,57.0,53.0,68.0,18.0
2018-02-21,50.0,1.0,75.0,32.0,53.0,49.0,75.0,52.0,58.0,67.0,52.0
2018-02-22,66.0,1.0,73.0,28.0,46.0,45.0,71.0,60.0,62.0,70.0,17.0
2018-02-23,58.0,1.0,73.0,28.0,41.0,40.0,71.0,51.0,54.0,67.0,18.0
2018-02-24,24.0,,18.0,23.0,32.0,35.0,24.0,75.0,52.0,69.0,13.0
2018-02-25,18.0,,12.0,8.0,19.0,35.0,21.0,49.0,43.0,56.0,0.0
2018-02-26,88.0,,75.0,30.0,52.0,45.0,79.0,50.0,54.0,75.0,26.0
2018-02-27,59.0,,73.0,30.0,48.0,49.0,76.0,68.0,60.0,68.0,26.0
2018-02-28,45.0,,70.0,19.0,32.0,43.0,72.0,65.0,53.0,65.0,0.0
2018-03-01,45.0,,67.0,42.0,27.0,44.0,68.0,53.0,52.0,60.0,53.0
2018-03-02,24.0,,22.0,30.0,26.0,41.0,26.0,53.0,41.0,60.0,0.0
2018-03-03,25.0,,15.0,35.0,15.0,37.0,20.0,57.0,43.0,68.0,27.0
2018-03-04,15.0,,12.0,12.0,25.0,31.0,18.0,24.0,40.0,56.0,0.0
2018-03-05,50.0,,66.0,56.0,44.0,46.0,66.0,58.0,58.0,72.0,13.0
2018-03-06,45.0,,64.0,51.0,32.0,45.0,67.0,56.0,55.0,70.0,38.0
2018-03-07,47.0,,70.0,15.0,32.0,50.0,74.0,47.0,53.0,65.0,13.0
2018-03-08,42.0,,69.0,58.0,49.0,40.0,69.0,37.0,60.0,67.0,25.0
2018-03-09,51.0,,66.0,26.0,52.0,47.0,67.0,52.0,55.0,72.0,13.0
2018-03-10,28.0,,17.0,34.0,32.0,44.0,22.0,53.0,45.0,74.0,40.0
2018-03-11,16.0,,11.0,20.0,11.0,43.0,16.0,51.0,47.0,55.0,28.0
2018-03-12,45.0,,66.0,37.0,47.0,48.0,68.0,49.0,56.0,78.0,13.0
2018-03-13,66.0,,72.0,43.0,43.0,55.0,71.0,66.0,57.0,82.0,37.0
2018-03-14,45.0,,70.0,31.0,34.0,51.0,68.0,48.0,56.0,69.0,24.0
2018-03-15,44.0,,69.0,40.0,46.0,47.0,70.0,53.0,57.0,66.0,50.0
2018-03-16,41.0,,68.0,18.0,35.0,47.0,70.0,54.0,55.0,67.0,13.0
2018-03-17,16.0,,19.0,11.0,15.0,42.0,24.0,49.0,49.0,65.0,39.0
2018-03-18,16.0,,12.0,12.0,24.0,43.0,18.0,47.0,40.0,52.0,13.0
2018-03-19,44.0,,68.0,44.0,37.0,46.0,67.0,58.0,58.0,74.0,25.0
2018-03-20,39.0,,68.0,22.0,47.0,53.0,66.0,48.0,56.0,67.0,12.0
2018-03-21,50.0,,66.0,18.0,38.0,49.0,69.0,47.0,59.0,72.0,50.0
2018-03-22,38.0,,66.0,36.0,34.0,47.0,68.0,56.0,58.0,70.0,12.0
2018-03-23,51.0,,65.0,33.0,34.0,51.0,67.0,45.0,51.0,68.0,25.0
2018-03-24,23.0,,18.0,38.0,32.0,41.0,23.0,50.0,49.0,65.0,13.0
2018-03-25,20.0,,13.0,20.0,21.0,43.0,18.0,39.0,44.0,54.0,14.0
2018-03-26,35.0,,63.0,22.0,34.0,43.0,69.0,56.0,55.0,68.0,0.0
2018-03-27,42.0,,70.0,14.0,34.0,48.0,71.0,47.0,56.0,66.0,12.0
2018-03-28,46.0,,65.0,36.0,42.0,52.0,66.0,57.0,56.0,67.0,25.0
2018-03-29,46.0,,29.0,47.0,48.0,59.0,32.0,60.0,50.0,73.0,50.0
2018-03-30,31.0,,19.0,22.0,27.0,47.0,25.0,48.0,47.0,72.0,51.0
2018-03-31,24.0,,13.0,16.0,42.0,45.0,18.0,63.0,49.0,62.0,13.0
2018-04-01,19.0,,12.0,16.0,22.0,42.0,17.0,38.0,38.0,54.0,43.0
2018-04-02,43.0,,67.0,23.0,35.0,53.0,67.0,54.0,56.0,72.0,26.0
2018-04-03,46.0,,69.0,45.0,41.0,52.0,72.0,65.0,61.0,70.0,13.0
2018-04-04,47.0,,70.0,25.0,29.0,55.0,73.0,50.0,51.0,70.0,13.0
2018-04-05,27.0,,69.0,29.0,51.0,56.0,74.0,48.0,56.0,71.0,100.0
2018-04-06,44.0,,69.0,43.0,40.0,56.0,73.0,54.0,56.0,67.0,38.0
2018-04-07,19.0,,17.0,33.0,34.0,58.0,22.0,48.0,45.0,66.0,0.0
2018-04-08,15.0,,12.0,7.0,13.0,44.0,18.0,41.0,38.0,56.0,27.0
2018-04-09,47.0,,68.0,32.0,38.0,50.0,68.0,53.0,55.0,74.0,25.0
2018-04-10,40.0,,70.0,25.0,40.0,52.0,70.0,43.0,55.0,69.0,13.0
2018-04-11,56.0,,73.0,22.0,44.0,50.0,71.0,50.0,56.0,65.0,37.0
2018-04-12,45.0,,66.0,39.0,44.0,48.0,69.0,47.0,56.0,63.0,37.0
2018-04-13,34.0,,64.0,28.0,42.0,41.0,69.0,44.0,54.0,68.0,37.0
2018-04-14,27.0,,17.0,27.0,28.0,42.0,21.0,46.0,43.0,68.0,66.0
2018-04-15,21.0,,12.0,20.0,14.0,31.0,16.0,33.0,39.0,56.0,28.0
2018-04-16,36.0,,67.0,37.0,39.0,42.0,68.0,53.0,51.0,73.0,51.0
2018-04-17,45.0,,66.0,25.0,38.0,43.0,68.0,44.0,56.0,62.0,25.0
2018-04-18,35.0,,65.0,51.0,51.0,38.0,70.0,53.0,56.0,61.0,25.0
2018-04-19,53.0,,72.0,33.0,34.0,44.0,75.0,73.0,53.0,66.0,13.0
2018-04-20,44.0,,73.0,41.0,33.0,36.0,74.0,52.0,51.0,62.0,26.0
2018-04-21,27.0,,17.0,22.0,38.0,36.0,24.0,43.0,43.0,66.0,0.0
2018-04-22,20.0,,14.0,24.0,23.0,32.0,18.0,43.0,38.0,53.0,28.0
2018-04-23,38.0,,69.0,32.0,30.0,38.0,78.0,48.0,56.0,65.0,12.0
2018-04-24,45.0,,73.0,40.0,38.0,34.0,75.0,42.0,54.0,74.0,50.0
2018-04-25,45.0,,67.0,32.0,28.0,40.0,72.0,62.0,53.0,69.0,12.0
2018-04-26,31.0,,70.0,29.0,42.0,38.0,73.0,66.0,54.0,65.0,25.0
2018-04-27,23.0,,68.0,25.0,40.0,38.0,72.0,43.0,51.0,67.0,0.0
2018-04-28,19.0,,17.0,15.0,23.0,37.0,20.0,48.0,47.0,61.0,25.0
2018-04-29,14.0,,12.0,18.0,14.0,28.0,18.0,36.0,35.0,51.0,0.0
2018-04-30,27.0,,63.0,34.0,30.0,35.0,67.0,55.0,51.0,70.0,12.0
2018-05-01,22.0,,29.0,21.0,34.0,38.0,34.0,37.0,44.0,63.0,24.0
2018-05-02,31.0,,70.0,28.0,34.0,43.0,71.0,60.0,51.0,66.0,24.0
2018-05-03,45.0,1.0,66.0,30.0,38.0,39.0,69.0,51.0,52.0,65.0,12.0
2018-05-04,37.0,1.0,65.0,37.0,39.0,39.0,67.0,42.0,53.0,64.0,45.0
2018-05-05,19.0,1.0,17.0,34.0,29.0,34.0,23.0,41.0,47.0,61.0,6.0
2018-05-06,15.0,1.0,14.0,20.0,15.0,34.0,17.0,38.0,40.0,53.0,28.0
2018-05-07,41.0,1.0,69.0,45.0,32.0,36.0,71.0,57.0,54.0,72.0,6.0
2018-05-08,40.0,1.0,69.0,40.0,43.0,40.0,71.0,43.0,53.0,66.0,19.0
2018-05-09,39.0,1.0,67.0,31.0,40.0,40.0,73.0,52.0,52.0,66.0,38.0
2018-05-10,42.0,1.0,67.0,38.0,46.0,39.0,71.0,50.0,56.0,63.0,12.0
2018-05-11,35.0,1.0,69.0,22.0,45.0,36.0,72.0,44.0,50.0,66.0,18.0
2018-05-12,20.0,1.0,17.0,27.0,24.0,31.0,23.0,55.0,42.0,66.0,45.0
2018-05-13,17.0,1.0,13.0,17.0,20.0,30.0,18.0,33.0,39.0,52.0,34.0
2018-05-14,38.0,1.0,65.0,44.0,31.0,39.0,68.0,43.0,49.0,68.0,43.0
2018-05-15,40.0,1.0,59.0,30.0,36.0,39.0,65.0,47.0,43.0,61.0,17.0
2018-05-16,41.0,1.0,61.0,40.0,37.0,39.0,65.0,61.0,51.0,69.0,24.0
2018-05-17,49.0,1.0,67.0,56.0,33.0,36.0,70.0,55.0,51.0,65.0,37.0
2018-05-18,41.0,1.0,63.0,34.0,39.0,38.0,67.0,53.0,52.0,67.0,31.0
2018-05-19,20.0,1.0,17.0,33.0,32.0,30.0,22.0,51.0,45.0,65.0,19.0
2018-05-20,24.0,1.0,13.0,20.0,17.0,31.0,17.0,40.0,42.0,50.0,34.0
2018-05-21,37.0,1.0,68.0,34.0,36.0,42.0,68.0,64.0,55.0,72.0,6.0
2018-05-22,33.0,1.0,64.0,32.0,41.0,39.0,69.0,63.0,53.0,67.0,25.0
2018-05-23,40.0,1.0,62.0,34.0,45.0,42.0,68.0,57.0,55.0,65.0,18.0
2018-05-24,38.0,1.0,64.0,35.0,30.0,38.0,67.0,53.0,57.0,63.0,24.0
2018-05-25,31.0,1.0,64.0,15.0,40.0,40.0,67.0,60.0,50.0,68.0,6.0
2018-05-26,22.0,1.0,17.0,24.0,30.0,36.0,22.0,47.0,48.0,61.0,30.0
2018-05-27,23.0,1.0,12.0,16.0,22.0,30.0,16.0,47.0,39.0,54.0,6.0
2018-05-28,42.0,1.0,65.0,72.0,41.0,39.0,66.0,63.0,57.0,68.0,17.0
2018-05-29,38.0,1.0,64.0,33.0,40.0,42.0,68.0,48.0,55.0,68.0,17.0
2018-05-30,34.0,1.0,64.0,42.0,33.0,40.0,67.0,45.0,54.0,64.0,16.0
2018-05-31,40.0,1.0,65.0,56.0,47.0,44.0,68.0,45.0,52.0,63.0,16.0
2018-06-01,34.0,1.0,63.0,48.0,43.0,39.0,68.0,53.0,54.0,63.0,42.0
2018-06-02,23.0,1.0,19.0,32.0,29.0,32.0,23.0,52.0,48.0,66.0,12.0
2018-06-03,19.0,1.0,12.0,27.0,33.0,32.0,18.0,45.0,41.0,54.0,13.0
2018-06-04,35.0,1.0,62.0,38.0,39.0,38.0,65.0,58.0,54.0,72.0,24.0
2018-06-05,45.0,1.0,59.0,32.0,34.0,40.0,62.0,45.0,59.0,68.0,18.0
2018-06-06,31.0,1.0,59.0,49.0,50.0,40.0,62.0,60.0,54.0,61.0,23.0
2018-06-07,35.0,1.0,63.0,42.0,35.0,42.0,64.0,64.0,52.0,67.0,35.0
2018-06-08,34.0,1.0,61.0,44.0,43.0,40.0,64.0,50.0,54.0,64.0,35.0
2018-06-09,19.0,1.0,16.0,29.0,28.0,35.0,21.0,39.0,49.0,65.0,55.0
2018-06-10,17.0,1.0,10.0,21.0,25.0,36.0,17.0,43.0,41.0,56.0,6.0
2018-06-11,44.0,1.0,61.0,29.0,41.0,41.0,64.0,54.0,55.0,70.0,52.0
2018-06-12,39.0,1.0,69.0,42.0,39.0,48.0,74.0,50.0,61.0,67.0,48.0
2018-06-13,39.0,1.0,71.0,39.0,46.0,45.0,73.0,58.0,59.0,68.0,22.0
2018-06-14,36.0,1.0,62.0,26.0,36.0,44.0,65.0,62.0,54.0,68.0,28.0
2018-06-15,30.0,1.0,57.0,22.0,24.0,36.0,61.0,48.0,47.0,64.0,23.0
2018-06-16,13.0,1.0,15.0,25.0,28.0,28.0,21.0,52.0,43.0,64.0,0.0
2018-06-17,21.0,1.0,9.0,15.0,22.0,30.0,18.0,32.0,39.0,51.0,26.0
2018-06-18,48.0,1.0,58.0,38.0,39.0,43.0,61.0,51.0,57.0,71.0,18.0
2018-06-19,44.0,1.0,57.0,45.0,37.0,45.0,60.0,60.0,56.0,68.0,6.0
2018-06-20,36.0,1.0,60.0,31.0,43.0,43.0,63.0,56.0,55.0,67.0,35.0
2018-06-21,29.0,1.0,57.0,58.0,38.0,42.0,58.0,45.0,58.0,70.0,6.0
2018-06-22,38.0,1.0,55.0,46.0,40.0,42.0,58.0,52.0,57.0,70.0,18.0
2018-06-23,21.0,1.0,15.0,32.0,22.0,36.0,21.0,45.0,47.0,66.0,12.0
2018-06-24,24.0,1.0,11.0,28.0,30.0,34.0,16.0,35.0,41.0,54.0,13.0
2018-06-25,38.0,1.0,56.0,27.0,57.0,45.0,60.0,54.0,56.0,68.0,17.0
2018-06-26,40.0,1.0,52.0,19.0,31.0,37.0,56.0,43.0,50.0,65.0,27.0
2018-06-27,32.0,1.0,55.0,37.0,44.0,40.0,57.0,43.0,53.0,63.0,45.0
2018-06-28,40.0,1.0,56.0,51.0,39.0,42.0,59.0,62.0,53.0,63.0,28.0
2018-06-29,33.0,1.0,57.0,39.0,52.0,42.0,59.0,55.0,57.0,65.0,35.0
2018-06-30,22.0,1.0,15.0,31.0,34.0,36.0,21.0,48.0,48.0,61.0,17.0
2018-07-01,23.0,1.0,9.0,11.0,12.0,33.0,17.0,46.0,42.0,55.0,30.0
2018-07-02,31.0,1.0,55.0,37.0,35.0,41.0,59.0,49.0,55.0,70.0,22.0
2018-07-03,39.0,1.0,56.0,27.0,36.0,42.0,59.0,57.0,55.0,67.0,28.0
2018-07-04,45.0,1.0,56.0,28.0,36.0,45.0,60.0,47.0,54.0,74.0,40.0
2018-07-05,41.0,1.0,57.0,46.0,41.0,42.0,60.0,52.0,57.0,70.0,28.0
2018-07-06,34.0,1.0,58.0,42.0,44.0,41.0,63.0,50.0,55.0,71.0,40.0
2018-07-07,34.0,1.0,15.0,24.0,23.0,37.0,20.0,43.0,48.0,69.0,52.0
2018-07-08,15.0,1.0,11.0,17.0,27.0,33.0,17.0,49.0,45.0,57.0,18.0
2018-07-09,37.0,1.0,64.0,39.0,41.0,40.0,67.0,57.0,58.0,74.0,24.0
2018-07-10,48.0,1.0,61.0,31.0,50.0,40.0,65.0,52.0,57.0,69.0,23.0
2018-07-11,33.0,1.0,65.0,60.0,40.0,45.0,65.0,52.0,62.0,74.0,16.0
2018-07-12,35.0,1.0,58.0,36.0,39.0,39.0,64.0,56.0,55.0,65.0,6.0
2018-07-13,44.0,1.0,58.0,41.0,39.0,41.0,65.0,51.0,60.0,67.0,17.0
2018-07-14,26.0,1.0,16.0,33.0,30.0,34.0,23.0,52.0,50.0,63.0,19.0
2018-07-15,15.0,1.0,10.0,24.0,24.0,32.0,17.0,38.0,45.0,58.0,19.0
2018-07-16,39.0,1.0,61.0,48.0,40.0,40.0,65.0,49.0,58.0,70.0,17.0
2018-07-17,35.0,1.0,57.0,26.0,34.0,47.0,62.0,56.0,58.0,69.0,57.0
2018-07-18,37.0,1.0,60.0,36.0,35.0,45.0,64.0,46.0,59.0,73.0,46.0
2018-07-19,44.0,1.0,57.0,30.0,51.0,40.0,63.0,55.0,58.0,70.0,47.0
2018-07-20,39.0,1.0,58.0,51.0,56.0,42.0,64.0,46.0,60.0,72.0,12.0
2018-07-21,29.0,1.0,16.0,39.0,43.0,38.0,23.0,57.0,54.0,71.0,24.0
2018-07-22,18.0,1.0,11.0,36.0,31.0,31.0,18.0,44.0,46.0,62.0,38.0
2018-07-23,36.0,1.0,59.0,46.0,41.0,45.0,65.0,62.0,60.0,79.0,29.0
2018-07-24,41.0,1.0,59.0,31.0,41.0,42.0,66.0,45.0,62.0,73.0,52.0
2018-07-25,46.0,1.0,59.0,34.0,45.0,44.0,63.0,56.0,62.0,71.0,34.0
2018-07-26,45.0,1.0,63.0,55.0,35.0,44.0,69.0,49.0,59.0,68.0,16.0
