date,healthcare,overlap,share price,private limited company,limited company,health,share,hospitals,company,Hospital,pharmaceutical company
2018-07-27,35.0,1.0,65.0,54.0,48.0,61.0,68.0,48.0,55.0,63.0,38.0
2018-07-28,28.0,1.0,17.0,23.0,33.0,54.0,24.0,53.0,50.0,76.0,11.0
2018-07-29,19.0,1.0,12.0,19.0,26.0,64.0,20.0,40.0,46.0,64.0,36.0
2018-07-30,35.0,1.0,64.0,33.0,38.0,72.0,70.0,52.0,61.0,78.0,28.0
2018-07-31,44.0,1.0,67.0,25.0,42.0,55.0,72.0,57.0,58.0,72.0,27.0
2018-08-01,36.0,1.0,66.0,41.0,34.0,44.0,73.0,54.0,59.0,67.0,28.0
2018-08-02,42.0,1.0,73.0,39.0,50.0,42.0,77.0,54.0,65.0,72.0,41.0
2018-08-03,46.0,1.0,64.0,28.0,32.0,44.0,70.0,53.0,63.0,71.0,39.0
2018-08-04,26.0,1.0,17.0,37.0,33.0,37.0,23.0,45.0,53.0,68.0,28.0
2018-08-05,21.0,1.0,11.0,21.0,26.0,34.0,21.0,50.0,49.0,55.0,0.0
2018-08-06,37.0,1.0,77.0,45.0,36.0,75.0,80.0,54.0,63.0,78.0,39.0
2018-08-07,40.0,1.0,67.0,33.0,48.0,100.0,73.0,56.0,61.0,80.0,11.0
2018-08-08,43.0,1.0,66.0,39.0,29.0,44.0,73.0,48.0,57.0,72.0,32.0
2018-08-09,38.0,1.0,67.0,44.0,47.0,40.0,75.0,52.0,58.0,65.0,16.0
2018-08-10,37.0,1.0,64.0,24.0,35.0,42.0,70.0,53.0,61.0,68.0,26.0
2018-08-11,32.0,1.0,16.0,26.0,31.0,34.0,22.0,29.0,49.0,65.0,27.0
2018-08-12,19.0,,12.0,31.0,21.0,35.0,19.0,43.0,44.0,54.0,35.0
2018-08-13,43.0,,61.0,73.0,44.0,41.0,70.0,50.0,62.0,71.0,34.0
2018-08-14,48.0,,60.0,46.0,48.0,35.0,66.0,61.0,52.0,61.0,11.0
2018-08-15,24.0,,17.0,18.0,23.0,35.0,24.0,31.0,46.0,56.0,35.0
2018-08-16,37.0,,62.0,13.0,30.0,48.0,64.0,48.0,54.0,72.0,44.0
2018-08-17,33.0,,61.0,28.0,30.0,37.0,65.0,64.0,55.0,67.0,32.0
2018-08-18,18.0,,16.0,40.0,16.0,34.0,23.0,34.0,45.0,67.0,12.0
2018-08-19,25.0,,12.0,19.0,18.0,32.0,19.0,29.0,44.0,55.0,36.0
2018-08-20,43.0,,59.0,52.0,29.0,41.0,67.0,53.0,53.0,67.0,22.0
2018-08-21,41.0,,62.0,38.0,46.0,39.0,68.0,69.0,55.0,64.0,22.0
2018-08-22,44.0,,23.0,34.0,35.0,41.0,33.0,54.0,52.0,67.0,12.0
2018-08-23,52.0,,66.0,63.0,33.0,42.0,74.0,47.0,59.0,69.0,35.0
2018-08-24,41.0,,61.0,36.0,40.0,39.0,68.0,51.0,55.0,67.0,12.0
2018-08-25,28.0,,16.0,27.0,23.0,35.0,24.0,42.0,47.0,65.0,12.0
2018-08-26,27.0,,11.0,34.0,19.0,31.0,19.0,28.0,39.0,53.0,12.0
2018-08-27,40.0,,67.0,31.0,37.0,37.0,71.0,33.0,57.0,72.0,23.0
2018-08-28,44.0,,59.0,59.0,34.0,46.0,68.0,46.0,59.0,69.0,33.0
2018-08-29,43.0,,63.0,43.0,43.0,42.0,68.0,56.0,61.0,66.0,11.0
2018-08-30,41.0,,61.0,29.0,32.0,47.0,66.0,54.0,56.0,68.0,11.0
2018-08-31,39.0,,57.0,54.0,33.0,41.0,62.0,50.0,56.0,64.0,33.0
2018-09-01,27.0,,17.0,25.0,27.0,37.0,23.0,52.0,51.0,63.0,33.0
2018-09-02,26.0,,11.0,13.0,19.0,32.0,19.0,30.0,47.0,58.0,22.0
2018-09-03,31.0,,58.0,29.0,38.0,39.0,64.0,43.0,54.0,69.0,55.0
2018-09-04,50.0,,62.0,51.0,29.0,42.0,72.0,55.0,62.0,69.0,22.0
2018-09-05,43.0,,58.0,25.0,32.0,42.0,66.0,58.0,59.0,69.0,54.0
2018-09-06,43.0,,64.0,37.0,38.0,43.0,70.0,66.0,56.0,73.0,65.0
2018-09-07,39.0,,59.0,42.0,30.0,38.0,66.0,63.0,56.0,70.0,21.0
2018-09-08,24.0,,15.0,37.0,30.0,31.0,22.0,42.0,50.0,68.0,11.0
2018-09-09,11.0,,13.0,13.0,35.0,30.0,19.0,47.0,41.0,51.0,11.0
2018-09-10,46.0,,56.0,47.0,48.0,39.0,61.0,51.0,54.0,67.0,20.0
2018-09-11,39.0,,54.0,37.0,57.0,40.0,62.0,45.0,54.0,61.0,0.0
2018-09-12,28.0,,56.0,46.0,56.0,41.0,65.0,45.0,56.0,65.0,43.0
2018-09-13,27.0,,22.0,34.0,41.0,36.0,31.0,34.0,49.0,57.0,22.0
2018-09-14,43.0,,56.0,25.0,31.0,37.0,57.0,31.0,53.0,67.0,21.0
2018-09-15,22.0,,13.0,46.0,37.0,35.0,20.0,55.0,47.0,63.0,21.0
2018-09-16,30.0,,11.0,13.0,16.0,37.0,19.0,31.0,47.0,55.0,11.0
2018-09-17,46.0,,55.0,41.0,46.0,45.0,59.0,51.0,56.0,70.0,21.0
2018-09-18,39.0,,54.0,37.0,42.0,41.0,65.0,50.0,60.0,67.0,52.0
2018-09-19,35.0,,53.0,44.0,40.0,37.0,63.0,47.0,63.0,61.0,21.0
2018-09-20,35.0,,27.0,48.0,37.0,42.0,36.0,47.0,57.0,62.0,41.0
2018-09-21,41.0,,57.0,52.0,50.0,41.0,70.0,36.0,54.0,67.0,32.0
2018-09-22,22.0,,18.0,34.0,36.0,36.0,26.0,58.0,49.0,67.0,0.0
2018-09-23,20.0,,11.0,52.0,20.0,37.0,19.0,50.0,42.0,54.0,0.0
2018-09-24,55.0,,62.0,61.0,38.0,42.0,70.0,47.0,55.0,70.0,42.0
2018-09-25,40.0,,62.0,65.0,50.0,43.0,71.0,45.0,56.0,67.0,0.0
2018-09-26,40.0,,57.0,40.0,49.0,44.0,65.0,52.0,57.0,66.0,41.0
2018-09-27,35.0,,56.0,40.0,27.0,44.0,66.0,57.0,58.0,65.0,11.0
2018-09-28,43.0,,63.0,43.0,47.0,42.0,68.0,50.0,54.0,62.0,11.0
2018-09-29,30.0,,17.0,33.0,33.0,34.0,25.0,47.0,50.0,63.0,11.0
2018-09-30,22.0,,12.0,49.0,20.0,35.0,19.0,39.0,46.0,55.0,12.0
2018-10-01,42.0,,62.0,41.0,35.0,43.0,71.0,65.0,56.0,77.0,75.0
2018-10-02,25.0,,19.0,28.0,21.0,41.0,29.0,42.0,52.0,71.0,11.0
2018-10-03,38.0,,64.0,42.0,21.0,44.0,72.0,68.0,56.0,72.0,0.0
2018-10-04,38.0,,64.0,24.0,40.0,43.0,73.0,46.0,53.0,64.0,31.0
2018-10-05,37.0,,63.0,49.0,38.0,41.0,71.0,50.0,100.0,63.0,11.0
2018-10-06,24.0,,17.0,51.0,35.0,38.0,25.0,42.0,52.0,67.0,33.0
2018-10-07,13.0,,12.0,52.0,30.0,33.0,19.0,41.0,46.0,55.0,0.0
2018-10-08,31.0,,61.0,58.0,29.0,41.0,72.0,46.0,56.0,67.0,0.0
2018-10-09,30.0,,88.0,60.0,35.0,44.0,88.0,47.0,55.0,66.0,17.0
2018-10-10,37.0,,58.0,32.0,37.0,45.0,69.0,38.0,53.0,61.0,11.0
2018-10-11,40.0,,69.0,41.0,24.0,38.0,73.0,40.0,57.0,64.0,32.0
2018-10-12,22.0,,65.0,33.0,24.0,38.0,70.0,58.0,54.0,61.0,11.0
2018-10-13,25.0,,14.0,37.0,24.0,38.0,23.0,45.0,49.0,63.0,33.0
2018-10-14,30.0,,11.0,17.0,14.0,28.0,20.0,48.0,43.0,49.0,12.0
2018-10-15,30.0,,62.0,50.0,38.0,36.0,65.0,42.0,56.0,65.0,11.0
2018-10-16,32.0,,61.0,8.0,28.0,41.0,68.0,61.0,83.0,62.0,11.0
2018-10-17,30.0,,62.0,26.0,33.0,31.0,68.0,39.0,51.0,56.0,22.0
2018-10-18,17.0,,22.0,26.0,34.0,33.0,29.0,34.0,42.0,56.0,23.0
2018-10-19,32.0,1.0,54.0,18.0,13.0,31.0,57.0,42.0,39.0,61.0,21.0
2018-10-20,27.0,1.0,16.0,41.0,25.0,30.0,22.0,47.0,44.0,68.0,26.0
2018-10-21,22.0,1.0,12.0,13.0,28.0,31.0,18.0,38.0,38.0,53.0,4.0
2018-10-22,38.0,1.0,55.0,53.0,45.0,37.0,64.0,60.0,53.0,70.0,10.0
2018-10-23,24.0,1.0,57.0,54.0,38.0,38.0,62.0,56.0,55.0,63.0,53.0
2018-10-24,36.0,1.0,52.0,51.0,33.0,37.0,59.0,53.0,49.0,62.0,0.0
2018-10-25,38.0,1.0,56.0,43.0,36.0,39.0,64.0,56.0,54.0,65.0,58.0
2018-10-26,41.0,1.0,58.0,24.0,26.0,37.0,63.0,53.0,50.0,85.0,5.0
2018-10-27,26.0,1.0,15.0,29.0,20.0,27.0,22.0,45.0,43.0,57.0,12.0
2018-10-28,22.0,1.0,10.0,10.0,17.0,29.0,18.0,26.0,43.0,53.0,15.0
2018-10-29,40.0,1.0,72.0,27.0,28.0,34.0,76.0,52.0,50.0,59.0,96.0
2018-10-30,46.0,1.0,62.0,28.0,35.0,36.0,68.0,51.0,53.0,63.0,31.0
2018-10-31,30.0,1.0,63.0,32.0,34.0,36.0,72.0,44.0,54.0,61.0,18.0
2018-11-01,35.0,1.0,58.0,34.0,28.0,34.0,65.0,55.0,46.0,57.0,4.0
2018-11-02,39.0,1.0,67.0,30.0,30.0,33.0,72.0,42.0,48.0,62.0,18.0
2018-11-03,24.0,1.0,16.0,30.0,27.0,31.0,25.0,34.0,46.0,59.0,5.0
2018-11-04,22.0,1.0,12.0,35.0,13.0,26.0,19.0,40.0,38.0,50.0,10.0
2018-11-05,33.0,1.0,68.0,33.0,23.0,29.0,74.0,43.0,45.0,58.0,24.0
2018-11-06,24.0,1.0,51.0,27.0,22.0,29.0,58.0,35.0,47.0,50.0,15.0
2018-11-07,14.0,1.0,34.0,16.0,20.0,28.0,40.0,34.0,39.0,49.0,18.0
2018-11-08,30.0,1.0,25.0,10.0,27.0,29.0,33.0,50.0,43.0,62.0,4.0
2018-11-09,29.0,1.0,51.0,29.0,22.0,26.0,58.0,37.0,40.0,59.0,0.0
2018-11-10,22.0,1.0,16.0,40.0,22.0,28.0,22.0,48.0,44.0,65.0,5.0
2018-11-11,19.0,1.0,12.0,19.0,18.0,30.0,18.0,25.0,37.0,51.0,26.0
2018-11-12,38.0,1.0,55.0,39.0,34.0,42.0,63.0,50.0,50.0,74.0,17.0
2018-11-13,29.0,1.0,59.0,40.0,28.0,36.0,65.0,56.0,51.0,67.0,24.0
2018-11-14,43.0,1.0,59.0,28.0,32.0,37.0,67.0,45.0,53.0,62.0,39.0
2018-11-15,37.0,1.0,60.0,30.0,41.0,38.0,65.0,53.0,50.0,63.0,4.0
2018-11-16,35.0,1.0,54.0,27.0,21.0,42.0,64.0,47.0,48.0,62.0,18.0
2018-11-17,29.0,1.0,16.0,21.0,28.0,35.0,23.0,50.0,44.0,58.0,27.0
2018-11-18,26.0,1.0,11.0,28.0,24.0,33.0,20.0,40.0,42.0,55.0,35.0
2018-11-19,47.0,1.0,56.0,27.0,38.0,39.0,66.0,47.0,55.0,69.0,48.0
2018-11-20,39.0,1.0,52.0,38.0,20.0,40.0,63.0,57.0,51.0,66.0,5.0
2018-11-21,45.0,1.0,50.0,35.0,45.0,39.0,58.0,64.0,52.0,63.0,22.0
2018-11-22,37.0,1.0,51.0,38.0,28.0,38.0,58.0,49.0,52.0,62.0,5.0
2018-11-23,30.0,1.0,23.0,31.0,32.0,34.0,32.0,42.0,50.0,62.0,30.0
2018-11-24,22.0,1.0,12.0,35.0,25.0,33.0,19.0,43.0,46.0,63.0,10.0
2018-11-25,24.0,1.0,9.0,29.0,25.0,32.0,17.0,32.0,39.0,53.0,25.0
2018-11-26,44.0,1.0,51.0,61.0,38.0,38.0,60.0,50.0,54.0,70.0,24.0
2018-11-27,37.0,1.0,52.0,63.0,42.0,41.0,61.0,56.0,53.0,68.0,24.0
2018-11-28,48.0,1.0,55.0,29.0,34.0,42.0,66.0,34.0,56.0,65.0,20.0
2018-11-29,44.0,1.0,60.0,60.0,30.0,40.0,69.0,36.0,52.0,62.0,18.0
2018-11-30,39.0,1.0,55.0,52.0,38.0,41.0,63.0,46.0,51.0,58.0,24.0
2018-12-01,28.0,1.0,15.0,27.0,32.0,34.0,23.0,32.0,45.0,59.0,22.0
2018-12-02,20.0,1.0,11.0,20.0,22.0,31.0,19.0,33.0,41.0,50.0,26.0
2018-12-03,46.0,1.0,57.0,36.0,34.0,38.0,65.0,56.0,54.0,69.0,30.0
2018-12-04,38.0,1.0,55.0,48.0,51.0,40.0,65.0,50.0,54.0,65.0,20.0
2018-12-05,34.0,1.0,53.0,31.0,31.0,41.0,62.0,37.0,53.0,65.0,54.0
2018-12-06,40.0,1.0,52.0,54.0,38.0,37.0,61.0,46.0,52.0,62.0,36.0
2018-12-07,33.0,1.0,51.0,54.0,35.0,35.0,58.0,53.0,51.0,62.0,11.0
2018-12-08,30.0,1.0,12.0,44.0,30.0,33.0,19.0,50.0,43.0,66.0,15.0
2018-12-09,28.0,1.0,10.0,27.0,22.0,31.0,18.0,37.0,36.0,53.0,0.0
2018-12-10,32.0,1.0,52.0,46.0,38.0,37.0,60.0,43.0,48.0,63.0,30.0
2018-12-11,37.0,1.0,46.0,26.0,30.0,32.0,54.0,38.0,42.0,52.0,16.0
2018-12-12,36.0,1.0,56.0,46.0,45.0,39.0,65.0,41.0,50.0,62.0,11.0
2018-12-13,38.0,1.0,58.0,46.0,37.0,37.0,68.0,50.0,49.0,60.0,41.0
2018-12-14,46.0,1.0,64.0,27.0,32.0,38.0,68.0,52.0,50.0,66.0,22.0
2018-12-15,30.0,1.0,13.0,24.0,20.0,32.0,22.0,45.0,45.0,62.0,6.0
2018-12-16,21.0,1.0,9.0,25.0,22.0,32.0,19.0,42.0,38.0,50.0,11.0
2018-12-17,42.0,1.0,62.0,46.0,32.0,42.0,71.0,46.0,52.0,72.0,18.0
2018-12-18,42.0,1.0,61.0,36.0,38.0,42.0,69.0,49.0,56.0,72.0,13.0
2018-12-19,42.0,1.0,57.0,58.0,34.0,39.0,67.0,49.0,51.0,65.0,31.0
2018-12-20,47.0,1.0,55.0,43.0,44.0,37.0,65.0,50.0,51.0,65.0,14.0
2018-12-21,30.0,1.0,54.0,39.0,36.0,37.0,62.0,41.0,46.0,62.0,28.0
2018-12-22,22.0,1.0,14.0,35.0,26.0,32.0,21.0,45.0,42.0,61.0,0.0
2018-12-23,20.0,1.0,10.0,32.0,30.0,27.0,17.0,34.0,38.0,53.0,5.0
2018-12-24,23.0,1.0,50.0,54.0,43.0,35.0,58.0,40.0,46.0,66.0,25.0
2018-12-25,30.0,1.0,16.0,38.0,29.0,28.0,26.0,43.0,41.0,63.0,16.0
2018-12-26,39.0,1.0,48.0,32.0,37.0,39.0,58.0,49.0,45.0,64.0,18.0
2018-12-27,40.0,1.0,49.0,46.0,24.0,38.0,59.0,52.0,48.0,64.0,20.0
2018-12-28,39.0,1.0,48.0,39.0,29.0,38.0,58.0,49.0,47.0,65.0,15.0
2018-12-29,23.0,1.0,14.0,43.0,36.0,30.0,21.0,37.0,41.0,59.0,37.0
2018-12-30,13.0,1.0,8.0,26.0,19.0,27.0,18.0,37.0,38.0,53.0,10.0
2018-12-31,23.0,1.0,44.0,25.0,22.0,33.0,54.0,37.0,41.0,58.0,29.0
2019-01-01,27.0,1.0,44.0,21.0,22.0,33.0,52.0,41.0,39.0,53.0,14.0
2019-01-02,32.0,1.0,52.0,26.0,29.0,41.0,61.0,48.0,51.0,65.0,23.0
2019-01-03,35.0,1.0,51.0,25.0,38.0,40.0,59.0,47.0,56.0,62.0,23.0
2019-01-04,41.0,1.0,48.0,31.0,42.0,36.0,58.0,48.0,49.0,63.0,4.0
2019-01-05,32.0,1.0,13.0,32.0,26.0,35.0,23.0,52.0,44.0,65.0,15.0
2019-01-06,27.0,1.0,10.0,31.0,16.0,31.0,18.0,36.0,39.0,48.0,16.0
2019-01-07,42.0,1.0,48.0,58.0,39.0,40.0,58.0,54.0,50.0,68.0,29.0
2019-01-08,37.0,1.0,49.0,44.0,32.0,41.0,59.0,46.0,54.0,67.0,25.0
2019-01-09,37.0,1.0,51.0,46.0,44.0,43.0,62.0,60.0,52.0,65.0,47.0
2019-01-10,27.0,1.0,52.0,45.0,36.0,40.0,62.0,65.0,52.0,68.0,25.0
2019-01-11,34.0,1.0,49.0,44.0,46.0,37.0,58.0,46.0,53.0,65.0,35.0
2019-01-12,25.0,1.0,12.0,32.0,27.0,32.0,21.0,45.0,43.0,61.0,25.0
2019-01-13,16.0,1.0,9.0,23.0,20.0,30.0,20.0,32.0,40.0,51.0,22.0
2019-01-14,27.0,1.0,48.0,43.0,27.0,39.0,58.0,48.0,43.0,65.0,36.0
2019-01-15,28.0,1.0,49.0,40.0,35.0,37.0,59.0,37.0,47.0,59.0,0.0
2019-01-16,34.0,1.0,53.0,28.0,37.0,37.0,63.0,56.0,50.0,68.0,24.0
2019-01-17,43.0,1.0,53.0,41.0,34.0,42.0,64.0,65.0,50.0,76.0,40.0
2019-01-18,42.0,1.0,51.0,42.0,43.0,40.0,60.0,54.0,50.0,67.0,30.0
2019-01-19,25.0,1.0,12.0,64.0,31.0,39.0,23.0,53.0,44.0,65.0,30.0
2019-01-20,17.0,1.0,10.0,18.0,26.0,36.0,20.0,48.0,40.0,57.0,4.0
2019-01-21,41.0,1.0,49.0,61.0,36.0,45.0,62.0,60.0,53.0,74.0,14.0
2019-01-22,33.0,1.0,49.0,45.0,35.0,41.0,63.0,52.0,51.0,69.0,24.0
2019-01-23,44.0,1.0,47.0,28.0,40.0,44.0,58.0,45.0,50.0,66.0,37.0
2019-01-24,33.0,1.0,53.0,54.0,41.0,41.0,63.0,67.0,54.0,67.0,18.0
2019-01-25,28.0,1.0,50.0,35.0,30.0,37.0,65.0,40.0,46.0,65.0,16.0
2019-01-26,14.0,1.0,12.0,29.0,22.0,27.0,22.0,34.0,37.0,56.0,12.0
2019-01-27,23.0,1.0,11.0,27.0,21.0,33.0,22.0,40.0,40.0,59.0,6.0
2019-01-28,54.0,,53.0,50.0,43.0,41.0,64.0,69.0,45.0,79.0,26.0
2019-01-29,45.0,,55.0,51.0,25.0,44.0,69.0,57.0,55.0,71.0,9.0
2019-01-30,46.0,,56.0,50.0,35.0,44.0,69.0,46.0,54.0,70.0,35.0
2019-01-31,57.0,,54.0,45.0,49.0,42.0,65.0,55.0,52.0,71.0,25.0
2019-02-01,45.0,,61.0,46.0,36.0,37.0,72.0,50.0,49.0,65.0,17.0
2019-02-02,35.0,,15.0,44.0,38.0,37.0,26.0,52.0,47.0,70.0,9.0
2019-02-03,22.0,,12.0,35.0,22.0,32.0,22.0,38.0,39.0,62.0,18.0
2019-02-04,41.0,,55.0,46.0,45.0,38.0,72.0,71.0,50.0,77.0,17.0
2019-02-05,54.0,,57.0,41.0,40.0,43.0,68.0,72.0,50.0,74.0,42.0
2019-02-06,36.0,,58.0,45.0,48.0,47.0,70.0,65.0,50.0,73.0,0.0
2019-02-07,39.0,,53.0,40.0,38.0,42.0,69.0,67.0,48.0,70.0,9.0
2019-02-08,37.0,,55.0,38.0,33.0,36.0,71.0,60.0,49.0,70.0,35.0
2019-02-09,27.0,,12.0,48.0,35.0,34.0,27.0,41.0,43.0,71.0,0.0
2019-02-10,21.0,,11.0,23.0,16.0,35.0,22.0,42.0,38.0,57.0,19.0
2019-02-11,34.0,,54.0,25.0,35.0,43.0,66.0,80.0,50.0,78.0,9.0
2019-02-12,44.0,,50.0,49.0,41.0,45.0,63.0,56.0,50.0,75.0,9.0
2019-02-13,43.0,,51.0,20.0,38.0,44.0,65.0,58.0,50.0,67.0,25.0
2019-02-14,34.0,,56.0,33.0,43.0,41.0,71.0,62.0,45.0,66.0,16.0
2019-02-15,34.0,,54.0,66.0,22.0,42.0,65.0,51.0,46.0,71.0,17.0
2019-02-16,22.0,,14.0,33.0,27.0,40.0,24.0,58.0,38.0,69.0,9.0
2019-02-17,21.0,,9.0,32.0,21.0,30.0,21.0,28.0,35.0,64.0,0.0
2019-02-18,41.0,,53.0,49.0,34.0,38.0,61.0,51.0,48.0,73.0,34.0
2019-02-19,39.0,,50.0,62.0,36.0,45.0,64.0,58.0,46.0,75.0,25.0
2019-02-20,37.0,,53.0,33.0,26.0,49.0,65.0,49.0,49.0,71.0,42.0
2019-02-21,45.0,,53.0,49.0,47.0,42.0,65.0,56.0,50.0,71.0,0.0
2019-02-22,50.0,,51.0,42.0,30.0,41.0,64.0,52.0,51.0,74.0,17.0
2019-02-23,25.0,,12.0,53.0,21.0,39.0,24.0,42.0,44.0,78.0,18.0
2019-02-24,23.0,,10.0,4.0,12.0,39.0,20.0,34.0,37.0,61.0,9.0
2019-02-25,53.0,,53.0,25.0,52.0,43.0,68.0,76.0,48.0,77.0,17.0
2019-02-26,37.0,,49.0,49.0,42.0,44.0,59.0,44.0,44.0,66.0,9.0
2019-02-27,39.0,,48.0,36.0,32.0,43.0,60.0,56.0,42.0,65.0,0.0
2019-02-28,32.0,,45.0,46.0,32.0,40.0,61.0,33.0,49.0,64.0,9.0
2019-03-01,31.0,,51.0,38.0,30.0,42.0,62.0,45.0,46.0,65.0,17.0
2019-03-02,17.0,,14.0,29.0,30.0,36.0,23.0,49.0,42.0,71.0,17.0
2019-03-03,19.0,,10.0,32.0,18.0,35.0,20.0,50.0,34.0,56.0,10.0
2019-03-04,45.0,,20.0,29.0,34.0,40.0,33.0,42.0,41.0,70.0,17.0
2019-03-05,41.0,,58.0,20.0,25.0,42.0,69.0,56.0,47.0,68.0,0.0
2019-03-06,45.0,,59.0,37.0,33.0,39.0,73.0,39.0,50.0,72.0,16.0
2019-03-07,36.0,,55.0,46.0,30.0,43.0,68.0,67.0,46.0,73.0,17.0
2019-03-08,43.0,,51.0,25.0,34.0,42.0,65.0,57.0,44.0,65.0,16.0
2019-03-09,27.0,,13.0,39.0,23.0,36.0,24.0,49.0,46.0,67.0,36.0
2019-03-10,24.0,,8.0,18.0,12.0,34.0,18.0,42.0,35.0,54.0,18.0
2019-03-11,34.0,,58.0,25.0,27.0,40.0,71.0,40.0,48.0,77.0,17.0
2019-03-12,41.0,,59.0,41.0,35.0,42.0,73.0,53.0,50.0,69.0,35.0
2019-03-13,40.0,,61.0,36.0,29.0,37.0,72.0,69.0,45.0,70.0,34.0
2019-03-14,43.0,,56.0,54.0,32.0,40.0,72.0,51.0,50.0,74.0,9.0
2019-03-15,33.0,,58.0,37.0,37.0,40.0,72.0,61.0,49.0,68.0,17.0
2019-03-16,30.0,,17.0,26.0,27.0,39.0,28.0,63.0,41.0,69.0,36.0
2019-03-17,21.0,,10.0,18.0,16.0,38.0,21.0,54.0,38.0,62.0,36.0
2019-03-18,56.0,,53.0,62.0,34.0,43.0,71.0,59.0,49.0,70.0,9.0
2019-03-19,39.0,,57.0,39.0,43.0,40.0,75.0,47.0,49.0,69.0,15.0
2019-03-20,27.0,,54.0,25.0,49.0,45.0,72.0,49.0,44.0,66.0,17.0
2019-03-21,27.0,,18.0,18.0,26.0,34.0,31.0,47.0,37.0,59.0,0.0
2019-03-22,37.0,,55.0,38.0,24.0,39.0,66.0,63.0,47.0,74.0,9.0
2019-03-23,24.0,,14.0,38.0,31.0,36.0,24.0,55.0,38.0,70.0,9.0
2019-03-24,25.0,,13.0,31.0,23.0,33.0,23.0,49.0,38.0,59.0,8.0
2019-03-25,41.0,,50.0,33.0,34.0,39.0,62.0,45.0,45.0,73.0,0.0
2019-03-26,48.0,,53.0,38.0,23.0,42.0,69.0,46.0,48.0,74.0,26.0
2019-03-27,37.0,,55.0,41.0,27.0,38.0,68.0,56.0,51.0,66.0,17.0
2019-03-28,39.0,,57.0,40.0,51.0,42.0,69.0,45.0,49.0,69.0,9.0
2019-03-29,39.0,,54.0,55.0,46.0,36.0,73.0,47.0,48.0,67.0,17.0
2019-03-30,27.0,,15.0,37.0,26.0,33.0,27.0,34.0,41.0,64.0,17.0
2019-03-31,21.0,,10.0,18.0,11.0,28.0,23.0,36.0,35.0,59.0,0.0
2019-04-01,34.0,,58.0,51.0,40.0,34.0,77.0,55.0,49.0,77.0,44.0
2019-04-02,43.0,,58.0,54.0,31.0,43.0,73.0,63.0,48.0,70.0,17.0
2019-04-03,50.0,,56.0,33.0,34.0,41.0,72.0,48.0,48.0,69.0,0.0
2019-04-04,54.0,,58.0,37.0,26.0,38.0,73.0,47.0,50.0,70.0,25.0
2019-04-05,43.0,,53.0,50.0,35.0,42.0,67.0,48.0,49.0,67.0,17.0
2019-04-06,33.0,1.0,14.0,29.0,21.0,31.0,24.0,58.0,40.0,62.0,9.0
2019-04-07,28.0,1.0,11.0,16.0,28.0,55.0,20.0,39.0,38.0,60.0,15.0
2019-04-08,38.0,1.0,52.0,56.0,35.0,45.0,65.0,59.0,50.0,75.0,9.0
2019-04-09,43.0,1.0,54.0,49.0,42.0,37.0,62.0,51.0,48.0,70.0,22.0
2019-04-10,35.0,1.0,54.0,21.0,32.0,37.0,66.0,51.0,48.0,70.0,56.0
2019-04-11,48.0,1.0,52.0,31.0,39.0,34.0,64.0,54.0,45.0,69.0,9.0
2019-04-12,33.0,1.0,53.0,62.0,31.0,37.0,65.0,44.0,47.0,73.0,32.0
2019-04-13,27.0,1.0,14.0,56.0,21.0,28.0,25.0,44.0,38.0,64.0,5.0
2019-04-14,19.0,1.0,10.0,21.0,18.0,29.0,22.0,52.0,35.0,54.0,19.0
2019-04-15,46.0,1.0,54.0,43.0,35.0,33.0,70.0,42.0,45.0,70.0,9.0
2019-04-16,51.0,1.0,61.0,52.0,33.0,36.0,77.0,52.0,48.0,75.0,33.0
2019-04-17,36.0,1.0,28.0,59.0,25.0,37.0,43.0,65.0,45.0,71.0,24.0
2019-04-18,28.0,1.0,54.0,43.0,32.0,36.0,71.0,36.0,43.0,70.0,9.0
2019-04-19,33.0,1.0,20.0,20.0,27.0,33.0,32.0,36.0,41.0,68.0,9.0
2019-04-20,26.0,1.0,12.0,36.0,34.0,34.0,23.0,56.0,40.0,67.0,24.0
2019-04-21,17.0,1.0,10.0,16.0,9.0,28.0,20.0,41.0,37.0,56.0,15.0
2019-04-22,31.0,1.0,51.0,34.0,27.0,40.0,68.0,56.0,47.0,75.0,23.0
2019-04-23,34.0,1.0,47.0,43.0,33.0,35.0,63.0,55.0,45.0,71.0,18.0
2019-04-24,42.0,1.0,55.0,28.0,34.0,35.0,70.0,55.0,46.0,75.0,33.0
2019-04-25,39.0,1.0,53.0,42.0,35.0,40.0,71.0,70.0,46.0,71.0,22.0
2019-04-26,41.0,1.0,50.0,34.0,35.0,34.0,63.0,46.0,44.0,67.0,13.0
2019-04-27,25.0,1.0,13.0,21.0,22.0,30.0,24.0,63.0,36.0,68.0,27.0
2019-04-28,23.0,1.0,9.0,16.0,25.0,28.0,19.0,41.0,38.0,55.0,5.0
2019-04-29,36.0,1.0,25.0,69.0,43.0,33.0,38.0,50.0,42.0,71.0,4.0
2019-04-30,43.0,1.0,50.0,26.0,32.0,33.0,65.0,55.0,46.0,69.0,4.0
2019-05-01,27.0,1.0,23.0,25.0,31.0,37.0,35.0,56.0,42.0,71.0,5.0
2019-05-02,35.0,1.0,50.0,47.0,33.0,37.0,65.0,51.0,44.0,72.0,56.0
2019-05-03,46.0,1.0,48.0,40.0,37.0,35.0,62.0,49.0,43.0,71.0,36.0
