date,healthcare,overlap,health coverage,health,nhs,spire healthcare,continuing healthcare,BMI healthcare,nursing home,AXA PPP,AXA health
2017-10-18,44.0,,37.0,83.0,63.0,25.0,0.0,40.0,37.0,50.0,15.0
2017-10-19,45.0,,48.0,80.0,53.0,25.0,12.0,14.0,40.0,8.0,0.0
2017-10-20,38.0,,64.0,71.0,48.0,66.0,0.0,28.0,41.0,45.0,31.0
2017-10-21,19.0,,27.0,46.0,35.0,0.0,13.0,0.0,22.0,19.0,17.0
2017-10-22,22.0,,33.0,47.0,35.0,14.0,0.0,0.0,26.0,9.0,0.0
2017-10-23,46.0,,63.0,90.0,53.0,49.0,11.0,0.0,41.0,25.0,28.0
2017-10-24,45.0,,66.0,83.0,56.0,37.0,11.0,39.0,40.0,25.0,57.0
2017-10-25,45.0,,74.0,82.0,53.0,12.0,11.0,14.0,46.0,50.0,28.0
2017-10-26,42.0,,44.0,78.0,55.0,25.0,23.0,0.0,50.0,8.0,0.0
2017-10-27,38.0,,24.0,71.0,45.0,13.0,23.0,0.0,41.0,9.0,0.0
2017-10-28,20.0,,23.0,43.0,34.0,28.0,13.0,0.0,26.0,19.0,0.0
2017-10-29,20.0,,37.0,48.0,35.0,0.0,0.0,0.0,29.0,10.0,0.0
2017-10-30,45.0,,50.0,83.0,51.0,37.0,0.0,39.0,43.0,41.0,0.0
2017-10-31,42.0,,58.0,79.0,50.0,0.0,23.0,14.0,40.0,34.0,87.0
2017-11-01,48.0,,100.0,87.0,53.0,26.0,12.0,27.0,38.0,69.0,30.0
2017-11-02,47.0,,68.0,83.0,53.0,13.0,23.0,0.0,42.0,8.0,15.0
2017-11-03,42.0,,69.0,77.0,43.0,13.0,12.0,0.0,37.0,0.0,59.0
2017-11-04,22.0,,56.0,50.0,29.0,28.0,0.0,0.0,28.0,0.0,16.0
2017-11-05,23.0,,26.0,48.0,34.0,14.0,37.0,0.0,24.0,0.0,16.0
2017-11-06,46.0,,52.0,88.0,55.0,0.0,33.0,13.0,41.0,25.0,14.0
2017-11-07,49.0,,55.0,84.0,52.0,24.0,11.0,26.0,44.0,16.0,42.0
2017-11-08,48.0,,63.0,84.0,52.0,0.0,34.0,27.0,42.0,41.0,14.0
2017-11-09,47.0,,43.0,81.0,52.0,12.0,34.0,27.0,45.0,41.0,43.0
2017-11-10,39.0,,34.0,72.0,50.0,13.0,0.0,0.0,40.0,8.0,15.0
2017-11-11,24.0,,22.0,48.0,32.0,0.0,25.0,15.0,27.0,10.0,0.0
2017-11-12,23.0,,29.0,50.0,37.0,0.0,12.0,0.0,25.0,0.0,16.0
2017-11-13,44.0,,59.0,82.0,50.0,24.0,0.0,13.0,46.0,17.0,0.0
2017-11-14,48.0,,55.0,89.0,52.0,0.0,44.0,13.0,40.0,24.0,56.0
2017-11-15,48.0,1.0,72.0,86.0,51.0,22.0,21.0,19.0,43.0,16.0,21.0
2017-11-16,48.0,1.0,68.0,79.0,50.0,11.0,7.0,13.0,41.0,16.0,21.0
2017-11-17,41.0,1.0,41.0,72.0,45.0,23.0,9.0,22.0,53.0,25.0,30.0
2017-11-18,21.0,1.0,42.0,47.0,30.0,7.0,0.0,0.0,31.0,14.0,0.0
2017-11-19,20.0,1.0,27.0,45.0,36.0,12.0,6.0,0.0,33.0,0.0,39.0
2017-11-20,41.0,1.0,53.0,78.0,56.0,0.0,34.0,14.0,49.0,4.0,28.0
2017-11-21,43.0,1.0,50.0,79.0,54.0,22.0,15.0,20.0,43.0,4.0,0.0
2017-11-22,35.0,1.0,36.0,69.0,51.0,5.0,12.0,28.0,42.0,8.0,7.0
2017-11-23,23.0,1.0,34.0,50.0,53.0,12.0,19.0,15.0,32.0,20.0,15.0
2017-11-24,23.0,1.0,20.0,51.0,42.0,6.0,6.0,15.0,32.0,29.0,7.0
2017-11-25,19.0,1.0,21.0,43.0,33.0,26.0,0.0,16.0,28.0,0.0,0.0
2017-11-26,19.0,1.0,45.0,47.0,36.0,0.0,4.0,24.0,24.0,9.0,24.0
2017-11-27,45.0,1.0,54.0,82.0,52.0,5.0,11.0,27.0,40.0,4.0,21.0
2017-11-28,48.0,1.0,49.0,80.0,49.0,11.0,15.0,27.0,39.0,30.0,7.0
2017-11-29,46.0,1.0,45.0,81.0,49.0,5.0,12.0,6.0,51.0,28.0,28.0
2017-11-30,48.0,1.0,61.0,79.0,49.0,16.0,29.0,0.0,43.0,16.0,14.0
2017-12-01,40.0,1.0,46.0,70.0,40.0,0.0,13.0,21.0,42.0,8.0,0.0
2017-12-02,23.0,1.0,30.0,46.0,31.0,0.0,0.0,0.0,26.0,19.0,90.0
2017-12-03,22.0,1.0,18.0,46.0,35.0,13.0,6.0,8.0,30.0,4.0,16.0
2017-12-04,47.0,1.0,40.0,86.0,52.0,11.0,12.0,21.0,51.0,31.0,56.0
2017-12-05,48.0,1.0,72.0,81.0,49.0,17.0,21.0,0.0,47.0,23.0,21.0
2017-12-06,47.0,1.0,59.0,82.0,50.0,17.0,12.0,15.0,48.0,35.0,41.0
2017-12-07,48.0,1.0,73.0,76.0,52.0,16.0,3.0,41.0,45.0,8.0,29.0
2017-12-08,41.0,1.0,43.0,71.0,41.0,6.0,13.0,15.0,39.0,33.0,15.0
2017-12-09,23.0,1.0,36.0,46.0,28.0,0.0,0.0,8.0,30.0,18.0,9.0
2017-12-10,19.0,1.0,29.0,44.0,29.0,0.0,4.0,7.0,31.0,9.0,0.0
2017-12-11,45.0,1.0,54.0,76.0,45.0,11.0,17.0,14.0,44.0,15.0,21.0
2017-12-12,47.0,1.0,95.0,83.0,46.0,6.0,6.0,6.0,46.0,23.0,21.0
2017-12-13,45.0,1.0,78.0,77.0,46.0,11.0,3.0,8.0,43.0,15.0,28.0
2017-12-14,44.0,1.0,77.0,78.0,44.0,0.0,6.0,0.0,46.0,33.0,14.0
2017-12-15,43.0,1.0,75.0,73.0,38.0,12.0,15.0,28.0,41.0,16.0,0.0
2017-12-16,24.0,1.0,43.0,46.0,23.0,6.0,6.0,26.0,30.0,18.0,16.0
2017-12-17,19.0,1.0,21.0,42.0,28.0,0.0,10.0,0.0,28.0,14.0,25.0
2017-12-18,35.0,1.0,41.0,71.0,45.0,6.0,18.0,6.0,45.0,16.0,44.0
2017-12-19,38.0,1.0,35.0,71.0,45.0,6.0,15.0,0.0,47.0,28.0,15.0
2017-12-20,37.0,1.0,25.0,67.0,43.0,6.0,9.0,8.0,47.0,12.0,7.0
2017-12-21,35.0,1.0,28.0,64.0,37.0,0.0,6.0,8.0,41.0,13.0,23.0
2017-12-22,27.0,1.0,32.0,54.0,39.0,0.0,16.0,0.0,37.0,9.0,9.0
2017-12-23,15.0,1.0,19.0,36.0,25.0,0.0,11.0,0.0,29.0,0.0,9.0
2017-12-24,13.0,1.0,27.0,31.0,24.0,0.0,0.0,0.0,26.0,5.0,0.0
2017-12-25,12.0,1.0,19.0,30.0,20.0,6.0,0.0,0.0,26.0,5.0,9.0
2017-12-26,27.0,1.0,30.0,51.0,27.0,0.0,0.0,0.0,34.0,4.0,32.0
2017-12-27,34.0,1.0,49.0,62.0,40.0,6.0,6.0,7.0,39.0,21.0,45.0
2017-12-28,34.0,1.0,40.0,63.0,41.0,6.0,0.0,8.0,38.0,25.0,0.0
2017-12-29,30.0,1.0,39.0,58.0,42.0,0.0,0.0,0.0,42.0,4.0,23.0
2017-12-30,19.0,1.0,31.0,43.0,33.0,26.0,6.0,9.0,28.0,14.0,26.0
2017-12-31,17.0,1.0,32.0,39.0,30.0,6.0,4.0,0.0,25.0,0.0,0.0
2018-01-01,17.0,1.0,32.0,45.0,40.0,6.0,7.0,17.0,27.0,5.0,18.0
2018-01-02,43.0,1.0,62.0,80.0,58.0,10.0,10.0,22.0,45.0,21.0,45.0
2018-01-03,46.0,1.0,59.0,81.0,64.0,6.0,23.0,28.0,41.0,20.0,57.0
2018-01-04,43.0,1.0,68.0,78.0,62.0,6.0,0.0,20.0,43.0,4.0,43.0
2018-01-05,41.0,1.0,67.0,75.0,53.0,18.0,6.0,30.0,39.0,8.0,30.0
2018-01-06,22.0,1.0,31.0,49.0,42.0,7.0,6.0,0.0,31.0,4.0,16.0
2018-01-07,20.0,1.0,16.0,48.0,41.0,6.0,4.0,0.0,26.0,9.0,24.0
2018-01-08,43.0,1.0,56.0,84.0,62.0,17.0,28.0,19.0,45.0,16.0,7.0
2018-01-09,46.0,1.0,40.0,84.0,60.0,20.0,6.0,7.0,44.0,39.0,35.0
2018-01-10,45.0,1.0,54.0,84.0,59.0,11.0,12.0,13.0,44.0,46.0,98.0
2018-01-11,44.0,1.0,52.0,83.0,58.0,21.0,15.0,0.0,47.0,31.0,28.0
2018-01-12,39.0,1.0,39.0,73.0,55.0,6.0,3.0,15.0,42.0,16.0,50.0
2018-01-13,22.0,1.0,31.0,49.0,38.0,0.0,10.0,8.0,29.0,13.0,0.0
2018-01-14,18.0,1.0,23.0,47.0,42.0,0.0,6.0,0.0,27.0,17.0,23.0
2018-01-15,37.0,1.0,44.0,73.0,60.0,6.0,26.0,28.0,41.0,16.0,21.0
2018-01-16,43.0,1.0,36.0,85.0,59.0,52.0,17.0,21.0,44.0,15.0,27.0
2018-01-17,45.0,1.0,47.0,80.0,54.0,0.0,20.0,7.0,43.0,11.0,41.0
2018-01-18,45.0,1.0,59.0,82.0,59.0,5.0,5.0,14.0,43.0,23.0,35.0
2018-01-19,38.0,1.0,40.0,75.0,51.0,6.0,19.0,14.0,43.0,28.0,51.0
2018-01-20,22.0,1.0,23.0,49.0,38.0,12.0,6.0,8.0,34.0,4.0,16.0
2018-01-21,20.0,1.0,57.0,50.0,42.0,18.0,4.0,7.0,31.0,25.0,24.0
2018-01-22,47.0,1.0,47.0,84.0,59.0,39.0,22.0,0.0,45.0,28.0,48.0
2018-01-23,45.0,1.0,59.0,84.0,63.0,17.0,20.0,13.0,47.0,40.0,27.0
2018-01-24,43.0,1.0,60.0,86.0,57.0,21.0,14.0,34.0,43.0,12.0,21.0
2018-01-25,42.0,1.0,60.0,81.0,55.0,28.0,3.0,14.0,40.0,16.0,28.0
2018-01-26,41.0,1.0,54.0,70.0,49.0,23.0,17.0,14.0,43.0,67.0,36.0
2018-01-27,23.0,1.0,45.0,50.0,38.0,6.0,7.0,7.0,30.0,18.0,0.0
2018-01-28,23.0,1.0,34.0,51.0,42.0,24.0,4.0,7.0,25.0,4.0,0.0
2018-01-29,45.0,1.0,37.0,87.0,56.0,5.0,0.0,13.0,47.0,37.0,41.0
2018-01-30,52.0,1.0,59.0,88.0,54.0,42.0,32.0,7.0,44.0,15.0,48.0
2018-01-31,49.0,1.0,59.0,87.0,56.0,6.0,24.0,7.0,46.0,19.0,28.0
2018-02-01,48.0,1.0,58.0,86.0,55.0,0.0,5.0,6.0,41.0,11.0,21.0
2018-02-02,40.0,1.0,50.0,77.0,50.0,17.0,0.0,21.0,38.0,16.0,22.0
2018-02-03,24.0,1.0,44.0,49.0,42.0,0.0,13.0,0.0,32.0,21.0,16.0
2018-02-04,22.0,1.0,43.0,48.0,40.0,6.0,10.0,0.0,28.0,4.0,16.0
2018-02-05,47.0,1.0,58.0,84.0,64.0,28.0,0.0,6.0,43.0,27.0,7.0
2018-02-06,48.0,1.0,59.0,84.0,57.0,0.0,25.0,14.0,44.0,4.0,27.0
2018-02-07,45.0,1.0,67.0,84.0,54.0,32.0,3.0,12.0,47.0,30.0,42.0
2018-02-08,47.0,1.0,44.0,83.0,53.0,22.0,6.0,26.0,43.0,8.0,7.0
2018-02-09,43.0,1.0,59.0,74.0,48.0,23.0,0.0,27.0,41.0,16.0,15.0
2018-02-10,23.0,1.0,32.0,47.0,36.0,0.0,12.0,0.0,32.0,9.0,16.0
2018-02-11,24.0,1.0,30.0,50.0,38.0,6.0,10.0,15.0,27.0,4.0,24.0
2018-02-12,49.0,1.0,49.0,83.0,57.0,29.0,3.0,20.0,43.0,35.0,14.0
2018-02-13,46.0,1.0,58.0,82.0,52.0,0.0,25.0,22.0,39.0,15.0,7.0
2018-02-14,40.0,1.0,52.0,76.0,51.0,11.0,28.0,0.0,38.0,15.0,20.0
2018-02-15,44.0,1.0,48.0,80.0,53.0,22.0,0.0,8.0,44.0,16.0,28.0
2018-02-16,40.0,1.0,63.0,73.0,48.0,11.0,7.0,8.0,40.0,64.0,22.0
2018-02-17,22.0,1.0,36.0,48.0,35.0,7.0,10.0,0.0,25.0,9.0,8.0
2018-02-18,21.0,1.0,40.0,50.0,40.0,0.0,10.0,15.0,23.0,9.0,16.0
2018-02-19,42.0,1.0,57.0,77.0,57.0,17.0,14.0,41.0,44.0,23.0,7.0
2018-02-20,43.0,1.0,53.0,82.0,56.0,11.0,3.0,39.0,42.0,48.0,75.0
2018-02-21,44.0,1.0,62.0,83.0,53.0,22.0,19.0,20.0,42.0,26.0,20.0
2018-02-22,45.0,1.0,43.0,79.0,54.0,22.0,0.0,6.0,45.0,27.0,42.0
2018-02-23,43.0,1.0,52.0,74.0,47.0,16.0,0.0,0.0,40.0,15.0,22.0
2018-02-24,22.0,,21.0,47.0,33.0,0.0,0.0,16.0,28.0,8.0,0.0
2018-02-25,23.0,,17.0,52.0,38.0,10.0,0.0,16.0,28.0,8.0,31.0
2018-02-26,50.0,,55.0,84.0,54.0,19.0,19.0,14.0,36.0,14.0,14.0
2018-02-27,47.0,,43.0,79.0,52.0,0.0,6.0,14.0,42.0,14.0,55.0
2018-02-28,44.0,,27.0,80.0,49.0,9.0,12.0,0.0,45.0,14.0,27.0
2018-03-01,43.0,,36.0,76.0,45.0,9.0,6.0,14.0,39.0,14.0,41.0
2018-03-02,35.0,,51.0,69.0,44.0,0.0,6.0,0.0,38.0,22.0,28.0
2018-03-03,20.0,,41.0,47.0,38.0,0.0,0.0,32.0,27.0,32.0,0.0
2018-03-04,20.0,,45.0,49.0,42.0,0.0,7.0,16.0,28.0,16.0,31.0
2018-03-05,46.0,,48.0,83.0,59.0,28.0,12.0,14.0,42.0,28.0,14.0
2018-03-06,45.0,,45.0,81.0,59.0,9.0,6.0,0.0,45.0,21.0,55.0
2018-03-07,43.0,,46.0,82.0,54.0,0.0,0.0,28.0,42.0,21.0,41.0
2018-03-08,45.0,,55.0,79.0,49.0,10.0,0.0,28.0,40.0,28.0,42.0
2018-03-09,43.0,,48.0,71.0,52.0,10.0,0.0,30.0,43.0,30.0,15.0
2018-03-10,21.0,,46.0,48.0,40.0,11.0,0.0,16.0,27.0,8.0,0.0
2018-03-11,21.0,,38.0,48.0,38.0,11.0,7.0,0.0,27.0,8.0,0.0
2018-03-12,43.0,,51.0,82.0,60.0,56.0,12.0,14.0,40.0,7.0,68.0
2018-03-13,46.0,,46.0,82.0,57.0,0.0,0.0,0.0,43.0,35.0,55.0
2018-03-14,43.0,,48.0,81.0,59.0,9.0,0.0,14.0,43.0,7.0,41.0
2018-03-15,41.0,,37.0,76.0,59.0,29.0,0.0,0.0,47.0,7.0,84.0
2018-03-16,37.0,,42.0,70.0,47.0,20.0,0.0,45.0,40.0,7.0,15.0
2018-03-17,20.0,,38.0,45.0,33.0,11.0,7.0,0.0,30.0,8.0,0.0
2018-03-18,20.0,,34.0,48.0,38.0,0.0,7.0,0.0,29.0,0.0,16.0
2018-03-19,50.0,,43.0,84.0,56.0,10.0,6.0,0.0,40.0,36.0,56.0
2018-03-20,47.0,,36.0,80.0,55.0,9.0,6.0,0.0,38.0,21.0,0.0
2018-03-21,41.0,,28.0,78.0,84.0,0.0,25.0,14.0,41.0,28.0,27.0
2018-03-22,44.0,,77.0,79.0,65.0,19.0,19.0,14.0,43.0,14.0,28.0
2018-03-23,37.0,,54.0,71.0,57.0,20.0,13.0,15.0,47.0,0.0,43.0
2018-03-24,21.0,,25.0,49.0,38.0,0.0,0.0,16.0,28.0,16.0,16.0
2018-03-25,22.0,,25.0,49.0,41.0,0.0,7.0,0.0,23.0,0.0,32.0
2018-03-26,45.0,,52.0,82.0,60.0,0.0,6.0,43.0,41.0,21.0,0.0
2018-03-27,44.0,,43.0,84.0,63.0,19.0,13.0,0.0,45.0,21.0,42.0
2018-03-28,43.0,,57.0,80.0,52.0,20.0,13.0,14.0,51.0,15.0,28.0
2018-03-29,41.0,,46.0,73.0,47.0,0.0,13.0,45.0,42.0,7.0,30.0
2018-03-30,30.0,,28.0,63.0,35.0,11.0,14.0,0.0,42.0,8.0,47.0
2018-03-31,18.0,,29.0,43.0,33.0,0.0,15.0,17.0,28.0,17.0,0.0
2018-04-01,17.0,,48.0,43.0,33.0,0.0,8.0,0.0,26.0,9.0,0.0
2018-04-02,41.0,,39.0,76.0,44.0,10.0,0.0,0.0,43.0,23.0,15.0
2018-04-03,42.0,,47.0,83.0,53.0,0.0,0.0,0.0,38.0,36.0,56.0
2018-04-04,45.0,,49.0,81.0,58.0,0.0,13.0,14.0,39.0,43.0,69.0
2018-04-05,43.0,,68.0,81.0,52.0,10.0,6.0,14.0,43.0,15.0,28.0
2018-04-06,38.0,,49.0,73.0,49.0,20.0,0.0,31.0,38.0,30.0,15.0
2018-04-07,22.0,,54.0,51.0,40.0,11.0,0.0,17.0,28.0,0.0,16.0
2018-04-08,22.0,,39.0,51.0,43.0,0.0,0.0,0.0,28.0,0.0,0.0
2018-04-09,45.0,,71.0,84.0,58.0,0.0,13.0,58.0,46.0,14.0,28.0
2018-04-10,47.0,,64.0,82.0,57.0,9.0,12.0,14.0,38.0,7.0,14.0
2018-04-11,41.0,,37.0,80.0,54.0,10.0,13.0,14.0,47.0,21.0,56.0
2018-04-12,42.0,,43.0,78.0,51.0,29.0,13.0,14.0,43.0,21.0,0.0
2018-04-13,38.0,,62.0,68.0,48.0,30.0,0.0,30.0,42.0,15.0,58.0
2018-04-14,23.0,,47.0,46.0,32.0,12.0,0.0,0.0,31.0,9.0,17.0
2018-04-15,23.0,,57.0,50.0,40.0,0.0,0.0,16.0,26.0,8.0,0.0
2018-04-16,41.0,,61.0,79.0,55.0,9.0,0.0,0.0,40.0,42.0,68.0
2018-04-17,47.0,,46.0,82.0,60.0,0.0,6.0,28.0,45.0,42.0,0.0
2018-04-18,47.0,,41.0,82.0,54.0,10.0,13.0,14.0,42.0,15.0,43.0
2018-04-19,42.0,,50.0,80.0,49.0,30.0,0.0,14.0,40.0,22.0,28.0
2018-04-20,40.0,,36.0,71.0,45.0,20.0,0.0,15.0,38.0,7.0,30.0
2018-04-21,21.0,,26.0,45.0,30.0,0.0,7.0,0.0,27.0,8.0,0.0
2018-04-22,23.0,,32.0,47.0,35.0,0.0,22.0,0.0,22.0,0.0,33.0
2018-04-23,45.0,,58.0,84.0,62.0,0.0,6.0,14.0,37.0,14.0,27.0
2018-04-24,43.0,,40.0,79.0,57.0,19.0,6.0,14.0,41.0,14.0,27.0
2018-04-25,41.0,,47.0,81.0,57.0,0.0,0.0,14.0,42.0,14.0,0.0
2018-04-26,38.0,,25.0,74.0,55.0,0.0,13.0,57.0,39.0,14.0,14.0
2018-04-27,37.0,,13.0,69.0,52.0,0.0,14.0,16.0,43.0,7.0,30.0
2018-04-28,21.0,,26.0,44.0,34.0,0.0,7.0,0.0,30.0,0.0,33.0
2018-04-29,21.0,,22.0,47.0,38.0,0.0,7.0,17.0,24.0,0.0,49.0
2018-04-30,42.0,,66.0,83.0,56.0,40.0,13.0,15.0,42.0,37.0,0.0
2018-05-01,46.0,,52.0,85.0,54.0,0.0,7.0,15.0,44.0,30.0,59.0
2018-05-02,40.0,,49.0,79.0,61.0,10.0,0.0,14.0,46.0,36.0,56.0
2018-05-03,40.0,1.0,27.0,74.0,53.0,11.0,6.0,56.0,45.0,33.0,21.0
2018-05-04,36.0,1.0,42.0,67.0,45.0,0.0,3.0,33.0,41.0,34.0,40.0
2018-05-05,19.0,1.0,14.0,42.0,30.0,4.0,0.0,0.0,25.0,8.0,7.0
2018-05-06,21.0,1.0,25.0,42.0,29.0,4.0,12.0,0.0,27.0,4.0,16.0
2018-05-07,44.0,1.0,64.0,75.0,30.0,0.0,6.0,9.0,38.0,4.0,6.0
2018-05-08,43.0,1.0,42.0,77.0,51.0,18.0,11.0,9.0,46.0,29.0,12.0
2018-05-09,43.0,1.0,55.0,78.0,69.0,18.0,12.0,34.0,48.0,26.0,48.0
2018-05-10,39.0,1.0,43.0,75.0,59.0,30.0,8.0,9.0,45.0,33.0,13.0
2018-05-11,34.0,1.0,38.0,68.0,51.0,10.0,13.0,23.0,39.0,22.0,21.0
2018-05-12,19.0,1.0,20.0,41.0,35.0,15.0,5.0,0.0,34.0,13.0,24.0
2018-05-13,19.0,1.0,37.0,41.0,37.0,6.0,5.0,0.0,28.0,13.0,39.0
2018-05-14,44.0,1.0,53.0,77.0,57.0,0.0,18.0,7.0,46.0,18.0,40.0
2018-05-15,42.0,1.0,34.0,78.0,50.0,24.0,15.0,32.0,44.0,32.0,19.0
2018-05-16,42.0,1.0,39.0,73.0,56.0,8.0,20.0,46.0,43.0,11.0,46.0
2018-05-17,40.0,1.0,34.0,72.0,52.0,8.0,21.0,0.0,39.0,7.0,27.0
2018-05-18,37.0,1.0,43.0,65.0,47.0,7.0,26.0,17.0,44.0,19.0,14.0
2018-05-19,18.0,1.0,30.0,39.0,27.0,4.0,0.0,0.0,29.0,8.0,15.0
2018-05-20,21.0,1.0,22.0,44.0,36.0,23.0,0.0,29.0,25.0,21.0,31.0
2018-05-21,42.0,1.0,31.0,73.0,57.0,5.0,0.0,33.0,41.0,29.0,26.0
2018-05-22,43.0,1.0,34.0,76.0,56.0,8.0,8.0,0.0,44.0,18.0,7.0
2018-05-23,41.0,1.0,47.0,75.0,54.0,7.0,9.0,9.0,46.0,25.0,21.0
2018-05-24,40.0,1.0,31.0,71.0,51.0,17.0,0.0,25.0,44.0,11.0,19.0
2018-05-25,33.0,1.0,38.0,63.0,43.0,7.0,13.0,44.0,37.0,4.0,21.0
2018-05-26,18.0,1.0,21.0,39.0,32.0,10.0,0.0,10.0,25.0,4.0,7.0
2018-05-27,19.0,1.0,30.0,41.0,30.0,0.0,10.0,0.0,28.0,8.0,24.0
2018-05-28,25.0,1.0,28.0,50.0,35.0,12.0,0.0,17.0,26.0,4.0,0.0
2018-05-29,41.0,1.0,47.0,77.0,54.0,10.0,4.0,7.0,44.0,4.0,19.0
2018-05-30,42.0,1.0,38.0,73.0,52.0,8.0,24.0,25.0,43.0,44.0,52.0
2018-05-31,41.0,1.0,52.0,72.0,53.0,22.0,21.0,17.0,45.0,4.0,20.0
2018-06-01,38.0,1.0,37.0,68.0,47.0,9.0,12.0,0.0,40.0,23.0,35.0
2018-06-02,19.0,1.0,32.0,44.0,35.0,0.0,4.0,11.0,28.0,13.0,0.0
2018-06-03,20.0,1.0,35.0,45.0,38.0,0.0,9.0,0.0,28.0,4.0,8.0
2018-06-04,42.0,1.0,39.0,77.0,58.0,5.0,8.0,23.0,49.0,25.0,33.0
2018-06-05,42.0,1.0,33.0,76.0,52.0,0.0,8.0,37.0,40.0,25.0,34.0
2018-06-06,42.0,1.0,27.0,73.0,56.0,8.0,8.0,0.0,49.0,15.0,7.0
2018-06-07,41.0,1.0,21.0,71.0,52.0,29.0,11.0,16.0,41.0,22.0,40.0
2018-06-08,38.0,1.0,36.0,66.0,58.0,8.0,0.0,9.0,36.0,11.0,7.0
2018-06-09,19.0,1.0,31.0,43.0,38.0,6.0,5.0,29.0,28.0,25.0,0.0
2018-06-10,20.0,1.0,47.0,43.0,36.0,0.0,9.0,0.0,25.0,13.0,7.0
2018-06-11,41.0,1.0,40.0,75.0,59.0,26.0,26.0,7.0,45.0,18.0,33.0
2018-06-12,43.0,1.0,39.0,75.0,53.0,12.0,7.0,29.0,46.0,23.0,18.0
2018-06-13,41.0,1.0,26.0,71.0,55.0,8.0,10.0,7.0,44.0,17.0,0.0
2018-06-14,40.0,1.0,37.0,67.0,52.0,14.0,23.0,16.0,44.0,17.0,39.0
2018-06-15,32.0,1.0,47.0,63.0,46.0,3.0,9.0,8.0,41.0,19.0,7.0
2018-06-16,17.0,1.0,14.0,37.0,33.0,0.0,0.0,0.0,24.0,4.0,15.0
2018-06-17,18.0,1.0,10.0,39.0,39.0,6.0,4.0,0.0,27.0,12.0,7.0
2018-06-18,42.0,1.0,39.0,72.0,57.0,19.0,8.0,9.0,43.0,29.0,46.0
2018-06-19,43.0,1.0,49.0,71.0,52.0,11.0,14.0,21.0,43.0,10.0,13.0
2018-06-20,40.0,1.0,46.0,70.0,52.0,16.0,11.0,16.0,45.0,39.0,19.0
2018-06-21,39.0,1.0,43.0,70.0,47.0,3.0,6.0,7.0,41.0,7.0,7.0
2018-06-22,33.0,1.0,35.0,63.0,45.0,3.0,11.0,0.0,33.0,40.0,20.0
2018-06-23,20.0,1.0,34.0,40.0,30.0,0.0,4.0,0.0,26.0,8.0,7.0
2018-06-24,20.0,1.0,32.0,42.0,34.0,6.0,0.0,0.0,26.0,4.0,0.0
2018-06-25,41.0,1.0,33.0,73.0,52.0,10.0,19.0,17.0,39.0,4.0,38.0
2018-06-26,42.0,1.0,51.0,69.0,53.0,16.0,4.0,30.0,45.0,14.0,27.0
2018-06-27,37.0,1.0,24.0,69.0,51.0,3.0,12.0,9.0,41.0,28.0,20.0
2018-06-28,43.0,1.0,42.0,67.0,50.0,8.0,11.0,7.0,40.0,22.0,13.0
2018-06-29,39.0,1.0,26.0,65.0,47.0,7.0,12.0,34.0,44.0,12.0,36.0
2018-06-30,20.0,1.0,24.0,40.0,34.0,13.0,5.0,0.0,27.0,4.0,0.0
2018-07-01,21.0,1.0,22.0,42.0,39.0,6.0,0.0,18.0,26.0,16.0,23.0
2018-07-02,39.0,1.0,33.0,66.0,54.0,11.0,9.0,0.0,43.0,11.0,6.0
2018-07-03,38.0,1.0,40.0,68.0,52.0,24.0,8.0,39.0,44.0,18.0,40.0
2018-07-04,26.0,1.0,29.0,52.0,59.0,14.0,4.0,32.0,33.0,30.0,14.0
2018-07-05,36.0,1.0,31.0,66.0,66.0,12.0,3.0,16.0,44.0,18.0,40.0
2018-07-06,36.0,1.0,39.0,62.0,51.0,5.0,9.0,16.0,44.0,11.0,21.0
2018-07-07,19.0,1.0,29.0,40.0,29.0,0.0,9.0,10.0,29.0,8.0,14.0
2018-07-08,21.0,1.0,23.0,45.0,34.0,0.0,0.0,0.0,29.0,0.0,7.0
2018-07-09,42.0,1.0,46.0,76.0,54.0,3.0,23.0,25.0,45.0,39.0,19.0
2018-07-10,41.0,1.0,59.0,74.0,54.0,5.0,3.0,7.0,43.0,10.0,32.0
2018-07-11,41.0,1.0,29.0,69.0,46.0,11.0,3.0,7.0,46.0,13.0,18.0
2018-07-12,42.0,1.0,36.0,71.0,49.0,8.0,10.0,15.0,44.0,18.0,19.0
2018-07-13,42.0,1.0,31.0,65.0,52.0,4.0,5.0,8.0,39.0,15.0,22.0
2018-07-14,20.0,1.0,30.0,42.0,33.0,0.0,0.0,11.0,33.0,13.0,0.0
2018-07-15,20.0,1.0,40.0,44.0,35.0,0.0,0.0,0.0,28.0,13.0,0.0
2018-07-16,44.0,1.0,39.0,76.0,58.0,3.0,24.0,33.0,45.0,11.0,14.0
2018-07-17,43.0,1.0,55.0,79.0,58.0,0.0,0.0,9.0,43.0,11.0,27.0
2018-07-18,42.0,1.0,28.0,74.0,55.0,3.0,0.0,9.0,43.0,30.0,34.0
2018-07-19,44.0,1.0,58.0,73.0,55.0,14.0,13.0,41.0,47.0,7.0,41.0
2018-07-20,37.0,1.0,27.0,67.0,46.0,12.0,18.0,8.0,40.0,19.0,29.0
2018-07-21,19.0,1.0,18.0,43.0,36.0,0.0,0.0,11.0,29.0,0.0,32.0
2018-07-22,21.0,1.0,40.0,47.0,35.0,4.0,0.0,0.0,29.0,4.0,48.0
