date,UNH,overlap,JNJ,PFE,TMO,ABT,ABBV,LLY,DHR,MRK,MDT
2018-07-25,24.0,1.0,29.0,16.0,43.0,57.0,17.0,44.0,49.0,12.0,48.0
2018-07-26,29.0,1.0,22.0,23.0,42.0,61.0,17.0,26.0,63.0,33.0,53.0
2018-07-27,21.0,1.0,24.0,17.0,56.0,56.0,28.0,62.0,44.0,100.0,44.0
2018-07-28,15.0,1.0,4.0,4.0,25.0,40.0,2.0,20.0,26.0,20.0,38.0
2018-07-29,21.0,1.0,7.0,4.0,25.0,52.0,5.0,43.0,31.0,10.0,19.0
2018-07-30,31.0,1.0,21.0,15.0,30.0,70.0,10.0,27.0,47.0,7.0,55.0
2018-07-31,25.0,1.0,25.0,22.0,43.0,54.0,11.0,42.0,40.0,10.0,52.0
2018-08-01,41.0,1.0,23.0,21.0,33.0,46.0,7.0,22.0,52.0,8.0,46.0
2018-08-02,29.0,1.0,29.0,32.0,37.0,63.0,12.0,48.0,52.0,8.0,53.0
2018-08-03,17.0,1.0,21.0,20.0,25.0,59.0,13.0,64.0,43.0,7.0,66.0
2018-08-04,11.0,1.0,8.0,7.0,32.0,65.0,3.0,30.0,17.0,5.0,26.0
2018-08-05,17.0,1.0,8.0,7.0,13.0,46.0,0.0,15.0,23.0,12.0,38.0
2018-08-06,33.0,1.0,26.0,18.0,37.0,62.0,23.0,66.0,63.0,10.0,42.0
2018-08-07,24.0,1.0,19.0,19.0,31.0,60.0,9.0,26.0,68.0,16.0,51.0
2018-08-08,29.0,1.0,12.0,21.0,29.0,58.0,24.0,36.0,35.0,11.0,44.0
2018-08-09,26.0,1.0,17.0,29.0,40.0,61.0,3.0,26.0,48.0,7.0,55.0
2018-08-10,31.0,1.0,15.0,25.0,32.0,60.0,12.0,14.0,52.0,14.0,46.0
2018-08-11,12.0,1.0,8.0,9.0,25.0,63.0,9.0,8.0,29.0,6.0,34.0
2018-08-12,32.0,,6.0,10.0,20.0,73.0,0.0,40.0,31.0,4.0,29.0
2018-08-13,36.0,,19.0,10.0,27.0,53.0,12.0,42.0,61.0,10.0,35.0
2018-08-14,24.0,,24.0,19.0,32.0,63.0,8.0,35.0,61.0,8.0,58.0
2018-08-15,32.0,,19.0,16.0,42.0,69.0,12.0,58.0,46.0,7.0,59.0
2018-08-16,27.0,,32.0,28.0,32.0,58.0,12.0,43.0,35.0,11.0,54.0
2018-08-17,21.0,,23.0,25.0,35.0,55.0,0.0,58.0,46.0,11.0,59.0
2018-08-18,13.0,,6.0,14.0,24.0,46.0,3.0,50.0,20.0,8.0,33.0
2018-08-19,29.0,,9.0,2.0,21.0,61.0,0.0,25.0,16.0,9.0,24.0
2018-08-20,34.0,,17.0,30.0,33.0,76.0,12.0,44.0,28.0,10.0,33.0
2018-08-21,41.0,,23.0,12.0,30.0,62.0,9.0,43.0,52.0,11.0,48.0
2018-08-22,34.0,,21.0,18.0,28.0,58.0,18.0,14.0,28.0,13.0,81.0
2018-08-23,35.0,,32.0,16.0,19.0,65.0,6.0,14.0,42.0,2.0,48.0
2018-08-24,48.0,,23.0,14.0,22.0,52.0,0.0,59.0,61.0,14.0,32.0
2018-08-25,54.0,,9.0,8.0,21.0,74.0,3.0,16.0,23.0,8.0,34.0
2018-08-26,53.0,,6.0,4.0,5.0,53.0,13.0,8.0,39.0,4.0,26.0
2018-08-27,73.0,,23.0,29.0,59.0,57.0,20.0,35.0,59.0,11.0,54.0
2018-08-28,74.0,,25.0,22.0,40.0,80.0,6.0,42.0,61.0,4.0,60.0
2018-08-29,65.0,,22.0,20.0,27.0,73.0,20.0,41.0,44.0,13.0,46.0
2018-08-30,62.0,,22.0,19.0,11.0,65.0,12.0,35.0,41.0,8.0,66.0
2018-08-31,60.0,,24.0,13.0,36.0,66.0,9.0,73.0,25.0,8.0,59.0
2018-09-01,39.0,,9.0,10.0,23.0,54.0,6.0,31.0,43.0,4.0,36.0
2018-09-02,25.0,,3.0,4.0,31.0,53.0,0.0,24.0,20.0,0.0,32.0
2018-09-03,30.0,,14.0,16.0,39.0,73.0,6.0,36.0,42.0,8.0,30.0
2018-09-04,40.0,,18.0,20.0,38.0,78.0,6.0,21.0,44.0,5.0,48.0
2018-09-05,43.0,,20.0,27.0,26.0,60.0,8.0,76.0,63.0,6.0,51.0
2018-09-06,63.0,,16.0,12.0,31.0,61.0,14.0,41.0,46.0,8.0,55.0
2018-09-07,38.0,,13.0,21.0,30.0,51.0,6.0,58.0,57.0,11.0,31.0
2018-09-08,51.0,,12.0,6.0,18.0,52.0,0.0,48.0,23.0,4.0,8.0
2018-09-09,63.0,,1.0,7.0,17.0,50.0,3.0,39.0,26.0,1.0,37.0
2018-09-10,47.0,,14.0,15.0,24.0,63.0,0.0,41.0,93.0,2.0,60.0
2018-09-11,53.0,,25.0,27.0,27.0,52.0,12.0,41.0,37.0,9.0,42.0
2018-09-12,51.0,,26.0,8.0,22.0,42.0,3.0,34.0,57.0,9.0,55.0
2018-09-13,49.0,,21.0,24.0,38.0,62.0,20.0,35.0,37.0,11.0,49.0
2018-09-14,53.0,,18.0,16.0,26.0,50.0,15.0,43.0,62.0,14.0,49.0
2018-09-15,48.0,,6.0,16.0,23.0,44.0,0.0,48.0,23.0,5.0,28.0
2018-09-16,45.0,,4.0,7.0,25.0,51.0,0.0,39.0,34.0,5.0,14.0
2018-09-17,44.0,,13.0,30.0,31.0,63.0,8.0,41.0,59.0,11.0,42.0
2018-09-18,41.0,,21.0,17.0,35.0,58.0,14.0,34.0,20.0,10.0,47.0
2018-09-19,26.0,,34.0,44.0,17.0,65.0,14.0,14.0,46.0,10.0,49.0
2018-09-20,42.0,,19.0,19.0,42.0,47.0,12.0,21.0,37.0,5.0,52.0
2018-09-21,29.0,,26.0,16.0,18.0,58.0,3.0,36.0,45.0,13.0,57.0
2018-09-22,45.0,,5.0,8.0,13.0,61.0,6.0,8.0,35.0,6.0,25.0
2018-09-23,29.0,,3.0,10.0,10.0,49.0,3.0,54.0,15.0,7.0,25.0
2018-09-24,38.0,,22.0,27.0,29.0,68.0,6.0,34.0,33.0,12.0,40.0
2018-09-25,44.0,,23.0,23.0,24.0,62.0,8.0,61.0,30.0,2.0,49.0
2018-09-26,44.0,,20.0,14.0,33.0,63.0,11.0,48.0,43.0,9.0,42.0
2018-09-27,26.0,,21.0,18.0,29.0,51.0,6.0,28.0,33.0,12.0,44.0
2018-09-28,40.0,,20.0,16.0,18.0,66.0,12.0,86.0,32.0,11.0,46.0
2018-09-29,38.0,,9.0,8.0,15.0,59.0,6.0,24.0,16.0,5.0,28.0
2018-09-30,19.0,,7.0,10.0,15.0,50.0,26.0,39.0,22.0,4.0,27.0
2018-10-01,43.0,,25.0,18.0,31.0,74.0,14.0,62.0,27.0,14.0,46.0
2018-10-02,44.0,,26.0,22.0,22.0,66.0,6.0,27.0,46.0,12.0,56.0
2018-10-03,34.0,,24.0,34.0,38.0,63.0,17.0,35.0,27.0,7.0,55.0
2018-10-04,38.0,,23.0,27.0,29.0,57.0,8.0,49.0,40.0,8.0,63.0
2018-10-05,31.0,,24.0,25.0,19.0,69.0,15.0,36.0,43.0,10.0,39.0
2018-10-06,50.0,,17.0,16.0,26.0,63.0,3.0,8.0,31.0,9.0,25.0
2018-10-07,22.0,,13.0,9.0,17.0,55.0,0.0,22.0,11.0,11.0,24.0
2018-10-08,17.0,,24.0,25.0,18.0,50.0,14.0,21.0,31.0,8.0,50.0
2018-10-09,36.0,,18.0,28.0,26.0,55.0,13.0,40.0,65.0,12.0,63.0
2018-10-10,39.0,,27.0,22.0,29.0,60.0,17.0,49.0,68.0,11.0,52.0
2018-10-11,49.0,,24.0,37.0,32.0,51.0,6.0,57.0,34.0,8.0,51.0
2018-10-12,54.0,,23.0,28.0,26.0,69.0,6.0,75.0,44.0,12.0,56.0
2018-10-13,51.0,,6.0,6.0,15.0,57.0,6.0,57.0,28.0,4.0,22.0
2018-10-14,30.0,,6.0,6.0,10.0,52.0,0.0,32.0,20.0,5.0,19.0
2018-10-15,41.0,,24.0,14.0,30.0,51.0,3.0,42.0,41.0,17.0,49.0
2018-10-16,51.0,,47.0,26.0,27.0,53.0,8.0,35.0,44.0,11.0,43.0
2018-10-17,44.0,,32.0,31.0,25.0,58.0,8.0,0.0,45.0,9.0,49.0
2018-10-18,48.0,,32.0,26.0,30.0,56.0,12.0,72.0,59.0,12.0,53.0
2018-10-19,37.0,1.0,22.0,26.0,27.0,56.0,16.0,31.0,48.0,8.0,54.0
2018-10-20,54.0,1.0,9.0,7.0,17.0,62.0,9.0,21.0,14.0,7.0,24.0
2018-10-21,44.0,1.0,7.0,15.0,21.0,57.0,8.0,32.0,9.0,7.0,36.0
2018-10-22,39.0,1.0,26.0,14.0,25.0,57.0,16.0,47.0,26.0,15.0,53.0
2018-10-23,42.0,1.0,19.0,22.0,14.0,47.0,18.0,78.0,40.0,9.0,77.0
2018-10-24,35.0,1.0,18.0,27.0,29.0,59.0,15.0,46.0,40.0,9.0,63.0
2018-10-25,37.0,1.0,16.0,23.0,23.0,62.0,20.0,30.0,37.0,15.0,40.0
2018-10-26,40.0,1.0,22.0,22.0,54.0,66.0,9.0,18.0,43.0,10.0,52.0
2018-10-27,33.0,1.0,8.0,5.0,30.0,51.0,5.0,31.0,25.0,7.0,41.0
2018-10-28,35.0,1.0,2.0,3.0,24.0,52.0,8.0,8.0,15.0,7.0,26.0
2018-10-29,43.0,1.0,16.0,26.0,22.0,55.0,8.0,47.0,47.0,12.0,54.0
2018-10-30,47.0,1.0,22.0,33.0,61.0,59.0,13.0,25.0,39.0,10.0,60.0
2018-10-31,38.0,1.0,22.0,19.0,55.0,50.0,22.0,29.0,33.0,15.0,70.0
2018-11-01,47.0,1.0,16.0,12.0,64.0,48.0,16.0,41.0,57.0,11.0,46.0
2018-11-02,36.0,1.0,18.0,14.0,50.0,72.0,29.0,42.0,46.0,10.0,51.0
2018-11-03,62.0,1.0,8.0,11.0,30.0,67.0,8.0,45.0,23.0,3.0,23.0
2018-11-04,28.0,1.0,7.0,9.0,18.0,60.0,0.0,20.0,15.0,10.0,22.0
2018-11-05,52.0,1.0,17.0,21.0,28.0,51.0,15.0,44.0,40.0,7.0,52.0
2018-11-06,59.0,1.0,21.0,13.0,39.0,38.0,10.0,57.0,43.0,8.0,59.0
2018-11-07,49.0,1.0,26.0,30.0,32.0,51.0,11.0,88.0,66.0,2.0,45.0
2018-11-08,34.0,1.0,22.0,22.0,37.0,73.0,17.0,35.0,62.0,11.0,52.0
2018-11-09,43.0,1.0,16.0,16.0,19.0,58.0,11.0,34.0,40.0,12.0,49.0
2018-11-10,49.0,1.0,6.0,5.0,24.0,56.0,7.0,24.0,26.0,9.0,22.0
2018-11-11,41.0,1.0,4.0,9.0,24.0,54.0,4.0,24.0,29.0,3.0,32.0
2018-11-12,42.0,1.0,10.0,17.0,23.0,79.0,9.0,42.0,40.0,9.0,48.0
2018-11-13,40.0,1.0,25.0,20.0,30.0,63.0,17.0,32.0,52.0,12.0,46.0
2018-11-14,45.0,1.0,19.0,24.0,31.0,59.0,9.0,50.0,44.0,16.0,45.0
2018-11-15,59.0,1.0,16.0,27.0,28.0,53.0,10.0,55.0,51.0,16.0,51.0
2018-11-16,49.0,1.0,24.0,23.0,17.0,57.0,6.0,41.0,37.0,12.0,52.0
2018-11-17,30.0,1.0,10.0,14.0,33.0,59.0,4.0,17.0,28.0,5.0,30.0
2018-11-18,37.0,1.0,5.0,7.0,14.0,55.0,4.0,41.0,39.0,6.0,24.0
2018-11-19,37.0,1.0,12.0,17.0,21.0,48.0,6.0,43.0,18.0,22.0,42.0
2018-11-20,30.0,1.0,24.0,21.0,24.0,55.0,16.0,24.0,66.0,15.0,57.0
2018-11-21,26.0,1.0,22.0,22.0,36.0,59.0,9.0,55.0,30.0,9.0,46.0
2018-11-22,12.0,1.0,13.0,9.0,26.0,58.0,2.0,40.0,24.0,5.0,51.0
2018-11-23,16.0,1.0,20.0,13.0,23.0,74.0,8.0,30.0,35.0,11.0,38.0
2018-11-24,31.0,1.0,4.0,7.0,27.0,61.0,7.0,52.0,27.0,14.0,38.0
2018-11-25,27.0,1.0,7.0,4.0,19.0,57.0,2.0,39.0,39.0,12.0,21.0
2018-11-26,46.0,1.0,20.0,15.0,16.0,57.0,7.0,27.0,58.0,10.0,53.0
2018-11-27,51.0,1.0,24.0,24.0,36.0,75.0,12.0,35.0,64.0,13.0,62.0
2018-11-28,52.0,1.0,32.0,20.0,32.0,71.0,10.0,31.0,35.0,12.0,38.0
2018-11-29,43.0,1.0,18.0,26.0,29.0,56.0,9.0,36.0,34.0,21.0,49.0
2018-11-30,46.0,1.0,26.0,20.0,23.0,64.0,5.0,32.0,60.0,8.0,45.0
2018-12-01,34.0,1.0,5.0,19.0,31.0,56.0,9.0,40.0,28.0,12.0,29.0
2018-12-02,18.0,1.0,8.0,6.0,9.0,49.0,4.0,16.0,20.0,9.0,38.0
2018-12-03,47.0,1.0,16.0,19.0,24.0,69.0,15.0,35.0,58.0,12.0,49.0
2018-12-04,53.0,1.0,26.0,24.0,26.0,51.0,6.0,43.0,47.0,8.0,52.0
2018-12-05,34.0,1.0,14.0,14.0,22.0,68.0,11.0,21.0,38.0,9.0,46.0
2018-12-06,35.0,1.0,24.0,25.0,30.0,54.0,6.0,65.0,41.0,8.0,44.0
2018-12-07,36.0,1.0,29.0,22.0,26.0,69.0,8.0,37.0,38.0,9.0,42.0
2018-12-08,41.0,1.0,4.0,5.0,15.0,69.0,4.0,13.0,24.0,7.0,17.0
2018-12-09,34.0,1.0,8.0,8.0,19.0,58.0,14.0,52.0,23.0,10.0,25.0
2018-12-10,38.0,1.0,22.0,18.0,32.0,69.0,17.0,18.0,39.0,16.0,29.0
2018-12-11,38.0,1.0,20.0,16.0,20.0,64.0,7.0,14.0,49.0,9.0,63.0
2018-12-12,35.0,1.0,20.0,18.0,15.0,52.0,2.0,33.0,26.0,16.0,47.0
2018-12-13,51.0,1.0,22.0,14.0,30.0,60.0,12.0,63.0,42.0,13.0,58.0
2018-12-14,48.0,1.0,100.0,16.0,24.0,64.0,8.0,25.0,38.0,12.0,38.0
2018-12-15,29.0,1.0,46.0,9.0,23.0,56.0,2.0,38.0,21.0,9.0,32.0
2018-12-16,46.0,1.0,16.0,8.0,12.0,61.0,4.0,46.0,25.0,10.0,32.0
2018-12-17,45.0,1.0,75.0,15.0,17.0,68.0,9.0,30.0,39.0,12.0,58.0
2018-12-18,38.0,1.0,60.0,13.0,43.0,67.0,13.0,38.0,48.0,10.0,57.0
2018-12-19,35.0,1.0,52.0,19.0,22.0,72.0,19.0,64.0,35.0,11.0,45.0
2018-12-20,24.0,1.0,48.0,19.0,21.0,51.0,18.0,49.0,32.0,10.0,40.0
2018-12-21,31.0,1.0,28.0,17.0,38.0,54.0,10.0,56.0,47.0,12.0,46.0
2018-12-22,15.0,1.0,16.0,11.0,23.0,54.0,0.0,13.0,15.0,8.0,20.0
2018-12-23,24.0,1.0,8.0,7.0,16.0,57.0,0.0,52.0,11.0,7.0,24.0
2018-12-24,15.0,1.0,24.0,6.0,24.0,58.0,4.0,30.0,33.0,7.0,29.0
2018-12-25,13.0,1.0,6.0,9.0,30.0,49.0,4.0,45.0,11.0,8.0,21.0
2018-12-26,27.0,1.0,26.0,22.0,14.0,63.0,19.0,52.0,30.0,13.0,40.0
2018-12-27,31.0,1.0,29.0,22.0,23.0,67.0,11.0,50.0,47.0,12.0,38.0
2018-12-28,26.0,1.0,26.0,14.0,29.0,49.0,5.0,29.0,36.0,16.0,29.0
2018-12-29,34.0,1.0,14.0,6.0,14.0,57.0,12.0,38.0,33.0,7.0,24.0
2018-12-30,15.0,1.0,7.0,15.0,17.0,49.0,0.0,34.0,17.0,7.0,29.0
2018-12-31,30.0,1.0,17.0,13.0,14.0,61.0,0.0,42.0,42.0,13.0,41.0
2019-01-01,26.0,1.0,10.0,4.0,20.0,45.0,2.0,53.0,22.0,4.0,21.0
2019-01-02,32.0,1.0,28.0,13.0,20.0,53.0,15.0,79.0,45.0,18.0,49.0
2019-01-03,29.0,1.0,32.0,13.0,18.0,51.0,12.0,30.0,54.0,12.0,53.0
2019-01-04,36.0,1.0,30.0,26.0,18.0,62.0,19.0,41.0,62.0,10.0,47.0
2019-01-05,32.0,1.0,9.0,3.0,16.0,62.0,10.0,25.0,18.0,10.0,34.0
2019-01-06,39.0,1.0,4.0,5.0,7.0,55.0,4.0,40.0,24.0,11.0,25.0
2019-01-07,42.0,1.0,23.0,22.0,21.0,60.0,17.0,57.0,67.0,9.0,69.0
2019-01-08,35.0,1.0,23.0,23.0,27.0,60.0,6.0,52.0,61.0,10.0,58.0
2019-01-09,35.0,1.0,20.0,13.0,30.0,67.0,12.0,32.0,59.0,11.0,57.0
2019-01-10,49.0,1.0,24.0,20.0,24.0,57.0,4.0,50.0,44.0,16.0,55.0
2019-01-11,31.0,1.0,16.0,22.0,18.0,77.0,16.0,26.0,60.0,12.0,51.0
2019-01-12,36.0,1.0,9.0,8.0,16.0,47.0,4.0,36.0,33.0,8.0,23.0
2019-01-13,29.0,1.0,5.0,5.0,13.0,53.0,5.0,35.0,25.0,10.0,14.0
2019-01-14,44.0,1.0,24.0,21.0,20.0,51.0,11.0,53.0,70.0,14.0,51.0
2019-01-15,34.0,1.0,26.0,21.0,32.0,66.0,9.0,53.0,48.0,12.0,54.0
2019-01-16,43.0,1.0,21.0,18.0,26.0,75.0,15.0,25.0,42.0,14.0,44.0
2019-01-17,43.0,1.0,26.0,12.0,11.0,64.0,9.0,53.0,53.0,12.0,45.0
2019-01-18,45.0,1.0,24.0,23.0,25.0,56.0,14.0,59.0,48.0,14.0,56.0
2019-01-19,31.0,1.0,10.0,12.0,19.0,65.0,6.0,24.0,57.0,11.0,26.0
2019-01-20,29.0,1.0,6.0,10.0,11.0,56.0,3.0,31.0,22.0,18.0,13.0
2019-01-21,31.0,1.0,14.0,16.0,20.0,61.0,9.0,32.0,52.0,12.0,40.0
2019-01-22,39.0,1.0,32.0,18.0,13.0,62.0,8.0,38.0,64.0,8.0,71.0
2019-01-23,44.0,1.0,27.0,22.0,22.0,50.0,6.0,62.0,36.0,9.0,64.0
2019-01-24,53.0,1.0,20.0,23.0,31.0,63.0,19.0,52.0,43.0,11.0,62.0
2019-01-25,45.0,1.0,20.0,14.0,11.0,39.0,64.0,33.0,63.0,16.0,43.0
2019-01-26,32.0,1.0,6.0,5.0,26.0,63.0,4.0,33.0,34.0,5.0,23.0
2019-01-27,32.0,1.0,4.0,13.0,16.0,52.0,4.0,36.0,21.0,12.0,28.0
2019-01-28,39.0,,21.0,28.0,20.0,65.0,25.0,14.0,51.0,12.0,53.0
2019-01-29,33.0,,17.0,22.0,27.0,64.0,22.0,64.0,46.0,13.0,42.0
2019-01-30,37.0,,27.0,23.0,35.0,64.0,19.0,28.0,21.0,7.0,78.0
2019-01-31,38.0,,18.0,27.0,21.0,71.0,19.0,58.0,44.0,12.0,52.0
2019-02-01,44.0,,19.0,23.0,17.0,58.0,23.0,37.0,56.0,15.0,50.0
2019-02-02,30.0,,12.0,5.0,24.0,51.0,7.0,33.0,17.0,1.0,36.0
2019-02-03,17.0,,1.0,3.0,14.0,34.0,3.0,16.0,16.0,8.0,50.0
2019-02-04,30.0,,11.0,16.0,14.0,67.0,13.0,36.0,51.0,16.0,59.0
2019-02-05,33.0,,21.0,24.0,23.0,48.0,16.0,94.0,70.0,12.0,61.0
2019-02-06,38.0,,12.0,18.0,29.0,48.0,9.0,50.0,46.0,7.0,58.0
2019-02-07,34.0,,21.0,22.0,12.0,70.0,19.0,100.0,61.0,13.0,37.0
2019-02-08,31.0,,23.0,16.0,26.0,38.0,3.0,53.0,42.0,9.0,68.0
2019-02-09,32.0,,11.0,10.0,23.0,56.0,11.0,57.0,29.0,11.0,21.0
2019-02-10,30.0,,13.0,7.0,30.0,63.0,0.0,24.0,28.0,11.0,33.0
2019-02-11,49.0,,10.0,16.0,33.0,57.0,15.0,56.0,53.0,7.0,55.0
2019-02-12,47.0,,20.0,22.0,43.0,57.0,6.0,36.0,64.0,22.0,47.0
2019-02-13,54.0,,25.0,23.0,22.0,57.0,25.0,42.0,43.0,17.0,62.0
2019-02-14,33.0,,17.0,10.0,17.0,56.0,13.0,29.0,33.0,12.0,52.0
2019-02-15,38.0,,23.0,14.0,27.0,73.0,17.0,76.0,31.0,17.0,52.0
2019-02-16,32.0,,11.0,7.0,19.0,54.0,4.0,41.0,25.0,8.0,23.0
2019-02-17,29.0,,6.0,9.0,10.0,68.0,0.0,49.0,17.0,11.0,25.0
2019-02-18,33.0,,9.0,12.0,16.0,64.0,9.0,43.0,39.0,6.0,44.0
2019-02-19,45.0,,25.0,15.0,22.0,57.0,9.0,43.0,50.0,12.0,79.0
2019-02-20,58.0,,29.0,19.0,29.0,37.0,19.0,43.0,79.0,7.0,57.0
2019-02-21,30.0,,20.0,15.0,31.0,57.0,12.0,57.0,50.0,10.0,64.0
2019-02-22,47.0,,20.0,21.0,24.0,65.0,10.0,30.0,56.0,5.0,55.0
2019-02-23,39.0,,8.0,4.0,28.0,54.0,4.0,33.0,12.0,10.0,21.0
2019-02-24,33.0,,5.0,5.0,5.0,48.0,4.0,40.0,8.0,7.0,22.0
2019-02-25,37.0,,13.0,20.0,8.0,69.0,0.0,77.0,78.0,17.0,64.0
2019-02-26,50.0,,28.0,18.0,20.0,51.0,19.0,50.0,46.0,12.0,49.0
2019-02-27,63.0,,18.0,16.0,18.0,58.0,21.0,14.0,72.0,11.0,77.0
2019-02-28,67.0,,16.0,21.0,27.0,55.0,19.0,80.0,70.0,16.0,56.0
2019-03-01,54.0,,21.0,14.0,35.0,45.0,16.0,30.0,57.0,15.0,47.0
2019-03-02,30.0,,12.0,5.0,26.0,52.0,0.0,16.0,17.0,6.0,43.0
2019-03-03,27.0,,4.0,10.0,3.0,50.0,4.0,41.0,20.0,6.0,34.0
2019-03-04,69.0,,13.0,9.0,21.0,59.0,16.0,44.0,37.0,9.0,35.0
2019-03-05,63.0,,15.0,7.0,19.0,58.0,10.0,51.0,45.0,15.0,39.0
2019-03-06,54.0,,26.0,12.0,20.0,47.0,15.0,21.0,64.0,7.0,60.0
2019-03-07,37.0,,23.0,3.0,23.0,63.0,6.0,44.0,71.0,10.0,60.0
2019-03-08,46.0,,23.0,12.0,13.0,49.0,13.0,45.0,15.0,5.0,47.0
2019-03-09,37.0,,6.0,5.0,17.0,67.0,0.0,34.0,17.0,10.0,23.0
2019-03-10,14.0,,4.0,9.0,16.0,60.0,4.0,24.0,29.0,4.0,31.0
2019-03-11,43.0,,26.0,15.0,21.0,56.0,16.0,43.0,55.0,14.0,56.0
2019-03-12,31.0,,24.0,13.0,18.0,47.0,16.0,72.0,33.0,10.0,79.0
2019-03-13,31.0,,16.0,19.0,29.0,62.0,19.0,50.0,69.0,13.0,58.0
2019-03-14,40.0,,27.0,7.0,31.0,64.0,10.0,36.0,59.0,12.0,54.0
2019-03-15,39.0,,21.0,21.0,17.0,58.0,19.0,52.0,15.0,12.0,66.0
2019-03-16,29.0,,10.0,9.0,33.0,68.0,15.0,25.0,38.0,9.0,34.0
2019-03-17,21.0,,8.0,5.0,19.0,54.0,7.0,25.0,25.0,10.0,31.0
2019-03-18,48.0,,22.0,21.0,32.0,60.0,6.0,52.0,59.0,14.0,83.0
2019-03-19,42.0,,17.0,12.0,33.0,53.0,12.0,35.0,43.0,16.0,70.0
2019-03-20,39.0,,16.0,15.0,34.0,58.0,0.0,29.0,59.0,13.0,64.0
2019-03-21,47.0,,19.0,18.0,26.0,53.0,26.0,82.0,26.0,12.0,72.0
2019-03-22,47.0,,16.0,16.0,29.0,54.0,7.0,31.0,62.0,11.0,60.0
2019-03-23,33.0,,8.0,7.0,10.0,62.0,4.0,33.0,42.0,3.0,49.0
2019-03-24,25.0,,7.0,9.0,19.0,52.0,0.0,45.0,22.0,3.0,28.0
2019-03-25,45.0,,20.0,21.0,25.0,64.0,19.0,22.0,51.0,11.0,70.0
2019-03-26,55.0,,17.0,21.0,25.0,58.0,6.0,59.0,45.0,10.0,80.0
2019-03-27,34.0,,18.0,23.0,25.0,75.0,13.0,44.0,52.0,15.0,74.0
2019-03-28,30.0,,18.0,17.0,27.0,72.0,10.0,51.0,33.0,12.0,64.0
2019-03-29,29.0,,22.0,29.0,22.0,55.0,14.0,62.0,20.0,12.0,53.0
2019-03-30,30.0,,5.0,10.0,20.0,63.0,7.0,43.0,21.0,6.0,49.0
2019-03-31,38.0,,6.0,10.0,7.0,50.0,0.0,0.0,33.0,12.0,34.0
2019-04-01,41.0,,27.0,16.0,20.0,51.0,3.0,79.0,33.0,6.0,63.0
2019-04-02,36.0,,26.0,19.0,12.0,48.0,19.0,43.0,25.0,7.0,58.0
2019-04-03,55.0,,17.0,24.0,29.0,54.0,16.0,43.0,46.0,7.0,73.0
2019-04-04,41.0,,23.0,16.0,16.0,58.0,6.0,7.0,29.0,12.0,72.0
2019-04-05,36.0,,21.0,17.0,17.0,45.0,16.0,53.0,31.0,10.0,51.0
2019-04-06,26.0,1.0,8.0,5.0,21.0,61.0,2.0,36.0,36.0,8.0,40.0
2019-04-07,28.0,1.0,3.0,13.0,16.0,41.0,0.0,28.0,40.0,11.0,35.0
2019-04-08,44.0,1.0,21.0,18.0,34.0,72.0,20.0,57.0,48.0,8.0,64.0
2019-04-09,38.0,1.0,11.0,16.0,29.0,55.0,10.0,32.0,69.0,10.0,69.0
2019-04-10,36.0,1.0,11.0,16.0,31.0,75.0,16.0,37.0,63.0,15.0,63.0
2019-04-11,48.0,1.0,22.0,13.0,24.0,49.0,16.0,38.0,57.0,13.0,52.0
2019-04-12,68.0,1.0,21.0,16.0,21.0,71.0,14.0,47.0,61.0,8.0,72.0
2019-04-13,34.0,1.0,6.0,7.0,19.0,73.0,6.0,34.0,22.0,10.0,29.0
2019-04-14,26.0,1.0,9.0,5.0,7.0,60.0,0.0,44.0,17.0,7.0,43.0
2019-04-15,64.0,1.0,19.0,13.0,19.0,67.0,13.0,44.0,58.0,13.0,48.0
2019-04-16,100.0,1.0,30.0,22.0,21.0,64.0,12.0,13.0,67.0,18.0,56.0
2019-04-17,76.0,1.0,15.0,18.0,15.0,59.0,21.0,32.0,64.0,16.0,79.0
2019-04-18,74.0,1.0,20.0,32.0,26.0,56.0,16.0,44.0,55.0,11.0,47.0
2019-04-19,36.0,1.0,13.0,16.0,12.0,46.0,16.0,30.0,51.0,9.0,64.0
2019-04-20,18.0,1.0,5.0,8.0,12.0,66.0,8.0,14.0,26.0,10.0,40.0
2019-04-21,26.0,1.0,4.0,2.0,16.0,55.0,2.0,44.0,27.0,4.0,27.0
2019-04-22,52.0,1.0,23.0,20.0,34.0,63.0,20.0,34.0,31.0,14.0,51.0
2019-04-23,52.0,1.0,15.0,14.0,17.0,50.0,16.0,25.0,55.0,12.0,70.0
2019-04-24,46.0,1.0,15.0,26.0,29.0,55.0,20.0,40.0,37.0,16.0,66.0
2019-04-25,60.0,1.0,23.0,16.0,27.0,59.0,24.0,40.0,44.0,13.0,70.0
2019-04-26,50.0,1.0,16.0,24.0,32.0,60.0,23.0,30.0,45.0,10.0,73.0
2019-04-27,22.0,1.0,6.0,10.0,15.0,49.0,2.0,36.0,31.0,7.0,29.0
2019-04-28,18.0,1.0,3.0,7.0,24.0,57.0,4.0,15.0,27.0,8.0,37.0
2019-04-29,44.0,1.0,20.0,22.0,26.0,59.0,23.0,30.0,61.0,15.0,62.0
2019-04-30,56.0,1.0,11.0,32.0,23.0,88.0,26.0,44.0,60.0,18.0,79.0
2019-05-01,58.0,1.0,23.0,14.0,20.0,66.0,8.0,62.0,58.0,13.0,54.0
